sample,time,window,precision,modulation,band,power,payload,crc,tx2rxdone
2268,24:14.2,0.2,2.00E-07,7,16,20,177,TRUE,0.097999098
2269,24:22.7,1,2.00E-07,5,25,17,181,FALSE,0.284893457
2270,24:31.6,1,2.00E-07,4,8,1,174,FALSE,0.487624298
2271,24:42.7,2,4.00E-07,2,3,-3,81,TRUE,0.844654569
2272,24:57.8,4,8.00E-07,2,49,20,162,FALSE,1.4999707
2273,25:41.1,10,5.00E-07,1,8,8,247,TRUE,
2274,26:01.1,2,4.00E-07,3,37,3,122,TRUE,0.64751573
2275,26:38.3,10,5.00E-07,1,36,11,252,TRUE,
2276,26:40.7,0.2,2.00E-07,7,28,14,118,TRUE,0.067320067
2277,26:43.2,0.4,4.00E-07,6,30,20,140,FALSE,0.131780132
2278,26:45.8,0.4,4.00E-07,5,47,13,112,TRUE,0.187595788
2279,26:48.0,0.1,1.00E-07,5,38,4,12,FALSE,0.039096139
2280,27:56.4,20,1.00E-06,0,50,3,207,TRUE,7.477302374
2281,28:11.5,4,8.00E-07,1,22,9,48,FALSE,1.19827464
2282,28:13.7,0.1,1.00E-07,7,24,1,63,FALSE,0.039078639
2283,28:24.8,2,4.00E-07,3,17,3,196,TRUE,0.995570999
2284,29:11.9,10,5.00E-07,1,34,7,171,TRUE,3.491970675
2285,29:13.2,0.04,4.00E-07,8,14,15,168,TRUE,0.011827718
2286,29:14.4,0.01,1.00E-07,8,8,19,65,TRUE,0.005237252
2287,30:23.6,20,1.00E-06,0,39,20,173,FALSE,6.330394317
2288,30:25.9,0.2,2.00E-07,7,8,-3,135,FALSE,0.075001875
2289,30:28.5,0.4,4.00E-07,6,14,17,120,FALSE,0.113903314
2290,31:14.8,10,5.00E-07,0,30,5,89,TRUE,3.708891685
2291,31:30.3,4,8.00E-07,1,14,14,56,FALSE,1.362073072
2292,31:41.1,2,4.00E-07,4,16,9,184,TRUE,0.518342904
2293,32:49.7,20,1.00E-06,0,17,0,189,FALSE,6.821946341
2294,32:58.4,1,2.00E-07,3,19,21,74,TRUE,0.442596489
2295,32:59.7,0.02,2.00E-07,9,12,10,200,TRUE,0.008748287
2296,33:46.4,10,5.00E-07,1,14,15,231,FALSE,4.556907228
2297,34:30.0,10,5.00E-07,1,4,11,150,TRUE,3.082436154
2298,34:40.5,2,4.00E-07,3,45,9,123,TRUE,0.64755453
2299,34:41.8,0.02,2.00E-07,9,30,20,137,TRUE,0.006227862
2300,34:44.2,0.2,2.00E-07,7,46,15,94,TRUE,0.055739056
2301,34:46.6,0.4,4.00E-07,3,14,10,17,FALSE,0.156038556
2302,35:54.8,20,1.00E-06,0,15,17,181,FALSE,6.657995333
2303,35:57.1,0.2,2.00E-07,7,9,18,154,TRUE,0.086458286
2304,36:08.0,2,4.00E-07,2,31,1,83,FALSE,0.844653369
2305,37:17.1,20,1.00E-06,0,23,5,211,TRUE,7.641102382
2306,37:32.5,4,8.00E-07,2,3,2,182,TRUE,1.663884333
2307,37:40.9,1,2.00E-07,4,15,2,110,FALSE,0.323788465
2308,37:56.6,4,8.00E-07,1,47,14,46,TRUE,1.19827224
2309,38:05.3,1,2.00E-07,5,31,21,171,TRUE,0.274616655
2310,38:06.5,0.04,4.00E-07,8,8,15,179,TRUE,0.012533325
2311,38:07.7,0.02,2.00E-07,8,46,8,77,TRUE,0.00600326
2312,38:38.7,0.04,4.00E-07,8,48,18,253,FALSE,
2313,38:41.2,0.4,4.00E-07,6,0,2,203,TRUE,0.188057388
2314,38:42.4,0.02,2.00E-07,8,4,22,128,FALSE,0.009140491
2315,38:44.6,0.1,1.00E-07,6,12,-1,39,FALSE,0.044779045
2316,38:53.9,1,2.00E-07,3,9,9,60,TRUE,0.360840472
2317,39:25.5,1,2.00E-07,6,0,2,247,TRUE,
2318,39:37.4,2,4.00E-07,3,5,12,180,TRUE,0.913731783
2319,39:52.8,4,8.00E-07,3,6,7,232,FALSE,1.139033828
2320,39:54.1,0.02,2.00E-07,9,10,7,169,FALSE,0.007428274
2321,40:09.8,4,8.00E-07,2,27,14,171,TRUE,1.581927516
2322,40:25.2,4,8.00E-07,0,6,15,20,TRUE,1.415193883
2323,40:40.9,4,8.00E-07,2,11,22,203,TRUE,1.868522774
2324,40:56.3,4,8.00E-07,3,1,20,220,FALSE,1.09794902
2325,41:05.0,1,2.00E-07,4,8,16,94,TRUE,0.292989859
2326,41:07.4,0.2,2.00E-07,6,16,22,73,TRUE,0.075499875
2327,41:08.7,0.02,2.00E-07,9,11,2,142,FALSE,0.006347663
2328,41:09.8,0.02,2.00E-07,8,8,13,129,TRUE,0.009332293
2329,41:25.1,4,8.00E-07,2,0,9,217,FALSE,1.95052519
2330,42:11.5,10,5.00E-07,1,5,10,186,FALSE,3.737712687
2331,42:57.6,10,5.00E-07,1,10,7,108,FALSE,2.263282613
2332,43:06.3,1,2.00E-07,6,50,6,232,FALSE,0.211100042
2333,43:08.5,0.2,2.00E-07,6,16,19,75,TRUE,0.078019078
2334,43:11.1,0.4,4.00E-07,7,46,4,208,TRUE,0.113397713
2335,43:12.5,0.02,2.00E-07,8,23,3,124,TRUE,0.00901289
2336,43:13.7,0.01,1.00E-07,9,45,13,110,TRUE,0.005149651
2337,43:16.3,0.4,4.00E-07,6,46,22,209,TRUE,0.193178993
2338,43:49.2,2,4.00E-07,4,44,1,246,TRUE,
2339,43:52.0,0.01,1.00E-07,8,18,18,31,FALSE,0.002932329
2340,44:23.0,0.04,4.00E-07,8,2,17,243,FALSE,
2341,44:25.5,0.4,4.00E-07,4,20,3,63,FALSE,0.200949801
2342,45:12.9,10,5.00E-07,0,40,10,119,TRUE,4.691930735
2343,45:15.5,0.4,4.00E-07,5,18,2,67,FALSE,0.120977321
2344,45:16.7,0.04,4.00E-07,8,37,6,216,TRUE,0.014900949
2345,45:25.5,1,2.00E-07,5,3,10,165,FALSE,0.264337853
2346,45:36.6,2,4.00E-07,3,33,-2,183,FALSE,0.913773383
2347,46:22.7,10,5.00E-07,1,46,3,106,TRUE,2.263282613
2348,46:33.6,2,4.00E-07,3,34,21,125,TRUE,0.667934934
2349,46:44.6,2,4.00E-07,3,51,11,173,TRUE,0.893151779
2350,46:45.9,0.02,2.00E-07,9,45,20,191,FALSE,0.008307483
2351,46:54.8,1,2.00E-07,3,24,3,44,FALSE,0.278920456
2352,47:05.8,2,4.00E-07,3,49,10,173,FALSE,0.872772575
2353,47:07.0,0.02,2.00E-07,8,44,11,124,FALSE,0.008883689
2354,47:08.2,0.04,4.00E-07,8,39,18,204,TRUE,0.014131741
2355,47:23.8,4,8.00E-07,3,17,15,236,FALSE,1.159492232
2356,47:25.0,0.04,4.00E-07,6,50,16,5,FALSE,0.016582966
2357,47:27.3,0.2,2.00E-07,3,24,22,10,TRUE,0.135540136
2358,48:15.1,10,5.00E-07,0,31,12,84,FALSE,3.381340669
2359,48:30.4,4,8.00E-07,3,21,18,239,TRUE,1.179993036
2360,48:33.1,0.4,4.00E-07,7,44,13,226,TRUE,0.123558924
2361,48:34.1,0.004,4.00E-07,9,7,16,35,TRUE,0.002149415
2362,48:49.5,4,8.00E-07,2,33,10,138,FALSE,1.295209059
2363,49:00.7,2,4.00E-07,4,47,9,218,TRUE,0.610426122
2364,49:03.1,0.2,2.00E-07,6,16,2,86,FALSE,0.085701086
2365,49:14.1,2,4.00E-07,1,45,-3,44,FALSE,1.116373823
2366,49:22.4,1,2.00E-07,4,19,20,123,TRUE,0.364707073
2367,49:23.7,0.02,2.00E-07,9,43,16,185,FALSE,0.008068081
2368,49:38.8,4,8.00E-07,2,49,11,206,FALSE,1.868564374
2369,50:25.7,10,5.00E-07,0,30,18,81,TRUE,3.381300669
2370,51:34.5,20,1.00E-06,0,34,4,212,TRUE,7.641140382
2371,51:37.2,0.4,4.00E-07,6,7,4,206,FALSE,0.188103388
2372,52:46.1,20,1.00E-06,0,0,3,211,TRUE,7.641101382
2373,52:54.7,1,2.00E-07,1,38,-2,6,FALSE,0.460939692
2374,53:40.4,10,5.00E-07,1,35,1,213,FALSE,4.229225211
2375,53:43.0,0.4,4.00E-07,7,12,11,221,FALSE,0.11973772
2376,53:53.9,2,4.00E-07,3,30,6,144,FALSE,0.74981335
2377,54:02.4,1,2.00E-07,3,21,16,72,TRUE,0.422216884
2378,55:10.8,20,1.00E-06,0,25,21,149,FALSE,5.511241276
2379,56:19.5,20,1.00E-06,0,10,18,210,TRUE,7.641064382
2380,56:20.7,0.01,1.00E-07,8,47,21,64,FALSE,0.00504195
2381,57:07.6,10,5.00E-07,1,43,15,208,TRUE,4.147364707
2382,57:10.1,0.4,4.00E-07,6,24,10,147,TRUE,0.139458139
2383,57:18.5,1,2.00E-07,5,8,-2,218,TRUE,0.346212469
2384,57:29.4,2,4.00E-07,3,8,2,156,FALSE,0.790893758
2385,58:16.1,10,5.00E-07,1,39,-1,138,FALSE,2.836659642
2386,59:03.6,10,5.00E-07,1,4,2,185,TRUE,3.737749687
2387,59:06.2,0.4,4.00E-07,7,49,13,229,TRUE,0.124861325
2388,59:08.8,0.4,4.00E-07,6,24,16,168,TRUE,0.157377757
2389,59:55.0,10,5.00E-07,1,28,0,211,FALSE,4.147409207
2390,00:03.9,1,2.00E-07,3,48,20,46,FALSE,0.29929866
2391,00:05.3,0.04,4.00E-07,8,50,9,154,FALSE,0.010803308
2392,00:07.5,0.1,1.00E-07,7,51,13,81,FALSE,0.048058348
2393,00:16.2,1,2.00E-07,1,48,20,6,TRUE,0.461023092
2394,00:24.8,1,2.00E-07,4,8,5,97,FALSE,0.293030059
2395,00:27.3,0.4,4.00E-07,6,0,22,174,FALSE,0.15998136
2396,00:29.6,0.1,1.00E-07,7,45,2,87,FALSE,0.050658351
2397,00:30.9,0.02,2.00E-07,8,40,5,130,TRUE,0.009394094
2398,00:32.0,0.02,2.00E-07,6,25,4,2,FALSE,0.014068741
2399,00:47.6,4,8.00E-07,3,43,-2,219,TRUE,1.09799222
2400,00:49.9,0.2,2.00E-07,5,27,-1,37,TRUE,0.08001428
2401,00:51.1,0.04,4.00E-07,8,11,4,214,FALSE,0.014643746
2402,00:53.5,0.2,2.00E-07,6,31,18,69,FALSE,0.07038247
2403,01:41.7,10,5.00E-07,1,45,19,184,FALSE,3.655888683
2404,02:28.5,10,5.00E-07,0,34,15,55,TRUE,2.562065128
2405,02:39.4,2,4.00E-07,4,46,5,193,FALSE,0.538785708
2406,02:48.3,1,2.00E-07,4,14,18,129,FALSE,0.374944475
2407,03:03.6,4,8.00E-07,3,0,1,222,TRUE,1.09810902
2408,03:14.6,2,4.00E-07,3,11,10,166,TRUE,0.85227377
2409,03:15.7,0.01,1.00E-07,9,34,7,102,FALSE,0.004748347
2410,03:18.3,0.4,4.00E-07,7,22,19,224,FALSE,0.121038121
2411,03:19.5,0.02,2.00E-07,9,0,5,198,FALSE,0.008588486
2412,03:22.2,0.4,4.00E-07,6,50,-3,121,FALSE,0.116378116
2413,03:30.9,1,2.00E-07,5,6,1,210,TRUE,0.330955466
2414,03:39.4,1,2.00E-07,0,45,3,4,FALSE,0.760012152
2415,03:40.6,0.04,4.00E-07,6,13,0,2,TRUE,0.016543365
2416,04:18.9,10,5.00E-07,1,17,13,252,FALSE,
2417,04:20.1,0.04,4.00E-07,8,15,0,176,TRUE,0.012338523
2418,04:21.3,0.02,2.00E-07,9,34,22,228,TRUE,0.009867899
2419,04:22.6,0.01,1.00E-07,8,8,0,49,FALSE,0.004083041
2420,04:25.2,0.4,4.00E-07,6,22,1,171,FALSE,0.157421357
2421,04:36.2,2,4.00E-07,3,13,12,101,TRUE,0.565474113
2422,04:37.4,0.02,2.00E-07,8,43,3,86,TRUE,0.006579466
2423,04:46.1,1,2.00E-07,4,13,7,112,TRUE,0.334024867
2424,04:47.2,0.01,1.00E-07,9,25,8,95,TRUE,0.004547845
2425,05:33.6,10,5.00E-07,0,43,20,55,TRUE,2.562061628
2426,05:42.3,1,2.00E-07,4,29,8,170,FALSE,0.477383295
2427,05:51.2,1,2.00E-07,3,40,-1,71,TRUE,0.422179084
2428,07:00.4,20,1.00E-06,0,40,1,143,TRUE,5.347440267
2429,07:01.7,0.01,1.00E-07,9,21,0,100,FALSE,0.004667347
2430,07:48.3,10,5.00E-07,0,36,21,55,FALSE,2.39834412
2431,07:57.2,1,2.00E-07,4,50,11,140,TRUE,0.405707481
2432,07:59.7,0.4,4.00E-07,6,47,13,109,TRUE,0.106219706
2433,08:02.4,0.4,4.00E-07,6,29,10,214,FALSE,0.195737796
2434,08:03.8,0.04,4.00E-07,8,28,0,208,FALSE,0.014258543
2435,08:06.2,0.2,2.00E-07,7,34,17,97,FALSE,0.055779256
2436,08:52.2,10,5.00E-07,0,25,21,80,TRUE,3.381261669
2437,09:02.8,2,4.00E-07,3,33,2,135,TRUE,0.708932942
2438,09:05.3,0.4,4.00E-07,2,27,10,7,TRUE,0.23030143
2439,09:07.8,0.4,4.00E-07,5,15,13,62,TRUE,0.115874516
2440,09:16.8,1,2.00E-07,5,36,8,163,TRUE,0.264333853
2441,09:19.2,0.2,2.00E-07,7,2,12,132,FALSE,0.073701874
2442,10:06.0,10,5.00E-07,0,1,22,64,TRUE,2.889702644
2443,10:08.7,0.4,4.00E-07,5,46,10,67,TRUE,0.121055321
2444,10:17.4,1,2.00E-07,1,40,5,4,FALSE,0.379220476
2445,10:33.0,4,8.00E-07,2,31,18,215,FALSE,1.95044519
2446,10:34.2,0.01,1.00E-07,9,20,17,50,FALSE,0.002667327
2447,10:35.4,0.04,4.00E-07,7,15,15,12,FALSE,0.012259723
2448,10:36.6,0.02,2.00E-07,8,40,1,114,FALSE,0.008245082
2449,10:37.6,0.002,2.00E-07,9,37,16,8,FALSE,0.000989699
2450,10:39.8,0.1,1.00E-07,7,21,-3,30,TRUE,0.022498222
2451,10:40.8,0.002,2.00E-07,8,38,3,0,TRUE,0.001141514
2452,11:27.6,10,5.00E-07,1,25,17,104,TRUE,2.263204613
2453,11:43.0,4,8.00E-07,3,26,1,214,TRUE,1.077492215
2454,12:29.9,10,5.00E-07,1,49,20,100,FALSE,2.181226109
2455,12:45.4,4,8.00E-07,0,0,13,41,TRUE,2.070586814
2456,12:54.1,1,2.00E-07,3,34,3,82,FALSE,0.463135493
2457,12:56.6,0.4,4.00E-07,5,6,20,106,FALSE,0.177314977
2458,13:07.8,2,4.00E-07,3,0,17,189,FALSE,0.954610991
2459,13:09.1,0.04,4.00E-07,8,2,3,176,FALSE,0.012211322
2460,13:11.5,0.2,2.00E-07,3,25,11,10,FALSE,0.135459335
2461,14:20.3,20,1.00E-06,0,51,20,238,FALSE,8.460293423
2462,14:28.8,1,2.00E-07,5,0,10,127,TRUE,0.213094243
2463,14:31.2,0.2,2.00E-07,7,23,4,166,FALSE,0.091579292
2464,14:46.4,4,8.00E-07,2,36,-2,211,FALSE,1.909525182
2465,15:32.8,10,5.00E-07,1,37,5,135,FALSE,2.754799138
2466,15:41.5,1,2.00E-07,5,40,9,229,TRUE,0.361592872
2467,15:42.7,0.01,1.00E-07,8,30,6,47,FALSE,0.00395824
2468,15:45.2,0.4,4.00E-07,6,29,2,122,FALSE,0.116420116
2469,15:47.9,0.4,4.00E-07,6,36,22,169,FALSE,0.157338557
2470,15:50.3,0.2,2.00E-07,7,22,0,162,FALSE,0.089058289
2471,16:59.5,20,1.00E-06,0,5,3,168,TRUE,6.166638308
2472,17:08.2,1,2.00E-07,6,43,12,224,TRUE,0.205980841
2473,17:10.8,0.4,4.00E-07,5,25,9,98,TRUE,0.167115367
2474,17:13.1,0.1,1.00E-07,6,2,17,18,FALSE,0.026859327
2475,17:14.3,0.01,1.00E-07,8,9,20,27,FALSE,0.002674827
2476,17:29.5,4,8.00E-07,0,15,11,47,FALSE,2.234384447
2477,17:30.8,0.04,4.00E-07,8,45,16,157,FALSE,0.01099731
2478,17:33.3,0.4,4.00E-07,5,35,8,112,FALSE,0.187514188
2479,17:44.2,2,4.00E-07,1,29,9,43,FALSE,1.116336223
2480,17:46.7,0.4,4.00E-07,2,16,21,5,FALSE,0.23013783
2481,17:49.2,0.4,4.00E-07,7,1,7,187,FALSE,0.101860102
2482,17:50.4,0.04,4.00E-07,7,5,21,18,FALSE,0.01604016
2483,17:52.9,0.4,4.00E-07,5,28,9,64,FALSE,0.115876916
2484,18:01.3,1,2.00E-07,2,27,21,21,FALSE,0.353059471
2485,18:12.4,2,4.00E-07,3,51,12,123,TRUE,0.64755773
2486,18:27.4,4,8.00E-07,3,6,20,218,FALSE,1.077571416
2487,18:28.7,0.02,2.00E-07,9,22,13,201,FALSE,0.008706887
2488,18:37.2,1,2.00E-07,3,10,4,73,FALSE,0.422176484
2489,19:08.2,0.4,4.00E-07,7,0,-2,245,TRUE,
2490,20:17.3,20,1.00E-06,0,23,22,163,FALSE,6.0027183
2491,20:18.5,0.01,1.00E-07,8,1,13,56,FALSE,0.004531645
2492,20:19.6,0.01,1.00E-07,8,23,15,58,FALSE,0.004660247
2493,21:05.9,10,5.00E-07,1,1,19,172,FALSE,3.491934675
2494,21:08.4,0.4,4.00E-07,6,2,22,131,TRUE,0.126618127
2495,21:17.2,1,2.00E-07,5,3,-2,204,FALSE,0.320672264
2496,21:18.3,0.04,4.00E-07,6,46,7,7,TRUE,0.019179392
2497,21:33.3,4,8.00E-07,2,33,10,132,TRUE,1.254293051
2498,22:20.4,10,5.00E-07,1,40,8,172,TRUE,3.492012175
2499,22:22.9,0.4,4.00E-07,6,34,21,164,TRUE,0.154778155
2500,22:25.5,0.4,4.00E-07,7,17,19,237,FALSE,0.127458527
2501,22:34.0,1,2.00E-07,3,25,1,35,TRUE,0.258337452
2502,22:36.6,0.4,4.00E-07,6,30,6,164,TRUE,0.154781355
2503,22:52.0,4,8.00E-07,2,2,2,176,FALSE,1.622809125
2504,24:00.8,20,1.00E-06,0,7,-2,229,FALSE,
2505,24:03.3,0.4,4.00E-07,6,1,4,110,TRUE,0.108698109
2506,24:49.6,10,5.00E-07,1,2,0,189,TRUE,3.819652691
2507,25:00.4,2,4.00E-07,4,44,7,227,TRUE,0.630942126
2508,26:08.2,20,1.00E-06,0,51,3,163,TRUE,6.0027943
2509,26:09.6,0.04,4.00E-07,8,48,-2,198,FALSE,0.013620536
2510,26:55.7,10,5.00E-07,0,9,19,116,TRUE,4.528173226
2511,27:11.2,4,8.00E-07,2,3,4,227,FALSE,2.032442006
2512,27:57.2,10,5.00E-07,1,46,15,159,TRUE,3.246275662
2513,27:58.5,0.02,2.00E-07,9,43,7,119,TRUE,0.005508655
2514,27:59.7,0.04,4.00E-07,8,10,6,158,TRUE,0.011188112
2515,28:02.1,0.2,2.00E-07,5,41,0,51,FALSE,0.095434895
2516,28:48.2,10,5.00E-07,0,7,18,117,TRUE,
2517,28:49.2,0.002,2.00E-07,8,2,-1,3,FALSE,0.001138714
2518,28:51.8,0.4,4.00E-07,4,28,14,33,FALSE,0.129187329
2519,29:00.3,1,2.00E-07,4,6,-3,92,FALSE,0.282747457
2520,29:09.2,1,2.00E-07,1,6,1,5,TRUE,0.460982492
2521,29:56.6,10,5.00E-07,1,47,20,143,TRUE,3.00041765
2522,31:05.0,20,1.00E-06,0,45,1,158,FALSE,5.838879292
2523,31:13.7,1,2.00E-07,6,47,11,238,TRUE,0.216297043
2524,32:00.6,10,5.00E-07,0,33,17,92,FALSE,3.708942185
2525,32:31.6,0.4,4.00E-07,7,9,12,251,FALSE,
2526,32:40.7,1,2.00E-07,5,19,14,142,FALSE,0.228557246
2527,32:43.2,0.4,4.00E-07,7,24,22,211,FALSE,0.114618515
2528,32:54.3,2,4.00E-07,3,24,6,124,FALSE,0.64751573
2529,33:02.9,1,2.00E-07,5,6,21,226,FALSE,0.35143287
2530,33:11.6,1,2.00E-07,5,19,13,149,TRUE,0.243856849
2531,33:22.6,2,4.00E-07,3,11,14,125,FALSE,0.64755813
2532,33:23.6,0.004,4.00E-07,9,37,4,36,FALSE,0.002109011
2533,33:31.9,1,2.00E-07,2,47,3,14,TRUE,0.312100662
2534,33:34.3,0.2,2.00E-07,7,36,8,146,TRUE,0.082598083
2535,34:44.5,20,1.00E-06,0,4,17,214,FALSE,7.641141382
2536,35:31.4,10,5.00E-07,1,13,-1,206,FALSE,4.065468703
2537,36:17.8,10,5.00E-07,0,42,22,124,TRUE,4.855767743
2538,36:20.3,0.4,4.00E-07,4,22,12,57,FALSE,0.190626591
2539,36:31.3,2,4.00E-07,2,17,19,73,TRUE,0.803575361
2540,36:33.9,0.4,4.00E-07,5,4,9,123,FALSE,0.202896203
2541,36:44.9,2,4.00E-07,3,16,17,200,FALSE,0.995652999
2542,36:45.9,0.004,4.00E-07,8,4,16,12,FALSE,0.001716572
2543,36:54.8,1,2.00E-07,6,32,3,238,TRUE,0.216298443
2544,37:03.8,1,2.00E-07,5,33,22,139,TRUE,0.228516446
2545,37:06.2,0.2,2.00E-07,6,21,17,56,TRUE,0.062618663
2546,37:08.8,0.4,4.00E-07,5,18,21,111,FALSE,0.182494582
2547,37:10.1,0.02,2.00E-07,9,40,8,227,TRUE,0.009829098
2548,38:19.3,20,1.00E-06,0,0,17,194,FALSE,6.985790349
2549,38:27.8,1,2.00E-07,5,1,-1,206,FALSE,0.325732465
2550,38:30.2,0.4,4.00E-07,5,21,10,59,FALSE,0.110696511
2551,38:45.6,4,8.00E-07,1,41,19,79,TRUE,1.771769154
2552,38:46.8,0.02,2.00E-07,8,41,-3,85,FALSE,0.006387264
2553,38:47.8,0.002,2.00E-07,9,33,11,14,FALSE,0.001228123
2554,38:49.0,0.02,2.00E-07,9,9,17,119,TRUE,0.005508055
2555,38:51.3,0.2,2.00E-07,6,28,13,104,TRUE,0.103581904
2556,39:38.5,10,5.00E-07,0,5,13,93,FALSE,3.708978685
2557,39:40.7,0.2,2.00E-07,6,21,-3,74,FALSE,0.075463275
2558,39:42.9,0.2,2.00E-07,7,1,7,147,TRUE,0.082642083
2559,40:29.8,10,5.00E-07,1,29,17,142,FALSE,2.918562146
2560,40:31.1,0.02,2.00E-07,8,21,13,68,FALSE,0.005300653
2561,40:39.5,1,2.00E-07,4,9,-3,107,FALSE,0.313587263
2562,41:26.2,10,5.00E-07,1,36,12,225,TRUE,4.475003724
2563,41:27.6,0.02,2.00E-07,9,38,0,214,TRUE,0.009308293
2564,41:36.4,1,2.00E-07,5,32,8,133,TRUE,0.218313244
2565,41:47.4,2,4.00E-07,2,16,5,99,FALSE,0.967570994
2566,42:03.0,4,8.00E-07,2,11,16,185,TRUE,1.704765141
2567,42:05.2,0.2,2.00E-07,3,40,10,3,FALSE,0.094581295
2568,43:14.0,20,1.00E-06,0,12,15,149,TRUE,5.674960284
2569,43:22.8,1,2.00E-07,3,47,1,74,TRUE,0.442599089
2570,43:24.0,0.02,2.00E-07,8,31,6,134,TRUE,0.009654697
2571,43:25.0,0.004,4.00E-07,9,23,8,32,TRUE,0.002028603
2572,43:27.2,0.1,1.00E-07,7,20,2,86,TRUE,0.051882852
2573,44:35.9,20,1.00E-06,0,35,10,177,FALSE,6.494191325
2574,44:44.4,1,2.00E-07,4,26,-2,77,TRUE,0.241906248
2575,45:53.0,20,1.00E-06,0,49,14,204,FALSE,7.313466366
2576,47:01.7,20,1.00E-06,0,45,5,168,FALSE,6.166554308
2577,47:17.0,4,8.00E-07,2,23,-1,127,FALSE,1.213251443
2578,48:03.6,10,5.00E-07,1,37,14,182,TRUE,3.655896183
2579,48:47.0,10,5.00E-07,2,15,22,242,TRUE,
2580,48:58.6,0.2,2.00E-07,5,8,2,42,FALSE,0.085115485
2581,49:13.7,4,8.00E-07,3,22,12,224,TRUE,1.118489824
2582,50:22.2,20,1.00E-06,0,13,5,207,FALSE,7.477223374
2583,50:33.0,2,4.00E-07,3,16,16,135,FALSE,0.708853342
2584,50:41.3,1,2.00E-07,4,4,13,113,FALSE,0.333986067
2585,50:42.5,0.02,2.00E-07,8,17,6,101,TRUE,0.007540475
2586,50:43.7,0.01,1.00E-07,9,1,15,105,TRUE,0.004948349
2587,50:45.0,0.02,2.00E-07,9,17,19,229,TRUE,0.009910299
2588,50:56.0,2,4.00E-07,3,2,-1,133,TRUE,0.708853342
2589,51:06.5,2,4.00E-07,2,11,-3,63,TRUE,0.721653344
2590,51:21.8,4,8.00E-07,1,28,2,64,FALSE,1.525873105
2591,51:37.5,4,8.00E-07,2,3,12,192,TRUE,1.745805949
2592,51:40.0,0.4,4.00E-07,6,35,22,215,FALSE,0.195777796
2593,51:41.2,0.01,1.00E-07,9,4,13,62,TRUE,0.003228032
2594,52:12.9,1,2.00E-07,5,43,-3,242,TRUE,
2595,52:14.9,0.04,4.00E-07,8,14,19,231,TRUE,0.015860559
2596,52:30.1,4,8.00E-07,2,51,0,115,TRUE,1.131329026
2597,52:31.1,0.002,2.00E-07,8,3,11,0,TRUE,0.001140314
2598,52:33.5,0.2,2.00E-07,7,2,9,107,FALSE,0.060898861
2599,52:35.7,0.1,1.00E-07,7,8,10,47,TRUE,0.031439631
2600,52:36.7,0.004,4.00E-07,9,41,19,34,TRUE,0.002107811
2601,52:47.7,2,4.00E-07,2,46,6,76,TRUE,0.803692961
2602,52:58.2,2,4.00E-07,3,17,11,176,FALSE,0.893191779
2603,52:59.5,0.02,2.00E-07,9,35,14,126,TRUE,0.005787658
2604,53:08.4,1,2.00E-07,4,1,22,167,FALSE,0.467185093
2605,53:10.7,0.2,2.00E-07,3,40,13,2,TRUE,0.114919115
2606,53:26.2,4,8.00E-07,1,49,17,89,FALSE,1.935565987
2607,53:35.0,1,2.00E-07,4,12,3,179,TRUE,0.508062702
2608,53:45.9,2,4.00E-07,2,22,18,102,FALSE,1.008453002
2609,53:47.2,0.02,2.00E-07,9,0,15,175,TRUE,0.007748277
2610,54:18.2,0.4,4.00E-07,7,2,19,246,FALSE,
2611,55:05.2,10,5.00E-07,1,51,15,113,TRUE,2.427043121
2612,55:06.5,0.02,2.00E-07,9,28,19,189,TRUE,0.008309683
2613,55:15.5,1,2.00E-07,6,41,2,232,TRUE,0.211181042
2614,56:01.7,10,5.00E-07,0,14,19,117,TRUE,4.528210226
2615,56:33.4,1,2.00E-07,5,24,20,252,TRUE,
2616,56:43.0,1,2.00E-07,4,46,11,104,FALSE,0.313469263
2617,56:51.7,1,2.00E-07,6,9,18,240,FALSE,0.216300443
2618,57:00.3,1,2.00E-07,4,31,4,112,TRUE,0.334024667
2619,57:01.4,0.01,1.00E-07,8,0,18,22,TRUE,0.002483725
2620,57:04.0,0.4,4.00E-07,6,26,8,106,TRUE,0.103658504
2621,58:12.8,20,1.00E-06,0,3,0,185,FALSE,6.658151333
2622,58:59.1,10,5.00E-07,0,16,2,134,FALSE,5.019725751
2623,59:07.9,1,2.00E-07,4,38,2,180,FALSE,0.508023302
2624,59:09.1,0.01,1.00E-07,9,26,14,65,TRUE,
2625,59:10.3,0.02,2.00E-07,9,28,22,163,TRUE,0.007269073
2626,00:01.6,20,1.00E-06,0,22,0,252,FALSE,
2627,00:04.0,0.2,2.00E-07,7,22,15,101,TRUE,0.05955986
2628,00:12.4,1,2.00E-07,3,21,15,38,TRUE,0.278756856
2629,00:13.6,0.02,2.00E-07,9,41,14,139,FALSE,0.006227062
2630,00:14.9,0.02,2.00E-07,9,3,18,236,FALSE,0.010109101
2631,00:17.4,0.4,4.00E-07,5,29,21,114,TRUE,0.192656593
2632,00:18.6,0.02,2.00E-07,8,35,17,81,FALSE,0.006131261
2633,00:20.8,0.1,1.00E-07,7,12,19,82,TRUE,0.049358749
2634,00:29.5,1,2.00E-07,5,27,1,217,TRUE,0.341193868
2635,00:38.7,1,2.00E-07,5,19,-1,228,FALSE,0.356495271
2636,01:22.1,10,5.00E-07,2,24,0,241,TRUE,
2637,01:42.3,2,4.00E-07,3,44,3,169,FALSE,0.85231497
