sample,time,window,precision,modulation,band,power,payload,tx2rf
563,2018-05-31 09:17:43.439469,0.0004,4.0000400004000045e-09,7,46,-1,64,0.00012614526145261453
564,2018-05-31 09:17:44.420489,0.0004,4.0000400004000045e-09,4,25,15,54,0.00012569725697256974
565,2018-05-31 09:17:45.363622,0.0004,4.0000400004000045e-09,2,43,-2,58,0.00012579725797257974
566,2018-05-31 09:17:46.302558,0.0004,4.0000400004000045e-09,0,43,-3,25,0.00012578125781257814
567,2018-05-31 09:17:47.196753,0.0004,4.0000400004000045e-09,1,50,17,12,0.00012579325793257934
568,2018-05-31 09:17:48.128473,0.0004,4.0000400004000045e-09,0,37,13,8,0.00012579725797257974
569,2018-05-31 09:17:49.016408,0.0004,4.0000400004000045e-09,4,20,8,12,0.00012601726017260175
570,2018-05-31 09:17:49.918261,0.0004,4.0000400004000045e-09,3,44,22,57,0.00012582125821258215
571,2018-05-31 09:17:50.848234,0.0004,4.0000400004000045e-09,6,14,4,19,0.00012635726357263573
572,2018-05-31 09:17:51.836188,0.0004,4.0000400004000045e-09,0,1,-3,62,0.00012666126661266613
573,2018-05-31 09:17:52.739501,0.0004,4.0000400004000045e-09,3,18,7,42,0.00012606926069260693
574,2018-05-31 09:17:53.739006,0.0004,4.0000400004000045e-09,2,24,18,57,0.00012578525785257854
575,2018-05-31 09:17:54.642221,0.0004,4.0000400004000045e-09,6,17,13,45,0.00012574125741257413
576,2018-05-31 09:17:55.571426,0.0004,4.0000400004000045e-09,4,6,14,57,0.00012574925749257493
577,2018-05-31 09:17:56.492905,0.0004,4.0000400004000045e-09,0,21,-2,4,0.00012616526165261653
578,2018-05-31 09:17:57.427992,0.0004,4.0000400004000045e-09,3,30,17,30,0.00012567725677256774
579,2018-05-31 09:17:58.393904,0.0004,4.0000400004000045e-09,7,0,16,23,0.00012677726777267774
580,2018-05-31 09:17:59.334940,0.0004,4.0000400004000045e-09,2,16,20,46,0.00012612126121261215
581,2018-05-31 09:18:00.325330,0.0004,4.0000400004000045e-09,0,7,17,36,0.00012688126881268814
582,2018-05-31 09:18:01.205134,0.0004,4.0000400004000045e-09,1,20,4,7,0.00012644926449264493
583,2018-05-31 09:18:02.132201,0.0004,4.0000400004000045e-09,8,40,10,37,0.00012604526045260453
584,2018-05-31 09:18:03.036644,0.0004,4.0000400004000045e-09,1,2,13,20,0.00012567725677256774
585,2018-05-31 09:18:04.011655,0.0004,4.0000400004000045e-09,1,44,1,30,0.00012578925789257894
586,2018-05-31 09:18:05.075908,0.0004,4.0000400004000045e-09,2,40,14,53,0.00012690926909269095
587,2018-05-31 09:18:05.982150,0.0004,4.0000400004000045e-09,0,51,7,47,0.00012568925689256894
588,2018-05-31 09:18:06.919946,0.0004,4.0000400004000045e-09,9,6,12,41,0.00012632526325263255
589,2018-05-31 09:18:07.809750,0.0004,4.0000400004000045e-09,0,23,3,14,0.00012577325773257734
590,2018-05-31 09:18:08.749832,0.0004,4.0000400004000045e-09,8,20,-1,47,0.00012696526965269654
591,2018-05-31 09:18:09.634257,0.0004,4.0000400004000045e-09,1,12,12,15,0.00012573725737257375
592,2018-05-31 09:18:10.621187,0.0004,4.0000400004000045e-09,2,33,2,30,0.00012572125721257215
593,2018-05-31 09:18:11.555220,0.0004,4.0000400004000045e-09,8,13,18,4,0.00012586925869258693
594,2018-05-31 09:18:12.537595,0.0004,4.0000400004000045e-09,5,11,-3,60,0.00012582125821258215
595,2018-05-31 09:18:13.424035,0.0004,4.0000400004000045e-09,1,28,1,13,0.00012642526425264255
596,2018-05-31 09:18:14.372073,0.0004,4.0000400004000045e-09,3,3,7,27,0.00012608926089260894
597,2018-05-31 09:18:15.355046,0.0004,4.0000400004000045e-09,8,49,2,47,0.00012590125901259014
598,2018-05-31 09:18:16.426407,0.0004,4.0000400004000045e-09,7,51,1,59,0.00012574925749257493
599,2018-05-31 09:18:17.442450,0.0004,4.0000400004000045e-09,7,1,22,31,0.00012616926169261694
600,2018-05-31 09:18:18.387163,0.0004,4.0000400004000045e-09,7,35,16,36,0.00012604926049260493
601,2018-05-31 09:18:19.279026,0.0004,4.0000400004000045e-09,8,21,5,13,0.00012585725857258573
602,2018-05-31 09:18:20.173898,0.0004,4.0000400004000045e-09,9,40,10,26,0.00012696926969269694
603,2018-05-31 09:18:21.146767,0.0004,4.0000400004000045e-09,6,3,20,15,0.00012655726557265573
604,2018-05-31 09:18:22.108374,0.0004,4.0000400004000045e-09,9,32,12,35,0.00012592925929259295
605,2018-05-31 09:18:23.013589,0.0004,4.0000400004000045e-09,4,48,17,6,0.00012566925669256693
606,2018-05-31 09:18:23.991491,0.0004,4.0000400004000045e-09,7,19,-1,22,0.00012763727637276373
607,2018-05-31 09:18:24.892069,0.0004,4.0000400004000045e-09,2,6,0,53,0.00012585325853258533
608,2018-05-31 09:18:25.865805,0.0004,4.0000400004000045e-09,5,18,14,48,0.00012571725717257175
609,2018-05-31 09:18:26.789992,0.0004,4.0000400004000045e-09,9,43,14,15,0.00012632126321263215
610,2018-05-31 09:18:27.732951,0.0004,4.0000400004000045e-09,8,17,16,46,0.00012696926969269694
611,2018-05-31 09:18:28.718160,0.0004,4.0000400004000045e-09,2,19,2,27,0.00012779327793277934
612,2018-05-31 09:18:29.664878,0.0004,4.0000400004000045e-09,3,38,22,35,0.00012576925769257693
613,2018-05-31 09:18:30.643249,0.0004,4.0000400004000045e-09,3,20,22,21,0.00012725727257272573
614,2018-05-31 09:18:31.568447,0.0004,4.0000400004000045e-09,4,16,-2,18,0.00012656526565265653
615,2018-05-31 09:18:32.559752,0.0004,4.0000400004000045e-09,7,30,-2,35,0.00012612926129261295
616,2018-05-31 09:18:33.507146,0.0004,4.0000400004000045e-09,3,4,16,54,0.00012592125921259215
617,2018-05-31 09:18:34.435319,0.0004,4.0000400004000045e-09,7,38,3,28,0.00012605726057260573
618,2018-05-31 09:18:35.346742,0.0004,4.0000400004000045e-09,7,14,16,49,0.00012578125781257814
619,2018-05-31 09:18:36.258336,0.0004,4.0000400004000045e-09,6,51,3,38,0.00012586925869258693
620,2018-05-31 09:18:37.175173,0.0004,4.0000400004000045e-09,1,29,8,37,0.00012661726617266175
621,2018-05-31 09:18:38.144114,0.0004,4.0000400004000045e-09,7,44,21,58,0.00012568125681256814
622,2018-05-31 09:18:39.088829,0.0004,4.0000400004000045e-09,3,26,13,45,0.00012582925829258295
623,2018-05-31 09:18:39.983207,0.0004,4.0000400004000045e-09,1,14,19,28,0.00012596125961259613
624,2018-05-31 09:18:40.874658,0.0004,4.0000400004000045e-09,4,46,11,15,0.00012567325673256734
625,2018-05-31 09:18:41.781414,0.0004,4.0000400004000045e-09,4,36,9,50,0.00012575725757257573
626,2018-05-31 09:18:42.684977,0.0004,4.0000400004000045e-09,1,19,6,22,0.00012594925949259493
627,2018-05-31 09:18:43.639874,0.0004,4.0000400004000045e-09,6,4,19,52,0.00012620126201262014
628,2018-05-31 09:18:44.584967,0.0004,4.0000400004000045e-09,5,24,2,25,0.00012583725837258375
629,2018-05-31 09:18:45.597855,0.0004,4.0000400004000045e-09,9,38,6,6,0.00012591725917259175
630,2018-05-31 09:18:46.554701,0.0004,4.0000400004000045e-09,8,9,0,41,0.00012589725897258974
631,2018-05-31 09:18:47.454797,0.0004,4.0000400004000045e-09,3,2,20,16,0.00012584925849258493
632,2018-05-31 09:18:48.425715,0.0004,4.0000400004000045e-09,1,23,11,58,0.00012621326213262135
633,2018-05-31 09:18:49.314875,0.0004,4.0000400004000045e-09,3,44,10,15,0.00012637726377263774
634,2018-05-31 09:18:50.277514,0.0004,4.0000400004000045e-09,5,32,-2,51,0.00012582525825258255
635,2018-05-31 09:18:51.272902,0.0004,4.0000400004000045e-09,1,18,4,47,0.00012574125741257413
636,2018-05-31 09:18:52.302892,0.0004,4.0000400004000045e-09,2,51,15,53,0.00012663726637266375
637,2018-05-31 09:18:53.281977,0.0004,4.0000400004000045e-09,8,0,3,40,0.00012580125801258014
638,2018-05-31 09:18:54.235461,0.0004,4.0000400004000045e-09,1,25,20,57,0.00012598925989259894
639,2018-05-31 09:18:55.301293,0.0004,4.0000400004000045e-09,5,39,14,52,0.00012716927169271694
640,2018-05-31 09:18:56.182506,0.0004,4.0000400004000045e-09,1,36,9,11,0.00012584925849258493
641,2018-05-31 09:18:57.083148,0.0004,4.0000400004000045e-09,9,46,16,31,0.00012600126001260014
642,2018-05-31 09:18:58.075219,0.0004,4.0000400004000045e-09,5,3,13,2,0.00012563325633256335
643,2018-05-31 09:18:58.959803,0.0004,4.0000400004000045e-09,6,23,18,7,0.00012589325893258934
644,2018-05-31 09:18:59.862833,0.0004,4.0000400004000045e-09,4,12,-3,37,0.00012566125661256613
645,2018-05-31 09:19:00.765633,0.0004,4.0000400004000045e-09,5,11,7,34,0.00012574125741257413
646,2018-05-31 09:19:01.695684,0.0004,4.0000400004000045e-09,8,47,17,9,0.00012650526505265055
647,2018-05-31 09:19:02.601020,0.0004,4.0000400004000045e-09,3,27,19,38,0.00012648926489264894
648,2018-05-31 09:19:03.540998,0.0004,4.0000400004000045e-09,2,47,7,30,0.00012578125781257814
649,2018-05-31 09:19:04.466807,0.0004,4.0000400004000045e-09,7,10,7,9,0.00012578125781257814
650,2018-05-31 09:19:05.398146,0.0004,4.0000400004000045e-09,7,20,2,14,0.00012576125761257613
651,2018-05-31 09:19:06.298103,0.0004,4.0000400004000045e-09,0,13,6,22,0.00012580525805258054
652,2018-05-31 09:19:07.265813,0.0004,4.0000400004000045e-09,0,36,20,22,0.00012582525825258255
653,2018-05-31 09:19:08.164305,0.0004,4.0000400004000045e-09,0,29,22,11,0.00012571725717257175
654,2018-05-31 09:19:09.049369,0.0004,4.0000400004000045e-09,9,47,4,21,0.00012588925889258894
655,2018-05-31 09:19:09.933246,0.0004,4.0000400004000045e-09,9,19,7,4,0.00012733727337273373
656,2018-05-31 09:19:10.835343,0.0004,4.0000400004000045e-09,3,39,16,38,0.00012722127221272215
657,2018-05-31 09:19:11.740240,0.0004,4.0000400004000045e-09,7,12,12,24,0.00012582125821258215
658,2018-05-31 09:19:12.642876,0.0004,4.0000400004000045e-09,3,31,5,12,0.00012619326193261934
659,2018-05-31 09:19:13.617360,0.0004,4.0000400004000045e-09,9,33,6,6,0.00012584525845258453
660,2018-05-31 09:19:14.557586,0.0004,4.0000400004000045e-09,3,24,15,22,0.00012623326233262335
661,2018-05-31 09:19:15.461890,0.0004,4.0000400004000045e-09,8,40,14,38,0.00012732127321273215
662,2018-05-31 09:19:16.370959,0.0004,4.0000400004000045e-09,8,37,-1,48,0.00012582525825258255
663,2018-05-31 09:19:17.342686,0.0004,4.0000400004000045e-09,3,2,12,60,0.00012582525825258255
664,2018-05-31 09:19:18.302610,0.0004,4.0000400004000045e-09,6,26,2,44,0.00012602926029260295
665,2018-05-31 09:19:19.306420,0.0004,4.0000400004000045e-09,5,50,12,5,0.00012577325773257734
666,2018-05-31 09:19:20.205122,0.0004,4.0000400004000045e-09,4,35,2,30,0.00012592925929259295
667,2018-05-31 09:19:21.120329,0.0004,4.0000400004000045e-09,9,1,3,63,0.00012592925929259295
668,2018-05-31 09:19:22.010691,0.0004,4.0000400004000045e-09,3,49,21,9,0.00012661326613266135
669,2018-05-31 09:19:22.992832,0.0004,4.0000400004000045e-09,6,30,21,16,0.00012582125821258215
670,2018-05-31 09:19:23.917405,0.0004,4.0000400004000045e-09,7,4,13,9,0.00012681326813268135
671,2018-05-31 09:19:24.895674,0.0004,4.0000400004000045e-09,4,38,9,18,0.00012706527065270654
672,2018-05-31 09:19:25.851548,0.0004,4.0000400004000045e-09,8,19,21,2,0.00012623726237262375
673,2018-05-31 09:19:26.770197,0.0004,4.0000400004000045e-09,7,28,14,2,0.00012584525845258453
674,2018-05-31 09:19:27.664170,0.0004,4.0000400004000045e-09,4,34,9,35,0.00012578925789257894
675,2018-05-31 09:19:28.551277,0.0004,4.0000400004000045e-09,9,11,22,31,0.00012590525905259054
676,2018-05-31 09:19:29.450303,0.0004,4.0000400004000045e-09,5,24,-3,46,0.00012591725917259175
677,2018-05-31 09:19:30.357330,0.0004,4.0000400004000045e-09,2,18,5,4,0.00012780127801278015
678,2018-05-31 09:19:31.247048,0.0004,4.0000400004000045e-09,9,13,8,8,0.00012586925869258693
679,2018-05-31 09:19:32.157388,0.0004,4.0000400004000045e-09,7,14,6,60,0.00012576925769257693
680,2018-05-31 09:19:33.095850,0.0004,4.0000400004000045e-09,5,45,2,7,0.00012613726137261375
681,2018-05-31 09:19:34.043845,0.0004,4.0000400004000045e-09,3,10,8,54,0.00012578925789257894
682,2018-05-31 09:19:34.944313,0.0004,4.0000400004000045e-09,1,47,22,55,0.00012577325773257734
683,2018-05-31 09:19:35.897445,0.0004,4.0000400004000045e-09,8,9,16,30,0.00012618126181261814
684,2018-05-31 09:19:36.872222,0.0004,4.0000400004000045e-09,2,9,10,33,0.00012569725697256974
685,2018-05-31 09:19:37.760208,0.0004,4.0000400004000045e-09,7,13,19,13,0.00012580525805258054
686,2018-05-31 09:19:38.656817,0.0004,4.0000400004000045e-09,0,47,0,15,0.00012576925769257693
687,2018-05-31 09:19:39.639769,0.0004,4.0000400004000045e-09,7,10,-3,43,0.00012620526205262054
688,2018-05-31 09:19:40.612807,0.0004,4.0000400004000045e-09,9,24,4,30,0.00012580525805258054
689,2018-05-31 09:19:41.538054,0.0004,4.0000400004000045e-09,8,51,0,24,0.00012600926009260095
690,2018-05-31 09:19:42.478594,0.0004,4.0000400004000045e-09,1,34,-2,49,0.00012626526265262653
691,2018-05-31 09:19:43.402473,0.0004,4.0000400004000045e-09,0,35,5,26,0.00012572525725257255
692,2018-05-31 09:19:44.442333,0.0004,4.0000400004000045e-09,6,3,19,26,0.00012566125661256613
693,2018-05-31 09:19:45.349069,0.0004,4.0000400004000045e-09,5,41,3,45,0.00012589325893258934
694,2018-05-31 09:19:46.323519,0.0004,4.0000400004000045e-09,8,4,22,45,0.00012588125881258814
695,2018-05-31 09:19:47.245532,0.0004,4.0000400004000045e-09,9,31,20,9,0.00012663326633266335
696,2018-05-31 09:19:48.180730,0.0004,4.0000400004000045e-09,0,48,5,6,0.00012680526805268055
697,2018-05-31 09:19:49.202712,0.0004,4.0000400004000045e-09,5,20,15,49,0.00012705327053270533
698,2018-05-31 09:19:50.224539,0.0004,4.0000400004000045e-09,8,5,11,55,0.00012630526305263055
699,2018-05-31 09:19:51.215518,0.0004,4.0000400004000045e-09,4,46,21,48,0.00012681726817268175
700,2018-05-31 09:19:52.157480,0.0004,4.0000400004000045e-09,7,51,14,37,0.00012571725717257175
701,2018-05-31 09:19:53.057129,0.0004,4.0000400004000045e-09,5,50,5,11,0.00012578525785257854
702,2018-05-31 09:19:53.967588,0.0004,4.0000400004000045e-09,8,39,0,63,0.00012774927749277493
703,2018-05-31 09:19:54.855833,0.0004,4.0000400004000045e-09,4,0,8,17,0.00012614926149261493
704,2018-05-31 09:19:55.836247,0.0004,4.0000400004000045e-09,8,21,20,57,0.00012605326053260533
705,2018-05-31 09:19:56.777318,0.0004,4.0000400004000045e-09,6,7,9,44,0.00012685726857268573
706,2018-05-31 09:19:57.706066,0.0004,4.0000400004000045e-09,3,40,1,64,0.00012705727057270573
707,2018-05-31 09:19:58.684141,0.0004,4.0000400004000045e-09,9,50,7,17,0.00012584925849258493
708,2018-05-31 09:19:59.611313,0.0004,4.0000400004000045e-09,0,36,5,16,0.00012575325753257533
709,2018-05-31 09:20:00.550391,0.0004,4.0000400004000045e-09,4,42,0,32,0.00012585725857258573
710,2018-05-31 09:20:01.448629,0.0004,4.0000400004000045e-09,7,16,19,36,0.00012570925709257095
711,2018-05-31 09:20:02.391230,0.0004,4.0000400004000045e-09,0,33,-1,58,0.00012629326293262934
712,2018-05-31 09:20:03.331381,0.0004,4.0000400004000045e-09,5,45,3,5,0.00012570525705257054
713,2018-05-31 09:20:04.281459,0.0004,4.0000400004000045e-09,9,34,4,47,0.00012584125841258413
714,2018-05-31 09:20:05.189566,0.0004,4.0000400004000045e-09,8,40,12,49,0.00012714927149271493
715,2018-05-31 09:20:06.095478,0.0004,4.0000400004000045e-09,9,43,21,10,0.00012593325933259335
716,2018-05-31 09:20:07.040783,0.0004,4.0000400004000045e-09,0,48,6,22,0.00012660126601266014
717,2018-05-31 09:20:07.945671,0.0004,4.0000400004000045e-09,4,37,20,13,0.00012582125821258215
718,2018-05-31 09:20:08.878425,0.0004,4.0000400004000045e-09,5,0,9,49,0.00012573325733257335
719,2018-05-31 09:20:09.793875,0.0004,4.0000400004000045e-09,5,2,3,50,0.00012598925989259894
720,2018-05-31 09:20:10.744240,0.0004,4.0000400004000045e-09,7,23,15,43,0.00012583325833258335
721,2018-05-31 09:20:11.777524,0.0004,4.0000400004000045e-09,4,14,8,64,0.00012580125801258014
722,2018-05-31 09:20:12.679868,0.0004,4.0000400004000045e-09,5,51,13,15,0.00012576525765257653
723,2018-05-31 09:20:13.583049,0.0004,4.0000400004000045e-09,2,36,5,33,0.00012579325793257934
724,2018-05-31 09:20:14.554558,0.0004,4.0000400004000045e-09,1,30,4,36,0.00012568525685256854
725,2018-05-31 09:20:15.484442,0.0004,4.0000400004000045e-09,9,26,17,26,0.00012600926009260095
726,2018-05-31 09:20:16.414668,0.0004,4.0000400004000045e-09,3,16,4,38,0.00012578525785257854
727,2018-05-31 09:20:17.449290,0.0004,4.0000400004000045e-09,3,24,5,17,0.00012579725797257974
728,2018-05-31 09:20:18.423290,0.0004,4.0000400004000045e-09,2,45,4,63,0.00012579725797257974
729,2018-05-31 09:20:19.309518,0.0004,4.0000400004000045e-09,3,18,19,19,0.00012603726037260375
730,2018-05-31 09:20:20.226635,0.0004,4.0000400004000045e-09,3,51,0,17,0.00012574525745257453
731,2018-05-31 09:20:21.149011,0.0004,4.0000400004000045e-09,9,35,4,5,0.00012696526965269654
732,2018-05-31 09:20:22.283922,0.0004,4.0000400004000045e-09,2,43,17,42,0.00012628126281262814
733,2018-05-31 09:20:23.200715,0.0004,4.0000400004000045e-09,0,9,-2,14,0.00012613326133261335
734,2018-05-31 09:20:24.091150,0.0004,4.0000400004000045e-09,9,13,17,40,0.00012590525905259054
735,2018-05-31 09:20:25.030442,0.0004,4.0000400004000045e-09,2,12,4,50,0.00012589325893258934
736,2018-05-31 09:20:25.929553,0.0004,4.0000400004000045e-09,2,37,3,51,0.00012741727417274175
737,2018-05-31 09:20:26.923336,0.0004,4.0000400004000045e-09,3,28,8,56,0.00012621726217262175
738,2018-05-31 09:20:27.837857,0.0004,4.0000400004000045e-09,2,1,5,42,0.00012581325813258135
739,2018-05-31 09:20:28.764914,0.0004,4.0000400004000045e-09,2,21,21,7,0.00012622126221262215
740,2018-05-31 09:20:29.731672,0.0004,4.0000400004000045e-09,2,22,17,60,0.00012706927069270694
741,2018-05-31 09:20:30.670437,0.0004,4.0000400004000045e-09,2,50,14,51,0.00012641326413264135
742,2018-05-31 09:20:31.557900,0.0004,4.0000400004000045e-09,6,20,13,3,0.00012628926289262894
743,2018-05-31 09:20:32.496178,0.0004,4.0000400004000045e-09,9,18,14,17,0.00012628926289262894
744,2018-05-31 09:20:33.395427,0.0004,4.0000400004000045e-09,5,47,19,19,0.00012620126201262014
745,2018-05-31 09:20:34.298197,0.0004,4.0000400004000045e-09,0,46,-2,33,0.00012576525765257653
746,2018-05-31 09:20:35.210963,0.0004,4.0000400004000045e-09,1,46,22,48,0.00012649326493264934
747,2018-05-31 09:20:36.140543,0.0004,4.0000400004000045e-09,5,28,19,3,0.00012568525685256854
748,2018-05-31 09:20:37.046429,0.0004,4.0000400004000045e-09,1,38,0,30,0.00012626126261262613
749,2018-05-31 09:20:37.969424,0.0004,4.0000400004000045e-09,4,22,7,25,0.00012582125821258215
750,2018-05-31 09:20:38.910014,0.0004,4.0000400004000045e-09,9,24,2,55,0.00012589325893258934
751,2018-05-31 09:20:39.791109,0.0004,4.0000400004000045e-09,8,34,22,1,0.00012582125821258215
752,2018-05-31 09:20:40.682949,0.0004,4.0000400004000045e-09,4,47,21,39,0.00012593725937259375
753,2018-05-31 09:20:41.643503,0.0004,4.0000400004000045e-09,9,1,8,8,0.00012626926269262694
754,2018-05-31 09:20:42.569801,0.0004,4.0000400004000045e-09,1,40,2,41,0.00012669726697266974
755,2018-05-31 09:20:43.638328,0.0004,4.0000400004000045e-09,1,51,11,39,0.00012604526045260453
756,2018-05-31 09:20:44.569414,0.0004,4.0000400004000045e-09,4,30,5,15,0.00012575325753257533
757,2018-05-31 09:20:45.530074,0.0004,4.0000400004000045e-09,0,50,11,6,0.00012573325733257335
758,2018-05-31 09:20:46.549174,0.0004,4.0000400004000045e-09,1,30,15,56,0.00012670526705267055
759,2018-05-31 09:20:47.459904,0.0004,4.0000400004000045e-09,0,26,18,39,0.00012577725777257774
760,2018-05-31 09:20:48.379834,0.0004,4.0000400004000045e-09,4,45,-2,51,0.00012580125801258014
761,2018-05-31 09:20:49.279957,0.0004,4.0000400004000045e-09,3,24,7,46,0.00012588925889258894
762,2018-05-31 09:20:50.215983,0.0004,4.0000400004000045e-09,4,45,10,42,0.00012578125781257814
763,2018-05-31 09:20:51.245901,0.0004,4.0000400004000045e-09,6,7,19,33,0.00012728127281272814
764,2018-05-31 09:20:52.157003,0.0004,4.0000400004000045e-09,0,8,4,40,0.00012676526765267654
765,2018-05-31 09:20:53.159943,0.0004,4.0000400004000045e-09,3,5,4,54,0.00012622926229262295
766,2018-05-31 09:20:54.106547,0.0004,4.0000400004000045e-09,2,2,7,45,0.00012592925929259295
767,2018-05-31 09:20:55.068136,0.0004,4.0000400004000045e-09,3,49,14,59,0.00012620526205262054
768,2018-05-31 09:20:55.993090,0.0004,4.0000400004000045e-09,9,1,3,12,0.00012635726357263573
769,2018-05-31 09:20:56.959558,0.0004,4.0000400004000045e-09,8,46,1,16,0.00012646926469264694
770,2018-05-31 09:20:57.908902,0.0004,4.0000400004000045e-09,3,43,11,61,0.00012583325833258335
771,2018-05-31 09:20:58.831615,0.0004,4.0000400004000045e-09,6,28,19,19,0.00012641726417264175
772,2018-05-31 09:20:59.806338,0.0004,4.0000400004000045e-09,6,20,3,34,0.00012649326493264934
773,2018-05-31 09:21:00.778604,0.0004,4.0000400004000045e-09,3,25,-3,31,0.00012642126421264215
774,2018-05-31 09:21:01.736737,0.0004,4.0000400004000045e-09,9,46,0,57,0.00012588525885258854
775,2018-05-31 09:21:02.757325,0.0004,4.0000400004000045e-09,0,17,9,59,0.00012576125761257613
776,2018-05-31 09:21:03.717813,0.0004,4.0000400004000045e-09,6,21,13,20,0.00012642126421264215
777,2018-05-31 09:21:04.697142,0.0004,4.0000400004000045e-09,5,50,15,50,0.00012586125861258613
778,2018-05-31 09:21:05.728909,0.0004,4.0000400004000045e-09,5,31,15,3,0.00012582125821258215
779,2018-05-31 09:21:06.616173,0.0004,4.0000400004000045e-09,9,38,7,31,0.00012599325993259934
780,2018-05-31 09:21:07.640120,0.0004,4.0000400004000045e-09,7,22,18,51,0.00012578925789257894
781,2018-05-31 09:21:08.544716,0.0004,4.0000400004000045e-09,7,14,15,41,0.00012604926049260493
782,2018-05-31 09:21:09.467131,0.0004,4.0000400004000045e-09,9,17,11,23,0.00012716927169271694
783,2018-05-31 09:21:10.407627,0.0004,4.0000400004000045e-09,9,0,1,42,0.00012584925849258493
784,2018-05-31 09:21:11.339844,0.0004,4.0000400004000045e-09,3,21,0,11,0.00012574925749257493
785,2018-05-31 09:21:12.265566,0.0004,4.0000400004000045e-09,1,32,1,19,0.00012642526425264255
786,2018-05-31 09:21:13.189762,0.0004,4.0000400004000045e-09,6,21,16,6,0.00012569325693256934
787,2018-05-31 09:21:14.069626,0.0004,4.0000400004000045e-09,5,2,14,7,0.00012646926469264694
788,2018-05-31 09:21:15.007291,0.0004,4.0000400004000045e-09,0,14,20,45,0.00012626926269262694
789,2018-05-31 09:21:16.036405,0.0004,4.0000400004000045e-09,1,19,14,57,0.00012597325973259734
790,2018-05-31 09:21:16.945614,0.0004,4.0000400004000045e-09,3,21,4,27,0.00012706527065270654
791,2018-05-31 09:21:17.882890,0.0004,4.0000400004000045e-09,2,50,21,61,0.00012596925969259693
792,2018-05-31 09:21:18.766008,0.0004,4.0000400004000045e-09,9,7,19,18,0.00012583725837258375
793,2018-05-31 09:21:19.669521,0.0004,4.0000400004000045e-09,6,2,19,48,0.00012591725917259175
794,2018-05-31 09:21:20.565428,0.0004,4.0000400004000045e-09,1,27,20,9,0.00012604926049260493
795,2018-05-31 09:21:21.500229,0.0004,4.0000400004000045e-09,8,6,5,6,0.00012781727817278175
796,2018-05-31 09:21:22.407727,0.0004,4.0000400004000045e-09,1,14,11,54,0.00012609726097260974
797,2018-05-31 09:21:23.304819,0.0004,4.0000400004000045e-09,0,6,20,35,0.00012715327153271533
798,2018-05-31 09:21:24.304522,0.0004,4.0000400004000045e-09,7,15,13,9,0.00012677726777267774
799,2018-05-31 09:21:25.213609,0.0004,4.0000400004000045e-09,1,17,13,30,0.00012714127141271413
800,2018-05-31 09:21:26.139131,0.0004,4.0000400004000045e-09,7,37,11,17,0.00012612926129261295
801,2018-05-31 09:21:27.113894,0.0004,4.0000400004000045e-09,6,46,4,38,0.00012740527405274055
802,2018-05-31 09:21:28.026977,0.0004,4.0000400004000045e-09,1,47,22,55,0.00012581725817258175
803,2018-05-31 09:21:28.917758,0.0004,4.0000400004000045e-09,5,31,21,3,0.00012654126541265413
804,2018-05-31 09:21:29.857842,0.0004,4.0000400004000045e-09,8,5,-3,19,0.00012646526465264653
805,2018-05-31 09:21:30.791181,0.0004,4.0000400004000045e-09,9,40,17,6,0.00012593325933259335
806,2018-05-31 09:21:31.741166,0.0004,4.0000400004000045e-09,5,25,16,55,0.00012616126161261613
807,2018-05-31 09:21:32.701444,0.0004,4.0000400004000045e-09,3,22,6,19,0.00012618526185261854
808,2018-05-31 09:21:33.601933,0.0004,4.0000400004000045e-09,8,51,13,39,0.00012592125921259215
809,2018-05-31 09:21:34.624391,0.0004,4.0000400004000045e-09,3,2,17,50,0.00012588125881258814
810,2018-05-31 09:21:35.526748,0.0004,4.0000400004000045e-09,9,22,13,45,0.00012655326553265533
811,2018-05-31 09:21:36.464473,0.0004,4.0000400004000045e-09,3,37,21,38,0.00012583725837258375
812,2018-05-31 09:21:37.441889,0.0004,4.0000400004000045e-09,2,20,22,37,0.00012590525905259054
813,2018-05-31 09:21:38.322118,0.0004,4.0000400004000045e-09,9,7,14,10,0.00012661326613266135
814,2018-05-31 09:21:39.294441,0.0004,4.0000400004000045e-09,4,12,1,55,0.00012574525745257453
815,2018-05-31 09:21:40.314302,0.0004,4.0000400004000045e-09,5,13,16,37,0.00012569325693256934
816,2018-05-31 09:21:41.285625,0.0004,4.0000400004000045e-09,2,41,10,11,0.00012730127301273015
817,2018-05-31 09:21:42.193223,0.0004,4.0000400004000045e-09,3,18,-2,54,0.00012654926549265493
818,2018-05-31 09:21:43.169416,0.0004,4.0000400004000045e-09,6,15,8,27,0.00012568125681256814
819,2018-05-31 09:21:44.100108,0.0004,4.0000400004000045e-09,2,1,-1,41,0.00012579325793257934
820,2018-05-31 09:21:45.062040,0.0004,4.0000400004000045e-09,6,44,5,16,0.00012593725937259375
821,2018-05-31 09:21:46.007611,0.0004,4.0000400004000045e-09,7,27,18,31,0.00012577325773257734
822,2018-05-31 09:21:47.011199,0.0004,4.0000400004000045e-09,5,43,0,15,0.00012569325693256934
823,2018-05-31 09:21:47.955145,0.0004,4.0000400004000045e-09,1,27,12,44,0.00012579725797257974
824,2018-05-31 09:21:48.916175,0.0004,4.0000400004000045e-09,3,18,21,58,0.00012704527045270453
825,2018-05-31 09:21:49.862468,0.0004,4.0000400004000045e-09,2,26,6,12,0.00012634126341263413
