sample,time,window,precision,modulation,band,power,payload,tx2rf
1635,2018-05-31 09:35:04.655099,0.0004,4.0000400004000045e-09,9,40,2,14,0.00012697326973269734
1636,2018-05-31 09:35:05.681167,0.0004,4.0000400004000045e-09,5,31,-3,24,0.00012626526265262653
1637,2018-05-31 09:35:06.597400,0.0004,4.0000400004000045e-09,0,23,-2,64,0.00012565725657256573
1638,2018-05-31 09:35:07.551194,0.0004,4.0000400004000045e-09,5,28,14,50,0.00012648926489264894
1639,2018-05-31 09:35:08.489887,0.0004,4.0000400004000045e-09,1,30,12,37,0.00012704927049270493
1640,2018-05-31 09:35:09.437358,0.0004,4.0000400004000045e-09,2,10,6,29,0.00012648926489264894
1641,2018-05-31 09:35:10.331585,0.0004,4.0000400004000045e-09,3,49,15,6,0.00012607726077260774
1642,2018-05-31 09:35:11.267155,0.0004,4.0000400004000045e-09,2,23,16,59,0.00012621726217262175
1643,2018-05-31 09:35:12.218702,0.0004,4.0000400004000045e-09,7,49,5,55,0.00012580125801258014
1644,2018-05-31 09:35:13.137799,0.0004,4.0000400004000045e-09,2,27,22,37,0.00012642526425264255
1645,2018-05-31 09:35:14.062100,0.0004,4.0000400004000045e-09,6,24,17,3,0.00012625326253262533
1646,2018-05-31 09:35:14.960997,0.0004,4.0000400004000045e-09,3,42,3,16,0.00012581725817258175
1647,2018-05-31 09:35:15.982355,0.0004,4.0000400004000045e-09,1,17,5,37,0.00012584125841258413
1648,2018-05-31 09:35:16.935417,0.0004,4.0000400004000045e-09,1,14,14,32,0.00012592525925259255
1649,2018-05-31 09:35:17.884311,0.0004,4.0000400004000045e-09,6,51,2,39,0.00012584525845258453
1650,2018-05-31 09:35:18.791935,0.0004,4.0000400004000045e-09,9,24,19,28,0.00012585325853258533
1651,2018-05-31 09:35:19.717253,0.0004,4.0000400004000045e-09,7,9,14,57,0.00012582125821258215
1652,2018-05-31 09:35:20.633727,0.0004,4.0000400004000045e-09,5,25,4,17,0.00012572525725257255
1653,2018-05-31 09:35:21.533054,0.0004,4.0000400004000045e-09,4,18,2,12,0.00012578125781257814
1654,2018-05-31 09:35:22.450475,0.0004,4.0000400004000045e-09,4,19,-3,43,0.00012587325873258734
1655,2018-05-31 09:35:23.357144,0.0004,4.0000400004000045e-09,9,50,5,35,0.00012590925909259095
1656,2018-05-31 09:35:24.313975,0.0004,4.0000400004000045e-09,8,37,3,44,0.00012625326253262533
1657,2018-05-31 09:35:25.264418,0.0004,4.0000400004000045e-09,2,38,22,54,0.00012621726217262175
1658,2018-05-31 09:35:26.229452,0.0004,4.0000400004000045e-09,5,43,21,58,0.00012578525785257854
1659,2018-05-31 09:35:27.170244,0.0004,4.0000400004000045e-09,3,34,2,14,0.00012644526445264453
1660,2018-05-31 09:35:28.153191,0.0004,4.0000400004000045e-09,1,28,6,18,0.00012624926249262493
1661,2018-05-31 09:35:29.047049,0.0004,4.0000400004000045e-09,6,26,17,17,0.00012678526785267854
1662,2018-05-31 09:35:30.048698,0.0004,4.0000400004000045e-09,0,17,22,64,0.00012571725717257175
1663,2018-05-31 09:35:30.962210,0.0004,4.0000400004000045e-09,2,23,13,51,0.00012570925709257095
1664,2018-05-31 09:35:31.942473,0.0004,4.0000400004000045e-09,9,18,0,41,0.00012733327333273335
1665,2018-05-31 09:35:32.915832,0.0004,4.0000400004000045e-09,3,44,9,21,0.00012584925849258493
1666,2018-05-31 09:35:33.891791,0.0004,4.0000400004000045e-09,0,30,10,51,0.00012568525685256854
1667,2018-05-31 09:35:34.889816,0.0004,4.0000400004000045e-09,3,4,8,33,0.00012637726377263774
1668,2018-05-31 09:35:35.873619,0.0004,4.0000400004000045e-09,8,20,2,33,0.00012671326713267135
1669,2018-05-31 09:35:36.834630,0.0004,4.0000400004000045e-09,0,1,22,63,0.00012571325713257135
1670,2018-05-31 09:35:37.831273,0.0004,4.0000400004000045e-09,0,35,1,62,0.00012584525845258453
1671,2018-05-31 09:35:38.768594,0.0004,4.0000400004000045e-09,3,47,0,46,0.00012588125881258814
1672,2018-05-31 09:35:39.711551,0.0004,4.0000400004000045e-09,2,40,21,43,0.00012574925749257493
1673,2018-05-31 09:35:40.681865,0.0004,4.0000400004000045e-09,9,42,1,17,0.00012628926289262894
1674,2018-05-31 09:35:41.604239,0.0004,4.0000400004000045e-09,0,4,-2,50,0.00012575725757257573
1675,2018-05-31 09:35:42.551396,0.0004,4.0000400004000045e-09,7,5,4,17,0.00012574125741257413
1676,2018-05-31 09:35:43.497597,0.0004,4.0000400004000045e-09,9,26,21,62,0.00012599725997259974
1677,2018-05-31 09:35:44.408258,0.0004,4.0000400004000045e-09,9,10,5,21,0.00012656926569265694
1678,2018-05-31 09:35:45.354054,0.0004,4.0000400004000045e-09,8,33,-1,44,0.00012588925889258894
1679,2018-05-31 09:35:46.277553,0.0004,4.0000400004000045e-09,1,31,19,49,0.00012710927109271095
1680,2018-05-31 09:35:47.243464,0.0004,4.0000400004000045e-09,9,47,-1,10,0.00012671726717267175
1681,2018-05-31 09:35:48.159405,0.0004,4.0000400004000045e-09,0,22,15,40,0.00012578525785257854
1682,2018-05-31 09:35:49.100937,0.0004,4.0000400004000045e-09,3,46,-1,63,0.00012570525705257054
1683,2018-05-31 09:35:50.039003,0.0004,4.0000400004000045e-09,5,8,15,5,0.00012648526485264854
1684,2018-05-31 09:35:50.966961,0.0004,4.0000400004000045e-09,2,20,8,51,0.00012663726637266375
1685,2018-05-31 09:35:51.877487,0.0004,4.0000400004000045e-09,0,27,13,28,0.00012630126301263014
1686,2018-05-31 09:35:52.800214,0.0004,4.0000400004000045e-09,4,23,-2,24,0.00012576925769257693
1687,2018-05-31 09:35:53.734329,0.0004,4.0000400004000045e-09,6,46,9,61,0.00012570925709257095
1688,2018-05-31 09:35:54.654257,0.0004,4.0000400004000045e-09,8,2,19,22,0.00012588525885258854
1689,2018-05-31 09:35:55.555749,0.0004,4.0000400004000045e-09,8,41,1,13,0.00012605326053260533
1690,2018-05-31 09:35:56.478134,0.0004,4.0000400004000045e-09,3,7,5,3,0.00012653326533265335
1691,2018-05-31 09:35:57.481886,0.0004,4.0000400004000045e-09,2,16,-2,8,0.00012574125741257413
1692,2018-05-31 09:35:58.414027,0.0004,4.0000400004000045e-09,2,50,21,25,0.00012576525765257653
1693,2018-05-31 09:35:59.356311,0.0004,4.0000400004000045e-09,3,16,9,39,0.00012610126101261014
1694,2018-05-31 09:36:00.324445,0.0004,4.0000400004000045e-09,4,20,-1,20,0.00012665726657266573
1695,2018-05-31 09:36:01.294604,0.0004,4.0000400004000045e-09,4,20,16,59,0.00012668926689266894
1696,2018-05-31 09:36:02.273501,0.0004,4.0000400004000045e-09,4,38,3,17,0.00012752527525275255
1697,2018-05-31 09:36:03.174488,0.0004,4.0000400004000045e-09,2,16,11,26,0.00012680126801268015
1698,2018-05-31 09:36:04.106773,0.0004,4.0000400004000045e-09,1,21,14,19,0.00012620126201262014
1699,2018-05-31 09:36:05.052830,0.0004,4.0000400004000045e-09,9,37,10,34,0.00012664126641266413
1700,2018-05-31 09:36:05.954447,0.0004,4.0000400004000045e-09,5,2,-2,27,0.00012632926329263295
1701,2018-05-31 09:36:06.939710,0.0004,4.0000400004000045e-09,8,48,22,57,0.00012677326773267734
1702,2018-05-31 09:36:07.853343,0.0004,4.0000400004000045e-09,2,29,5,57,0.00012639326393263934
1703,2018-05-31 09:36:08.754701,0.0004,4.0000400004000045e-09,6,15,6,32,0.00012576925769257693
1704,2018-05-31 09:36:09.746103,0.0004,4.0000400004000045e-09,8,27,1,50,0.00012583725837258375
1705,2018-05-31 09:36:10.785039,0.0004,4.0000400004000045e-09,8,46,11,55,0.00012586925869258693
1706,2018-05-31 09:36:11.700274,0.0004,4.0000400004000045e-09,0,43,-3,56,0.00012591725917259175
1707,2018-05-31 09:36:12.617919,0.0004,4.0000400004000045e-09,3,28,8,43,0.00012692126921269215
1708,2018-05-31 09:36:13.616486,0.0004,4.0000400004000045e-09,9,1,2,55,0.00012676926769267694
1709,2018-05-31 09:36:14.563160,0.0004,4.0000400004000045e-09,0,6,1,32,0.00012704127041270413
1710,2018-05-31 09:36:15.528662,0.0004,4.0000400004000045e-09,2,40,-2,59,0.00012589725897258974
1711,2018-05-31 09:36:16.473454,0.0004,4.0000400004000045e-09,1,47,20,13,0.00012714927149271493
1712,2018-05-31 09:36:17.417504,0.0004,4.0000400004000045e-09,0,26,8,16,0.00012576525765257653
1713,2018-05-31 09:36:18.332953,0.0004,4.0000400004000045e-09,5,40,16,50,0.00012627726277262774
1714,2018-05-31 09:36:19.223931,0.0004,4.0000400004000045e-09,1,15,18,5,0.00012647326473264734
1715,2018-05-31 09:36:20.222207,0.0004,4.0000400004000045e-09,1,46,19,15,0.00012622526225262255
1716,2018-05-31 09:36:21.193458,0.0004,4.0000400004000045e-09,3,44,17,14,0.00012573325733257335
1717,2018-05-31 09:36:22.176965,0.0004,4.0000400004000045e-09,8,5,1,38,0.00012734527345273453
1718,2018-05-31 09:36:23.089645,0.0004,4.0000400004000045e-09,7,26,7,25,0.00012579325793257934
1719,2018-05-31 09:36:24.046066,0.0004,4.0000400004000045e-09,0,2,12,42,0.00012577325773257734
1720,2018-05-31 09:36:24.953666,0.0004,4.0000400004000045e-09,5,42,1,26,0.00012568925689256894
1721,2018-05-31 09:36:25.867921,0.0004,4.0000400004000045e-09,8,36,0,37,0.00012602926029260295
1722,2018-05-31 09:36:26.762698,0.0004,4.0000400004000045e-09,6,42,21,9,0.00012612126121261215
1723,2018-05-31 09:36:27.744702,0.0004,4.0000400004000045e-09,1,38,13,30,0.00012610126101261014
1724,2018-05-31 09:36:28.728315,0.0004,4.0000400004000045e-09,8,14,-3,26,0.00012584925849258493
1725,2018-05-31 09:36:29.668137,0.0004,4.0000400004000045e-09,0,41,6,24,0.00012609726097260974
1726,2018-05-31 09:36:30.654184,0.0004,4.0000400004000045e-09,0,25,7,29,0.00012577725777257774
1727,2018-05-31 09:36:31.661283,0.0004,4.0000400004000045e-09,3,32,5,47,0.00012578525785257854
1728,2018-05-31 09:36:32.620361,0.0004,4.0000400004000045e-09,8,8,13,57,0.00012777327773277734
1729,2018-05-31 09:36:33.572456,0.0004,4.0000400004000045e-09,2,27,3,57,0.00012578525785257854
1730,2018-05-31 09:36:34.536202,0.0004,4.0000400004000045e-09,8,26,19,13,0.00012584525845258453
1731,2018-05-31 09:36:35.470030,0.0004,4.0000400004000045e-09,7,33,17,13,0.00012609326093260934
1732,2018-05-31 09:36:36.452271,0.0004,4.0000400004000045e-09,8,5,0,35,0.00012624926249262493
1733,2018-05-31 09:36:37.443401,0.0004,4.0000400004000045e-09,6,36,9,54,0.00012622526225262255
1734,2018-05-31 09:36:38.417529,0.0004,4.0000400004000045e-09,4,20,12,19,0.00012708927089270894
1735,2018-05-31 09:36:39.323279,0.0004,4.0000400004000045e-09,0,51,7,35,0.00012592525925259255
1736,2018-05-31 09:36:40.283333,0.0004,4.0000400004000045e-09,4,28,14,59,0.00012607326073260734
1737,2018-05-31 09:36:41.243517,0.0004,4.0000400004000045e-09,7,26,7,63,0.00012570525705257054
1738,2018-05-31 09:36:42.180752,0.0004,4.0000400004000045e-09,1,47,13,15,0.00012576525765257653
1739,2018-05-31 09:36:43.076353,0.0004,4.0000400004000045e-09,9,22,16,2,0.00012625726257262573
1740,2018-05-31 09:36:44.066695,0.0004,4.0000400004000045e-09,6,48,0,21,0.00012820128201282015
1741,2018-05-31 09:36:45.108880,0.0004,4.0000400004000045e-09,1,21,-1,60,0.00012686526865268654
1742,2018-05-31 09:36:46.034005,0.0004,4.0000400004000045e-09,1,19,19,2,0.00012800928009280095
1743,2018-05-31 09:36:47.054576,0.0004,4.0000400004000045e-09,6,33,20,64,0.00012632526325263255
1744,2018-05-31 09:36:47.988740,0.0004,4.0000400004000045e-09,2,34,12,18,0.00012616926169261694
1745,2018-05-31 09:36:48.891579,0.0004,4.0000400004000045e-09,8,44,17,34,0.00012603726037260375
1746,2018-05-31 09:36:49.896908,0.0004,4.0000400004000045e-09,0,28,20,59,0.00012601726017260175
1747,2018-05-31 09:36:50.844631,0.0004,4.0000400004000045e-09,2,10,16,35,0.00012578925789257894
1748,2018-05-31 09:36:51.791714,0.0004,4.0000400004000045e-09,1,20,-3,52,0.00012703727037270373
1749,2018-05-31 09:36:52.729652,0.0004,4.0000400004000045e-09,8,31,0,14,0.00012764127641276413
1750,2018-05-31 09:36:53.755897,0.0004,4.0000400004000045e-09,7,29,1,31,0.00012678926789267894
1751,2018-05-31 09:36:54.713481,0.0004,4.0000400004000045e-09,5,18,15,63,0.00012577725777257774
1752,2018-05-31 09:36:55.697545,0.0004,4.0000400004000045e-09,9,14,19,33,0.00012595325953259533
1753,2018-05-31 09:36:56.602410,0.0004,4.0000400004000045e-09,4,32,19,27,0.00012620526205262054
1754,2018-05-31 09:36:57.618582,0.0004,4.0000400004000045e-09,3,42,0,30,0.00012576525765257653
1755,2018-05-31 09:36:58.554813,0.0004,4.0000400004000045e-09,1,39,9,26,0.00012580125801258014
1756,2018-05-31 09:36:59.508238,0.0004,4.0000400004000045e-09,2,41,-2,53,0.00012573325733257335
1757,2018-05-31 09:37:00.408103,0.0004,4.0000400004000045e-09,9,12,22,18,0.00012580925809258095
1758,2018-05-31 09:37:01.327278,0.0004,4.0000400004000045e-09,9,15,12,56,0.00012649726497264974
1759,2018-05-31 09:37:02.272532,0.0004,4.0000400004000045e-09,7,19,22,53,0.00012736527365273654
1760,2018-05-31 09:37:03.286391,0.0004,4.0000400004000045e-09,5,0,22,33,0.00012590925909259095
1761,2018-05-31 09:37:04.267065,0.0004,4.0000400004000045e-09,7,27,16,18,0.00012572125721257215
1762,2018-05-31 09:37:05.165929,0.0004,4.0000400004000045e-09,8,37,19,11,0.00012691326913269135
1763,2018-05-31 09:37:06.108575,0.0004,4.0000400004000045e-09,1,45,15,1,0.00012570525705257054
1764,2018-05-31 09:37:07.121709,0.0004,4.0000400004000045e-09,7,50,6,48,0.00012581725817258175
1765,2018-05-31 09:37:08.029622,0.0004,4.0000400004000045e-09,2,38,3,19,0.00012574125741257413
1766,2018-05-31 09:37:08.991815,0.0004,4.0000400004000045e-09,9,40,3,60,0.00012623326233262335
1767,2018-05-31 09:37:09.970410,0.0004,4.0000400004000045e-09,9,21,13,3,0.00012587325873258734
1768,2018-05-31 09:37:10.878154,0.0004,4.0000400004000045e-09,8,41,11,31,0.00012586525865258653
1769,2018-05-31 09:37:11.806205,0.0004,4.0000400004000045e-09,8,19,14,58,0.00012622926229262295
1770,2018-05-31 09:37:12.752762,0.0004,4.0000400004000045e-09,2,17,22,30,0.00012702927029270295
1771,2018-05-31 09:37:13.722817,0.0004,4.0000400004000045e-09,5,28,7,63,0.00012674926749267493
1772,2018-05-31 09:37:14.733719,0.0004,4.0000400004000045e-09,8,5,14,54,0.00012638926389263894
1773,2018-05-31 09:37:15.662906,0.0004,4.0000400004000045e-09,9,28,15,55,0.00012653326533265335
1774,2018-05-31 09:37:16.637738,0.0004,4.0000400004000045e-09,9,11,7,60,0.00012595725957259573
1775,2018-05-31 09:37:17.589730,0.0004,4.0000400004000045e-09,4,49,20,48,0.00012571325713257135
1776,2018-05-31 09:37:18.496756,0.0004,4.0000400004000045e-09,7,16,-3,27,0.00012609326093260934
1777,2018-05-31 09:37:19.403241,0.0004,4.0000400004000045e-09,0,39,-2,45,0.00012619326193261934
1778,2018-05-31 09:37:20.376268,0.0004,4.0000400004000045e-09,8,27,22,13,0.00012587725877258774
1779,2018-05-31 09:37:21.351776,0.0004,4.0000400004000045e-09,9,5,20,21,0.00012585325853258533
1780,2018-05-31 09:37:22.285214,0.0004,4.0000400004000045e-09,8,9,8,25,0.00012603326033260335
1781,2018-05-31 09:37:23.260100,0.0004,4.0000400004000045e-09,3,2,3,21,0.00012580525805258054
1782,2018-05-31 09:37:24.168416,0.0004,4.0000400004000045e-09,3,46,12,24,0.00012578525785257854
1783,2018-05-31 09:37:25.239239,0.0004,4.0000400004000045e-09,4,27,16,47,0.00012804128041280413
1784,2018-05-31 09:37:26.142197,0.0004,4.0000400004000045e-09,8,45,-2,37,0.00012636526365263653
1785,2018-05-31 09:37:27.045310,0.0004,4.0000400004000045e-09,2,11,21,23,0.00012658126581265814
1786,2018-05-31 09:37:28.000476,0.0004,4.0000400004000045e-09,1,38,4,44,0.00012762927629276295
1787,2018-05-31 09:37:29.050899,0.0004,4.0000400004000045e-09,8,28,0,26,0.00012677726777267774
1788,2018-05-31 09:37:30.031603,0.0004,4.0000400004000045e-09,2,41,6,29,0.00012632926329263295
1789,2018-05-31 09:37:30.937114,0.0004,4.0000400004000045e-09,3,25,15,31,0.00012578125781257814
1790,2018-05-31 09:37:31.913686,0.0004,4.0000400004000045e-09,9,33,3,17,0.00012714927149271493
1791,2018-05-31 09:37:32.845249,0.0004,4.0000400004000045e-09,2,13,5,48,0.00012586125861258613
1792,2018-05-31 09:37:33.790068,0.0004,4.0000400004000045e-09,3,36,-3,1,0.00012581325813258135
1793,2018-05-31 09:37:34.703245,0.0004,4.0000400004000045e-09,1,48,14,40,0.00012571725717257175
1794,2018-05-31 09:37:35.618155,0.0004,4.0000400004000045e-09,3,14,10,40,0.00012576125761257613
1795,2018-05-31 09:37:36.533806,0.0004,4.0000400004000045e-09,7,46,11,50,0.00012582925829258295
1796,2018-05-31 09:37:37.458864,0.0004,4.0000400004000045e-09,2,1,1,54,0.00012574925749257493
1797,2018-05-31 09:37:38.359498,0.0004,4.0000400004000045e-09,4,34,21,1,0.00012577725777257774
1798,2018-05-31 09:37:39.294546,0.0004,4.0000400004000045e-09,1,23,14,56,0.00012644526445264453
1799,2018-05-31 09:37:40.228370,0.0004,4.0000400004000045e-09,9,47,6,28,0.00012590525905259054
1800,2018-05-31 09:37:41.128342,0.0004,4.0000400004000045e-09,0,40,12,12,0.00012669326693266934
1801,2018-05-31 09:37:42.061437,0.0004,4.0000400004000045e-09,3,20,22,14,0.00012730927309273095
1802,2018-05-31 09:37:42.958348,0.0004,4.0000400004000045e-09,0,45,13,12,0.00012569725697256974
1803,2018-05-31 09:37:43.904540,0.0004,4.0000400004000045e-09,7,34,2,38,0.00012581725817258175
1804,2018-05-31 09:37:44.832683,0.0004,4.0000400004000045e-09,5,23,22,6,0.00012579725797257974
1805,2018-05-31 09:37:45.772005,0.0004,4.0000400004000045e-09,3,50,-2,10,0.00012580925809258095
1806,2018-05-31 09:37:46.730861,0.0004,4.0000400004000045e-09,7,50,17,20,0.00012584525845258453
1807,2018-05-31 09:37:47.683340,0.0004,4.0000400004000045e-09,2,0,9,42,0.00012578125781257814
1808,2018-05-31 09:37:48.665912,0.0004,4.0000400004000045e-09,5,32,8,4,0.00012579725797257974
1809,2018-05-31 09:37:49.680052,0.0004,4.0000400004000045e-09,8,34,2,17,0.00012586925869258693
1810,2018-05-31 09:37:50.598853,0.0004,4.0000400004000045e-09,5,37,3,37,0.00012575725757257573
1811,2018-05-31 09:37:51.502115,0.0004,4.0000400004000045e-09,0,5,18,30,0.00012577325773257734
1812,2018-05-31 09:37:52.464076,0.0004,4.0000400004000045e-09,3,44,19,62,0.00012609326093260934
1813,2018-05-31 09:37:53.442171,0.0004,4.0000400004000045e-09,9,50,18,62,0.00012582525825258255
1814,2018-05-31 09:37:54.376965,0.0004,4.0000400004000045e-09,8,45,22,60,0.00012590525905259054
1815,2018-05-31 09:37:55.406076,0.0004,4.0000400004000045e-09,3,42,5,30,0.00012775327753277533
1816,2018-05-31 09:37:56.383825,0.0004,4.0000400004000045e-09,5,0,15,16,0.00012570125701257014
1817,2018-05-31 09:37:57.280760,0.0004,4.0000400004000045e-09,1,3,19,7,0.00012570925709257095
1818,2018-05-31 09:37:58.315726,0.0004,4.0000400004000045e-09,9,20,19,63,0.00012666926669266694
1819,2018-05-31 09:37:59.273745,0.0004,4.0000400004000045e-09,0,9,-1,55,0.00012594125941259413
1820,2018-05-31 09:38:00.185043,0.0004,4.0000400004000045e-09,4,34,5,34,0.00012589325893258934
1821,2018-05-31 09:38:01.119436,0.0004,4.0000400004000045e-09,3,22,14,35,0.00012568125681256814
1822,2018-05-31 09:38:02.103470,0.0004,4.0000400004000045e-09,5,43,17,23,0.00012572925729257295
1823,2018-05-31 09:38:03.042819,0.0004,4.0000400004000045e-09,4,45,15,26,0.00012596125961259613
1824,2018-05-31 09:38:03.955346,0.0004,4.0000400004000045e-09,6,17,-3,35,0.00012708527085270854
1825,2018-05-31 09:38:04.980212,0.0004,4.0000400004000045e-09,5,24,15,28,0.00012570925709257095
1826,2018-05-31 09:38:05.934976,0.0004,4.0000400004000045e-09,8,24,18,21,0.00012580125801258014
1827,2018-05-31 09:38:06.848633,0.0004,4.0000400004000045e-09,2,44,18,18,0.00012584125841258413
1828,2018-05-31 09:38:07.819548,0.0004,4.0000400004000045e-09,2,3,10,12,0.00012572125721257215
1829,2018-05-31 09:38:08.735747,0.0004,4.0000400004000045e-09,4,35,22,50,0.00012572925729257295
1830,2018-05-31 09:38:09.686259,0.0004,4.0000400004000045e-09,7,17,1,50,0.00012580525805258054
1831,2018-05-31 09:38:10.703675,0.0004,4.0000400004000045e-09,4,42,16,30,0.00012577725777257774
1832,2018-05-31 09:38:11.610807,0.0004,4.0000400004000045e-09,5,36,2,31,0.00012584525845258453
1833,2018-05-31 09:38:12.554716,0.0004,4.0000400004000045e-09,4,5,3,20,0.00012621726217262175
1834,2018-05-31 09:38:13.451854,0.0004,4.0000400004000045e-09,1,28,7,20,0.00012609326093260934
1835,2018-05-31 09:38:14.391726,0.0004,4.0000400004000045e-09,9,51,20,16,0.00012584925849258493
1836,2018-05-31 09:38:15.313224,0.0004,4.0000400004000045e-09,6,19,9,49,0.00012844128441284413
1837,2018-05-31 09:38:16.218064,0.0004,4.0000400004000045e-09,4,40,13,1,0.00012575725757257573
1838,2018-05-31 09:38:17.157115,0.0004,4.0000400004000045e-09,7,15,-2,26,0.00012573725737257375
1839,2018-05-31 09:38:18.094917,0.0004,4.0000400004000045e-09,2,48,6,7,0.00012570525705257054
1840,2018-05-31 09:38:18.999487,0.0004,4.0000400004000045e-09,7,46,8,3,0.00012593325933259335
1841,2018-05-31 09:38:20.044657,0.0004,4.0000400004000045e-09,1,17,17,58,0.00012678926789267894
1842,2018-05-31 09:38:20.985911,0.0004,4.0000400004000045e-09,7,19,10,21,0.00012812528125281255
1843,2018-05-31 09:38:21.966190,0.0004,4.0000400004000045e-09,5,28,1,28,0.00012595725957259573
1844,2018-05-31 09:38:22.895751,0.0004,4.0000400004000045e-09,8,16,0,16,0.00012604926049260493
1845,2018-05-31 09:38:23.794505,0.0004,4.0000400004000045e-09,6,48,14,24,0.00012700127001270015
1846,2018-05-31 09:38:24.777965,0.0004,4.0000400004000045e-09,6,14,13,36,0.00012570125701257014
1847,2018-05-31 09:38:25.774420,0.0004,4.0000400004000045e-09,9,2,4,36,0.00012592525925259255
1848,2018-05-31 09:38:26.854537,0.0004,4.0000400004000045e-09,7,36,18,47,0.00012570525705257054
1849,2018-05-31 09:38:27.813255,0.0004,4.0000400004000045e-09,1,29,6,55,0.00012575725757257573
1850,2018-05-31 09:38:28.787807,0.0004,4.0000400004000045e-09,3,43,6,11,0.00012579725797257974
1851,2018-05-31 09:38:29.706130,0.0004,4.0000400004000045e-09,3,39,6,61,0.00012613726137261375
1852,2018-05-31 09:38:30.653264,0.0004,4.0000400004000045e-09,8,30,20,15,0.00012614126141261413
1853,2018-05-31 09:38:31.573488,0.0004,4.0000400004000045e-09,3,51,3,22,0.00012582925829258295
1854,2018-05-31 09:38:32.530207,0.0004,4.0000400004000045e-09,3,45,1,38,0.00012578525785257854
1855,2018-05-31 09:38:33.455841,0.0004,4.0000400004000045e-09,0,8,19,50,0.00012708127081270814
1856,2018-05-31 09:38:34.423633,0.0004,4.0000400004000045e-09,2,32,4,45,0.00012603326033260335
1857,2018-05-31 09:38:35.397670,0.0004,4.0000400004000045e-09,8,33,14,57,0.00012596925969259693
1858,2018-05-31 09:38:36.293002,0.0004,4.0000400004000045e-09,7,27,17,11,0.00012566125661256613
1859,2018-05-31 09:38:37.207943,0.0004,4.0000400004000045e-09,2,1,-3,45,0.00012580125801258014
1860,2018-05-31 09:38:38.154261,0.0004,4.0000400004000045e-09,8,35,21,15,0.00012608526085260854
1861,2018-05-31 09:38:39.126422,0.0004,4.0000400004000045e-09,7,11,19,34,0.00012569725697256974
1862,2018-05-31 09:38:40.034725,0.0004,4.0000400004000045e-09,1,4,14,45,0.00012833728337283373
1863,2018-05-31 09:38:41.037477,0.0004,4.0000400004000045e-09,3,45,11,55,0.00012570925709257095
1864,2018-05-31 09:38:41.965935,0.0004,4.0000400004000045e-09,8,44,2,31,0.00012591725917259175
1865,2018-05-31 09:38:42.906974,0.0004,4.0000400004000045e-09,6,18,8,1,0.00012595725957259573
1866,2018-05-31 09:38:43.985305,0.0004,4.0000400004000045e-09,9,19,5,59,0.00012625726257262573
1867,2018-05-31 09:38:44.948235,0.0004,4.0000400004000045e-09,3,13,14,52,0.00012588125881258814
1868,2018-05-31 09:38:45.877828,0.0004,4.0000400004000045e-09,2,51,20,37,0.00012636926369263694
1869,2018-05-31 09:38:46.845471,0.0004,4.0000400004000045e-09,8,8,19,16,0.00012685726857268573
1870,2018-05-31 09:38:47.741663,0.0004,4.0000400004000045e-09,5,19,-2,1,0.00012577725777257774
1871,2018-05-31 09:38:48.639313,0.0004,4.0000400004000045e-09,0,40,21,13,0.00012636926369263694
1872,2018-05-31 09:38:49.634546,0.0004,4.0000400004000045e-09,6,0,8,39,0.00012598125981259814
1873,2018-05-31 09:38:50.616482,0.0004,4.0000400004000045e-09,1,50,20,57,0.00012622126221262215
1874,2018-05-31 09:38:51.524361,0.0004,4.0000400004000045e-09,5,10,22,9,0.00012578925789257894
1875,2018-05-31 09:38:52.467206,0.0004,4.0000400004000045e-09,8,26,12,12,0.00012591325913259135
1876,2018-05-31 09:38:53.532274,0.0004,4.0000400004000045e-09,8,20,0,44,0.00012592525925259255
1877,2018-05-31 09:38:54.521297,0.0004,4.0000400004000045e-09,2,12,-3,17,0.00012592125921259215
1878,2018-05-31 09:38:55.470051,0.0004,4.0000400004000045e-09,8,46,1,38,0.00012645326453264533
1879,2018-05-31 09:38:56.451049,0.0004,4.0000400004000045e-09,7,21,1,50,0.00012581325813258135
1880,2018-05-31 09:38:57.458218,0.0004,4.0000400004000045e-09,3,0,4,51,0.00012571725717257175
1881,2018-05-31 09:38:58.459868,0.0004,4.0000400004000045e-09,7,38,6,53,0.00012582925829258295
1882,2018-05-31 09:38:59.388545,0.0004,4.0000400004000045e-09,6,36,18,46,0.00012578925789257894
1883,2018-05-31 09:39:00.404157,0.0004,4.0000400004000045e-09,8,27,19,32,0.00012665726657266573
1884,2018-05-31 09:39:01.315062,0.0004,4.0000400004000045e-09,4,18,19,41,0.00012688526885268854
1885,2018-05-31 09:39:02.273418,0.0004,4.0000400004000045e-09,6,1,22,54,0.00012580925809258095
1886,2018-05-31 09:39:03.312650,0.0004,4.0000400004000045e-09,9,13,-1,55,0.00012595725957259573
1887,2018-05-31 09:39:04.260496,0.0004,4.0000400004000045e-09,5,38,0,43,0.00012577325773257734
1888,2018-05-31 09:39:05.244242,0.0004,4.0000400004000045e-09,4,0,18,20,0.00012586925869258693
1889,2018-05-31 09:39:06.208210,0.0004,4.0000400004000045e-09,0,8,11,63,0.00012653726537265375
1890,2018-05-31 09:39:07.188052,0.0004,4.0000400004000045e-09,9,44,5,15,0.00012578525785257854
1891,2018-05-31 09:39:08.148381,0.0004,4.0000400004000045e-09,5,36,8,48,0.00012568125681256814
1892,2018-05-31 09:39:09.146904,0.0004,4.0000400004000045e-09,3,8,13,39,0.00012697726977269774
