sample,time,window,precision,modulation,band,power,payload,tx2rxdone
277,2018-06-01 19:13:14.906303,0.4,4.000040000400005e-06,3,51,14,18,0.19685796857968582
278,2018-06-01 19:13:15.843338,0.01,1.0001000100010001e-06,9,12,14,78,0.0039083908390839086
279,2018-06-01 19:13:18.710875,1.0,1.000001000001e-06,3,22,8,27,0.2378222378222378
280,2018-06-01 19:13:25.719383,4.0,4.000004000004e-06,0,19,-2,39,
281,2018-06-01 19:13:26.692662,0.01,1.0001000100010001e-06,9,40,-3,43,0.0025082508250825085
282,2018-06-01 19:13:27.694998,0.1,1.0000100001000012e-06,6,41,1,32,0.044679446794467954
283,2018-06-01 19:13:28.620366,0.004,4.004004004004004e-06,9,34,13,31,
284,2018-06-01 19:13:32.986936,2.0,2.000002000002e-06,3,50,22,111,0.6065746065746065
285,2018-06-01 19:13:54.000496,10.0,2.00000040000008e-06,0,38,3,75,3.217516643503329
286,2018-06-01 19:13:55.246849,0.4,4.000040000400005e-06,5,19,20,77,0.14147741477414777
287,2018-06-01 19:13:56.558512,0.4,4.000040000400005e-06,5,30,9,110,0.1876138761387614
288,2018-06-01 19:14:03.623659,4.0,4.000004000004e-06,1,44,12,84,1.9355459355459355
289,2018-06-01 19:14:04.786158,0.2,2.0000200002000023e-06,4,35,-3,7,0.07792877928779289
290,2018-06-01 19:14:11.965398,4.0,4.000004000004e-06,2,45,12,99,1.0085130085130085
291,2018-06-01 19:14:12.919035,0.01,1.0001000100010001e-06,9,47,6,92,0.004468446844684468
292,2018-06-01 19:14:14.171275,0.2,2.0000200002000023e-06,6,18,18,90,0.09336293362933631
293,2018-06-01 19:14:15.167936,0.1,1.0000100001000012e-06,7,46,9,51,0.03523935239352394
294,2018-06-01 19:14:35.841623,10.0,2.00000040000008e-06,0,34,9,64,2.889802577960516
295,2018-06-01 19:14:37.081045,0.1,1.0000100001000012e-06,5,4,9,7,0.03907639076390765
296,2018-06-01 19:14:39.879196,1.0,1.000001000001e-06,4,23,3,62,0.21116521116521114
297,2018-06-01 19:14:42.879114,1.0,1.000001000001e-06,4,3,14,64,0.2213272213272213
298,2018-06-01 19:14:44.147598,0.4,4.000040000400005e-06,5,25,-2,103,0.1773777737777378
299,2018-06-01 19:14:45.048025,0.004,4.004004004004004e-06,8,21,19,10,0.0017857857857857856
300,2018-06-01 19:14:46.204149,0.4,4.000040000400005e-06,3,47,10,10,0.15594155941559418
301,2018-06-01 19:14:47.115323,0.004,4.004004004004004e-06,9,26,6,22,0.0016696696696696695
302,2018-06-01 19:14:48.312065,0.4,4.000040000400005e-06,4,6,-1,37,0.14968949689496897
303,2018-06-01 19:14:49.427606,0.1,1.0000100001000012e-06,7,45,-2,40,0.028899288992889932
304,2018-06-01 19:14:52.258090,1.0,1.000001000001e-06,3,23,6,58,0.3811563811563811
305,2018-06-01 19:15:13.095827,10.0,2.00000040000008e-06,0,45,11,89,3.7089987417997485
306,2018-06-01 19:15:17.184188,2.0,2.000002000002e-06,0,37,14,10,
307,2018-06-01 19:15:18.263585,0.1,1.0000100001000012e-06,6,29,12,15,0.029359293592935935
308,2018-06-01 19:15:25.415916,4.0,4.000004000004e-06,2,3,1,101,1.0493530493530492
309,2018-06-01 19:15:26.359980,0.02,2.0002000200020003e-06,8,26,12,61,0.005044504450445045
310,2018-06-01 19:15:47.042323,10.0,2.00000040000008e-06,0,43,22,99,4.036674807334962
311,2018-06-01 19:15:47.952544,0.004,4.004004004004004e-06,9,36,12,9,0.0011491491491491491
312,2018-06-01 19:15:52.218063,2.0,2.000002000002e-06,3,47,20,111,0.6065766065766065
313,2018-06-01 19:15:53.147570,0.04,4.0004000400040005e-06,7,47,20,16,0.017325732573257327
314,2018-06-01 19:15:54.448664,0.4,4.000040000400005e-06,6,20,2,111,0.11128111281112812
315,2018-06-01 19:15:55.508700,0.1,1.0000100001000012e-06,7,28,8,68,0.04299942999429995
316,2018-06-01 19:15:56.866521,0.4,4.000040000400005e-06,5,36,8,64,0.12103721037210374
317,2018-06-01 19:16:17.723051,10.0,2.00000040000008e-06,1,45,3,101,2.2631824526364905
318,2018-06-01 19:16:24.792484,4.0,4.000004000004e-06,0,14,9,26,1.7428137428137427
319,2018-06-01 19:16:29.177514,2.0,2.000002000002e-06,2,28,22,77,0.8445948445948445
320,2018-06-01 19:16:30.404468,0.4,4.000040000400005e-06,4,21,6,26,0.11900519005190054
321,2018-06-01 19:16:31.520938,0.2,2.0000200002000023e-06,6,49,14,74,0.08052080520805209
322,2018-06-01 19:16:51.974933,10.0,2.00000040000008e-06,0,1,-1,108,4.364304872860975
323,2018-06-01 19:16:56.340753,2.0,2.000002000002e-06,3,45,13,99,0.5654985654985655
324,2018-06-01 19:16:57.622265,0.2,2.0000200002000023e-06,6,28,2,85,0.0882788827888279
325,2018-06-01 19:16:58.734412,0.2,2.0000200002000023e-06,5,42,10,21,0.05955659556595567
326,2018-06-01 19:16:59.654933,0.02,2.0002000200020003e-06,8,40,2,119,0.008756875687568758
327,2018-06-01 19:17:00.724889,0.2,2.0000200002000023e-06,5,15,0,36,0.08007680076800769
328,2018-06-01 19:17:05.002084,2.0,2.000002000002e-06,1,16,21,34,
329,2018-06-01 19:17:05.973067,0.02,2.0002000200020003e-06,9,31,14,121,0.0056285628562856285
330,2018-06-01 19:17:26.411712,10.0,2.00000040000008e-06,0,47,13,103,4.200472840094569
331,2018-06-01 19:17:27.455985,0.1,1.0000100001000012e-06,6,9,-1,12,0.026800268002680032
332,2018-06-01 19:17:30.408237,1.0,1.000001000001e-06,4,14,11,76,0.25204625204625203
333,2018-06-01 19:17:50.950876,10.0,2.00000040000008e-06,0,46,18,119,4.692026938405388
334,2018-06-01 19:17:52.006310,0.1,1.0000100001000012e-06,6,46,18,36,0.04728247282472826
335,2018-06-01 19:17:59.150932,4.0,4.000004000004e-06,2,45,10,98,1.0084690084690084
336,2018-06-01 19:18:03.560780,2.0,2.000002000002e-06,3,8,2,101,0.5655745655745655
337,2018-06-01 19:18:06.424991,1.0,1.000001000001e-06,3,29,16,45,0.3197373197373197
338,2018-06-01 19:18:26.933028,10.0,2.00000040000008e-06,0,15,-3,50,2.398324479664896
339,2018-06-01 19:18:47.613659,10.0,2.00000040000008e-06,1,4,1,95,2.1812064362412875
340,2018-06-01 19:18:48.848921,0.2,2.0000200002000023e-06,6,41,0,68,0.07540075400754008
341,2018-06-01 19:18:49.774191,0.01,1.0001000100010001e-06,8,25,21,52,0.004467446744674468
342,2018-06-01 19:18:56.870733,4.0,4.000004000004e-06,0,41,2,20,1.4152934152934151
343,2018-06-01 19:18:59.697651,1.0,1.000001000001e-06,3,35,3,34,0.25839725839725836
344,2018-06-01 19:19:00.908595,0.4,4.000040000400005e-06,5,21,5,105,0.18244182441824422
345,2018-06-01 19:19:07.936061,4.0,4.000004000004e-06,1,18,-3,54,1.362173362173362
346,2018-06-01 19:19:12.505557,2.0,2.000002000002e-06,2,0,21,55,0.6806786806786806
347,2018-06-01 19:19:13.468727,0.02,2.0002000200020003e-06,8,29,7,125,0.009142914291429143
348,2018-06-01 19:19:16.460733,1.0,1.000001000001e-06,5,39,0,112,0.19267619267619265
349,2018-06-01 19:19:19.429650,1.0,1.000001000001e-06,3,36,-3,41,0.29928229928229927
350,2018-06-01 19:19:20.558992,0.2,2.0000200002000023e-06,5,46,14,21,0.05955659556595567
351,2018-06-01 19:19:25.015251,2.0,2.000002000002e-06,0,30,0,8,
352,2018-06-01 19:19:26.281637,0.4,4.000040000400005e-06,4,40,22,45,0.170169701697017
353,2018-06-01 19:19:27.479896,0.4,4.000040000400005e-06,5,34,21,63,0.12099320993209933
354,2018-06-01 19:19:30.405065,1.0,1.000001000001e-06,4,7,12,102,0.31356631356631354
355,2018-06-01 19:19:31.618975,0.2,2.0000200002000023e-06,7,13,18,104,0.062142621426214274
356,2018-06-01 19:19:35.911612,2.0,2.000002000002e-06,3,36,-1,99,0.5654945654945654
357,2018-06-01 19:19:37.233329,0.4,4.000040000400005e-06,5,26,18,61,0.11593715937159374
358,2018-06-01 19:19:40.175600,1.0,1.000001000001e-06,4,27,6,101,0.3135263135263135
359,2018-06-01 19:19:43.105485,1.0,1.000001000001e-06,2,33,7,25,0.4349154349154349
360,2018-06-01 19:19:44.021289,0.004,4.004004004004004e-06,9,33,20,27,0.0018698698698698698
361,2018-06-01 19:19:46.988460,1.0,1.000001000001e-06,4,22,17,75,0.252005252005252
362,2018-06-01 19:19:49.952375,1.0,1.000001000001e-06,4,20,-3,78,0.2521302521302521
363,2018-06-01 19:19:57.182603,4.0,4.000004000004e-06,2,26,9,127,1.2541932541932541
364,2018-06-01 19:20:00.185669,1.0,1.000001000001e-06,3,47,22,33,0.2583582583582583
365,2018-06-01 19:20:01.302558,0.1,1.0000100001000012e-06,5,43,11,2,0.03389833898338984
366,2018-06-01 19:20:05.639817,2.0,2.000002000002e-06,3,23,21,113,0.6269566269566269
367,2018-06-01 19:20:06.825569,0.2,2.0000200002000023e-06,5,1,0,46,0.09541495414954151
368,2018-06-01 19:20:09.747534,1.0,1.000001000001e-06,4,31,19,126,0.37500737500737497
369,2018-06-01 19:20:10.764911,0.1,1.0000100001000012e-06,5,26,21,18,
370,2018-06-01 19:20:13.560613,1.0,1.000001000001e-06,4,51,5,94,0.2930852930852931
371,2018-06-01 19:20:14.556236,0.1,1.0000100001000012e-06,7,0,18,25,0.021218212182121825
372,2018-06-01 19:20:15.451786,0.04,4.0004000400040005e-06,7,12,11,6,0.012197219721972198
373,2018-06-01 19:20:16.375829,0.02,2.0002000200020003e-06,8,25,22,110,0.008180818081808181
374,2018-06-01 19:20:17.262274,0.04,4.0004000400040005e-06,6,19,-3,0,0.016565656565656565
375,2018-06-01 19:20:20.211066,1.0,1.000001000001e-06,2,26,10,32,0.4759564759564759
376,2018-06-01 19:20:21.398448,0.4,4.000040000400005e-06,4,36,10,49,0.180409804098041
377,2018-06-01 19:20:41.849210,10.0,2.00000040000008e-06,0,38,1,97,4.036588807317762
378,2018-06-01 19:20:42.976908,0.2,2.0000200002000023e-06,3,13,10,2,
379,2018-06-01 19:20:47.235924,2.0,2.000002000002e-06,2,20,14,41,0.5578385578385577
380,2018-06-01 19:20:48.172954,0.01,1.0001000100010001e-06,8,4,10,57,0.004788478847884789
381,2018-06-01 19:20:52.540292,2.0,2.000002000002e-06,2,6,8,53,0.6398386398386398
382,2018-06-01 19:20:53.623504,0.2,2.0000200002000023e-06,7,39,7,82,0.05064250642506426
383,2018-06-01 19:20:54.524584,0.002,2.002002002002002e-06,8,35,3,0,
384,2018-06-01 19:20:55.762575,0.4,4.000040000400005e-06,5,35,2,100,0.1772577725777258
385,2018-06-01 19:20:56.693090,0.02,2.0002000200020003e-06,8,46,16,60,0.00498049804980498
386,2018-06-01 19:21:17.314136,10.0,2.00000040000008e-06,1,30,17,96,2.1812464362492876
387,2018-06-01 19:21:18.270577,0.02,2.0002000200020003e-06,8,38,7,87,0.006706670667066707
388,2018-06-01 19:21:38.861089,10.0,2.00000040000008e-06,0,0,-2,64,2.889800577960116
389,2018-06-01 19:21:40.206298,0.4,4.000040000400005e-06,6,48,9,113,0.11380113801138013
390,2018-06-01 19:22:00.792499,10.0,2.00000040000008e-06,0,35,8,104,4.200508840101769
391,2018-06-01 19:22:01.745921,0.01,1.0001000100010001e-06,9,46,16,78,0.00390939093909391
392,2018-06-01 19:22:03.039861,0.4,4.000040000400005e-06,4,22,-2,53,0.19064990649906502
393,2018-06-01 19:22:06.070439,1.0,1.000001000001e-06,4,28,1,111,0.34416934416934414
394,2018-06-01 19:22:10.449541,2.0,2.000002000002e-06,2,24,-2,42,0.5578765578765579
395,2018-06-01 19:22:11.378604,0.01,1.0001000100010001e-06,9,6,13,32,0.002069206920692069
396,2018-06-01 19:22:15.646692,2.0,2.000002000002e-06,0,34,10,9,
397,2018-06-01 19:22:49.849689,20.0,4.00000080000016e-06,0,17,21,123,4.855824971164995
398,2018-06-01 19:22:50.801681,0.02,2.0002000200020003e-06,8,20,14,76,0.0060046004600460045
399,2018-06-01 19:22:57.908854,4.0,4.000004000004e-06,1,37,10,45,1.1983331983331982
400,2018-06-01 19:23:18.434809,10.0,2.00000040000008e-06,0,49,14,80,3.3813566762713356
401,2018-06-01 19:23:22.681374,2.0,2.000002000002e-06,1,19,10,18,0.7068187068187067
402,2018-06-01 19:23:43.312882,10.0,2.00000040000008e-06,0,23,1,100,4.036710807342161
403,2018-06-01 19:23:44.242461,0.01,1.0001000100010001e-06,8,48,-2,34,0.0033173317331733174
404,2018-06-01 19:23:45.534270,0.2,2.0000200002000023e-06,7,22,21,98,0.05836258362583627
405,2018-06-01 19:23:46.445607,0.01,1.0001000100010001e-06,8,51,21,23,0.0026132613261326135
406,2018-06-01 19:23:47.471109,0.1,1.0000100001000012e-06,7,35,15,68,0.04300343003430035
407,2018-06-01 19:23:48.561610,0.2,2.0000200002000023e-06,4,7,10,17,0.09849098490984912
408,2018-06-01 19:23:52.912236,2.0,2.000002000002e-06,3,45,-3,126,0.6883786883786883
409,2018-06-01 19:23:53.864418,0.01,1.0001000100010001e-06,9,1,0,79,0.003947394739473947
410,2018-06-01 19:24:14.384127,10.0,2.00000040000008e-06,0,14,7,110,4.364392872878575
411,2018-06-01 19:24:15.340804,0.02,2.0002000200020003e-06,8,0,20,85,0.006582658265826583
412,2018-06-01 19:24:18.260455,1.0,1.000001000001e-06,2,21,0,20,0.39395839395839394
413,2018-06-01 19:24:25.371681,4.0,4.000004000004e-06,2,28,16,103,1.0494330494330493
414,2018-06-01 19:24:26.596283,0.4,4.000040000400005e-06,6,31,15,97,0.09852098520985211
415,2018-06-01 19:24:27.502891,0.004,4.004004004004004e-06,9,18,16,24,0.0017497497497497496
416,2018-06-01 19:24:28.733421,0.4,4.000040000400005e-06,3,27,16,24,
417,2018-06-01 19:24:29.711151,0.1,1.0000100001000012e-06,5,36,8,2,0.03389533895338954
418,2018-06-01 19:24:36.792566,4.0,4.000004000004e-06,0,35,9,28,1.7428857428857427
419,2018-06-01 19:24:37.711499,0.004,4.004004004004004e-06,9,30,-3,26,
420,2018-06-01 19:24:42.194619,2.0,2.000002000002e-06,2,12,17,62,0.7217147217147216
421,2018-06-01 19:24:43.407291,0.4,4.000040000400005e-06,6,28,15,91,0.0934009340093401
422,2018-06-01 19:24:46.334656,1.0,1.000001000001e-06,3,47,6,84,0.48369848369848367
423,2018-06-01 19:24:47.261589,0.01,1.0001000100010001e-06,8,38,9,22,0.0025492549254925493
424,2018-06-01 19:24:51.508612,2.0,2.000002000002e-06,3,47,18,119,0.6474946474946475
425,2018-06-01 19:25:12.103058,10.0,2.00000040000008e-06,0,51,19,88,3.7089547417909485
426,2018-06-01 19:25:14.955652,1.0,1.000001000001e-06,2,29,3,31,0.47591847591847586
427,2018-06-01 19:25:22.061245,4.0,4.000004000004e-06,1,3,12,84,1.9355499355499353
428,2018-06-01 19:25:23.391254,0.4,4.000040000400005e-06,5,41,8,67,0.12613726137261375
429,2018-06-01 19:25:24.563878,0.2,2.0000200002000023e-06,7,7,16,125,0.07242072420724209
430,2018-06-01 19:25:27.413240,1.0,1.000001000001e-06,2,31,13,39,
431,2018-06-01 19:25:34.594642,4.0,4.000004000004e-06,1,17,16,38,1.1163131163131161
432,2018-06-01 19:25:35.505670,0.004,4.004004004004004e-06,8,17,15,11,
433,2018-06-01 19:25:36.405363,0.01,1.0001000100010001e-06,8,11,1,42,0.0038293829382938295
434,2018-06-01 19:25:37.343391,0.02,2.0002000200020003e-06,9,8,22,127,0.005896589658965896
435,2018-06-01 19:25:41.590242,2.0,2.000002000002e-06,3,31,-2,127,0.6884146884146883
436,2018-06-01 19:25:42.678278,0.2,2.0000200002000023e-06,4,49,12,17,0.0984869848698487
437,2018-06-01 19:25:43.757127,0.2,2.0000200002000023e-06,4,46,15,19,
438,2018-06-01 19:25:44.693758,0.02,2.0002000200020003e-06,8,6,-1,126,0.009204920492049205
439,2018-06-01 19:25:51.833007,4.0,4.000004000004e-06,2,36,3,125,1.254109254109254
440,2018-06-01 19:25:56.098246,2.0,2.000002000002e-06,2,31,22,87,0.9265129265129264
441,2018-06-01 19:26:16.872275,10.0,2.00000040000008e-06,1,25,-2,92,2.099344419868884
442,2018-06-01 19:26:17.964333,0.1,1.0000100001000012e-06,6,43,1,32,0.044679446794467954
443,2018-06-01 19:26:20.884904,1.0,1.000001000001e-06,3,32,4,51,0.34027734027734025
444,2018-06-01 19:26:21.833583,0.01,1.0001000100010001e-06,9,1,-2,75,0.0037893789378937895
445,2018-06-01 19:26:23.143440,0.2,2.0000200002000023e-06,7,23,6,124,0.07238272382723829
446,2018-06-01 19:26:57.514169,20.0,4.00000080000016e-06,0,50,0,125,4.855900971180194
447,2018-06-01 19:27:00.514706,1.0,1.000001000001e-06,4,15,9,101,0.3135253135253135
448,2018-06-01 19:27:21.338161,10.0,2.00000040000008e-06,1,41,18,126,2.672878534575707
449,2018-06-01 19:27:22.565509,0.2,2.0000200002000023e-06,5,49,22,42,0.0902789027890279
450,2018-06-01 19:27:43.520428,10.0,2.00000040000008e-06,1,24,15,111,2.427062485412497
451,2018-06-01 19:27:44.838550,0.4,4.000040000400005e-06,4,35,4,52,0.1906059060590606
452,2018-06-01 19:28:05.640431,10.0,2.00000040000008e-06,0,35,12,84,3.545156709031342
453,2018-06-01 19:28:06.566692,0.004,4.004004004004004e-06,9,1,20,28,0.0019099099099099098
454,2018-06-01 19:28:13.823833,4.0,4.000004000004e-06,0,44,-2,20,1.4152934152934151
455,2018-06-01 19:28:14.751118,0.01,1.0001000100010001e-06,8,51,22,33,0.0032523252325232523
456,2018-06-01 19:28:15.636836,0.01,1.0001000100010001e-06,9,46,4,63,0.0033063306330633063
457,2018-06-01 19:28:16.827289,0.2,2.0000200002000023e-06,6,5,2,43,0.05244052440524406
458,2018-06-01 19:28:19.611254,1.0,1.000001000001e-06,4,27,21,116,0.3544473544473544
459,2018-06-01 19:28:20.843570,0.4,4.000040000400005e-06,6,20,0,111,0.11128111281112812
460,2018-06-01 19:28:23.769728,1.0,1.000001000001e-06,2,12,17,20,0.3939563939563939
461,2018-06-01 19:28:26.781273,1.0,1.000001000001e-06,4,6,5,102,0.31356531356531353
462,2018-06-01 19:28:27.705313,0.01,1.0001000100010001e-06,8,49,11,28,0.0029322932293229325
463,2018-06-01 19:28:28.598073,0.01,1.0001000100010001e-06,9,24,13,78,0.0039083908390839086
464,2018-06-01 19:28:29.536201,0.02,2.0002000200020003e-06,9,31,14,103,0.004908490849084909
465,2018-06-01 19:28:32.382147,1.0,1.000001000001e-06,4,51,7,107,0.3339253339253339
466,2018-06-01 19:28:33.399215,0.1,1.0000100001000012e-06,7,49,12,71,0.04547945479454795
467,2018-06-01 19:28:34.338842,0.1,1.0000100001000012e-06,5,32,0,6,0.039037390373903746
468,2018-06-01 19:28:35.610640,0.2,2.0000200002000023e-06,5,23,-1,47,0.09545695456954571
469,2018-06-01 19:28:36.513344,0.004,4.004004004004004e-06,8,41,2,13,0.00196996996996997
470,2018-06-01 19:28:37.418826,0.04,4.0004000400040005e-06,7,22,-2,16,0.017317731773177317
471,2018-06-01 19:28:38.687514,0.4,4.000040000400005e-06,6,46,-1,127,0.12412124121241214
472,2018-06-01 19:28:39.641484,0.02,2.0002000200020003e-06,9,19,4,104,0.004948494849484949
473,2018-06-01 19:28:40.807000,0.2,2.0000200002000023e-06,6,46,14,90,0.0933609336093361
474,2018-06-01 19:28:43.843549,1.0,1.000001000001e-06,4,45,-3,79,0.26224526224526223
475,2018-06-01 19:28:44.793332,0.02,2.0002000200020003e-06,8,24,11,77,0.006068606860686069
476,2018-06-01 19:28:45.679251,0.01,1.0001000100010001e-06,9,44,14,36,0.0022272227222722273
477,2018-06-01 19:28:46.842561,0.2,2.0000200002000023e-06,6,33,2,88,0.09084290842908431
478,2018-06-01 19:28:51.106258,2.0,2.000002000002e-06,2,31,16,72,0.8036368036368036
479,2018-06-01 19:28:52.317464,0.2,2.0000200002000023e-06,7,4,8,115,0.06730067300673008
480,2018-06-01 19:28:53.437340,0.2,2.0000200002000023e-06,5,0,1,43,0.0903149031490315
481,2018-06-01 19:28:54.335008,0.004,4.004004004004004e-06,9,12,22,9,
482,2018-06-01 19:28:55.239154,0.01,1.0001000100010001e-06,9,13,22,70,0.0035883588358835883
483,2018-06-01 19:28:58.067907,1.0,1.000001000001e-06,2,42,19,29,0.435076435076435
484,2018-06-01 19:28:59.293692,0.2,2.0000200002000023e-06,5,2,-2,32,0.07493474934749349
485,2018-06-01 19:29:00.584341,0.4,4.000040000400005e-06,2,18,12,4,
486,2018-06-01 19:29:03.536809,1.0,1.000001000001e-06,4,37,9,73,0.24184824184824183
487,2018-06-01 19:29:04.642698,0.1,1.0000100001000012e-06,7,8,19,70,0.04426244262442625
488,2018-06-01 19:29:07.629622,1.0,1.000001000001e-06,3,22,5,29,0.23790123790123788
489,2018-06-01 19:29:08.538825,0.002,2.002002002002002e-06,9,43,4,2,
490,2018-06-01 19:29:12.766880,2.0,2.000002000002e-06,2,4,-3,71,0.8035948035948035
491,2018-06-01 19:29:33.171782,10.0,2.00000040000008e-06,1,9,13,115,2.5089605017921004
492,2018-06-01 19:29:34.120452,0.02,2.0002000200020003e-06,8,39,6,73,0.005812581258125813
493,2018-06-01 19:29:54.476474,10.0,2.00000040000008e-06,0,33,-2,75,3.2175126435025287
494,2018-06-01 19:30:15.308245,10.0,2.00000040000008e-06,1,26,12,118,2.590820518164104
495,2018-06-01 19:30:50.153023,20.0,4.00000080000016e-06,0,12,21,125,4.855908971181795
496,2018-06-01 19:30:51.325417,0.1,1.0000100001000012e-06,6,27,10,17,0.031880318803188035
497,2018-06-01 19:30:52.203368,0.04,4.0004000400040005e-06,7,12,13,6,0.012201220122012201
498,2018-06-01 19:31:12.743953,10.0,2.00000040000008e-06,1,44,8,120,2.5908985181797037
499,2018-06-01 19:31:13.711567,0.02,2.0002000200020003e-06,8,41,-1,108,0.008054805480548054
500,2018-06-01 19:31:17.932384,2.0,2.000002000002e-06,3,33,2,90,0.5245345245345245
501,2018-06-01 19:31:19.143533,0.4,4.000040000400005e-06,3,30,19,26,
502,2018-06-01 19:31:39.865471,10.0,2.00000040000008e-06,0,32,8,106,4.364232872846575
503,2018-06-01 19:32:00.220227,10.0,2.00000040000008e-06,0,21,2,63,2.889762577952516
504,2018-06-01 19:32:01.154352,0.01,1.0001000100010001e-06,8,15,12,32,0.0031893189318931894
505,2018-06-01 19:32:21.382847,10.0,2.00000040000008e-06,1,39,19,104,2.345040469008094
506,2018-06-01 19:32:22.306829,0.04,4.0004000400040005e-06,7,46,10,5,0.010985098509850985
507,2018-06-01 19:32:26.489311,2.0,2.000002000002e-06,3,10,6,107,0.586116586116586
508,2018-06-01 19:32:46.686318,10.0,2.00000040000008e-06,0,37,9,89,3.7089927417985487
509,2018-06-01 19:32:47.658091,0.02,2.0002000200020003e-06,8,45,16,109,0.008116811681168117
510,2018-06-01 19:32:48.536499,0.01,1.0001000100010001e-06,8,21,0,20,0.0024202420242024204
511,2018-06-01 19:32:55.711015,4.0,4.000004000004e-06,1,4,14,74,1.7716697716697716
512,2018-06-01 19:32:57.062017,0.4,4.000040000400005e-06,6,14,10,121,0.11900119001190014
513,2018-06-01 19:33:04.193215,4.0,4.000004000004e-06,0,1,12,12,1.2513332513332511
514,2018-06-01 19:33:07.108094,1.0,1.000001000001e-06,4,14,-1,90,0.2828452828452828
515,2018-06-01 19:33:08.077942,0.02,2.0002000200020003e-06,9,26,12,121,0.0056285628562856285
516,2018-06-01 19:33:09.136957,0.1,1.0000100001000012e-06,7,47,15,62,0.04039840398403985
517,2018-06-01 19:33:10.443584,0.2,2.0000200002000023e-06,7,8,21,107,0.06343863438634387
518,2018-06-01 19:33:14.758823,2.0,2.000002000002e-06,2,28,6,40,0.5577965577965578
519,2018-06-01 19:33:15.685714,0.01,1.0001000100010001e-06,8,43,17,23,0.0026132613261326135
520,2018-06-01 19:33:16.558610,0.004,4.004004004004004e-06,8,30,9,8,
521,2018-06-01 19:33:37.059146,10.0,2.00000040000008e-06,0,31,10,44,2.2344444468888893
522,2018-06-01 19:33:38.309176,0.4,4.000040000400005e-06,5,46,10,81,0.14661746617466176
