sample,time,window,precision,modulation,band,tx,measured
568,2018-06-07 10:35:23.431590,0.001,1.000010000100001e-08,0,51,True,0.00031735317353173535
569,2018-06-07 10:35:24.424539,0.001,1.000010000100001e-08,5,24,False,0.0002720127201272013
570,2018-06-07 10:35:25.381755,0.001,1.000010000100001e-08,2,25,False,0.0002741127411274113
571,2018-06-07 10:35:26.290114,0.001,1.000010000100001e-08,6,4,True,0.00036349363493634937
572,2018-06-07 10:35:27.283309,0.001,1.000010000100001e-08,4,41,True,0.0003405034050340504
573,2018-06-07 10:35:28.275077,0.001,1.000010000100001e-08,7,12,True,0.00033957339573395735
574,2018-06-07 10:35:29.262492,0.001,1.000010000100001e-08,9,7,True,0.0005007450074500746
575,2018-06-07 10:35:30.179136,0.001,1.000010000100001e-08,1,14,False,0.0002506425064250643
576,2018-06-07 10:35:31.206095,0.001,1.000010000100001e-08,2,36,True,0.0002741027410274103
577,2018-06-07 10:35:32.120709,0.001,1.000010000100001e-08,1,19,True,0.00033995339953399534
578,2018-06-07 10:35:33.088321,0.001,1.000010000100001e-08,2,43,True,0.0003400834008340084
579,2018-06-07 10:35:34.074710,0.001,1.000010000100001e-08,7,10,True,0.0002717327173271733
580,2018-06-07 10:35:35.006574,0.001,1.000010000100001e-08,5,47,True,0.0003401334013340134
581,2018-06-07 10:35:35.929132,0.001,1.000010000100001e-08,2,45,False,0.0002741527415274153
582,2018-06-07 10:35:36.846014,0.001,1.000010000100001e-08,3,7,False,0.0002962229622296223
583,2018-06-07 10:35:37.780002,0.001,1.000010000100001e-08,3,31,False,0.0002728227282272823
584,2018-06-07 10:35:38.708649,0.001,1.000010000100001e-08,0,51,True,0.00034096340963409635
585,2018-06-07 10:35:39.670493,0.001,1.000010000100001e-08,6,5,False,0.0002954129541295413
586,2018-06-07 10:35:40.592275,0.001,1.000010000100001e-08,7,38,True,0.00033983339833398336
587,2018-06-07 10:35:41.521806,0.001,1.000010000100001e-08,8,35,True,0.0005373053730537306
588,2018-06-07 10:35:42.452979,0.001,1.000010000100001e-08,3,24,True,0.0003222132221322213
589,2018-06-07 10:35:43.423464,0.001,1.000010000100001e-08,7,14,False,0.0002721327213272133
590,2018-06-07 10:35:44.345194,0.001,1.000010000100001e-08,4,9,False,0.0002728127281272813
591,2018-06-07 10:35:45.270203,0.001,1.000010000100001e-08,5,15,True,0.0003422934229342294
592,2018-06-07 10:35:46.192167,0.001,1.000010000100001e-08,1,34,False,0.00027517275172751727
593,2018-06-07 10:35:47.117848,0.001,1.000010000100001e-08,6,44,False,0.0002724227242272423
594,2018-06-07 10:35:48.047900,0.001,1.000010000100001e-08,6,21,False,0.0002785327853278533
595,2018-06-07 10:35:48.969767,0.001,1.000010000100001e-08,8,20,True,0.00047784477844778453
596,2018-06-07 10:35:49.934144,0.001,1.000010000100001e-08,6,48,False,0.00024888248882488825
597,2018-06-07 10:35:50.933222,0.001,1.000010000100001e-08,3,2,False,0.0002967529675296753
598,2018-06-07 10:35:51.882531,0.001,1.000010000100001e-08,4,40,True,0.00034014340143401434
599,2018-06-07 10:35:52.831996,0.001,1.000010000100001e-08,8,44,True,0.0004751547515475155
600,2018-06-07 10:35:53.778763,0.001,1.000010000100001e-08,9,30,True,0.0005181851818518185
601,2018-06-07 10:35:54.699858,0.001,1.000010000100001e-08,1,50,False,0.0002507625076250763
602,2018-06-07 10:35:55.657955,0.001,1.000010000100001e-08,9,33,False,0.0004779747797477975
603,2018-06-07 10:35:56.568916,0.001,1.000010000100001e-08,6,18,False,0.0002511725117251173
604,2018-06-07 10:35:57.474333,0.001,1.000010000100001e-08,2,5,True,0.0003640436404364044
605,2018-06-07 10:35:58.394653,0.001,1.000010000100001e-08,6,7,True,0.0003640036400364004
606,2018-06-07 10:35:59.320248,0.001,1.000010000100001e-08,6,28,True,0.00034056340563405634
607,2018-06-07 10:36:00.289179,0.001,1.000010000100001e-08,0,20,True,0.0003475134751347514
608,2018-06-07 10:36:01.256598,0.001,1.000010000100001e-08,8,44,False,0.0004776147761477615
609,2018-06-07 10:36:02.211985,0.001,1.000010000100001e-08,0,9,True,0.00031750317503175034
610,2018-06-07 10:36:03.131203,0.001,1.000010000100001e-08,7,43,False,0.0002744627446274463
611,2018-06-07 10:36:04.138298,0.001,1.000010000100001e-08,1,38,False,0.0002742327423274233
612,2018-06-07 10:36:05.099712,0.001,1.000010000100001e-08,8,15,False,0.0004750347503475035
613,2018-06-07 10:36:06.014786,0.001,1.000010000100001e-08,3,32,True,0.00032652326523265236
614,2018-06-07 10:36:06.985864,0.001,1.000010000100001e-08,0,35,True,0.0002728827288272883
615,2018-06-07 10:36:07.998872,0.001,1.000010000100001e-08,5,42,False,0.0002746427464274643
616,2018-06-07 10:36:08.947095,0.001,1.000010000100001e-08,0,20,True,0.0003479034790347904
617,2018-06-07 10:36:09.912685,0.001,1.000010000100001e-08,9,24,True,0.0005347153471534716
618,2018-06-07 10:36:10.856469,0.001,1.000010000100001e-08,3,47,False,0.00025135251352513527
619,2018-06-07 10:36:11.924098,0.001,1.000010000100001e-08,9,17,False,0.0004684346843468435
620,2018-06-07 10:36:12.909993,0.001,1.000010000100001e-08,7,16,False,0.00024910249102491025
621,2018-06-07 10:36:13.880456,0.001,1.000010000100001e-08,4,39,True,0.0002730227302273023
622,2018-06-07 10:36:14.788393,0.001,1.000010000100001e-08,5,25,False,0.0002726427264272643
623,2018-06-07 10:36:15.700557,0.001,1.000010000100001e-08,9,50,True,0.0004684546845468455
624,2018-06-07 10:36:16.609165,0.001,1.000010000100001e-08,0,20,True,0.0002568125681256813
625,2018-06-07 10:36:17.640946,0.001,1.000010000100001e-08,9,9,True,0.0005372253722537225
626,2018-06-07 10:36:18.634329,0.001,1.000010000100001e-08,0,4,False,0.0002796227962279623
627,2018-06-07 10:36:19.586921,0.001,1.000010000100001e-08,9,7,True,0.0005650356503565036
628,2018-06-07 10:36:20.501002,0.001,1.000010000100001e-08,1,17,False,0.0002523525235252353
629,2018-06-07 10:36:21.421190,0.001,1.000010000100001e-08,5,44,False,0.0002734927349273493
630,2018-06-07 10:36:22.448411,0.001,1.000010000100001e-08,1,47,False,0.0002726327263272633
631,2018-06-07 10:36:23.370347,0.001,1.000010000100001e-08,0,1,False,0.0002973729737297373
632,2018-06-07 10:36:24.340877,0.001,1.000010000100001e-08,6,49,False,0.0002789627896278963
633,2018-06-07 10:36:25.267489,0.001,1.000010000100001e-08,0,35,False,0.0002749527495274953
634,2018-06-07 10:36:26.189026,0.001,1.000010000100001e-08,4,43,True,0.00034040340403404036
635,2018-06-07 10:36:27.105943,0.001,1.000010000100001e-08,5,3,True,0.00029762297622976233
636,2018-06-07 10:36:28.106739,0.001,1.000010000100001e-08,9,4,True,0.0004984949849498496
637,2018-06-07 10:36:29.059622,0.001,1.000010000100001e-08,5,14,False,0.0002516225162251623
638,2018-06-07 10:36:29.979264,0.001,1.000010000100001e-08,0,1,True,0.0003642936429364294
639,2018-06-07 10:36:30.994825,0.001,1.000010000100001e-08,2,37,False,0.0002758727587275873
640,2018-06-07 10:36:31.916351,0.001,1.000010000100001e-08,8,5,True,0.0005598155981559816
641,2018-06-07 10:36:32.922220,0.001,1.000010000100001e-08,2,51,True,0.0003226232262322623
642,2018-06-07 10:36:33.879858,0.001,1.000010000100001e-08,6,12,True,0.0002719127191271913
643,2018-06-07 10:36:34.800044,0.001,1.000010000100001e-08,2,46,False,0.00027438274382743827
644,2018-06-07 10:36:35.733451,0.001,1.000010000100001e-08,6,38,False,0.0002748227482274823
645,2018-06-07 10:36:36.654879,0.001,1.000010000100001e-08,3,48,False,0.0002743427434274343
646,2018-06-07 10:36:37.569842,0.001,1.000010000100001e-08,1,17,False,0.0002736627366273663
647,2018-06-07 10:36:38.568450,0.001,1.000010000100001e-08,4,23,True,0.00034244342443424437
648,2018-06-07 10:36:39.486922,0.001,1.000010000100001e-08,4,37,True,0.00034041340413404136
649,2018-06-07 10:36:40.406204,0.001,1.000010000100001e-08,1,17,True,0.0003472434724347244
650,2018-06-07 10:36:41.327777,0.001,1.000010000100001e-08,4,12,False,0.0002750127501275013
651,2018-06-07 10:36:42.344000,0.001,1.000010000100001e-08,4,20,False,0.0002744527445274453
652,2018-06-07 10:36:43.352567,0.001,1.000010000100001e-08,6,0,True,0.0003721737217372174
653,2018-06-07 10:36:44.313221,0.001,1.000010000100001e-08,9,37,False,0.0004779947799477995
654,2018-06-07 10:36:45.258459,0.001,1.000010000100001e-08,6,30,True,0.00032150321503215034
655,2018-06-07 10:36:46.247654,0.001,1.000010000100001e-08,0,43,True,0.0003406734067340674
656,2018-06-07 10:36:47.251263,0.001,1.000010000100001e-08,5,8,False,0.00027199271992719927
657,2018-06-07 10:36:48.220323,0.001,1.000010000100001e-08,1,41,False,0.0002743027430274303
658,2018-06-07 10:36:49.150126,0.001,1.000010000100001e-08,4,23,False,0.0002789727897278973
659,2018-06-07 10:36:50.115330,0.001,1.000010000100001e-08,5,17,True,0.00034660346603466037
660,2018-06-07 10:36:51.151343,0.001,1.000010000100001e-08,7,26,False,0.0002737327373273733
661,2018-06-07 10:36:52.108546,0.001,1.000010000100001e-08,6,31,False,0.0002744927449274493
662,2018-06-07 10:36:53.070522,0.001,1.000010000100001e-08,5,16,True,0.00034701347013470137
663,2018-06-07 10:36:54.027266,0.001,1.000010000100001e-08,2,20,False,0.0002758327583275833
664,2018-06-07 10:36:55.011840,0.001,1.000010000100001e-08,9,11,False,0.0004695346953469535
665,2018-06-07 10:36:55.975601,0.001,1.000010000100001e-08,8,39,False,0.0004468644686446865
666,2018-06-07 10:36:56.897871,0.001,1.000010000100001e-08,7,24,True,0.0003162531625316253
667,2018-06-07 10:36:57.909711,0.001,1.000010000100001e-08,4,20,True,0.0003470534705347054
668,2018-06-07 10:36:59.037163,0.001,1.000010000100001e-08,6,29,False,0.0002739327393273933
669,2018-06-07 10:36:59.985348,0.001,1.000010000100001e-08,7,13,True,0.00033983339833398336
670,2018-06-07 10:37:00.979728,0.001,1.000010000100001e-08,8,16,False,0.0004707647076470765
671,2018-06-07 10:37:02.002651,0.001,1.000010000100001e-08,5,22,False,0.00024889248892488925
672,2018-06-07 10:37:02.909951,0.001,1.000010000100001e-08,3,19,True,0.0002754927549275493
673,2018-06-07 10:37:03.907658,0.001,1.000010000100001e-08,8,14,True,0.0005366353663536636
674,2018-06-07 10:37:04.908280,0.001,1.000010000100001e-08,2,30,True,0.0003172531725317253
675,2018-06-07 10:37:05.990501,0.001,1.000010000100001e-08,4,24,True,0.00034042340423404236
676,2018-06-07 10:37:06.909332,0.001,1.000010000100001e-08,7,1,True,0.00029801298012980133
677,2018-06-07 10:37:07.827818,0.001,1.000010000100001e-08,5,8,True,0.00034163341633416337
678,2018-06-07 10:37:08.778361,0.001,1.000010000100001e-08,3,15,True,0.00034016340163401634
679,2018-06-07 10:37:09.783861,0.001,1.000010000100001e-08,4,2,True,0.0002978129781297813
680,2018-06-07 10:37:10.794738,0.001,1.000010000100001e-08,3,26,False,0.0002728527285272853
681,2018-06-07 10:37:11.786177,0.001,1.000010000100001e-08,7,33,False,0.0002752927529275293
682,2018-06-07 10:37:12.739970,0.001,1.000010000100001e-08,5,51,False,0.0002723127231272313
683,2018-06-07 10:37:13.692188,0.001,1.000010000100001e-08,0,7,True,0.00036426364263642637
684,2018-06-07 10:37:14.639697,0.001,1.000010000100001e-08,1,47,True,0.0003402834028340284
685,2018-06-07 10:37:15.548876,0.001,1.000010000100001e-08,1,14,True,0.0003402834028340284
686,2018-06-07 10:37:16.470435,0.001,1.000010000100001e-08,8,30,True,0.0005430654306543066
687,2018-06-07 10:37:17.402161,0.001,1.000010000100001e-08,2,11,True,0.00031710317103171034
688,2018-06-07 10:37:18.374281,0.001,1.000010000100001e-08,1,41,True,0.0002755327553275533
689,2018-06-07 10:37:19.388258,0.001,1.000010000100001e-08,8,45,True,0.0005423954239542395
690,2018-06-07 10:37:20.310935,0.001,1.000010000100001e-08,0,30,True,0.00031761317613176137
691,2018-06-07 10:37:21.317624,0.001,1.000010000100001e-08,0,0,False,0.00029667296672966734
692,2018-06-07 10:37:22.277401,0.001,1.000010000100001e-08,8,31,True,0.0005424954249542496
693,2018-06-07 10:37:23.195900,0.001,1.000010000100001e-08,5,37,False,0.0002515925159251593
694,2018-06-07 10:37:24.156327,0.001,1.000010000100001e-08,8,2,True,0.0004947249472494725
695,2018-06-07 10:37:25.128852,0.001,1.000010000100001e-08,4,31,True,0.00031700317003170036
696,2018-06-07 10:37:26.068980,0.001,1.000010000100001e-08,1,32,True,0.0003408734087340874
697,2018-06-07 10:37:27.039610,0.001,1.000010000100001e-08,4,23,False,0.0002727527275272753
698,2018-06-07 10:37:27.957727,0.001,1.000010000100001e-08,6,24,True,0.0003462634626346264
699,2018-06-07 10:37:28.920517,0.001,1.000010000100001e-08,2,23,True,0.0003399333993339934
700,2018-06-07 10:37:29.833947,0.001,1.000010000100001e-08,4,24,False,0.00027238272382723827
701,2018-06-07 10:37:30.867756,0.001,1.000010000100001e-08,7,34,True,0.0002720927209272093
702,2018-06-07 10:37:31.890839,0.001,1.000010000100001e-08,1,36,True,0.0003403134031340314
703,2018-06-07 10:37:32.843130,0.001,1.000010000100001e-08,4,3,True,0.0003673636736367364
704,2018-06-07 10:37:33.846151,0.001,1.000010000100001e-08,9,10,True,0.0004698246982469825
705,2018-06-07 10:37:34.755644,0.001,1.000010000100001e-08,1,9,False,0.0002510025100251003
706,2018-06-07 10:37:35.675249,0.001,1.000010000100001e-08,7,20,False,0.0002726627266272663
707,2018-06-07 10:37:36.608295,0.001,1.000010000100001e-08,6,37,True,0.0003401234012340124
708,2018-06-07 10:37:37.531130,0.001,1.000010000100001e-08,7,47,True,0.0002741527415274153
709,2018-06-07 10:37:38.448186,0.001,1.000010000100001e-08,8,33,True,0.0005330653306533066
710,2018-06-07 10:37:39.392373,0.001,1.000010000100001e-08,5,50,False,0.0002490124901249013
711,2018-06-07 10:37:40.340354,0.001,1.000010000100001e-08,8,30,True,0.0005356753567535675
712,2018-06-07 10:37:41.250017,0.001,1.000010000100001e-08,5,31,True,0.00031669316693166933
713,2018-06-07 10:37:42.174172,0.001,1.000010000100001e-08,8,3,False,0.0004931749317493175
714,2018-06-07 10:37:43.108304,0.001,1.000010000100001e-08,1,48,False,0.00024948249482494825
715,2018-06-07 10:37:44.034406,0.001,1.000010000100001e-08,9,38,True,0.0005429154291542916
716,2018-06-07 10:37:44.957196,0.001,1.000010000100001e-08,7,15,False,0.0002502125021250213
717,2018-06-07 10:37:45.885727,0.001,1.000010000100001e-08,9,15,True,0.0005330353303533036
718,2018-06-07 10:37:46.893583,0.001,1.000010000100001e-08,4,2,True,0.00034979349793497937
719,2018-06-07 10:37:47.829012,0.001,1.000010000100001e-08,3,2,False,0.00029624296242962433
720,2018-06-07 10:37:48.747858,0.001,1.000010000100001e-08,2,25,False,0.0002791127911279113
721,2018-06-07 10:37:49.740282,0.001,1.000010000100001e-08,8,17,False,0.0004706447064470645
722,2018-06-07 10:37:50.696835,0.001,1.000010000100001e-08,7,4,False,0.0002735427354273543
723,2018-06-07 10:37:51.697985,0.001,1.000010000100001e-08,7,3,True,0.0003632036320363204
724,2018-06-07 10:37:52.696130,0.001,1.000010000100001e-08,4,48,False,0.0002744527445274453
725,2018-06-07 10:37:53.616266,0.001,1.000010000100001e-08,7,1,True,0.00036327363273632737
726,2018-06-07 10:37:54.589371,0.001,1.000010000100001e-08,3,43,False,0.0002726827268272683
727,2018-06-07 10:37:55.592256,0.001,1.000010000100001e-08,8,38,False,0.0004682646826468265
728,2018-06-07 10:37:56.550816,0.001,1.000010000100001e-08,9,19,False,0.00044880448804488046
729,2018-06-07 10:37:57.517282,0.001,1.000010000100001e-08,5,7,True,0.00034638346383463836
730,2018-06-07 10:37:58.438576,0.001,1.000010000100001e-08,5,22,True,0.00034015340153401534
731,2018-06-07 10:37:59.431334,0.001,1.000010000100001e-08,4,36,False,0.0002726827268272683
732,2018-06-07 10:38:00.404948,0.001,1.000010000100001e-08,5,33,True,0.00034020340203402035
733,2018-06-07 10:38:01.327222,0.001,1.000010000100001e-08,1,35,True,0.00034971349713497135
734,2018-06-07 10:38:02.375795,0.001,1.000010000100001e-08,5,41,False,0.0002743227432274323
735,2018-06-07 10:38:03.339702,0.001,1.000010000100001e-08,7,26,False,0.0002743427434274343
736,2018-06-07 10:38:04.263155,0.001,1.000010000100001e-08,3,23,False,0.0002734527345273453
737,2018-06-07 10:38:05.190163,0.001,1.000010000100001e-08,4,49,False,0.0002724427244272443
738,2018-06-07 10:38:06.200357,0.001,1.000010000100001e-08,2,3,True,0.0003639036390363904
739,2018-06-07 10:38:07.172879,0.001,1.000010000100001e-08,5,3,True,0.00036326363263632636
740,2018-06-07 10:38:08.201066,0.001,1.000010000100001e-08,8,32,False,0.0004725147251472515
741,2018-06-07 10:38:09.122988,0.001,1.000010000100001e-08,8,44,True,0.0005096550965509656
742,2018-06-07 10:38:10.052753,0.001,1.000010000100001e-08,0,1,False,0.0002754827548275483
743,2018-06-07 10:38:11.018453,0.001,1.000010000100001e-08,1,49,True,0.00034892348923489235
744,2018-06-07 10:38:12.069357,0.001,1.000010000100001e-08,7,9,False,0.00027237272372723727
745,2018-06-07 10:38:13.033584,0.001,1.000010000100001e-08,7,39,True,0.0003492734927349274
746,2018-06-07 10:38:13.948670,0.001,1.000010000100001e-08,4,3,True,0.0003638436384363844
747,2018-06-07 10:38:14.981662,0.001,1.000010000100001e-08,7,8,False,0.0002723027230272303
748,2018-06-07 10:38:15.917487,0.001,1.000010000100001e-08,2,40,True,0.00027257272572725727
749,2018-06-07 10:38:16.849740,0.001,1.000010000100001e-08,6,4,True,0.0003637036370363704
750,2018-06-07 10:38:17.770927,0.001,1.000010000100001e-08,8,47,False,0.0004750947509475095
751,2018-06-07 10:38:18.733343,0.001,1.000010000100001e-08,5,34,True,0.00031680316803168036
752,2018-06-07 10:38:19.690038,0.001,1.000010000100001e-08,2,41,True,0.0003401134011340114
753,2018-06-07 10:38:20.664434,0.001,1.000010000100001e-08,4,29,True,0.00034678346783467836
754,2018-06-07 10:38:21.569563,0.001,1.000010000100001e-08,5,0,True,0.00029565295652956533
755,2018-06-07 10:38:22.486317,0.001,1.000010000100001e-08,7,12,True,0.00033965339653396537
756,2018-06-07 10:38:23.445057,0.001,1.000010000100001e-08,6,19,True,0.0003422934229342294
757,2018-06-07 10:38:24.363254,0.001,1.000010000100001e-08,7,42,True,0.0003423234232342324
758,2018-06-07 10:38:25.288851,0.001,1.000010000100001e-08,2,10,True,0.0003470434704347044
759,2018-06-07 10:38:26.221199,0.001,1.000010000100001e-08,9,22,True,0.0005400754007540076
760,2018-06-07 10:38:27.154113,0.001,1.000010000100001e-08,0,23,True,0.00031732317323173234
761,2018-06-07 10:38:28.086574,0.001,1.000010000100001e-08,4,3,True,0.0002963329633296333
762,2018-06-07 10:38:29.013067,0.001,1.000010000100001e-08,7,31,False,0.00027180271802718027
763,2018-06-07 10:38:29.940638,0.001,1.000010000100001e-08,9,51,True,0.0005420554205542056
764,2018-06-07 10:38:30.905037,0.001,1.000010000100001e-08,0,10,True,0.0003198231982319823
765,2018-06-07 10:38:31.903600,0.001,1.000010000100001e-08,4,15,False,0.0002750827508275083
766,2018-06-07 10:38:32.821652,0.001,1.000010000100001e-08,1,2,True,0.0003642436424364244
767,2018-06-07 10:38:33.782318,0.001,1.000010000100001e-08,7,39,False,0.0002729227292272923
768,2018-06-07 10:38:34.741492,0.001,1.000010000100001e-08,9,47,False,0.0004782847828478285
769,2018-06-07 10:38:35.664398,0.001,1.000010000100001e-08,0,50,False,0.00024990249902499026
770,2018-06-07 10:38:36.626323,0.001,1.000010000100001e-08,1,13,False,0.0002743027430274303
771,2018-06-07 10:38:37.544576,0.001,1.000010000100001e-08,9,23,True,0.0005424854248542486
772,2018-06-07 10:38:38.457258,0.001,1.000010000100001e-08,7,11,False,0.0002487924879248793
773,2018-06-07 10:38:39.483581,0.001,1.000010000100001e-08,7,30,True,0.0003420634206342064
774,2018-06-07 10:38:40.433154,0.001,1.000010000100001e-08,9,1,False,0.0004931849318493185
775,2018-06-07 10:38:41.382472,0.001,1.000010000100001e-08,1,2,True,0.00034239342393423936
776,2018-06-07 10:38:42.344973,0.001,1.000010000100001e-08,6,20,False,0.0002742327423274233
777,2018-06-07 10:38:43.293638,0.001,1.000010000100001e-08,8,14,True,0.0005359653596535966
778,2018-06-07 10:38:44.246145,0.001,1.000010000100001e-08,2,27,False,0.0002507825078250783
779,2018-06-07 10:38:45.237841,0.001,1.000010000100001e-08,9,13,False,0.0004681546815468155
780,2018-06-07 10:38:46.222363,0.001,1.000010000100001e-08,5,46,True,0.00032127321273212734
781,2018-06-07 10:38:47.185098,0.001,1.000010000100001e-08,2,8,False,0.0002726527265272653
782,2018-06-07 10:38:48.182462,0.001,1.000010000100001e-08,6,35,False,0.0002784627846278463
783,2018-06-07 10:38:49.173763,0.001,1.000010000100001e-08,5,47,False,0.0002720527205272053
784,2018-06-07 10:38:50.211443,0.001,1.000010000100001e-08,0,41,False,0.0002735327353273533
785,2018-06-07 10:38:51.167729,0.001,1.000010000100001e-08,8,33,True,0.0005356453564535645
786,2018-06-07 10:38:52.083607,0.001,1.000010000100001e-08,5,10,True,0.00031680316803168036
787,2018-06-07 10:38:52.999855,0.001,1.000010000100001e-08,8,13,False,0.00047667476674766754
788,2018-06-07 10:38:53.968741,0.001,1.000010000100001e-08,6,26,True,0.00024914249142491427
789,2018-06-07 10:38:54.934196,0.001,1.000010000100001e-08,8,46,True,0.0004753447534475345
790,2018-06-07 10:38:55.886147,0.001,1.000010000100001e-08,7,32,True,0.00032640326403264033
791,2018-06-07 10:38:56.845166,0.001,1.000010000100001e-08,8,39,True,0.0005427954279542795
792,2018-06-07 10:38:57.772159,0.001,1.000010000100001e-08,8,26,True,0.0005114651146511466
793,2018-06-07 10:38:58.696850,0.001,1.000010000100001e-08,2,36,False,0.00025210252102521026
794,2018-06-07 10:38:59.668289,0.001,1.000010000100001e-08,3,45,False,0.0002726027260272603
795,2018-06-07 10:39:00.582519,0.001,1.000010000100001e-08,7,37,False,0.0002717427174271743
796,2018-06-07 10:39:01.501298,0.001,1.000010000100001e-08,9,17,True,0.0005395753957539575
797,2018-06-07 10:39:02.426242,0.001,1.000010000100001e-08,4,20,True,0.00031727317273172733
798,2018-06-07 10:39:03.359303,0.001,1.000010000100001e-08,2,29,True,0.0003401334013340134
799,2018-06-07 10:39:04.407855,0.001,1.000010000100001e-08,8,2,True,0.0005578955789557897
800,2018-06-07 10:39:05.339660,0.001,1.000010000100001e-08,0,12,True,0.00033042330423304234
801,2018-06-07 10:39:06.272487,0.001,1.000010000100001e-08,4,5,False,0.0002963129631296313
802,2018-06-07 10:39:07.238651,0.001,1.000010000100001e-08,0,50,True,0.00034140341403414036
803,2018-06-07 10:39:08.200555,0.001,1.000010000100001e-08,7,32,False,0.0002738527385273853
804,2018-06-07 10:39:09.155953,0.001,1.000010000100001e-08,5,21,False,0.0002741027410274103
805,2018-06-07 10:39:10.105427,0.001,1.000010000100001e-08,7,2,False,0.00029744297442974433
806,2018-06-07 10:39:11.142193,0.001,1.000010000100001e-08,8,22,False,0.0004688246882468825
807,2018-06-07 10:39:12.223764,0.001,1.000010000100001e-08,4,33,False,0.00025193251932519327
808,2018-06-07 10:39:13.271651,0.001,1.000010000100001e-08,6,19,True,0.00034116341163411635
809,2018-06-07 10:39:14.202902,0.001,1.000010000100001e-08,3,18,False,0.0002729127291272913
810,2018-06-07 10:39:15.129983,0.001,1.000010000100001e-08,5,30,True,0.00034062340623406236
811,2018-06-07 10:39:16.089891,0.001,1.000010000100001e-08,6,6,True,0.0003640136401364014
812,2018-06-07 10:39:17.061197,0.001,1.000010000100001e-08,8,35,False,0.0004682446824468245
813,2018-06-07 10:39:18.052980,0.001,1.000010000100001e-08,7,9,True,0.00031655316553165535
814,2018-06-07 10:39:19.044959,0.001,1.000010000100001e-08,1,21,False,0.0002790627906279063
815,2018-06-07 10:39:20.043936,0.001,1.000010000100001e-08,0,3,False,0.0002968129681296813
816,2018-06-07 10:39:21.002192,0.001,1.000010000100001e-08,6,21,True,0.00033986339863398637
817,2018-06-07 10:39:22.003536,0.001,1.000010000100001e-08,8,6,True,0.0005632356323563236
818,2018-06-07 10:39:22.994444,0.001,1.000010000100001e-08,7,7,True,0.00033984339843398437
819,2018-06-07 10:39:23.945197,0.001,1.000010000100001e-08,7,18,True,0.0002739427394273943
820,2018-06-07 10:39:24.870794,0.001,1.000010000100001e-08,6,24,True,0.00034659346593465936
821,2018-06-07 10:39:25.865147,0.001,1.000010000100001e-08,1,13,False,0.0002723027230272303
822,2018-06-07 10:39:26.788389,0.001,1.000010000100001e-08,1,37,True,0.00034736347363473636
823,2018-06-07 10:39:27.711437,0.001,1.000010000100001e-08,6,39,True,0.00034641346413464137
824,2018-06-07 10:39:28.673228,0.001,1.000010000100001e-08,2,42,True,0.0002726627266272663
825,2018-06-07 10:39:29.629572,0.001,1.000010000100001e-08,5,32,False,0.0002740827408274083
826,2018-06-07 10:39:30.660113,0.001,1.000010000100001e-08,5,46,False,0.0002744027440274403
827,2018-06-07 10:39:31.652446,0.001,1.000010000100001e-08,2,18,False,0.0002729527295272953
828,2018-06-07 10:39:32.604281,0.001,1.000010000100001e-08,3,32,True,0.00034016340163401634
829,2018-06-07 10:39:33.599434,0.001,1.000010000100001e-08,1,26,False,0.00027259272592725927
830,2018-06-07 10:39:34.564505,0.001,1.000010000100001e-08,6,26,False,0.0002733027330273303
831,2018-06-07 10:39:35.577450,0.001,1.000010000100001e-08,0,29,False,0.0002728727287272873
832,2018-06-07 10:39:36.551294,0.001,1.000010000100001e-08,1,29,False,0.0002752627526275263
833,2018-06-07 10:39:37.517716,0.001,1.000010000100001e-08,6,26,False,0.0002744527445274453
834,2018-06-07 10:39:38.429794,0.001,1.000010000100001e-08,0,24,True,0.0002798627986279863
835,2018-06-07 10:39:39.419266,0.001,1.000010000100001e-08,5,37,False,0.0002723527235272353
836,2018-06-07 10:39:40.425051,0.001,1.000010000100001e-08,0,10,True,0.0003430634306343064
837,2018-06-07 10:39:41.522198,0.001,1.000010000100001e-08,1,30,True,0.0003429134291342914
838,2018-06-07 10:39:42.501470,0.001,1.000010000100001e-08,7,2,True,0.0003716837168371684
839,2018-06-07 10:39:43.436651,0.001,1.000010000100001e-08,7,38,True,0.0003491034910349104
840,2018-06-07 10:39:44.369902,0.001,1.000010000100001e-08,5,28,True,0.00034015340153401534
841,2018-06-07 10:39:45.380184,0.001,1.000010000100001e-08,1,25,False,0.0002723227232272323
842,2018-06-07 10:39:46.358663,0.001,1.000010000100001e-08,9,36,False,0.0004775547755477555
843,2018-06-07 10:39:47.354809,0.001,1.000010000100001e-08,0,26,True,0.00031721317213172137
844,2018-06-07 10:39:48.278701,0.001,1.000010000100001e-08,4,32,True,0.0003406934069340694
845,2018-06-07 10:39:49.211387,0.001,1.000010000100001e-08,3,49,False,0.0002728127281272813
846,2018-06-07 10:39:50.177424,0.001,1.000010000100001e-08,9,39,True,0.0005402654026540266
847,2018-06-07 10:39:51.196400,0.001,1.000010000100001e-08,8,38,True,0.0005193751937519375
848,2018-06-07 10:39:52.121721,0.001,1.000010000100001e-08,9,16,True,0.0005190051900519005
849,2018-06-07 10:39:53.082346,0.001,1.000010000100001e-08,9,44,False,0.00045080450804508047
850,2018-06-07 10:39:54.009898,0.001,1.000010000100001e-08,1,45,False,0.0002495924959249593
851,2018-06-07 10:39:54.939415,0.001,1.000010000100001e-08,7,16,False,0.0002741227412274123
852,2018-06-07 10:39:55.859733,0.001,1.000010000100001e-08,1,27,True,0.00034316343163431635
