sample,time,window,precision,modulation,band,tx,measured
283,2018-06-07 10:30:50.816926,0.001,1.000010000100001e-08,4,40,False,0.0002745427454274543
284,2018-06-07 10:30:51.737379,0.001,1.000010000100001e-08,9,43,True,0.0004761247612476125
285,2018-06-07 10:30:52.666105,0.001,1.000010000100001e-08,6,21,True,0.00032279322793227937
286,2018-06-07 10:30:53.584176,0.001,1.000010000100001e-08,8,48,True,0.0005425854258542586
287,2018-06-07 10:30:54.503909,0.001,1.000010000100001e-08,8,33,False,0.00044741447414474146
288,2018-06-07 10:30:55.426572,0.001,1.000010000100001e-08,1,44,False,0.00024929249292492925
289,2018-06-07 10:30:56.373952,0.001,1.000010000100001e-08,7,3,True,0.0003636136361363614
290,2018-06-07 10:30:57.324116,0.001,1.000010000100001e-08,5,16,False,0.0002720127201272013
291,2018-06-07 10:30:58.231066,0.001,1.000010000100001e-08,9,18,False,0.0004684346843468435
292,2018-06-07 10:30:59.145873,0.001,1.000010000100001e-08,2,3,False,0.0002727327273272733
293,2018-06-07 10:31:00.055171,0.001,1.000010000100001e-08,1,13,True,0.0003414634146341464
294,2018-06-07 10:31:00.971976,0.001,1.000010000100001e-08,4,11,False,0.0002746927469274693
295,2018-06-07 10:31:01.892232,0.001,1.000010000100001e-08,9,2,True,0.0005586055860558606
296,2018-06-07 10:31:02.860662,0.001,1.000010000100001e-08,6,46,True,0.00031673316733167334
297,2018-06-07 10:31:03.789715,0.001,1.000010000100001e-08,1,11,True,0.0003403134031340314
298,2018-06-07 10:31:04.748840,0.001,1.000010000100001e-08,5,25,True,0.00034516345163451635
299,2018-06-07 10:31:05.784730,0.001,1.000010000100001e-08,1,0,True,0.00029884298842988434
300,2018-06-07 10:31:06.748671,0.001,1.000010000100001e-08,7,13,True,0.00033983339833398336
301,2018-06-07 10:31:07.717427,0.001,1.000010000100001e-08,8,50,True,0.0005392853928539286
302,2018-06-07 10:31:08.644211,0.001,1.000010000100001e-08,3,8,False,0.00024950249502495025
303,2018-06-07 10:31:09.570636,0.001,1.000010000100001e-08,8,12,True,0.0005400254002540025
304,2018-06-07 10:31:10.500383,0.001,1.000010000100001e-08,4,8,False,0.00025108251082510825
305,2018-06-07 10:31:11.463066,0.001,1.000010000100001e-08,7,23,True,0.0002735427354273543
306,2018-06-07 10:31:12.392074,0.001,1.000010000100001e-08,3,30,True,0.00034040340403404036
307,2018-06-07 10:31:13.313352,0.001,1.000010000100001e-08,4,25,False,0.0002749927499274993
308,2018-06-07 10:31:14.277749,0.001,1.000010000100001e-08,5,14,True,0.00034017340173401735
309,2018-06-07 10:31:15.210466,0.001,1.000010000100001e-08,5,45,False,0.0002722827228272283
310,2018-06-07 10:31:16.128503,0.001,1.000010000100001e-08,6,41,False,0.0002719027190271903
311,2018-06-07 10:31:17.084389,0.001,1.000010000100001e-08,5,51,False,0.0002723127231272313
312,2018-06-07 10:31:18.088528,0.001,1.000010000100001e-08,6,14,False,0.0002722127221272213
313,2018-06-07 10:31:19.052173,0.001,1.000010000100001e-08,3,1,False,0.0002961929619296193
314,2018-06-07 10:31:20.009033,0.001,1.000010000100001e-08,9,42,False,0.0004684246842468425
315,2018-06-07 10:31:20.913057,0.001,1.000010000100001e-08,5,15,True,0.00031680316803168036
316,2018-06-07 10:31:21.838392,0.001,1.000010000100001e-08,2,8,True,0.0003431034310343104
317,2018-06-07 10:31:22.808096,0.001,1.000010000100001e-08,3,45,False,0.0002753327533275333
318,2018-06-07 10:31:23.798303,0.001,1.000010000100001e-08,9,24,False,0.0004687246872468725
319,2018-06-07 10:31:24.707745,0.001,1.000010000100001e-08,4,9,True,0.00031711317113171134
320,2018-06-07 10:31:25.630181,0.001,1.000010000100001e-08,4,48,True,0.00034998349983499837
321,2018-06-07 10:31:26.591093,0.001,1.000010000100001e-08,6,11,True,0.0002747227472274723
322,2018-06-07 10:31:27.514177,0.001,1.000010000100001e-08,8,13,False,0.0004681446814468145
323,2018-06-07 10:31:28.432964,0.001,1.000010000100001e-08,4,26,True,0.00024908249082490825
324,2018-06-07 10:31:29.397818,0.001,1.000010000100001e-08,6,15,False,0.0002721527215272153
325,2018-06-07 10:31:30.365468,0.001,1.000010000100001e-08,5,35,False,0.0002723527235272353
326,2018-06-07 10:31:31.378862,0.001,1.000010000100001e-08,6,2,True,0.0003637336373363734
327,2018-06-07 10:31:32.465644,0.001,1.000010000100001e-08,3,8,True,0.0002815728157281573
328,2018-06-07 10:31:33.469534,0.001,1.000010000100001e-08,3,13,False,0.0002744227442274423
329,2018-06-07 10:31:34.509359,0.001,1.000010000100001e-08,1,15,True,0.00034057340573405735
330,2018-06-07 10:31:35.467172,0.001,1.000010000100001e-08,7,18,True,0.00034034340343403434
331,2018-06-07 10:31:36.384036,0.001,1.000010000100001e-08,1,43,False,0.0002794827948279483
332,2018-06-07 10:31:37.415355,0.001,1.000010000100001e-08,2,31,False,0.0002746227462274623
333,2018-06-07 10:31:38.325512,0.001,1.000010000100001e-08,7,2,True,0.0003631736317363174
334,2018-06-07 10:31:39.314882,0.001,1.000010000100001e-08,6,0,False,0.0002957929579295793
335,2018-06-07 10:31:40.236170,0.001,1.000010000100001e-08,8,4,False,0.0004915249152491525
336,2018-06-07 10:31:41.238984,0.001,1.000010000100001e-08,1,34,False,0.0002492424924249243
337,2018-06-07 10:31:42.166638,0.001,1.000010000100001e-08,4,26,True,0.00034293342933429334
338,2018-06-07 10:31:43.130813,0.001,1.000010000100001e-08,5,42,False,0.0002731527315273153
339,2018-06-07 10:31:44.065242,0.001,1.000010000100001e-08,9,14,True,0.0005330553305533056
340,2018-06-07 10:31:45.142198,0.001,1.000010000100001e-08,7,25,False,0.00024871248712487126
341,2018-06-07 10:31:46.237196,0.001,1.000010000100001e-08,2,1,False,0.0003032730327303273
342,2018-06-07 10:31:47.296196,0.001,1.000010000100001e-08,2,10,True,0.00034937349373493737
343,2018-06-07 10:31:48.398366,0.001,1.000010000100001e-08,0,25,True,0.00035039350393503937
344,2018-06-07 10:31:49.498388,0.001,1.000010000100001e-08,0,8,False,0.0002729427294272943
345,2018-06-07 10:31:50.458203,0.001,1.000010000100001e-08,8,29,True,0.0004779747797477975
346,2018-06-07 10:31:51.462110,0.001,1.000010000100001e-08,1,17,False,0.00024926249262492624
347,2018-06-07 10:31:52.394298,0.001,1.000010000100001e-08,7,4,True,0.0003727737277372774
348,2018-06-07 10:31:53.317982,0.001,1.000010000100001e-08,3,6,False,0.00029645296452964534
349,2018-06-07 10:31:54.240517,0.001,1.000010000100001e-08,5,28,True,0.00033983339833398336
350,2018-06-07 10:31:55.205499,0.001,1.000010000100001e-08,0,50,False,0.0002755527555275553
351,2018-06-07 10:31:56.208768,0.001,1.000010000100001e-08,4,41,True,0.0003424534245342454
352,2018-06-07 10:31:57.165846,0.001,1.000010000100001e-08,2,14,False,0.0002727127271272713
353,2018-06-07 10:31:58.136312,0.001,1.000010000100001e-08,9,26,False,0.0004709347093470935
354,2018-06-07 10:31:59.215903,0.001,1.000010000100001e-08,2,18,True,0.0002495924959249593
355,2018-06-07 10:32:00.173251,0.001,1.000010000100001e-08,7,10,True,0.0003403134031340314
356,2018-06-07 10:32:01.086426,0.001,1.000010000100001e-08,8,45,True,0.0005326653266532666
357,2018-06-07 10:32:02.033505,0.001,1.000010000100001e-08,6,42,True,0.00031947319473194733
358,2018-06-07 10:32:02.989841,0.001,1.000010000100001e-08,1,43,True,0.00034060340603406036
359,2018-06-07 10:32:03.898342,0.001,1.000010000100001e-08,6,39,False,0.0002748127481274813
360,2018-06-07 10:32:04.822806,0.001,1.000010000100001e-08,5,23,True,0.00033976339763397634
361,2018-06-07 10:32:05.731965,0.001,1.000010000100001e-08,3,6,True,0.0003640236402364024
362,2018-06-07 10:32:06.687540,0.001,1.000010000100001e-08,8,46,True,0.0005334153341533416
363,2018-06-07 10:32:07.650408,0.001,1.000010000100001e-08,7,29,False,0.00025108251082510825
364,2018-06-07 10:32:08.568283,0.001,1.000010000100001e-08,8,28,False,0.0004724447244472445
365,2018-06-07 10:32:09.477912,0.001,1.000010000100001e-08,2,39,True,0.00032325323253232533
366,2018-06-07 10:32:10.458006,0.001,1.000010000100001e-08,0,50,False,0.0002744027440274403
367,2018-06-07 10:32:11.369056,0.001,1.000010000100001e-08,7,28,False,0.0002720727207272073
368,2018-06-07 10:32:12.319024,0.001,1.000010000100001e-08,5,48,False,0.0002732027320273203
369,2018-06-07 10:32:13.325666,0.001,1.000010000100001e-08,5,35,True,0.0002726427264272643
370,2018-06-07 10:32:14.284370,0.001,1.000010000100001e-08,5,48,True,0.00034000340003400035
371,2018-06-07 10:32:15.210338,0.001,1.000010000100001e-08,2,25,True,0.00034677346773467736
372,2018-06-07 10:32:16.169615,0.001,1.000010000100001e-08,8,29,False,0.0004779047790477905
373,2018-06-07 10:32:17.089333,0.001,1.000010000100001e-08,7,29,False,0.00025146251462514625
374,2018-06-07 10:32:18.005506,0.001,1.000010000100001e-08,1,22,False,0.0002728627286272863
375,2018-06-07 10:32:18.948474,0.001,1.000010000100001e-08,1,9,True,0.00034061340613406136
376,2018-06-07 10:32:19.898812,0.001,1.000010000100001e-08,8,40,False,0.0004778747787477875
377,2018-06-07 10:32:20.820932,0.001,1.000010000100001e-08,2,22,False,0.00025188251882518825
378,2018-06-07 10:32:21.767453,0.001,1.000010000100001e-08,8,9,False,0.0004682446824468245
379,2018-06-07 10:32:22.726795,0.001,1.000010000100001e-08,7,10,True,0.0003164231642316423
380,2018-06-07 10:32:23.643299,0.001,1.000010000100001e-08,8,43,True,0.0005398153981539816
381,2018-06-07 10:32:24.561050,0.001,1.000010000100001e-08,9,6,True,0.0005388253882538825
382,2018-06-07 10:32:25.508333,0.001,1.000010000100001e-08,0,41,False,0.00024952249522495226
383,2018-06-07 10:32:26.428264,0.001,1.000010000100001e-08,8,49,False,0.0004746847468474685
384,2018-06-07 10:32:27.391175,0.001,1.000010000100001e-08,1,31,False,0.0002521525215252153
385,2018-06-07 10:32:28.337808,0.001,1.000010000100001e-08,1,41,True,0.00034440344403444036
386,2018-06-07 10:32:29.293626,0.001,1.000010000100001e-08,0,16,False,0.0002794527945279453
387,2018-06-07 10:32:30.213256,0.001,1.000010000100001e-08,4,34,False,0.0002724227242272423
388,2018-06-07 10:32:31.134903,0.001,1.000010000100001e-08,8,42,False,0.0004684446844468445
389,2018-06-07 10:32:32.047673,0.001,1.000010000100001e-08,5,47,True,0.00031676316763167635
390,2018-06-07 10:32:33.009025,0.001,1.000010000100001e-08,1,0,True,0.0003639636396363964
391,2018-06-07 10:32:33.920659,0.001,1.000010000100001e-08,3,35,False,0.00027237272372723727
392,2018-06-07 10:32:34.837322,0.001,1.000010000100001e-08,9,30,False,0.0004709747097470975
393,2018-06-07 10:32:35.763095,0.001,1.000010000100001e-08,6,40,False,0.0002493824938249383
394,2018-06-07 10:32:36.689097,0.001,1.000010000100001e-08,3,12,False,0.0002726527265272653
395,2018-06-07 10:32:37.646777,0.001,1.000010000100001e-08,6,21,False,0.0002724527245272453
396,2018-06-07 10:32:38.564410,0.001,1.000010000100001e-08,7,5,False,0.0002971929719297193
397,2018-06-07 10:32:39.540287,0.001,1.000010000100001e-08,4,22,False,0.0002726427264272643
398,2018-06-07 10:32:40.477930,0.001,1.000010000100001e-08,7,37,True,0.0003398833988339884
399,2018-06-07 10:32:41.435947,0.001,1.000010000100001e-08,0,9,True,0.00034274342743427434
400,2018-06-07 10:32:42.354007,0.001,1.000010000100001e-08,0,21,True,0.00034341343413434136
401,2018-06-07 10:32:43.279574,0.001,1.000010000100001e-08,1,40,True,0.00034034340343403434
402,2018-06-07 10:32:44.224671,0.001,1.000010000100001e-08,7,14,True,0.0003462534625346254
403,2018-06-07 10:32:45.193018,0.001,1.000010000100001e-08,6,47,True,0.00034333343333433334
404,2018-06-07 10:32:46.118871,0.001,1.000010000100001e-08,2,48,False,0.0002738527385273853
405,2018-06-07 10:32:47.047603,0.001,1.000010000100001e-08,5,32,True,0.00034098340983409835
406,2018-06-07 10:32:48.003334,0.001,1.000010000100001e-08,9,9,True,0.0005359553595535956
407,2018-06-07 10:32:48.960254,0.001,1.000010000100001e-08,8,47,True,0.0005192951929519295
408,2018-06-07 10:32:49.908269,0.001,1.000010000100001e-08,2,27,True,0.0003172331723317233
409,2018-06-07 10:32:50.864103,0.001,1.000010000100001e-08,4,40,True,0.0002793527935279353
410,2018-06-07 10:32:51.814523,0.001,1.000010000100001e-08,7,19,False,0.0002723127231272313
411,2018-06-07 10:32:52.733230,0.001,1.000010000100001e-08,3,40,True,0.0003428934289342894
412,2018-06-07 10:32:53.675463,0.001,1.000010000100001e-08,9,33,False,0.0004750147501475015
413,2018-06-07 10:32:54.631436,0.001,1.000010000100001e-08,8,33,False,0.0004516245162451625
414,2018-06-07 10:32:55.584332,0.001,1.000010000100001e-08,4,44,True,0.00031699316993169936
415,2018-06-07 10:32:56.577720,0.001,1.000010000100001e-08,9,4,False,0.0004978749787497875
416,2018-06-07 10:32:57.493306,0.001,1.000010000100001e-08,2,15,False,0.00024965249652496524
417,2018-06-07 10:32:58.446634,0.001,1.000010000100001e-08,3,22,True,0.00034026340263402637
418,2018-06-07 10:32:59.518200,0.001,1.000010000100001e-08,4,18,True,0.0003401034010340104
419,2018-06-07 10:33:00.514968,0.001,1.000010000100001e-08,1,36,True,0.00034065340653406537
420,2018-06-07 10:33:01.434507,0.001,1.000010000100001e-08,8,37,False,0.0004725147251472515
421,2018-06-07 10:33:02.358365,0.001,1.000010000100001e-08,6,5,True,0.0002809528095280953
422,2018-06-07 10:33:03.276691,0.001,1.000010000100001e-08,9,10,True,0.0005399253992539926
423,2018-06-07 10:33:04.201658,0.001,1.000010000100001e-08,1,38,True,0.00032628326283262835
424,2018-06-07 10:33:05.125563,0.001,1.000010000100001e-08,8,1,True,0.0005578655786557866
425,2018-06-07 10:33:06.056124,0.001,1.000010000100001e-08,9,39,False,0.0004491244912449125
426,2018-06-07 10:33:06.981462,0.001,1.000010000100001e-08,9,41,True,0.0005114351143511435
427,2018-06-07 10:33:07.946329,0.001,1.000010000100001e-08,9,39,False,0.00044722447224472247
428,2018-06-07 10:33:08.864502,0.001,1.000010000100001e-08,6,12,False,0.00024916249162491627
429,2018-06-07 10:33:09.778575,0.001,1.000010000100001e-08,9,26,False,0.0004709947099470995
430,2018-06-07 10:33:10.693999,0.001,1.000010000100001e-08,4,27,True,0.00031731317313173134
431,2018-06-07 10:33:11.626330,0.001,1.000010000100001e-08,4,0,True,0.00029605296052960533
432,2018-06-07 10:33:12.630087,0.001,1.000010000100001e-08,0,7,True,0.0003670736707367074
433,2018-06-07 10:33:13.545751,0.001,1.000010000100001e-08,5,46,True,0.0003401334013340134
434,2018-06-07 10:33:14.465180,0.001,1.000010000100001e-08,1,10,True,0.00034635346353463535
435,2018-06-07 10:33:15.413448,0.001,1.000010000100001e-08,9,17,False,0.0004695146951469515
436,2018-06-07 10:33:16.372936,0.001,1.000010000100001e-08,8,18,False,0.0004451544515445155
437,2018-06-07 10:33:17.324665,0.001,1.000010000100001e-08,4,45,False,0.00024973249732497326
438,2018-06-07 10:33:18.272017,0.001,1.000010000100001e-08,5,38,False,0.0002741127411274113
439,2018-06-07 10:33:19.272874,0.001,1.000010000100001e-08,3,10,False,0.0002758427584275843
440,2018-06-07 10:33:20.193402,0.001,1.000010000100001e-08,6,26,True,0.00034005340053400537
441,2018-06-07 10:33:21.191073,0.001,1.000010000100001e-08,3,35,False,0.0002743427434274343
442,2018-06-07 10:33:22.112747,0.001,1.000010000100001e-08,2,27,True,0.0003401334013340134
443,2018-06-07 10:33:23.065803,0.001,1.000010000100001e-08,3,34,False,0.0002726427264272643
444,2018-06-07 10:33:24.011900,0.001,1.000010000100001e-08,7,35,False,0.0002744527445274453
445,2018-06-07 10:33:24.957900,0.001,1.000010000100001e-08,5,35,False,0.0002737427374273743
446,2018-06-07 10:33:25.911535,0.001,1.000010000100001e-08,2,14,False,0.0002749827498274983
447,2018-06-07 10:33:26.824566,0.001,1.000010000100001e-08,6,43,False,0.0002745627456274563
448,2018-06-07 10:33:27.745750,0.001,1.000010000100001e-08,8,32,False,0.0004706647066470665
449,2018-06-07 10:33:28.669735,0.001,1.000010000100001e-08,0,43,True,0.0002496124961249613
450,2018-06-07 10:33:29.586707,0.001,1.000010000100001e-08,1,47,False,0.00027338273382733827
451,2018-06-07 10:33:30.519521,0.001,1.000010000100001e-08,0,19,False,0.0002743327433274333
452,2018-06-07 10:33:31.455862,0.001,1.000010000100001e-08,3,16,True,0.00034955349553495536
453,2018-06-07 10:33:32.396542,0.001,1.000010000100001e-08,3,40,True,0.0003400934009340094
454,2018-06-07 10:33:33.331028,0.001,1.000010000100001e-08,0,23,True,0.00034320343203432036
455,2018-06-07 10:33:34.271748,0.001,1.000010000100001e-08,2,50,False,0.0002724027240272403
456,2018-06-07 10:33:35.206044,0.001,1.000010000100001e-08,3,11,True,0.0003500435004350044
457,2018-06-07 10:33:36.139980,0.001,1.000010000100001e-08,1,21,False,0.0002728827288272883
458,2018-06-07 10:33:37.120261,0.001,1.000010000100001e-08,4,11,True,0.0003464434644346444
459,2018-06-07 10:33:38.046685,0.001,1.000010000100001e-08,3,19,True,0.0003428534285342854
460,2018-06-07 10:33:39.056816,0.001,1.000010000100001e-08,3,43,False,0.0002722827228272283
461,2018-06-07 10:33:39.983907,0.001,1.000010000100001e-08,9,30,False,0.0004683446834468345
462,2018-06-07 10:33:40.890678,0.001,1.000010000100001e-08,4,22,False,0.00025110251102511026
463,2018-06-07 10:33:41.928583,0.001,1.000010000100001e-08,5,46,True,0.00034278342783427835
464,2018-06-07 10:33:42.928044,0.001,1.000010000100001e-08,9,40,True,0.0005429854298542986
465,2018-06-07 10:33:43.912860,0.001,1.000010000100001e-08,3,45,True,0.00031676316763167635
466,2018-06-07 10:33:44.825968,0.001,1.000010000100001e-08,1,11,False,0.0002748627486274863
467,2018-06-07 10:33:45.819991,0.001,1.000010000100001e-08,2,37,False,0.0002729527295272953
468,2018-06-07 10:33:46.781483,0.001,1.000010000100001e-08,4,14,False,0.0002735527355273553
469,2018-06-07 10:33:47.818320,0.001,1.000010000100001e-08,0,3,False,0.00029704297042970433
470,2018-06-07 10:33:48.813416,0.001,1.000010000100001e-08,3,26,True,0.0003469034690346904
471,2018-06-07 10:33:49.764665,0.001,1.000010000100001e-08,5,23,False,0.0002723127231272313
472,2018-06-07 10:33:50.789859,0.001,1.000010000100001e-08,7,11,False,0.0002723627236272363
473,2018-06-07 10:33:51.711621,0.001,1.000010000100001e-08,6,40,False,0.0002748127481274813
474,2018-06-07 10:33:52.642405,0.001,1.000010000100001e-08,7,44,False,0.0002747027470274703
475,2018-06-07 10:33:53.604353,0.001,1.000010000100001e-08,9,3,False,0.0004978649786497865
476,2018-06-07 10:33:54.634979,0.001,1.000010000100001e-08,2,49,False,0.0002493924939249393
477,2018-06-07 10:33:55.644016,0.001,1.000010000100001e-08,0,14,False,0.0002754627546275463
478,2018-06-07 10:33:56.647852,0.001,1.000010000100001e-08,1,0,True,0.00030440304403044034
479,2018-06-07 10:33:57.597420,0.001,1.000010000100001e-08,8,30,False,0.0004688246882468825
480,2018-06-07 10:33:58.678248,0.001,1.000010000100001e-08,3,17,False,0.00024931249312493126
481,2018-06-07 10:33:59.609442,0.001,1.000010000100001e-08,9,31,True,0.0005424554245542456
482,2018-06-07 10:34:00.538187,0.001,1.000010000100001e-08,9,17,True,0.0005094950949509496
483,2018-06-07 10:34:01.494544,0.001,1.000010000100001e-08,3,24,True,0.0003269832698326984
484,2018-06-07 10:34:02.399728,0.001,1.000010000100001e-08,4,41,False,0.0002747027470274703
485,2018-06-07 10:34:03.431241,0.001,1.000010000100001e-08,1,42,True,0.0003403134031340314
486,2018-06-07 10:34:04.460966,0.001,1.000010000100001e-08,0,1,False,0.0002967829678296783
487,2018-06-07 10:34:05.451934,0.001,1.000010000100001e-08,9,5,False,0.0004928049280492806
488,2018-06-07 10:34:06.450342,0.001,1.000010000100001e-08,4,40,False,0.00025107251072510725
489,2018-06-07 10:34:07.416771,0.001,1.000010000100001e-08,9,40,False,0.0004709347093470935
490,2018-06-07 10:34:08.375509,0.001,1.000010000100001e-08,4,26,False,0.0002493824938249383
491,2018-06-07 10:34:09.344490,0.001,1.000010000100001e-08,3,44,False,0.0002793727937279373
492,2018-06-07 10:34:10.295740,0.001,1.000010000100001e-08,5,44,False,0.0002740127401274013
493,2018-06-07 10:34:11.197142,0.001,1.000010000100001e-08,4,25,True,0.0003424734247342474
494,2018-06-07 10:34:12.146787,0.001,1.000010000100001e-08,0,19,False,0.0002734227342273423
495,2018-06-07 10:34:13.061410,0.001,1.000010000100001e-08,5,24,False,0.0002743027430274303
496,2018-06-07 10:34:14.062539,0.001,1.000010000100001e-08,4,7,True,0.0003710337103371034
497,2018-06-07 10:34:14.989120,0.001,1.000010000100001e-08,2,9,False,0.0002723427234272343
498,2018-06-07 10:34:15.913827,0.001,1.000010000100001e-08,2,39,True,0.00034741347413474137
499,2018-06-07 10:34:16.876101,0.001,1.000010000100001e-08,9,50,True,0.0004737047370473705
500,2018-06-07 10:34:17.796066,0.001,1.000010000100001e-08,6,4,True,0.0003488634886348864
501,2018-06-07 10:34:18.763288,0.001,1.000010000100001e-08,9,3,False,0.0004911949119491195
502,2018-06-07 10:34:19.728168,0.001,1.000010000100001e-08,2,10,False,0.0002492324923249233
503,2018-06-07 10:34:20.685562,0.001,1.000010000100001e-08,5,28,False,0.0002722427224272243
504,2018-06-07 10:34:21.652256,0.001,1.000010000100001e-08,8,23,False,0.0004775147751477515
505,2018-06-07 10:34:22.613643,0.001,1.000010000100001e-08,0,17,True,0.00031809318093180934
506,2018-06-07 10:34:23.576639,0.001,1.000010000100001e-08,9,35,True,0.0005346653466534666
507,2018-06-07 10:34:24.528773,0.001,1.000010000100001e-08,8,20,False,0.0004476544765447655
508,2018-06-07 10:34:25.435060,0.001,1.000010000100001e-08,1,9,False,0.00024945249452494524
509,2018-06-07 10:34:26.351447,0.001,1.000010000100001e-08,9,22,False,0.0004684346843468435
510,2018-06-07 10:34:27.303038,0.001,1.000010000100001e-08,0,48,True,0.0003202332023320233
511,2018-06-07 10:34:28.213469,0.001,1.000010000100001e-08,8,18,True,0.0005424154241542415
512,2018-06-07 10:34:29.242163,0.001,1.000010000100001e-08,0,41,True,0.0003176431764317643
513,2018-06-07 10:34:30.155558,0.001,1.000010000100001e-08,1,41,True,0.00027257272572725727
514,2018-06-07 10:34:31.145015,0.001,1.000010000100001e-08,6,6,True,0.00036706367063670637
515,2018-06-07 10:34:32.142088,0.001,1.000010000100001e-08,6,15,False,0.0002733627336273363
516,2018-06-07 10:34:33.095607,0.001,1.000010000100001e-08,5,2,True,0.0003634536345363454
517,2018-06-07 10:34:34.046377,0.001,1.000010000100001e-08,2,47,False,0.0002723327233272333
518,2018-06-07 10:34:35.007141,0.001,1.000010000100001e-08,9,27,False,0.0004709347093470935
519,2018-06-07 10:34:36.040928,0.001,1.000010000100001e-08,2,11,False,0.00025106251062510625
520,2018-06-07 10:34:36.998366,0.001,1.000010000100001e-08,2,18,False,0.0002726627266272663
521,2018-06-07 10:34:38.029482,0.001,1.000010000100001e-08,5,31,False,0.0002723527235272353
522,2018-06-07 10:34:38.941705,0.001,1.000010000100001e-08,3,29,True,0.0002743427434274343
523,2018-06-07 10:34:39.933206,0.001,1.000010000100001e-08,3,28,False,0.0002748927489274893
524,2018-06-07 10:34:40.882700,0.001,1.000010000100001e-08,1,16,True,0.0002755127551275513
525,2018-06-07 10:34:41.793974,0.001,1.000010000100001e-08,7,49,False,0.00027239272392723927
526,2018-06-07 10:34:42.784116,0.001,1.000010000100001e-08,3,40,True,0.00034259342593425936
527,2018-06-07 10:34:43.701837,0.001,1.000010000100001e-08,1,11,True,0.0003406734067340674
528,2018-06-07 10:34:44.663605,0.001,1.000010000100001e-08,8,39,True,0.0005356353563535635
529,2018-06-07 10:34:45.617839,0.001,1.000010000100001e-08,9,21,True,0.0005202852028520286
530,2018-06-07 10:34:46.580156,0.001,1.000010000100001e-08,1,3,True,0.00034196341963419635
531,2018-06-07 10:34:47.509455,0.001,1.000010000100001e-08,1,51,True,0.0003403234032340324
532,2018-06-07 10:34:48.429530,0.001,1.000010000100001e-08,6,21,True,0.00034939349393493937
533,2018-06-07 10:34:49.387855,0.001,1.000010000100001e-08,5,51,False,0.0002722727227272273
534,2018-06-07 10:34:50.342288,0.001,1.000010000100001e-08,6,22,False,0.0002724827248272483
535,2018-06-07 10:34:51.301869,0.001,1.000010000100001e-08,0,12,False,0.0002732227322273223
536,2018-06-07 10:34:52.226874,0.001,1.000010000100001e-08,0,47,True,0.00034062340623406236
537,2018-06-07 10:34:53.314424,0.001,1.000010000100001e-08,8,33,False,0.00047803478034780353
538,2018-06-07 10:34:54.277839,0.001,1.000010000100001e-08,7,15,False,0.00024874248742487426
539,2018-06-07 10:34:55.286340,0.001,1.000010000100001e-08,8,28,False,0.00047726477264772654
540,2018-06-07 10:34:56.204091,0.001,1.000010000100001e-08,5,24,False,0.0002503925039250393
541,2018-06-07 10:34:57.120472,0.001,1.000010000100001e-08,6,50,True,0.00033999339993399935
542,2018-06-07 10:34:58.075460,0.001,1.000010000100001e-08,1,7,False,0.0002963729637296373
543,2018-06-07 10:34:59.010602,0.001,1.000010000100001e-08,4,15,False,0.0002726327263272633
544,2018-06-07 10:34:59.934249,0.001,1.000010000100001e-08,7,17,False,0.0002740527405274053
545,2018-06-07 10:35:00.935681,0.001,1.000010000100001e-08,2,28,False,0.0002728727287272873
546,2018-06-07 10:35:01.875309,0.001,1.000010000100001e-08,9,15,False,0.0004681346813468135
547,2018-06-07 10:35:02.800369,0.001,1.000010000100001e-08,9,3,False,0.0004771947719477195
548,2018-06-07 10:35:03.723727,0.001,1.000010000100001e-08,6,20,True,0.00031838318383183836
549,2018-06-07 10:35:04.774381,0.001,1.000010000100001e-08,9,11,False,0.0004746947469474695
550,2018-06-07 10:35:05.730354,0.001,1.000010000100001e-08,3,30,True,0.00031728317283172833
551,2018-06-07 10:35:06.683456,0.001,1.000010000100001e-08,4,6,True,0.0003640136401364014
552,2018-06-07 10:35:07.681463,0.001,1.000010000100001e-08,0,24,False,0.0002731427314273143
553,2018-06-07 10:35:08.764515,0.001,1.000010000100001e-08,4,13,True,0.0002724527245272453
554,2018-06-07 10:35:09.688271,0.001,1.000010000100001e-08,9,34,True,0.0005373553735537356
555,2018-06-07 10:35:10.648557,0.001,1.000010000100001e-08,6,20,False,0.00024890248902489025
556,2018-06-07 10:35:11.646125,0.001,1.000010000100001e-08,6,21,True,0.00033985339853398537
557,2018-06-07 10:35:12.631530,0.001,1.000010000100001e-08,8,33,False,0.0004747647476474765
558,2018-06-07 10:35:13.584224,0.001,1.000010000100001e-08,1,32,True,0.00031733317333173334
559,2018-06-07 10:35:14.614446,0.001,1.000010000100001e-08,4,37,True,0.0002744927449274493
560,2018-06-07 10:35:15.572441,0.001,1.000010000100001e-08,8,43,False,0.0004779147791477915
561,2018-06-07 10:35:16.529085,0.001,1.000010000100001e-08,6,51,False,0.0002505625056250563
562,2018-06-07 10:35:17.497233,0.001,1.000010000100001e-08,7,23,False,0.0002718427184271843
563,2018-06-07 10:35:18.448755,0.001,1.000010000100001e-08,8,49,True,0.0004734047340473405
564,2018-06-07 10:35:19.447923,0.001,1.000010000100001e-08,5,4,False,0.0002717127171271713
565,2018-06-07 10:35:20.408556,0.001,1.000010000100001e-08,5,37,False,0.0002723427234272343
566,2018-06-07 10:35:21.405992,0.001,1.000010000100001e-08,7,25,True,0.00033959339593395935
567,2018-06-07 10:35:22.440855,0.001,1.000010000100001e-08,8,16,True,0.0005423554235542355
