sample,time,window,precision,modulation,band,react,finish
237,2018-06-07 13:16:24.973094,0.0001,1.001001001001001e-07,8,28,6.806806806806807e-06,5.915915915915916e-05
238,2018-06-07 13:16:25.834387,0.0001,1.001001001001001e-07,8,30,6.806806806806807e-06,5.905905905905906e-05
239,2018-06-07 13:16:26.681767,0.0001,1.001001001001001e-07,9,5,6.806806806806807e-06,5.915915915915916e-05
240,2018-06-07 13:16:27.539228,0.0001,1.001001001001001e-07,4,1,6.806806806806807e-06,5.915915915915916e-05
241,2018-06-07 13:16:28.411913,0.0001,1.001001001001001e-07,4,16,6.806806806806807e-06,5.905905905905906e-05
242,2018-06-07 13:16:29.259603,0.0001,1.001001001001001e-07,8,0,6.9069069069069065e-06,5.915915915915916e-05
243,2018-06-07 13:16:30.833500,0.0001,1.001001001001001e-07,0,45,6.806806806806807e-06,5.915915915915916e-05
244,2018-06-07 13:16:31.789846,0.0001,1.001001001001001e-07,3,12,6.9069069069069065e-06,5.915915915915916e-05
245,2018-06-07 13:16:32.630672,0.0001,1.001001001001001e-07,9,7,6.9069069069069065e-06,5.915915915915916e-05
246,2018-06-07 13:16:33.487238,0.0001,1.001001001001001e-07,4,46,6.806806806806807e-06,5.915915915915916e-05
247,2018-06-07 13:16:34.347345,0.0001,1.001001001001001e-07,8,8,6.806806806806807e-06,5.905905905905906e-05
248,2018-06-07 13:16:35.203973,0.0001,1.001001001001001e-07,4,51,6.9069069069069065e-06,5.915915915915916e-05
249,2018-06-07 13:16:36.077748,0.0001,1.001001001001001e-07,4,6,6.9069069069069065e-06,5.915915915915916e-05
250,2018-06-07 13:16:36.933191,0.0001,1.001001001001001e-07,9,18,6.806806806806807e-06,5.905905905905906e-05
251,2018-06-07 13:16:38.214528,0.0001,1.001001001001001e-07,1,6,6.806806806806807e-06,5.905905905905906e-05
252,2018-06-07 13:16:39.055665,0.0001,1.001001001001001e-07,8,19,6.9069069069069065e-06,5.915915915915916e-05
253,2018-06-07 13:16:40.618225,0.0001,1.001001001001001e-07,0,27,6.806806806806807e-06,5.905905905905906e-05
254,2018-06-07 13:16:41.467758,0.0001,1.001001001001001e-07,7,11,6.9069069069069065e-06,5.915915915915916e-05
255,2018-06-07 13:16:42.415873,0.0001,1.001001001001001e-07,3,50,6.9069069069069065e-06,5.915915915915916e-05
256,2018-06-07 13:16:43.994405,0.0001,1.001001001001001e-07,0,46,6.806806806806807e-06,5.915915915915916e-05
257,2018-06-07 13:16:44.837885,0.0001,1.001001001001001e-07,6,26,6.806806806806807e-06,5.915915915915916e-05
258,2018-06-07 13:16:45.681864,0.0001,1.001001001001001e-07,8,20,8.508508508508508e-06,6.076076076076076e-05
259,2018-06-07 13:16:47.243272,0.0001,1.001001001001001e-07,0,45,6.806806806806807e-06,5.905905905905906e-05
260,2018-06-07 13:16:48.093219,0.0001,1.001001001001001e-07,8,51,6.9069069069069065e-06,5.915915915915916e-05
261,2018-06-07 13:16:48.957106,0.0001,1.001001001001001e-07,8,16,6.806806806806807e-06,5.915915915915916e-05
262,2018-06-07 13:16:49.804868,0.0001,1.001001001001001e-07,7,47,6.9069069069069065e-06,5.915915915915916e-05
263,2018-06-07 13:16:50.671582,0.0001,1.001001001001001e-07,5,19,6.9069069069069065e-06,5.915915915915916e-05
264,2018-06-07 13:16:52.254881,0.0001,1.001001001001001e-07,0,49,6.9069069069069065e-06,5.915915915915916e-05
265,2018-06-07 13:16:53.122020,0.0001,1.001001001001001e-07,6,38,6.806806806806807e-06,5.915915915915916e-05
266,2018-06-07 13:16:53.968117,0.0001,1.001001001001001e-07,6,22,6.806806806806807e-06,5.915915915915916e-05
267,2018-06-07 13:16:54.817042,0.0001,1.001001001001001e-07,8,11,6.806806806806807e-06,5.905905905905906e-05
268,2018-06-07 13:16:55.670795,0.0001,1.001001001001001e-07,8,43,6.806806806806807e-06,5.915915915915916e-05
269,2018-06-07 13:16:56.518617,0.0001,1.001001001001001e-07,5,36,6.806806806806807e-06,5.905905905905906e-05
270,2018-06-07 13:16:57.490928,0.0001,1.001001001001001e-07,3,43,6.9069069069069065e-06,5.915915915915916e-05
271,2018-06-07 13:16:58.547659,0.0001,1.001001001001001e-07,2,26,6.806806806806807e-06,5.915915915915916e-05
272,2018-06-07 13:16:59.408058,0.0001,1.001001001001001e-07,7,12,6.806806806806807e-06,5.915915915915916e-05
273,2018-06-07 13:17:00.261684,0.0001,1.001001001001001e-07,8,41,6.806806806806807e-06,5.915915915915916e-05
274,2018-06-07 13:17:01.107123,0.0001,1.001001001001001e-07,6,0,6.806806806806807e-06,5.915915915915916e-05
275,2018-06-07 13:17:01.958074,0.0001,1.001001001001001e-07,5,23,6.806806806806807e-06,5.915915915915916e-05
276,2018-06-07 13:17:02.812529,0.0001,1.001001001001001e-07,4,51,6.9069069069069065e-06,5.915915915915916e-05
277,2018-06-07 13:17:03.668809,0.0001,1.001001001001001e-07,4,9,6.9069069069069065e-06,5.915915915915916e-05
278,2018-06-07 13:17:04.728932,0.0001,1.001001001001001e-07,2,14,6.9069069069069065e-06,5.915915915915916e-05
279,2018-06-07 13:17:05.675545,0.0001,1.001001001001001e-07,3,46,6.806806806806807e-06,5.915915915915916e-05
280,2018-06-07 13:17:06.542706,0.0001,1.001001001001001e-07,4,2,6.9069069069069065e-06,5.915915915915916e-05
281,2018-06-07 13:17:07.389046,0.0001,1.001001001001001e-07,7,11,6.806806806806807e-06,5.905905905905906e-05
282,2018-06-07 13:17:08.952009,0.0001,1.001001001001001e-07,0,39,6.9069069069069065e-06,5.915915915915916e-05
283,2018-06-07 13:17:09.802025,0.0001,1.001001001001001e-07,8,22,6.806806806806807e-06,5.905905905905906e-05
284,2018-06-07 13:17:10.643358,0.0001,1.001001001001001e-07,9,34,6.806806806806807e-06,5.915915915915916e-05
285,2018-06-07 13:17:11.501684,0.0001,1.001001001001001e-07,4,48,6.806806806806807e-06,5.905905905905906e-05
286,2018-06-07 13:17:12.369327,0.0001,1.001001001001001e-07,7,38,6.9069069069069065e-06,5.915915915915916e-05
287,2018-06-07 13:17:13.231897,0.0001,1.001001001001001e-07,5,4,6.9069069069069065e-06,5.915915915915916e-05
288,2018-06-07 13:17:14.091921,0.0001,1.001001001001001e-07,5,23,6.806806806806807e-06,5.915915915915916e-05
289,2018-06-07 13:17:14.936544,0.0001,1.001001001001001e-07,8,22,6.806806806806807e-06,5.905905905905906e-05
290,2018-06-07 13:17:15.998940,0.0001,1.001001001001001e-07,2,19,6.806806806806807e-06,5.905905905905906e-05
291,2018-06-07 13:17:16.847906,0.0001,1.001001001001001e-07,6,45,6.9069069069069065e-06,5.915915915915916e-05
292,2018-06-07 13:17:18.420218,0.0001,1.001001001001001e-07,0,18,6.806806806806807e-06,5.905905905905906e-05
293,2018-06-07 13:17:19.280771,0.0001,1.001001001001001e-07,6,42,6.806806806806807e-06,5.905905905905906e-05
294,2018-06-07 13:17:20.846559,0.0001,1.001001001001001e-07,0,44,6.9069069069069065e-06,5.915915915915916e-05
295,2018-06-07 13:17:21.705334,0.0001,1.001001001001001e-07,8,25,6.806806806806807e-06,5.915915915915916e-05
296,2018-06-07 13:17:22.547759,0.0001,1.001001001001001e-07,7,2,6.9069069069069065e-06,5.915915915915916e-05
297,2018-06-07 13:17:23.597726,0.0001,1.001001001001001e-07,2,6,6.9069069069069065e-06,5.915915915915916e-05
298,2018-06-07 13:17:24.447076,0.0001,1.001001001001001e-07,6,12,6.9069069069069065e-06,5.915915915915916e-05
299,2018-06-07 13:17:25.290566,0.0001,1.001001001001001e-07,7,22,6.806806806806807e-06,5.905905905905906e-05
300,2018-06-07 13:17:26.358746,0.0001,1.001001001001001e-07,2,46,6.9069069069069065e-06,5.915915915915916e-05
301,2018-06-07 13:17:27.307095,0.0001,1.001001001001001e-07,3,37,6.9069069069069065e-06,5.915915915915916e-05
302,2018-06-07 13:17:28.895114,0.0001,1.001001001001001e-07,0,21,6.806806806806807e-06,5.915915915915916e-05
303,2018-06-07 13:17:29.961387,0.0001,1.001001001001001e-07,2,36,6.9069069069069065e-06,5.915915915915916e-05
304,2018-06-07 13:17:30.814763,0.0001,1.001001001001001e-07,4,32,6.806806806806807e-06,5.905905905905906e-05
305,2018-06-07 13:17:31.879962,0.0001,1.001001001001001e-07,2,39,6.806806806806807e-06,5.915915915915916e-05
306,2018-06-07 13:17:33.453186,0.0001,1.001001001001001e-07,0,19,6.806806806806807e-06,5.915915915915916e-05
307,2018-06-07 13:17:34.718517,0.0001,1.001001001001001e-07,1,1,6.806806806806807e-06,5.915915915915916e-05
308,2018-06-07 13:17:35.556034,0.0001,1.001001001001001e-07,6,23,6.9069069069069065e-06,5.915915915915916e-05
309,2018-06-07 13:17:36.412870,0.0001,1.001001001001001e-07,5,23,6.806806806806807e-06,5.915915915915916e-05
310,2018-06-07 13:17:37.277099,0.0001,1.001001001001001e-07,4,38,6.806806806806807e-06,5.905905905905906e-05
311,2018-06-07 13:17:38.120564,0.0001,1.001001001001001e-07,6,49,6.806806806806807e-06,5.915915915915916e-05
312,2018-06-07 13:17:38.977121,0.0001,1.001001001001001e-07,5,41,6.806806806806807e-06,5.915915915915916e-05
313,2018-06-07 13:17:39.821745,0.0001,1.001001001001001e-07,7,19,6.806806806806807e-06,5.905905905905906e-05
314,2018-06-07 13:17:40.680864,0.0001,1.001001001001001e-07,7,48,6.806806806806807e-06,5.915915915915916e-05
315,2018-06-07 13:17:41.534327,0.0001,1.001001001001001e-07,4,27,6.806806806806807e-06,5.905905905905906e-05
316,2018-06-07 13:17:43.119733,0.0001,1.001001001001001e-07,0,32,6.9069069069069065e-06,5.915915915915916e-05
317,2018-06-07 13:17:43.976041,0.0001,1.001001001001001e-07,4,25,6.9069069069069065e-06,5.915915915915916e-05
318,2018-06-07 13:17:45.552883,0.0001,1.001001001001001e-07,0,19,1.3813813813813813e-05,6.616616616616617e-05
319,2018-06-07 13:17:47.131219,0.0001,1.001001001001001e-07,0,19,6.9069069069069065e-06,5.915915915915916e-05
320,2018-06-07 13:17:48.300960,0.0001,1.001001001001001e-07,1,24,6.9069069069069065e-06,5.915915915915916e-05
321,2018-06-07 13:17:49.567159,0.0001,1.001001001001001e-07,1,43,6.9069069069069065e-06,5.915915915915916e-05
322,2018-06-07 13:17:50.417752,0.0001,1.001001001001001e-07,7,41,6.9069069069069065e-06,5.915915915915916e-05
323,2018-06-07 13:17:51.679551,0.0001,1.001001001001001e-07,1,27,6.9069069069069065e-06,5.915915915915916e-05
324,2018-06-07 13:17:52.737030,0.0001,1.001001001001001e-07,2,39,6.806806806806807e-06,5.915915915915916e-05
325,2018-06-07 13:17:53.578765,0.0001,1.001001001001001e-07,6,51,6.9069069069069065e-06,5.915915915915916e-05
326,2018-06-07 13:17:54.762868,0.0001,1.001001001001001e-07,1,10,6.9069069069069065e-06,5.915915915915916e-05
327,2018-06-07 13:17:55.724118,0.0001,1.001001001001001e-07,3,49,6.9069069069069065e-06,5.915915915915916e-05
328,2018-06-07 13:17:56.594442,0.0001,1.001001001001001e-07,8,14,6.806806806806807e-06,5.915915915915916e-05
329,2018-06-07 13:17:57.438591,0.0001,1.001001001001001e-07,8,25,6.9069069069069065e-06,5.915915915915916e-05
330,2018-06-07 13:17:58.285369,0.0001,1.001001001001001e-07,8,14,8.808808808808808e-06,6.106106106106106e-05
331,2018-06-07 13:17:59.139942,0.0001,1.001001001001001e-07,4,33,6.806806806806807e-06,5.915915915915916e-05
332,2018-06-07 13:18:00.302992,0.0001,1.001001001001001e-07,1,10,6.9069069069069065e-06,5.915915915915916e-05
333,2018-06-07 13:18:01.149589,0.0001,1.001001001001001e-07,8,50,8.108108108108107e-06,6.046046046046046e-05
334,2018-06-07 13:18:02.004512,0.0001,1.001001001001001e-07,6,35,6.9069069069069065e-06,5.915915915915916e-05
