sample,time,window,precision,modulation,band,power,payload,measured
9413,36:47.0,0.04,4.00E-08,5,31,20,24,0.023736624
9452,41:50.7,0.04,4.00E-08,5,11,14,63,0.023736624
3045,12:16.7,0.002,2.00E-08,9,24,0,153,0.000624786
3046,12:45.8,1,5.00E-08,0,34,7,188,0.759868488
3047,12:47.4,0.002,2.00E-08,8,36,18,33,0.000905389
3048,13:16.0,1,5.00E-08,0,13,17,210,0.759868188
3049,13:17.6,0.002,2.00E-08,8,1,11,231,0.000907149
3050,13:45.9,1,5.00E-08,0,15,12,94,0.759870238
418,30:53.4,0.04,4.00E-08,6,46,3,107,0.014049334
748,21:13.0,0.04,4.00E-08,6,31,-10,254,0.014049334
924,48:00.8,0.2,4.00E-08,3,41,9,104,0.094496539
9586,00:39.1,0.04,4.00E-08,5,30,8,2,0.023736624
1818,01:52.3,0.2,4.00E-08,3,42,8,94,0.094496539
3056,14:10.8,0.002,2.00E-08,8,33,-13,225,0.000906289
1121,18:21.7,0.04,4.00E-08,6,24,18,193,0.014049334
9874,43:04.6,0.04,4.00E-08,5,27,12,125,0.023736624
1794,58:56.7,0.04,4.00E-08,6,5,7,113,0.014049334
457,37:13.1,0.4,8.00E-08,2,3,5,149,0.189183878
3061,14:29.6,0.02,2.00E-08,7,12,1,54,0.007170527
3062,14:32.2,0.02,2.00E-08,7,31,-15,177,0.007170747
1987,28:05.0,0.04,4.00E-08,6,40,3,71,0.014049334
1472,09:59.4,0.04,4.00E-08,5,19,1,247,0.023736664
3065,14:38.9,0.002,2.00E-08,9,24,4,100,0.000624426
2116,51:30.6,0.04,4.00E-08,6,19,2,107,0.014049334
3067,14:49.9,0.1,2.00E-08,4,2,-1,64,0.047283489
1675,38:44.2,0.04,4.00E-08,5,7,-6,74,0.023736664
4150,02:31.7,0.04,4.00E-08,6,3,7,180,0.014049334
3070,15:23.9,1,5.00E-08,1,20,-4,216,0.379070519
461,37:39.7,0.4,8.00E-08,2,37,15,12,0.189183878
1980,26:50.7,0.2,4.00E-08,3,35,-2,55,0.094496539
4265,18:45.8,0.04,4.00E-08,6,42,-14,222,0.014049334
3074,15:43.8,0.002,2.00E-08,9,40,2,206,0.000623606
2029,36:28.5,0.04,4.00E-08,5,40,-13,254,0.023736664
3076,15:47.8,0.002,2.00E-08,9,38,10,10,0.000623786
3077,15:50.5,0.02,2.00E-08,7,3,-13,127,0.007171087
2070,43:22.2,0.2,4.00E-08,3,39,-12,161,0.094496539
3079,15:59.9,0.002,2.00E-08,8,0,6,181,0.000906729
589,57:47.1,0.4,8.00E-08,2,24,17,47,0.189183878
2887,47:10.5,0.04,4.00E-08,5,15,-17,182,0.023736664
3082,16:13.4,0.02,2.00E-08,7,10,-16,73,0.007168647
3083,16:14.9,0.002,2.00E-08,8,7,-17,69,0.000907709
3084,16:16.3,0.002,2.00E-08,9,10,-13,84,0.000623706
2228,08:29.0,0.2,4.00E-08,3,39,7,34,0.094496539
3086,16:51.9,1,5.00E-08,0,32,5,154,0.759867238
4428,42:19.3,0.04,4.00E-08,6,30,-14,206,0.014049334
4773,34:53.4,0.04,4.00E-08,6,18,9,245,0.014049334
3089,17:05.8,0.1,2.00E-08,4,24,1,161,0.047283469
3090,17:34.2,1,5.00E-08,0,11,21,132,0.759868738
3091,17:42.0,0.1,2.00E-08,4,9,-13,190,0.047281709
3092,18:10.5,1,5.00E-08,0,8,11,93,0.759870538
3144,27:58.4,0.04,4.00E-08,5,36,6,154,0.023736664
3879,19:45.5,0.2,4.00E-08,3,8,5,41,0.094496539
6136,08:10.9,0.04,4.00E-08,5,23,-8,124,0.023736664
7224,56:52.1,0.04,4.00E-08,6,9,4,124,0.014049334
3097,18:55.6,1,5.00E-08,0,2,2,157,0.759866638
644,05:54.5,0.4,8.00E-08,2,45,16,79,0.189183878
6822,01:18.4,0.04,4.00E-08,5,34,-14,223,0.023736664
874,40:03.5,0.4,8.00E-08,2,14,19,235,0.189183878
3883,20:58.3,0.2,4.00E-08,3,28,8,172,0.094496539
4141,01:11.7,0.2,4.00E-08,3,51,-6,189,0.094496539
3103,19:38.2,0.1,2.00E-08,4,47,-13,12,0.047281129
3104,19:39.7,0.002,2.00E-08,8,38,-17,116,0.000905369
3105,19:42.4,0.02,2.00E-08,7,23,14,78,0.007169447
7256,59:44.7,0.04,4.00E-08,5,17,4,244,0.023736664
5425,18:18.9,0.2,4.00E-08,3,43,-1,231,0.094496539
7389,18:29.9,0.04,4.00E-08,6,48,4,121,0.014049334
3109,20:24.0,1,5.00E-08,0,11,-6,224,0.759868388
3110,20:25.6,0.002,2.00E-08,9,21,-10,206,0.000624706
3111,20:54.5,1,5.00E-08,1,8,18,86,0.379070369
3112,21:24.1,1,5.00E-08,1,26,-9,83,0.379072719
3113,21:25.8,0.002,2.00E-08,8,3,0,73,0.000905789
3114,21:33.5,0.1,2.00E-08,4,50,19,243,0.047283029
431,33:24.2,0.04,4.00E-08,5,44,18,2,0.023736704
3116,21:37.6,0.002,2.00E-08,8,47,-6,107,0.000906369
3117,21:45.7,0.1,2.00E-08,4,38,-11,165,0.047280089
5618,46:49.5,0.2,4.00E-08,3,32,8,11,0.094496539
3119,21:55.2,0.002,2.00E-08,8,32,-17,139,0.000906149
3120,22:02.9,0.1,2.00E-08,4,10,2,160,0.047284949
3121,22:10.6,0.1,2.00E-08,4,29,4,15,0.047280369
1834,03:59.6,0.04,4.00E-08,5,13,13,74,0.023736704
3123,22:15.8,0.02,2.00E-08,7,14,-4,28,0.007173247
3124,22:18.2,0.02,2.00E-08,7,39,12,199,0.007168687
6846,06:10.4,0.2,4.00E-08,3,22,8,179,0.094496539
3126,22:55.2,1,5.00E-08,0,3,7,219,0.759867438
8013,04:56.6,0.04,4.00E-08,6,26,6,167,0.014049334
3128,23:26.4,1,5.00E-08,1,47,-10,93,0.379072369
3129,23:55.2,1,5.00E-08,1,46,7,16,0.379073319
8231,35:10.4,0.04,4.00E-08,6,0,16,243,0.014049334
3131,24:27.0,1,5.00E-08,1,5,2,174,0.379069369
6861,08:39.3,0.2,4.00E-08,3,19,5,216,0.094496539
3133,25:03.5,1,5.00E-08,0,2,-13,50,0.759869738
3134,25:32.2,1,5.00E-08,1,9,-3,4,0.379069669
7855,40:03.7,0.2,4.00E-08,3,42,0,7,0.094496539
8742,54:09.5,0.2,4.00E-08,3,42,7,45,0.094496539
3137,26:17.0,1,5.00E-08,1,1,22,62,0.379070569
3138,26:46.0,1,5.00E-08,1,29,-10,153,0.379070669
3139,26:47.6,0.002,2.00E-08,8,25,-1,136,0.000905729
3140,27:16.5,1,5.00E-08,1,34,-15,26,0.379072369
3141,27:24.8,0.1,2.00E-08,4,18,-10,45,0.047281189
3142,27:52.9,1,5.00E-08,1,43,7,2,0.379072769
3143,27:55.8,0.02,2.00E-08,7,6,1,210,0.007168527
2529,53:25.2,0.04,4.00E-08,5,18,6,35,0.023736704
3145,27:59.8,0.002,2.00E-08,8,12,18,68,0.000905829
3146,28:02.5,0.02,2.00E-08,7,24,15,188,0.007172987
6734,45:47.9,0.04,4.00E-08,5,45,-5,190,0.023736704
3148,28:07.6,0.02,2.00E-08,7,3,6,50,0.007169747
9800,31:42.7,0.2,4.00E-08,3,38,1,90,0.094496539
3150,28:16.6,0.002,2.00E-08,8,1,-1,53,0.000905409
8466,10:46.4,0.04,4.00E-08,6,41,0,31,0.014049334
3152,28:47.4,1,5.00E-08,0,9,-5,8,0.759867138
3153,28:50.2,0.02,2.00E-08,7,12,-3,175,0.007169507
657,06:57.7,0.2,4.00E-08,3,37,13,73,0.094496579
3155,29:26.3,1,5.00E-08,1,13,-13,34,0.379072619
3156,29:27.9,0.002,2.00E-08,9,47,-4,140,0.000624146
3157,29:30.5,0.02,2.00E-08,7,33,7,204,0.007170347
973,54:57.8,0.2,4.00E-08,3,19,-3,167,0.094496579
3159,29:40.0,0.002,2.00E-08,8,13,-15,14,0.000905789
3160,29:41.5,0.002,2.00E-08,8,43,6,79,0.000905269
9124,54:07.6,0.04,4.00E-08,6,30,-17,165,0.014049334
3162,29:45.4,0.002,2.00E-08,8,17,-10,143,0.000906449
3163,29:46.8,0.002,2.00E-08,8,22,-16,120,0.000905909
3164,29:55.0,0.1,2.00E-08,4,39,13,47,0.047279909
3165,30:23.6,1,5.00E-08,1,17,6,69,0.379070319
3166,30:52.7,1,5.00E-08,1,49,-17,44,0.379070369
9281,17:23.7,0.04,4.00E-08,5,35,20,167,0.023736704
3168,30:56.9,0.002,2.00E-08,8,30,12,126,0.000905229
1983,27:30.2,0.2,4.00E-08,3,9,-16,88,0.094496579
3170,31:33.7,1,5.00E-08,0,10,-1,176,0.759866638
1168,25:02.4,0.4,8.00E-08,2,26,18,250,0.189183878
3172,31:43.7,0.002,2.00E-08,8,26,-1,249,0.000905349
3173,31:46.2,0.02,2.00E-08,7,49,4,133,0.007171847
1340,51:57.6,0.4,8.00E-08,2,40,-9,136,0.189183878
3175,32:23.5,1,5.00E-08,1,37,16,27,0.379072519
3341,56:29.2,0.2,4.00E-08,3,18,7,212,0.094496579
3177,32:59.8,1,5.00E-08,1,43,12,29,0.379073219
3178,33:01.4,0.002,2.00E-08,9,44,18,183,0.000624326
3179,33:03.9,0.02,2.00E-08,7,20,-8,83,0.007173187
3180,33:32.0,1,5.00E-08,0,9,-4,68,0.759865788
3181,33:59.9,1,5.00E-08,1,43,22,121,0.379070219
4263,18:34.9,0.2,4.00E-08,3,20,-14,102,0.094496579
3285,50:14.0,0.4,8.00E-08,2,37,-9,250,0.189183878
2682,17:27.5,0.04,4.00E-08,6,30,15,88,0.014049374
5148,37:15.2,0.4,8.00E-08,2,37,15,75,0.189183878
4789,37:20.5,0.2,4.00E-08,3,21,1,153,0.094496579
3187,34:36.0,0.002,2.00E-08,8,42,0,126,0.000906229
3188,35:04.2,1,5.00E-08,1,2,-6,253,0.379069319
3189,35:32.1,1,5.00E-08,0,11,-9,154,0.759867088
3190,35:33.8,0.002,2.00E-08,9,23,0,179,0.000625686
6273,32:44.7,0.4,8.00E-08,2,34,16,58,0.189183878
8129,22:35.8,0.2,4.00E-08,3,43,18,196,0.094496579
8360,51:24.3,0.2,4.00E-08,3,26,18,212,0.094496579
3522,22:43.4,0.04,4.00E-08,6,32,18,215,0.014049374
3195,36:02.1,0.02,2.00E-08,7,49,8,116,0.007169007
3196,36:03.6,0.002,2.00E-08,8,15,-8,135,0.000905229
3197,36:11.4,0.1,2.00E-08,4,44,16,75,0.047280849
3198,36:39.7,1,5.00E-08,1,47,15,186,0.379070069
3199,36:42.3,0.02,2.00E-08,7,42,-5,20,0.007171787
193,41:06.6,0.04,4.00E-08,5,29,10,55,0.023736744
3568,29:13.2,0.04,4.00E-08,6,45,9,65,0.014049374
3202,36:54.9,0.1,2.00E-08,4,40,13,193,0.047280789
3203,37:22.7,1,5.00E-08,1,36,-11,248,0.379070219
7946,54:29.0,0.4,8.00E-08,2,23,9,203,0.189183878
1441,06:03.3,0.04,4.00E-08,5,48,-5,199,0.023736744
3206,37:35.0,0.002,2.00E-08,9,2,20,188,0.000625626
3207,37:42.8,0.1,2.00E-08,4,22,-15,248,0.047280889
610,01:05.4,0.4,8.00E-08,2,28,5,134,0.189183958
3209,37:52.4,0.002,2.00E-08,8,10,-6,140,0.000906669
3210,38:00.1,0.1,2.00E-08,4,38,15,189,0.047283869
3211,38:28.3,1,5.00E-08,0,36,22,186,0.759870488
693,12:42.0,0.4,8.00E-08,2,2,8,217,0.189183958
3213,39:04.9,1,5.00E-08,1,28,-15,239,0.379070969
3214,39:32.7,1,5.00E-08,0,17,-2,235,0.759868138
3215,39:34.3,0.002,2.00E-08,9,4,18,4,0.000624866
3355,57:20.1,0.04,4.00E-08,5,46,19,113,0.023736744
3217,39:39.3,0.02,2.00E-08,7,0,-3,17,0.007169387
3218,39:41.9,0.02,2.00E-08,7,35,-8,129,0.007170907
3219,40:11.5,1,5.00E-08,0,33,-3,4,0.759871338
778,24:16.8,0.4,8.00E-08,2,40,22,57,0.189183958
795,26:37.4,0.4,8.00E-08,2,19,14,59,0.189183958
3222,40:30.6,0.02,2.00E-08,7,32,20,63,0.007170427
3223,40:38.6,0.1,2.00E-08,4,12,-12,173,0.047284349
3224,40:46.1,0.1,2.00E-08,4,25,-15,68,0.047282389
1033,05:28.8,0.4,8.00E-08,2,0,20,212,0.189183958
4349,29:56.5,0.04,4.00E-08,5,11,14,190,0.023736744
9392,35:08.3,0.2,4.00E-08,3,24,-1,28,0.094496579
3652,42:44.6,0.04,4.00E-08,6,11,8,38,0.014049374
4523,57:05.7,0.04,4.00E-08,5,43,19,52,0.023736744
3230,41:39.0,1,5.00E-08,0,0,-4,59,0.759868588
1210,29:50.1,0.4,8.00E-08,2,36,-5,188,0.189183958
3232,41:51.8,0.02,2.00E-08,7,41,-4,150,0.007168847
4713,28:02.4,0.04,4.00E-08,5,42,2,65,0.023736744
3234,41:56.8,0.02,2.00E-08,7,6,-2,6,0.007167887
1455,08:04.6,0.4,8.00E-08,2,28,21,208,0.189183958
9668,09:33.3,0.2,4.00E-08,3,0,7,178,0.094496579
3237,42:20.7,0.1,2.00E-08,4,45,11,177,0.047280789
4212,10:16.7,0.04,4.00E-08,6,30,-3,115,0.014049374
3239,42:30.7,0.1,2.00E-08,4,29,14,61,0.047282889
3240,42:59.7,1,5.00E-08,0,36,4,110,0.759865788
3241,43:07.6,0.1,2.00E-08,4,32,6,29,0.047281789
1416,02:16.1,0.2,4.00E-08,3,22,6,100,0.094496619
5442,21:05.3,0.04,4.00E-08,6,17,3,147,0.014049374
2380,34:33.1,0.2,4.00E-08,3,5,0,144,0.094496619
6261,30:51.6,0.04,4.00E-08,6,8,15,82,0.014049374
3246,43:36.3,0.1,2.00E-08,4,29,-12,216,0.047280429
3247,44:04.0,1,5.00E-08,1,39,8,14,0.379071469
2861,43:28.3,0.2,4.00E-08,3,13,8,180,0.094496619
3249,44:14.5,0.02,2.00E-08,7,23,-4,36,0.007172667
2937,57:00.8,0.2,4.00E-08,3,33,-1,123,0.094496619
3251,44:50.6,1,5.00E-08,0,40,6,246,0.759870338
3252,45:19.3,1,5.00E-08,1,24,-2,22,0.379073819
3253,45:27.2,0.1,2.00E-08,4,35,-16,156,0.047284629
3254,45:28.8,0.002,2.00E-08,8,6,22,185,0.000906409
3255,45:30.2,0.002,2.00E-08,9,15,-5,195,0.000623866
3256,45:31.6,0.002,2.00E-08,8,39,-6,14,0.000905769
6191,18:39.2,0.04,4.00E-08,5,51,17,220,0.023736744
3258,46:02.0,1,5.00E-08,1,37,-6,115,0.379070019
6410,52:40.1,0.04,4.00E-08,5,28,-16,254,0.023736744
7181,50:57.4,0.04,4.00E-08,6,44,-13,6,0.014049374
3261,46:15.1,0.1,2.00E-08,4,30,20,130,0.047283089
3262,46:43.6,1,5.00E-08,0,31,11,3,0.759867488
3263,46:46.4,0.02,2.00E-08,7,21,16,222,0.007172987
3118,21:53.7,0.2,4.00E-08,3,8,14,139,0.094496619
7333,10:46.0,0.04,4.00E-08,5,43,8,228,0.023736744
3266,47:04.7,0.1,2.00E-08,4,4,18,111,0.047279829
3267,47:32.8,1,5.00E-08,1,7,-15,101,0.379070119
5091,29:48.2,0.2,4.00E-08,3,34,-16,21,0.094496619
3269,48:09.6,1,5.00E-08,1,13,-4,156,0.379069819
3270,48:17.7,0.1,2.00E-08,4,22,13,2,0.047280749
3271,48:19.3,0.002,2.00E-08,9,39,-6,162,0.000623966
3272,48:21.8,0.02,2.00E-08,7,8,-5,59,0.007169687
2172,59:10.9,0.4,8.00E-08,2,34,1,162,0.189183958
2430,41:09.3,0.4,8.00E-08,2,21,-12,74,0.189183958
3275,48:46.4,0.1,2.00E-08,4,39,-9,212,0.047280129
3276,48:48.0,0.002,2.00E-08,9,44,18,233,0.000624586
3277,49:17.3,1,5.00E-08,0,21,-16,150,0.759871388
3278,49:20.0,0.02,2.00E-08,7,16,21,238,0.007169447
3279,49:22.6,0.02,2.00E-08,7,8,-17,226,0.007167867
7225,56:54.7,0.04,4.00E-08,6,36,-4,74,0.014049374
3281,49:26.8,0.002,2.00E-08,9,20,-7,249,0.000625066
3282,49:34.6,0.1,2.00E-08,4,48,18,135,0.047283749
3283,50:03.0,1,5.00E-08,0,29,3,7,0.759866688
3284,50:05.6,0.02,2.00E-08,7,19,-10,64,0.007168407
2586,01:29.1,0.4,8.00E-08,2,24,19,139,0.189183958
3286,50:22.0,0.1,2.00E-08,4,25,-10,56,0.047282729
7780,25:26.6,0.04,4.00E-08,6,10,5,198,0.014049374
3288,50:32.5,0.1,2.00E-08,4,10,15,11,0.047281109
3289,51:00.8,1,5.00E-08,1,40,13,209,0.379071719
3290,51:03.2,0.02,2.00E-08,7,17,16,33,0.007172947
4287,22:20.7,0.4,8.00E-08,2,4,20,253,0.189183958
3292,51:13.1,0.002,2.00E-08,9,6,17,132,0.000624246
8269,39:33.2,0.04,4.00E-08,6,49,-2,58,0.014049374
3294,51:17.3,0.002,2.00E-08,8,45,-1,141,0.000905609
3295,51:44.9,1,5.00E-08,0,39,-4,22,0.759868738
687,12:15.4,0.04,4.00E-08,5,14,10,69,0.023736784
3297,51:55.2,0.1,2.00E-08,4,23,2,225,0.047281029
3298,51:57.8,0.02,2.00E-08,7,2,-6,197,0.007171267
4226,12:14.8,0.04,4.00E-08,5,18,-8,179,0.023736784
3300,52:01.9,0.002,2.00E-08,9,47,5,64,0.000625366
3301,52:03.4,0.002,2.00E-08,9,39,-2,197,0.000623566
3302,52:06.1,0.02,2.00E-08,7,1,2,150,0.007172487
3303,52:34.9,1,5.00E-08,1,36,-9,210,0.379072869
3304,52:37.5,0.02,2.00E-08,7,21,0,245,0.007173287
8521,20:16.6,0.04,4.00E-08,6,1,6,109,0.014049374
3306,52:47.8,0.1,2.00E-08,4,48,-12,157,0.047280469
5544,35:04.8,0.2,4.00E-08,3,43,-4,180,0.094496619
3308,52:57.4,0.002,2.00E-08,8,39,-14,38,0.000906049
8554,26:12.2,0.04,4.00E-08,6,44,14,31,0.014049374
9261,14:42.4,0.04,4.00E-08,6,51,-16,193,0.014049374
4369,32:33.3,0.04,4.00E-08,5,13,1,33,0.023736784
3312,53:08.3,0.02,2.00E-08,7,50,16,252,0.007172567
3313,53:09.6,0.002,2.00E-08,8,51,-11,22,0.000907229
3314,53:12.2,0.02,2.00E-08,7,26,-12,50,0.007172327
3315,53:13.6,0.002,2.00E-08,8,49,15,35,0.000905949
5308,03:59.2,0.4,8.00E-08,2,47,-11,1,0.189183958
5845,23:21.2,0.2,4.00E-08,3,23,-3,10,0.094496619
3318,53:57.8,1,5.00E-08,1,37,-17,56,0.379074319
5973,43:17.3,0.2,4.00E-08,3,33,15,165,0.094496619
3320,54:13.6,0.1,2.00E-08,4,11,0,208,0.047282369
1171,25:15.1,0.04,4.00E-08,6,27,6,58,0.014049414
3322,54:17.7,0.002,2.00E-08,9,37,15,111,0.000625286
5483,27:14.4,0.4,8.00E-08,2,22,16,189,0.189183958
3324,54:28.5,0.02,2.00E-08,7,23,-5,199,0.007169907
4492,53:06.6,0.04,4.00E-08,5,31,-2,136,0.023736784
4706,27:09.7,0.04,4.00E-08,5,33,14,66,0.023736784
3327,54:36.1,0.02,2.00E-08,7,15,2,25,0.007169087
3328,55:05.4,1,5.00E-08,1,3,14,38,0.379072119
3329,55:07.1,0.002,2.00E-08,8,34,11,215,0.000906209
7124,42:07.3,0.04,4.00E-08,5,41,14,195,0.023736784
6739,46:35.6,0.4,8.00E-08,2,18,-3,4,0.189183958
3332,55:20.2,0.02,2.00E-08,7,15,-9,119,0.007172367
3333,55:22.7,0.02,2.00E-08,7,41,-8,207,0.007169487
3334,55:30.3,0.1,2.00E-08,4,16,-5,116,0.047280389
4347,29:52.3,0.04,4.00E-08,6,39,-15,235,0.014049414
7518,39:48.0,0.04,4.00E-08,5,38,-8,250,0.023736784
3337,55:37.0,0.002,2.00E-08,9,4,12,124,0.000624706
6883,10:45.5,0.4,8.00E-08,2,10,9,69,0.189183958
3339,56:13.3,1,5.00E-08,0,25,16,139,0.759866588
3340,56:21.0,0.1,2.00E-08,4,32,4,161,0.047282269
8301,44:24.7,0.2,4.00E-08,3,19,-11,245,0.094496619
3342,56:31.8,0.02,2.00E-08,7,23,10,211,0.007173687
8477,12:16.5,0.2,4.00E-08,3,44,10,246,0.094496619
4661,20:30.1,0.04,4.00E-08,6,42,-11,24,0.014049414
3345,56:44.9,0.02,2.00E-08,7,25,0,237,0.007171287
7252,59:35.5,0.4,8.00E-08,2,6,6,226,0.189183958
3347,56:55.7,0.02,2.00E-08,7,43,-3,208,0.007169927
6637,30:33.7,0.04,4.00E-08,6,36,12,207,0.014049414
607,00:25.6,0.2,4.00E-08,3,19,-12,253,0.094496659
9330,24:46.6,0.04,4.00E-08,6,3,0,20,0.014049414
3351,57:11.2,0.02,2.00E-08,7,33,19,31,0.007172067
3352,57:13.6,0.02,2.00E-08,7,19,10,5,0.007169707
3353,57:15.1,0.002,2.00E-08,9,14,-9,25,0.000624466
8974,29:47.5,0.04,4.00E-08,5,7,17,33,0.023736784
9004,35:07.4,0.04,4.00E-08,5,19,-15,105,0.023736784
3356,57:48.5,1,5.00E-08,1,41,-17,122,0.379068669
3357,57:50.1,0.002,2.00E-08,8,3,22,39,0.000905529
3358,57:52.7,0.02,2.00E-08,7,47,2,68,0.007168527
1046,07:46.6,0.04,4.00E-08,6,39,-10,206,0.014049454
3360,58:23.0,1,5.00E-08,0,11,-6,232,0.759865188
2656,11:55.5,0.04,4.00E-08,6,38,-1,138,0.014049454
3362,58:28.2,0.02,2.00E-08,7,25,-13,46,0.007169267
3363,58:29.7,0.002,2.00E-08,8,9,1,134,0.000905989
7783,26:05.1,0.4,8.00E-08,2,11,-16,29,0.189183958
3365,58:39.2,0.002,2.00E-08,9,3,0,8,0.000624106
9228,09:51.5,0.04,4.00E-08,5,8,22,64,0.023736784
8449,08:39.2,0.4,8.00E-08,2,46,3,125,0.189183958
3368,58:57.5,0.1,2.00E-08,4,51,7,224,0.047282789
3369,59:04.9,0.1,2.00E-08,4,44,-9,186,0.047279549
3370,59:06.4,0.002,2.00E-08,8,11,2,44,0.000905469
3371,59:09.0,0.02,2.00E-08,7,17,-10,65,0.007168287
3372,59:37.1,1,5.00E-08,1,29,16,16,0.379071019
9566,57:37.9,0.4,8.00E-08,2,23,-2,8,0.189183958
3374,00:13.5,1,5.00E-08,0,32,-2,227,0.759868538
3375,00:21.0,0.1,2.00E-08,4,44,21,46,0.047282669
3376,00:49.8,1,5.00E-08,1,48,22,87,0.379070269
3377,00:51.4,0.002,2.00E-08,9,16,6,223,0.000625966
3378,00:52.8,0.002,2.00E-08,9,30,-13,40,0.000625366
9652,08:18.3,0.4,8.00E-08,2,35,20,82,0.189183958
4018,37:21.3,0.04,4.00E-08,6,10,16,50,0.014049454
3381,01:11.5,0.1,2.00E-08,4,16,9,62,0.047280289
3382,01:19.4,0.1,2.00E-08,4,43,0,248,0.047283449
511,43:39.5,0.4,8.00E-08,2,13,18,235,0.189184038
3384,01:56.1,1,5.00E-08,0,21,-12,183,0.759869038
1022,03:43.9,0.4,8.00E-08,2,25,2,32,0.189184038
2466,45:47.3,0.4,8.00E-08,2,43,-11,183,0.189184038
3662,44:01.9,0.4,8.00E-08,2,50,12,102,0.189184038
3388,02:48.5,1,5.00E-08,1,39,4,124,0.379069969
4247,14:53.8,0.04,4.00E-08,6,17,-5,44,0.014049454
9949,55:31.3,0.04,4.00E-08,5,4,-4,27,0.023736784
3391,02:56.1,0.02,2.00E-08,7,25,-13,92,0.007171727
4881,51:34.9,0.04,4.00E-08,6,40,18,245,0.014049454
3393,03:27.1,1,5.00E-08,1,9,-10,250,0.379069919
1979,26:43.2,0.2,4.00E-08,3,20,-2,150,0.094496659
3395,03:37.5,0.02,2.00E-08,7,46,-2,250,0.007173507
3396,03:38.9,0.002,2.00E-08,9,26,16,63,0.000625046
4396,36:22.8,0.4,8.00E-08,2,23,8,111,0.189184038
3398,03:48.6,0.002,2.00E-08,8,29,-7,167,0.000904909
2286,17:48.2,0.2,4.00E-08,3,17,4,15,0.094496659
3400,04:25.1,1,5.00E-08,0,35,8,119,0.759869838
6053,56:15.9,0.2,4.00E-08,3,8,-7,78,0.094496659
7354,13:51.0,0.2,4.00E-08,3,20,-11,4,0.094496659
3403,05:08.7,1,5.00E-08,0,11,19,7,0.759868188
3404,05:11.3,0.02,2.00E-08,7,39,-5,106,0.007169327
3405,05:18.8,0.1,2.00E-08,4,42,1,70,0.047281029
3406,05:47.0,1,5.00E-08,1,6,-4,50,0.379069819
3407,05:49.7,0.02,2.00E-08,7,30,-5,88,0.007168127
3408,05:51.2,0.002,2.00E-08,9,18,-15,115,0.000624186
3409,05:52.5,0.002,2.00E-08,8,2,-1,46,0.000907129
2979,03:33.2,0.04,4.00E-08,5,22,-16,207,0.023736824
3411,06:23.4,1,5.00E-08,0,47,14,53,0.759866738
3412,06:26.2,0.02,2.00E-08,7,32,20,191,0.007168687
3413,06:54.4,1,5.00E-08,1,50,0,216,0.379075119
3414,06:56.1,0.002,2.00E-08,8,35,-9,218,0.000907289
6735,45:50.5,0.04,4.00E-08,6,15,4,195,0.014049454
3416,07:27.3,1,5.00E-08,1,18,-15,190,0.379071519
3417,07:55.5,1,5.00E-08,1,12,15,203,0.379070369
3418,07:57.2,0.002,2.00E-08,9,26,3,201,0.000623806
3419,08:05.3,0.1,2.00E-08,4,43,-6,97,0.047280029
3420,08:07.7,0.02,2.00E-08,7,12,17,197,0.007170247
3421,08:35.5,1,5.00E-08,0,22,-7,152,0.759866188
8373,54:42.4,0.2,4.00E-08,3,13,-3,132,0.094496659
3656,43:26.2,0.04,4.00E-08,5,13,22,155,0.023736824
6868,09:16.2,0.04,4.00E-08,6,21,-10,90,0.014049454
3425,08:51.1,0.02,2.00E-08,7,43,-12,216,0.007168587
3426,08:58.5,0.1,2.00E-08,4,38,11,101,0.047280009
3671,45:11.4,0.04,4.00E-08,5,37,-6,208,0.023736824
4414,39:44.3,0.04,4.00E-08,5,31,-4,182,0.023736824
3429,09:11.1,0.1,2.00E-08,4,8,-9,195,0.047281409
5174,41:03.0,0.4,8.00E-08,2,13,11,214,0.189184038
3431,09:21.7,0.02,2.00E-08,7,23,9,44,0.007168667
3432,09:23.1,0.002,2.00E-08,9,31,0,70,0.000625606
3433,09:24.5,0.002,2.00E-08,8,39,-13,141,0.000904489
5193,44:52.7,0.4,8.00E-08,2,18,-15,227,0.189184038
3435,10:00.5,1,5.00E-08,0,34,-17,208,0.759866688
3436,10:02.0,0.002,2.00E-08,9,24,6,47,0.000624406
8732,53:08.9,0.2,4.00E-08,3,35,-15,8,0.094496659
6717,43:21.4,0.04,4.00E-08,5,29,7,34,0.023736824
6978,21:24.0,0.04,4.00E-08,6,15,-1,132,0.014049454
3440,10:22.7,0.1,2.00E-08,4,13,-7,215,0.047279489
5513,31:10.5,0.4,8.00E-08,2,18,-11,221,0.189184038
8227,34:34.0,0.04,4.00E-08,6,42,2,176,0.014049454
3443,10:34.9,0.002,2.00E-08,8,4,-8,96,0.000906489
3444,11:02.6,1,5.00E-08,0,7,-12,43,0.759866888
3445,11:04.1,0.002,2.00E-08,9,7,-1,74,0.000624166
3446,11:06.7,0.02,2.00E-08,7,5,-13,243,0.007173027
9341,26:20.7,0.04,4.00E-08,6,51,-13,184,0.014049454
6368,47:46.3,0.4,8.00E-08,2,29,19,34,0.189184038
3449,11:45.8,1,5.00E-08,1,47,-15,28,0.379069269
3450,11:47.4,0.002,2.00E-08,8,23,-9,217,0.000906669
3451,11:48.8,0.002,2.00E-08,8,30,-14,94,0.000905969
3452,11:56.8,0.1,2.00E-08,4,7,7,230,0.047281289
