sample,time,window,precision,offset,measured
28,2018-06-07 14:43:47.183548,0.0002,2.0000020000020002e-10,430,5.577425577425578e-05
29,2018-06-07 14:43:49.096048,0.0002,2.0000020000020002e-10,564,7.248007248007249e-05
30,2018-06-07 14:43:51.086126,0.0001,1.0000010000010001e-10,268,1.774851774851775e-05
31,2018-06-07 14:43:53.142055,0.0001,1.0000010000010001e-10,300,1.975911975911976e-05
32,2018-06-07 14:43:55.202641,0.0001,1.0000010000010001e-10,180,1.2235312235312237e-05
33,2018-06-07 14:43:56.310123,3.9999999999999996e-05,4.000040000400004e-10,111,1.5844958449584495e-05
34,2018-06-07 14:43:58.475702,0.0001,1.0000010000010001e-10,193,1.303901303901304e-05
35,2018-06-07 14:44:00.901230,0.0001,1.0000010000010001e-10,229,1.5276115276115277e-05
36,2018-06-07 14:44:01.922788,3.9999999999999996e-05,4.000040000400004e-10,118,1.6786167861678616e-05
37,2018-06-07 14:44:04.460311,0.0002,2.0000020000020002e-10,424,5.500585500585501e-05
38,2018-06-07 14:44:06.578914,0.0002,2.0000020000020002e-10,636,8.145848145848146e-05
39,2018-06-07 14:44:08.982190,0.0002,2.0000020000020002e-10,745,9.505149505149506e-05
40,2018-06-07 14:44:11.502189,0.0002,2.0000020000020002e-10,412,5.3541253541253545e-05
41,2018-06-07 14:44:13.646005,0.0002,2.0000020000020002e-10,679,8.68920868920869e-05
42,2018-06-07 14:44:15.799933,0.0002,2.0000020000020002e-10,688,8.802248802248803e-05
43,2018-06-07 14:44:18.048747,0.0001,1.0000010000010001e-10,244,1.624951624951625e-05
44,2018-06-07 14:44:18.988652,3.9999999999999996e-05,4.000040000400004e-10,98,1.4166941669416693e-05
45,2018-06-07 14:44:21.450589,0.0002,2.0000020000020002e-10,433,5.6079456079456085e-05
46,2018-06-07 14:44:24.042572,0.0002,2.0000020000020002e-10,717,9.165989165989167e-05
47,2018-06-07 14:44:26.196357,0.0001,1.0000010000010001e-10,237,1.5802015802015802e-05
48,2018-06-07 14:44:28.748469,0.0002,2.0000020000020002e-10,639,8.182248182248183e-05
49,2018-06-07 14:44:30.863405,0.0002,2.0000020000020002e-10,535,6.884886884886886e-05
50,2018-06-07 14:44:33.264170,0.0001,1.0000010000010001e-10,370,2.4091824091824095e-05
51,2018-06-07 14:44:34.280402,3.9999999999999996e-05,4.000040000400004e-10,94,1.3695736957369573e-05
52,2018-06-07 14:44:36.288452,0.0001,1.0000010000010001e-10,189,1.2793012793012795e-05
53,2018-06-07 14:44:38.855410,0.0001,1.0000010000010001e-10,325,2.127552127552128e-05
54,2018-06-07 14:44:41.220592,0.0002,2.0000020000020002e-10,632,8.093468093468094e-05
55,2018-06-07 14:44:43.560577,0.0002,2.0000020000020002e-10,798,0.00010177510177510178
56,2018-06-07 14:44:44.496162,3.9999999999999996e-05,4.000040000400004e-10,102,1.4672946729467294e-05
57,2018-06-07 14:44:47.035804,0.0002,2.0000020000020002e-10,511,6.584966584966585e-05
58,2018-06-07 14:44:49.235363,0.0002,2.0000020000020002e-10,585,7.510607510607511e-05
59,2018-06-07 14:44:51.579917,0.0002,2.0000020000020002e-10,642,8.227528227528228e-05
60,2018-06-07 14:44:53.971339,0.0001,1.0000010000010001e-10,228,1.5251915251915254e-05
61,2018-06-07 14:44:56.392870,0.0001,1.0000010000010001e-10,222,1.4853314853314854e-05
62,2018-06-07 14:44:58.648187,0.0002,2.0000020000020002e-10,663,8.485708485708486e-05
63,2018-06-07 14:45:01.130720,0.0002,2.0000020000020002e-10,465,6.010526010526011e-05
64,2018-06-07 14:45:03.493492,0.0002,2.0000020000020002e-10,603,7.730247730247731e-05
65,2018-06-07 14:45:05.855781,0.0002,2.0000020000020002e-10,490,6.328266328266329e-05
66,2018-06-07 14:45:08.328869,0.0001,1.0000010000010001e-10,309,2.0319920319920322e-05
67,2018-06-07 14:45:10.677197,0.0002,2.0000020000020002e-10,590,7.568527568527569e-05
68,2018-06-07 14:45:12.814649,0.0002,2.0000020000020002e-10,636,8.147548147548149e-05
69,2018-06-07 14:45:15.232884,0.0002,2.0000020000020002e-10,571,7.341067341067342e-05
70,2018-06-07 14:45:17.626630,0.0001,1.0000010000010001e-10,356,2.323602323602324e-05
71,2018-06-07 14:45:19.921935,0.0001,1.0000010000010001e-10,381,2.477862477862478e-05
72,2018-06-07 14:45:22.421902,0.0002,2.0000020000020002e-10,493,6.365766365766366e-05
73,2018-06-07 14:45:24.812734,0.0001,1.0000010000010001e-10,263,1.742001742001742e-05
74,2018-06-07 14:45:27.189806,0.0002,2.0000020000020002e-10,587,7.539647539647541e-05
75,2018-06-07 14:45:29.275836,0.0001,1.0000010000010001e-10,239,1.5917315917315918e-05
76,2018-06-07 14:45:31.565640,0.0002,2.0000020000020002e-10,666,8.524688524688525e-05
77,2018-06-07 14:45:33.943377,0.0002,2.0000020000020002e-10,629,8.066408066408067e-05
78,2018-06-07 14:45:36.155511,0.0002,2.0000020000020002e-10,518,6.675746675746677e-05
79,2018-06-07 14:45:38.386805,0.0001,1.0000010000010001e-10,275,1.8171418171418174e-05
80,2018-06-07 14:45:40.442620,0.0002,2.0000020000020002e-10,466,6.0168860168860175e-05
81,2018-06-07 14:45:41.502341,3.9999999999999996e-05,4.000040000400004e-10,132,1.8475384753847538e-05
82,2018-06-07 14:45:42.539641,3.9999999999999996e-05,4.000040000400004e-10,94,1.3706137061370614e-05
83,2018-06-07 14:45:44.981074,0.0001,1.0000010000010001e-10,398,2.5852125852125853e-05
84,2018-06-07 14:45:47.039705,0.0001,1.0000010000010001e-10,339,2.2171822171822175e-05
85,2018-06-07 14:45:49.403245,0.0002,2.0000020000020002e-10,422,5.468565468565469e-05
86,2018-06-07 14:45:51.583649,0.0002,2.0000020000020002e-10,414,5.3747653747653755e-05
87,2018-06-07 14:45:53.924065,0.0001,1.0000010000010001e-10,358,2.336912336912337e-05
88,2018-06-07 14:45:56.473346,0.0002,2.0000020000020002e-10,414,5.377505377505378e-05
89,2018-06-07 14:45:58.608904,0.0002,2.0000020000020002e-10,511,6.584406584406585e-05
90,2018-06-07 14:46:00.844984,0.0002,2.0000020000020002e-10,757,9.661649661649662e-05
91,2018-06-07 14:46:02.991673,0.0001,1.0000010000010001e-10,185,1.253951253951254e-05
92,2018-06-07 14:46:05.315295,0.0002,2.0000020000020002e-10,606,8.038748038748039e-05
93,2018-06-07 14:46:07.322003,0.0002,2.0000020000020002e-10,598,7.72872772872773e-05
94,2018-06-07 14:46:09.810390,0.0001,1.0000010000010001e-10,264,1.746851746851747e-05
95,2018-06-07 14:46:11.753236,0.0001,1.0000010000010001e-10,181,1.2287112287112288e-05
96,2018-06-07 14:46:13.811643,0.0002,2.0000020000020002e-10,469,6.0549060549060556e-05
97,2018-06-07 14:46:16.011020,0.0002,2.0000020000020002e-10,602,8.116228116228117e-05
98,2018-06-07 14:46:18.149152,0.0002,2.0000020000020002e-10,477,6.161546161546162e-05
99,2018-06-07 14:46:19.094010,3.9999999999999996e-05,4.000040000400004e-10,147,2.03250032500325e-05
100,2018-06-07 14:46:21.270158,0.0002,2.0000020000020002e-10,522,6.723566723566725e-05
101,2018-06-07 14:46:23.379734,0.0002,2.0000020000020002e-10,783,9.98024998024998e-05
102,2018-06-07 14:46:25.562282,0.0001,1.0000010000010001e-10,382,2.4841424841424842e-05
103,2018-06-07 14:46:28.140126,0.0002,2.0000020000020002e-10,405,5.6539456539456544e-05
104,2018-06-07 14:46:30.528042,0.0002,2.0000020000020002e-10,463,5.977785977785978e-05
105,2018-06-07 14:46:32.726611,0.0002,2.0000020000020002e-10,731,9.336509336509338e-05
106,2018-06-07 14:46:34.805534,0.0002,2.0000020000020002e-10,507,6.526266526266527e-05
107,2018-06-07 14:46:37.170055,0.0002,2.0000020000020002e-10,629,8.050568050568051e-05
108,2018-06-07 14:46:39.644285,0.0002,2.0000020000020002e-10,755,9.635789635789637e-05
109,2018-06-07 14:46:41.766762,0.0002,2.0000020000020002e-10,636,8.141828141828143e-05
110,2018-06-07 14:46:42.738009,3.9999999999999996e-05,4.000040000400004e-10,124,1.8580585805858058e-05
111,2018-06-07 14:46:45.349482,0.0002,2.0000020000020002e-10,732,9.33902933902934e-05
112,2018-06-07 14:46:47.891528,0.0001,1.0000010000010001e-10,389,2.527652527652528e-05
113,2018-06-07 14:46:50.251543,0.0001,1.0000010000010001e-10,319,2.090802090802091e-05
114,2018-06-07 14:46:52.578580,0.0002,2.0000020000020002e-10,542,6.96934696934697e-05
115,2018-06-07 14:46:53.595106,3.9999999999999996e-05,4.000040000400004e-10,123,1.7386973869738696e-05
116,2018-06-07 14:46:54.584150,3.9999999999999996e-05,4.000040000400004e-10,112,1.5989759897598976e-05
117,2018-06-07 14:46:56.983683,0.0002,2.0000020000020002e-10,452,5.8530658530658535e-05
118,2018-06-07 14:46:59.314259,0.0001,1.0000010000010001e-10,343,2.2410422410422413e-05
119,2018-06-07 14:47:01.603897,0.0001,1.0000010000010001e-10,255,1.6932916932916934e-05
120,2018-06-07 14:47:03.955339,0.0002,2.0000020000020002e-10,769,9.814269814269815e-05
121,2018-06-07 14:47:06.039325,0.0002,2.0000020000020002e-10,728,9.296789296789298e-05
122,2018-06-07 14:47:08.442475,0.0001,1.0000010000010001e-10,379,2.465962465962466e-05
123,2018-06-07 14:47:09.462778,3.9999999999999996e-05,4.000040000400004e-10,116,1.6440564405644056e-05
124,2018-06-07 14:47:11.844789,0.0001,1.0000010000010001e-10,352,2.297532297532298e-05
125,2018-06-07 14:47:13.774009,0.0001,1.0000010000010001e-10,333,2.1789221789221792e-05
126,2018-06-07 14:47:15.922694,0.0001,1.0000010000010001e-10,336,2.2004422004422006e-05
127,2018-06-07 14:47:18.216964,0.0002,2.0000020000020002e-10,548,7.054047054047055e-05
128,2018-06-07 14:47:20.412955,0.0001,1.0000010000010001e-10,386,2.5115425115425117e-05
129,2018-06-07 14:47:22.936732,0.0001,1.0000010000010001e-10,198,1.333831333831334e-05
