,tx_node,rx_node,modulation,power,preamble,rssi,snr,timestamp
0,1.0,3.0,5.0,10.0,2.0,-84.0,12.0,1533584462.020896
1,1.0,13.0,5.0,10.0,2.0,-108.0,-2.0,1533584462.020896
2,1.0,25.0,5.0,10.0,2.0,-102.0,-2.0,1533584462.020896
3,1.0,10.0,5.0,22.0,2.0,-81.0,11.0,1533584462.372126
4,1.0,28.0,7.0,0.0,2.0,-98.0,5.0,1533584462.73089
5,1.0,8.0,7.0,0.0,2.0,-63.0,6.0,1533584462.73089
6,1.0,15.0,7.0,0.0,2.0,-67.0,8.0,1533584462.73089
7,1.0,4.0,7.0,0.0,2.0,-59.0,8.0,1533584462.73089
8,1.0,23.0,7.0,0.0,2.0,-103.0,-4.0,1533584462.73089
9,1.0,22.0,7.0,0.0,2.0,-104.0,0.0,1533584462.73089
10,1.0,28.0,7.0,10.0,2.0,-89.0,8.0,1533584462.990535
11,1.0,3.0,7.0,10.0,2.0,-84.0,8.0,1533584462.990535
12,1.0,8.0,7.0,10.0,2.0,-52.0,9.0,1533584462.990535
13,1.0,10.0,7.0,10.0,2.0,-93.0,3.0,1533584462.990535
14,1.0,15.0,7.0,10.0,2.0,-58.0,9.0,1533584462.990535
15,1.0,4.0,7.0,10.0,2.0,-48.0,9.0,1533584462.990535
16,1.0,20.0,7.0,10.0,2.0,-101.0,4.0,1533584462.990535
17,1.0,23.0,7.0,10.0,2.0,-97.0,5.0,1533584462.990535
18,1.0,26.0,7.0,10.0,2.0,-105.0,-3.0,1533584462.990535
19,1.0,32.0,7.0,10.0,2.0,-85.0,7.0,1533584462.990535
20,1.0,33.0,7.0,10.0,2.0,-71.0,9.0,1533584462.990535
21,1.0,13.0,7.0,10.0,2.0,-109.0,-3.0,1533584462.990535
22,1.0,25.0,7.0,10.0,2.0,-103.0,0.0,1533584462.990535
23,1.0,22.0,7.0,10.0,2.0,-95.0,7.0,1533584462.990535
24,1.0,28.0,7.0,22.0,2.0,-77.0,8.0,1533584463.242782
25,1.0,3.0,7.0,22.0,2.0,-71.0,9.0,1533584463.242782
26,1.0,24.0,7.0,22.0,2.0,-95.0,5.0,1533584463.242782
27,1.0,8.0,7.0,22.0,2.0,-39.0,8.0,1533584463.242782
28,1.0,10.0,7.0,22.0,2.0,-81.0,8.0,1533584463.242782
29,1.0,15.0,7.0,22.0,2.0,-45.0,8.0,1533584463.242782
30,1.0,4.0,7.0,22.0,2.0,-36.0,9.0,1533584463.242782
31,1.0,20.0,7.0,22.0,2.0,-88.0,8.0,1533584463.242782
32,1.0,23.0,7.0,22.0,2.0,-84.0,8.0,1533584463.242782
33,1.0,26.0,7.0,22.0,2.0,-95.0,5.0,1533584463.242782
34,1.0,32.0,7.0,22.0,2.0,-73.0,9.0,1533584463.242782
35,1.0,33.0,7.0,22.0,2.0,-59.0,9.0,1533584463.242782
36,1.0,13.0,7.0,22.0,2.0,-99.0,6.0,1533584463.242782
37,1.0,25.0,7.0,22.0,2.0,-93.0,7.0,1533584463.242782
38,1.0,22.0,7.0,22.0,2.0,-83.0,8.0,1533584463.242782
39,1.0,8.0,9.0,10.0,2.0,-39.0,8.0,1533584463.720562
40,1.0,15.0,9.0,10.0,2.0,-45.0,8.0,1533584463.720562
41,1.0,4.0,9.0,10.0,2.0,-36.0,9.0,1533584463.720562
42,1.0,33.0,9.0,10.0,2.0,-59.0,9.0,1533584463.720562
43,1.0,15.0,9.0,22.0,2.0,-45.0,8.0,1533584463.93083
44,1.0,4.0,9.0,22.0,2.0,-36.0,9.0,1533584463.93083
45,1.0,33.0,9.0,22.0,2.0,-59.0,9.0,1533584463.93083
46,1.0,28.0,3.0,0.0,3.0,-99.0,6.0,1533584464.140613
47,1.0,3.0,3.0,0.0,3.0,-93.0,9.0,1533584464.140613
48,1.0,24.0,3.0,0.0,3.0,-106.0,-13.0,1533584464.140613
49,1.0,8.0,3.0,0.0,3.0,-60.0,10.0,1533584464.140613
50,1.0,10.0,3.0,0.0,3.0,-98.0,-4.0,1533584464.140613
51,1.0,15.0,3.0,0.0,3.0,-67.0,11.0,1533584464.140613
52,1.0,4.0,3.0,0.0,3.0,-56.0,11.0,1533584464.140613
53,1.0,20.0,3.0,0.0,3.0,-106.0,-5.0,1533584464.140613
54,1.0,23.0,3.0,0.0,3.0,-102.0,-4.0,1533584464.140613
55,1.0,26.0,3.0,0.0,3.0,-106.0,-13.0,1533584464.140613
56,1.0,32.0,3.0,0.0,3.0,-94.0,3.0,1533584464.140613
57,1.0,22.0,3.0,0.0,3.0,-103.0,0.0,1533584464.140613
58,1.0,28.0,3.0,10.0,3.0,-89.0,9.0,1533584464.820619
59,1.0,3.0,3.0,10.0,3.0,-84.0,10.0,1533584464.820619
60,1.0,24.0,3.0,10.0,3.0,-103.0,-5.0,1533584464.820619
61,1.0,8.0,3.0,10.0,3.0,-51.0,11.0,1533584464.820619
62,1.0,10.0,3.0,10.0,3.0,-92.0,4.0,1533584464.820619
63,1.0,15.0,3.0,10.0,3.0,-57.0,10.0,1533584464.820619
64,1.0,4.0,3.0,10.0,3.0,-48.0,10.0,1533584464.820619
65,1.0,20.0,3.0,10.0,3.0,-100.0,4.0,1533584464.820619
66,1.0,23.0,3.0,10.0,3.0,-97.0,6.0,1533584464.820619
67,1.0,26.0,3.0,10.0,3.0,-105.0,-3.0,1533584464.820619
68,1.0,32.0,3.0,10.0,3.0,-86.0,9.0,1533584464.820619
69,1.0,33.0,3.0,10.0,3.0,-71.0,10.0,1533584464.820619
70,1.0,13.0,3.0,10.0,3.0,-108.0,-3.0,1533584464.820619
71,1.0,25.0,3.0,10.0,3.0,-103.0,0.0,1533584464.820619
72,1.0,22.0,3.0,10.0,3.0,-95.0,6.0,1533584464.820619
73,1.0,28.0,3.0,22.0,3.0,-77.0,10.0,1533584465.500636
74,1.0,3.0,3.0,22.0,3.0,-71.0,10.0,1533584465.500636
75,1.0,24.0,3.0,22.0,3.0,-95.0,5.0,1533584465.500636
76,1.0,8.0,3.0,22.0,3.0,-39.0,10.0,1533584465.500636
77,1.0,10.0,3.0,22.0,3.0,-81.0,9.0,1533584465.500636
78,1.0,15.0,3.0,22.0,3.0,-46.0,10.0,1533584465.500636
79,1.0,4.0,3.0,22.0,3.0,-35.0,10.0,1533584465.500636
80,1.0,20.0,3.0,22.0,3.0,-89.0,9.0,1533584465.500636
81,1.0,23.0,3.0,22.0,3.0,-85.0,10.0,1533584465.500636
82,1.0,26.0,3.0,22.0,3.0,-96.0,6.0,1533584465.500636
83,1.0,33.0,3.0,22.0,3.0,-59.0,10.0,1533584465.500636
84,1.0,13.0,3.0,22.0,3.0,-99.0,6.0,1533584465.500636
85,1.0,25.0,3.0,22.0,3.0,-93.0,8.0,1533584465.500636
86,1.0,22.0,3.0,22.0,3.0,-83.0,10.0,1533584465.500636
87,1.0,28.0,5.0,0.0,3.0,-98.0,3.0,1533584466.181798
88,1.0,3.0,5.0,0.0,3.0,-94.0,9.0,1533584466.181798
89,1.0,8.0,5.0,0.0,3.0,-60.0,12.0,1533584466.181798
90,1.0,15.0,5.0,0.0,3.0,-67.0,12.0,1533584466.181798
91,1.0,4.0,5.0,0.0,3.0,-56.0,12.0,1533584466.181798
92,1.0,20.0,5.0,0.0,3.0,-106.0,-5.0,1533584466.181798
93,1.0,23.0,5.0,0.0,3.0,-103.0,-4.0,1533584466.181798
94,1.0,32.0,5.0,0.0,3.0,-93.0,-1.0,1533584466.181798
95,1.0,33.0,5.0,0.0,3.0,-81.0,12.0,1533584466.181798
96,1.0,22.0,5.0,0.0,3.0,-103.0,1.0,1533584466.181798
97,1.0,28.0,5.0,10.0,3.0,-89.0,11.0,1533584466.540836
98,1.0,3.0,5.0,10.0,3.0,-84.0,11.0,1533584466.540836
99,1.0,24.0,5.0,10.0,3.0,-103.0,-5.0,1533584466.540836
100,1.0,8.0,5.0,10.0,3.0,-51.0,12.0,1533584466.540836
101,1.0,10.0,5.0,10.0,3.0,-93.0,4.0,1533584466.540836
102,1.0,15.0,5.0,10.0,3.0,-57.0,12.0,1533584466.540836
103,1.0,4.0,5.0,10.0,3.0,-48.0,13.0,1533584466.540836
104,1.0,20.0,5.0,10.0,3.0,-101.0,6.0,1533584466.540836
105,1.0,23.0,5.0,10.0,3.0,-96.0,7.0,1533584466.540836
106,1.0,26.0,5.0,10.0,3.0,-105.0,-2.0,1533584466.540836
107,1.0,32.0,5.0,10.0,3.0,-86.0,10.0,1533584466.540836
108,1.0,33.0,5.0,10.0,3.0,-71.0,12.0,1533584466.540836
109,1.0,13.0,5.0,10.0,3.0,-109.0,-2.0,1533584466.540836
110,1.0,22.0,5.0,10.0,3.0,-95.0,9.0,1533584466.540836
111,1.0,28.0,5.0,22.0,3.0,-73.0,-5.0,1533584466.893121
112,1.0,3.0,5.0,22.0,3.0,-71.0,13.0,1533584466.893121
113,1.0,8.0,5.0,22.0,3.0,-39.0,12.0,1533584466.893121
114,1.0,10.0,5.0,22.0,3.0,-81.0,11.0,1533584466.893121
115,1.0,15.0,5.0,22.0,3.0,-46.0,12.0,1533584466.893121
116,1.0,20.0,5.0,22.0,3.0,-89.0,12.0,1533584466.893121
117,1.0,23.0,5.0,22.0,3.0,-84.0,12.0,1533584466.893121
118,1.0,26.0,5.0,22.0,3.0,-96.0,8.0,1533584466.893121
119,1.0,32.0,5.0,22.0,3.0,-73.0,12.0,1533584466.893121
120,1.0,33.0,5.0,22.0,3.0,-59.0,12.0,1533584466.893121
121,1.0,13.0,5.0,22.0,3.0,-99.0,8.0,1533584466.893121
122,1.0,25.0,5.0,22.0,3.0,-93.0,9.0,1533584466.893121
123,1.0,22.0,5.0,22.0,3.0,-83.0,12.0,1533584466.893121
124,1.0,28.0,7.0,0.0,3.0,-99.0,5.0,1533584467.250426
125,1.0,3.0,7.0,0.0,3.0,-94.0,7.0,1533584467.250426
126,1.0,8.0,7.0,0.0,3.0,-61.0,8.0,1533584467.250426
127,1.0,15.0,7.0,0.0,3.0,-67.0,8.0,1533584467.250426
128,1.0,4.0,7.0,0.0,3.0,-58.0,8.0,1533584467.250426
129,1.0,32.0,7.0,0.0,3.0,-94.0,2.0,1533584467.250426
130,1.0,33.0,7.0,0.0,3.0,-81.0,8.0,1533584467.250426
131,1.0,22.0,7.0,0.0,3.0,-104.0,0.0,1533584467.250426
132,1.0,28.0,7.0,10.0,3.0,-89.0,8.0,1533584467.511223
133,1.0,3.0,7.0,10.0,3.0,-84.0,9.0,1533584467.511223
134,1.0,24.0,7.0,10.0,3.0,-104.0,-4.0,1533584467.511223
135,1.0,8.0,7.0,10.0,3.0,-52.0,9.0,1533584467.511223
136,1.0,10.0,7.0,10.0,3.0,-92.0,4.0,1533584467.511223
137,1.0,15.0,7.0,10.0,3.0,-57.0,9.0,1533584467.511223
138,1.0,4.0,7.0,10.0,3.0,-48.0,9.0,1533584467.511223
139,1.0,20.0,7.0,10.0,3.0,-101.0,4.0,1533584467.511223
140,1.0,23.0,7.0,10.0,3.0,-96.0,5.0,1533584467.511223
141,1.0,26.0,7.0,10.0,3.0,-104.0,-4.0,1533584467.511223
142,1.0,32.0,7.0,10.0,3.0,-85.0,7.0,1533584467.511223
143,1.0,33.0,7.0,10.0,3.0,-71.0,9.0,1533584467.511223
144,1.0,25.0,7.0,10.0,3.0,-103.0,-1.0,1533584467.511223
145,1.0,22.0,7.0,10.0,3.0,-95.0,7.0,1533584467.511223
146,1.0,28.0,7.0,22.0,3.0,-77.0,8.0,1533584467.771275
147,1.0,3.0,7.0,22.0,3.0,-71.0,8.0,1533584467.771275
148,1.0,24.0,7.0,22.0,3.0,-96.0,4.0,1533584467.771275
149,1.0,8.0,7.0,22.0,3.0,-39.0,9.0,1533584467.771275
150,1.0,10.0,7.0,22.0,3.0,-81.0,8.0,1533584467.771275
151,1.0,15.0,7.0,22.0,3.0,-45.0,8.0,1533584467.771275
152,1.0,4.0,7.0,22.0,3.0,-37.0,8.0,1533584467.771275
153,1.0,20.0,7.0,22.0,3.0,-89.0,8.0,1533584467.771275
154,1.0,23.0,7.0,22.0,3.0,-85.0,8.0,1533584467.771275
155,1.0,26.0,7.0,22.0,3.0,-96.0,6.0,1533584467.771275
156,1.0,32.0,7.0,22.0,3.0,-73.0,9.0,1533584467.771275
157,1.0,33.0,7.0,22.0,3.0,-59.0,9.0,1533584467.771275
158,1.0,13.0,7.0,22.0,3.0,-99.0,6.0,1533584467.771275
159,1.0,25.0,7.0,22.0,3.0,-93.0,7.0,1533584467.771275
160,1.0,22.0,7.0,22.0,3.0,-83.0,9.0,1533584467.771275
161,1.0,15.0,9.0,0.0,3.0,-45.0,8.0,1533584468.030427
162,1.0,4.0,9.0,0.0,3.0,-37.0,8.0,1533584468.030427
163,1.0,8.0,9.0,10.0,3.0,-39.0,9.0,1533584468.240663
164,1.0,15.0,9.0,10.0,3.0,-45.0,8.0,1533584468.240663
165,1.0,4.0,9.0,10.0,3.0,-37.0,8.0,1533584468.240663
166,1.0,8.0,9.0,22.0,3.0,-39.0,9.0,1533584468.450668
167,1.0,15.0,9.0,22.0,3.0,-45.0,8.0,1533584468.450668
168,1.0,4.0,9.0,22.0,3.0,-37.0,8.0,1533584468.450668
169,1.0,33.0,9.0,22.0,3.0,-59.0,9.0,1533584468.450668
170,1.0,28.0,3.0,0.0,4.0,-99.0,3.0,1533584468.660722
171,1.0,8.0,3.0,0.0,4.0,-60.0,10.0,1533584468.660722
172,1.0,15.0,3.0,0.0,4.0,-67.0,10.0,1533584468.660722
173,1.0,4.0,3.0,0.0,4.0,-57.0,10.0,1533584468.660722
174,1.0,23.0,3.0,0.0,4.0,-103.0,-4.0,1533584468.660722
175,1.0,32.0,3.0,0.0,4.0,-95.0,2.0,1533584468.660722
176,1.0,33.0,3.0,0.0,4.0,-81.0,8.0,1533584468.660722
177,1.0,28.0,3.0,10.0,4.0,-83.0,6.0,1533584469.350483
178,1.0,3.0,3.0,10.0,4.0,-80.0,6.0,1533584469.350483
179,1.0,24.0,3.0,10.0,4.0,-94.0,-6.0,1533584469.350483
180,1.0,8.0,3.0,10.0,4.0,-51.0,11.0,1533584469.350483
181,1.0,10.0,3.0,10.0,4.0,-85.0,1.0,1533584469.350483
182,1.0,15.0,3.0,10.0,4.0,-57.0,10.0,1533584469.350483
183,1.0,4.0,3.0,10.0,4.0,-48.0,10.0,1533584469.350483
184,1.0,20.0,3.0,10.0,4.0,-96.0,1.0,1533584469.350483
185,1.0,23.0,3.0,10.0,4.0,-96.0,4.0,1533584469.350483
186,1.0,26.0,3.0,10.0,4.0,-103.0,-4.0,1533584469.350483
187,1.0,32.0,3.0,10.0,4.0,-82.0,5.0,1533584469.350483
188,1.0,33.0,3.0,10.0,4.0,-71.0,8.0,1533584469.350483
189,1.0,13.0,3.0,10.0,4.0,-94.0,-5.0,1533584469.350483
190,1.0,25.0,3.0,10.0,4.0,-94.0,-3.0,1533584469.350483
191,1.0,22.0,3.0,10.0,4.0,-89.0,4.0,1533584469.350483
192,1.0,28.0,3.0,22.0,4.0,-77.0,10.0,1533584470.032918
193,1.0,3.0,3.0,22.0,4.0,-71.0,11.0,1533584470.032918
194,1.0,24.0,3.0,22.0,4.0,-96.0,6.0,1533584470.032918
195,1.0,8.0,3.0,22.0,4.0,-39.0,10.0,1533584470.032918
196,1.0,10.0,3.0,22.0,4.0,-81.0,9.0,1533584470.032918
197,1.0,15.0,3.0,22.0,4.0,-46.0,10.0,1533584470.032918
198,1.0,4.0,3.0,22.0,4.0,-35.0,10.0,1533584470.032918
199,1.0,20.0,3.0,22.0,4.0,-89.0,10.0,1533584470.032918
200,1.0,23.0,3.0,22.0,4.0,-85.0,10.0,1533584470.032918
201,1.0,26.0,3.0,22.0,4.0,-96.0,7.0,1533584470.032918
202,1.0,32.0,3.0,22.0,4.0,-73.0,10.0,1533584470.032918
203,1.0,33.0,3.0,22.0,4.0,-59.0,10.0,1533584470.032918
204,1.0,13.0,3.0,22.0,4.0,-99.0,7.0,1533584470.032918
205,1.0,25.0,3.0,22.0,4.0,-93.0,8.0,1533584470.032918
206,1.0,22.0,3.0,22.0,4.0,-83.0,10.0,1533584470.032918
207,1.0,28.0,5.0,0.0,4.0,-99.0,7.0,1533584470.721982
208,1.0,3.0,5.0,0.0,4.0,-94.0,10.0,1533584470.721982
209,1.0,8.0,5.0,0.0,4.0,-61.0,9.0,1533584470.721982
210,1.0,10.0,5.0,0.0,4.0,-98.0,-5.0,1533584470.721982
211,1.0,15.0,5.0,0.0,4.0,-67.0,4.0,1533584470.721982
212,1.0,4.0,5.0,0.0,4.0,-56.0,12.0,1533584470.721982
213,1.0,20.0,5.0,0.0,4.0,-106.0,-5.0,1533584470.721982
214,1.0,23.0,5.0,0.0,4.0,-103.0,-4.0,1533584470.721982
215,1.0,33.0,5.0,0.0,4.0,-74.0,-8.0,1533584470.721982
216,1.0,25.0,5.0,0.0,4.0,-106.0,-10.0,1533584470.721982
217,1.0,22.0,5.0,0.0,4.0,-104.0,1.0,1533584470.721982
218,1.0,28.0,5.0,10.0,4.0,-89.0,11.0,1533584471.080364
219,1.0,3.0,5.0,10.0,4.0,-84.0,12.0,1533584471.080364
220,1.0,24.0,5.0,10.0,4.0,-104.0,-5.0,1533584471.080364
221,1.0,8.0,5.0,10.0,4.0,-51.0,12.0,1533584471.080364
222,1.0,10.0,5.0,10.0,4.0,-92.0,4.0,1533584471.080364
223,1.0,15.0,5.0,10.0,4.0,-57.0,12.0,1533584471.080364
224,1.0,4.0,5.0,10.0,4.0,-47.0,12.0,1533584471.080364
225,1.0,20.0,5.0,10.0,4.0,-101.0,6.0,1533584471.080364
226,1.0,23.0,5.0,10.0,4.0,-97.0,7.0,1533584471.080364
227,1.0,26.0,5.0,10.0,4.0,-105.0,-3.0,1533584471.080364
228,1.0,32.0,5.0,10.0,4.0,-86.0,11.0,1533584471.080364
229,1.0,33.0,5.0,10.0,4.0,-71.0,12.0,1533584471.080364
230,1.0,13.0,5.0,10.0,4.0,-108.0,-2.0,1533584471.080364
231,1.0,25.0,5.0,10.0,4.0,-103.0,0.0,1533584471.080364
232,1.0,22.0,5.0,10.0,4.0,-95.0,9.0,1533584471.080364
233,1.0,28.0,5.0,22.0,4.0,-77.0,12.0,1533584471.432905
234,1.0,3.0,5.0,22.0,4.0,-71.0,12.0,1533584471.432905
235,1.0,24.0,5.0,22.0,4.0,-95.0,3.0,1533584471.432905
236,1.0,8.0,5.0,22.0,4.0,-39.0,12.0,1533584471.432905
237,1.0,10.0,5.0,22.0,4.0,-81.0,10.0,1533584471.432905
238,1.0,15.0,5.0,22.0,4.0,-46.0,11.0,1533584471.432905
239,1.0,4.0,5.0,22.0,4.0,-35.0,12.0,1533584471.432905
240,1.0,20.0,5.0,22.0,4.0,-88.0,11.0,1533584471.432905
241,1.0,23.0,5.0,22.0,4.0,-84.0,11.0,1533584471.432905
242,1.0,26.0,5.0,22.0,4.0,-96.0,8.0,1533584471.432905
243,1.0,32.0,5.0,22.0,4.0,-73.0,12.0,1533584471.432905
244,1.0,33.0,5.0,22.0,4.0,-59.0,12.0,1533584471.432905
245,1.0,13.0,5.0,22.0,4.0,-99.0,8.0,1533584471.432905
246,1.0,25.0,5.0,22.0,4.0,-93.0,9.0,1533584471.432905
247,1.0,22.0,5.0,22.0,4.0,-83.0,11.0,1533584471.432905
248,1.0,28.0,7.0,0.0,4.0,-98.0,5.0,1533584471.790787
249,1.0,3.0,7.0,0.0,4.0,-93.0,6.0,1533584471.790787
250,1.0,8.0,7.0,0.0,4.0,-61.0,8.0,1533584471.790787
251,1.0,15.0,7.0,0.0,4.0,-68.0,8.0,1533584471.790787
252,1.0,4.0,7.0,0.0,4.0,-58.0,8.0,1533584471.790787
253,1.0,23.0,7.0,0.0,4.0,-103.0,-2.0,1533584471.790787
254,1.0,32.0,7.0,0.0,4.0,-95.0,4.0,1533584471.790787
255,1.0,33.0,7.0,0.0,4.0,-81.0,8.0,1533584471.790787
256,1.0,22.0,7.0,0.0,4.0,-104.0,1.0,1533584471.790787
257,1.0,28.0,7.0,10.0,4.0,-89.0,8.0,1533584472.050764
258,1.0,3.0,7.0,10.0,4.0,-84.0,8.0,1533584472.050764
259,1.0,8.0,7.0,10.0,4.0,-51.0,9.0,1533584472.050764
260,1.0,15.0,7.0,10.0,4.0,-58.0,9.0,1533584472.050764
261,1.0,4.0,7.0,10.0,4.0,-47.0,9.0,1533584472.050764
262,1.0,20.0,7.0,10.0,4.0,-100.0,3.0,1533584472.050764
263,1.0,23.0,7.0,10.0,4.0,-97.0,4.0,1533584472.050764
264,1.0,26.0,7.0,10.0,4.0,-105.0,-4.0,1533584472.050764
265,1.0,32.0,7.0,10.0,4.0,-85.0,7.0,1533584472.050764
266,1.0,33.0,7.0,10.0,4.0,-71.0,9.0,1533584472.050764
267,1.0,13.0,7.0,10.0,4.0,-108.0,-4.0,1533584472.050764
268,1.0,25.0,7.0,10.0,4.0,-103.0,-1.0,1533584472.050764
269,1.0,22.0,7.0,10.0,4.0,-95.0,6.0,1533584472.050764
270,1.0,28.0,7.0,22.0,4.0,-77.0,8.0,1533584472.310832
271,1.0,3.0,7.0,22.0,4.0,-71.0,8.0,1533584472.310832
272,1.0,24.0,7.0,22.0,4.0,-95.0,5.0,1533584472.310832
273,1.0,8.0,7.0,22.0,4.0,-39.0,9.0,1533584472.310832
274,1.0,10.0,7.0,22.0,4.0,-81.0,8.0,1533584472.310832
275,1.0,15.0,7.0,22.0,4.0,-46.0,9.0,1533584472.310832
276,1.0,4.0,7.0,22.0,4.0,-37.0,8.0,1533584472.310832
277,1.0,20.0,7.0,22.0,4.0,-88.0,8.0,1533584472.310832
278,1.0,23.0,7.0,22.0,4.0,-84.0,8.0,1533584472.310832
279,1.0,26.0,7.0,22.0,4.0,-95.0,6.0,1533584472.310832
280,1.0,32.0,7.0,22.0,4.0,-73.0,9.0,1533584472.310832
281,1.0,33.0,7.0,22.0,4.0,-59.0,9.0,1533584472.310832
282,1.0,13.0,7.0,22.0,4.0,-99.0,7.0,1533584472.310832
283,1.0,25.0,7.0,22.0,4.0,-92.0,7.0,1533584472.310832
284,1.0,22.0,7.0,22.0,4.0,-83.0,8.0,1533584472.310832
285,1.0,8.0,9.0,0.0,4.0,-39.0,9.0,1533584472.570935
286,1.0,4.0,9.0,0.0,4.0,-37.0,8.0,1533584472.570935
287,1.0,8.0,9.0,10.0,4.0,-39.0,9.0,1533584472.780483
288,1.0,15.0,9.0,10.0,4.0,-46.0,9.0,1533584472.780483
289,1.0,4.0,9.0,10.0,4.0,-37.0,8.0,1533584472.780483
290,1.0,28.0,9.0,22.0,4.0,-77.0,8.0,1533584472.99076
291,1.0,15.0,9.0,22.0,4.0,-46.0,9.0,1533584472.99076
292,1.0,4.0,9.0,22.0,4.0,-37.0,8.0,1533584472.99076
293,1.0,33.0,9.0,22.0,4.0,-59.0,9.0,1533584472.99076
294,1.0,28.0,3.0,0.0,6.0,-98.0,7.0,1533584473.200498
295,1.0,3.0,3.0,0.0,6.0,-93.0,9.0,1533584473.200498
296,1.0,8.0,3.0,0.0,6.0,-60.0,10.0,1533584473.200498
297,1.0,10.0,3.0,0.0,6.0,-98.0,-4.0,1533584473.200498
298,1.0,15.0,3.0,0.0,6.0,-67.0,10.0,1533584473.200498
299,1.0,4.0,3.0,0.0,6.0,-56.0,10.0,1533584473.200498
300,1.0,20.0,3.0,0.0,6.0,-106.0,-4.0,1533584473.200498
301,1.0,23.0,3.0,0.0,6.0,-103.0,-3.0,1533584473.200498
302,1.0,26.0,3.0,0.0,6.0,-106.0,-13.0,1533584473.200498
303,1.0,32.0,3.0,0.0,6.0,-95.0,4.0,1533584473.200498
304,1.0,33.0,3.0,0.0,6.0,-81.0,10.0,1533584473.200498
305,1.0,13.0,3.0,0.0,6.0,-110.0,-13.0,1533584473.200498
306,1.0,25.0,3.0,0.0,6.0,-106.0,-10.0,1533584473.200498
307,1.0,22.0,3.0,0.0,6.0,-104.0,1.0,1533584473.200498
308,1.0,28.0,3.0,10.0,6.0,-89.0,9.0,1533584473.901055
309,1.0,3.0,3.0,10.0,6.0,-84.0,10.0,1533584473.901055
310,1.0,24.0,3.0,10.0,6.0,-104.0,-4.0,1533584473.901055
311,1.0,8.0,3.0,10.0,6.0,-51.0,11.0,1533584473.901055
312,1.0,10.0,3.0,10.0,6.0,-92.0,4.0,1533584473.901055
313,1.0,15.0,3.0,10.0,6.0,-57.0,10.0,1533584473.901055
314,1.0,4.0,3.0,10.0,6.0,-48.0,10.0,1533584473.901055
315,1.0,20.0,3.0,10.0,6.0,-101.0,5.0,1533584473.901055
316,1.0,23.0,3.0,10.0,6.0,-97.0,6.0,1533584473.901055
317,1.0,26.0,3.0,10.0,6.0,-105.0,-3.0,1533584473.901055
318,1.0,32.0,3.0,10.0,6.0,-86.0,9.0,1533584473.901055
319,1.0,33.0,3.0,10.0,6.0,-71.0,10.0,1533584473.901055
320,1.0,13.0,3.0,10.0,6.0,-109.0,-3.0,1533584473.901055
321,1.0,25.0,3.0,10.0,6.0,-103.0,-1.0,1533584473.901055
322,1.0,22.0,3.0,10.0,6.0,-95.0,8.0,1533584473.901055
323,1.0,28.0,3.0,22.0,6.0,-77.0,10.0,1533584474.597217
324,1.0,3.0,3.0,22.0,6.0,-71.0,10.0,1533584474.597217
325,1.0,24.0,3.0,22.0,6.0,-96.0,6.0,1533584474.597217
326,1.0,8.0,3.0,22.0,6.0,-39.0,10.0,1533584474.597217
327,1.0,10.0,3.0,22.0,6.0,-81.0,9.0,1533584474.597217
328,1.0,15.0,3.0,22.0,6.0,-46.0,10.0,1533584474.597217
329,1.0,4.0,3.0,22.0,6.0,-35.0,10.0,1533584474.597217
330,1.0,20.0,3.0,22.0,6.0,-89.0,10.0,1533584474.597217
331,1.0,23.0,3.0,22.0,6.0,-84.0,10.0,1533584474.597217
332,1.0,26.0,3.0,22.0,6.0,-96.0,6.0,1533584474.597217
333,1.0,32.0,3.0,22.0,6.0,-73.0,10.0,1533584474.597217
334,1.0,33.0,3.0,22.0,6.0,-59.0,10.0,1533584474.597217
335,1.0,13.0,3.0,22.0,6.0,-99.0,7.0,1533584474.597217
336,1.0,25.0,3.0,22.0,6.0,-93.0,8.0,1533584474.597217
337,1.0,22.0,3.0,22.0,6.0,-83.0,10.0,1533584474.597217
338,1.0,28.0,5.0,0.0,6.0,-98.0,7.0,1533584475.292862
339,1.0,3.0,5.0,0.0,6.0,-94.0,10.0,1533584475.292862
340,1.0,8.0,5.0,0.0,6.0,-60.0,12.0,1533584475.292862
341,1.0,10.0,5.0,0.0,6.0,-98.0,-5.0,1533584475.292862
342,1.0,15.0,5.0,0.0,6.0,-67.0,12.0,1533584475.292862
343,1.0,4.0,5.0,0.0,6.0,-56.0,12.0,1533584475.292862
344,1.0,20.0,5.0,0.0,6.0,-107.0,-5.0,1533584475.292862
345,1.0,23.0,5.0,0.0,6.0,-103.0,-3.0,1533584475.292862
346,1.0,32.0,5.0,0.0,6.0,-95.0,3.0,1533584475.292862
347,1.0,33.0,5.0,0.0,6.0,-81.0,12.0,1533584475.292862
348,1.0,25.0,5.0,0.0,6.0,-105.0,-9.0,1533584475.292862
349,1.0,22.0,5.0,0.0,6.0,-104.0,1.0,1533584475.292862
350,1.0,28.0,5.0,10.0,6.0,-89.0,10.0,1533584475.652924
351,1.0,3.0,5.0,10.0,6.0,-84.0,12.0,1533584475.652924
352,1.0,24.0,5.0,10.0,6.0,-103.0,-6.0,1533584475.652924
353,1.0,8.0,5.0,10.0,6.0,-51.0,12.0,1533584475.652924
354,1.0,15.0,5.0,10.0,6.0,-57.0,12.0,1533584475.652924
355,1.0,4.0,5.0,10.0,6.0,-48.0,13.0,1533584475.652924
