,tx_node,rx_node,modulation,power,preamble,rssi,snr,timestamp
0,1.0,,3.0,0.0,2.0,,,1533584459.653048
1,1.0,,3.0,10.0,2.0,,,1533584460.344575
2,1.0,,3.0,22.0,2.0,,,1533584460.990498
3,1.0,,5.0,0.0,2.0,,,1533584461.662806
4,1.0,,5.0,10.0,2.0,,,1533584462.020896
5,1.0,3,5.0,10.0,2.0,-84,12,1533584462.020896
6,1.0,13,5.0,10.0,2.0,-108,-2,1533584462.020896
7,1.0,25,5.0,10.0,2.0,-102,-2,1533584462.020896
8,1.0,,5.0,22.0,2.0,,,1533584462.372126
9,1.0,10,5.0,22.0,2.0,-81,11,1533584462.372126
10,1.0,,7.0,0.0,2.0,,,1533584462.73089
11,1.0,28,7.0,0.0,2.0,-98,5,1533584462.73089
12,1.0,8,7.0,0.0,2.0,-63,6,1533584462.73089
13,1.0,15,7.0,0.0,2.0,-67,8,1533584462.73089
14,1.0,4,7.0,0.0,2.0,-59,8,1533584462.73089
15,1.0,23,7.0,0.0,2.0,-103,-4,1533584462.73089
16,1.0,22,7.0,0.0,2.0,-104,0,1533584462.73089
17,1.0,,7.0,10.0,2.0,,,1533584462.990535
18,1.0,28,7.0,10.0,2.0,-89,8,1533584462.990535
19,1.0,3,7.0,10.0,2.0,-84,8,1533584462.990535
20,1.0,8,7.0,10.0,2.0,-52,9,1533584462.990535
21,1.0,10,7.0,10.0,2.0,-93,3,1533584462.990535
22,1.0,15,7.0,10.0,2.0,-58,9,1533584462.990535
23,1.0,4,7.0,10.0,2.0,-48,9,1533584462.990535
24,1.0,20,7.0,10.0,2.0,-101,4,1533584462.990535
25,1.0,23,7.0,10.0,2.0,-97,5,1533584462.990535
26,1.0,26,7.0,10.0,2.0,-105,-3,1533584462.990535
27,1.0,32,7.0,10.0,2.0,-85,7,1533584462.990535
28,1.0,33,7.0,10.0,2.0,-71,9,1533584462.990535
29,1.0,13,7.0,10.0,2.0,-109,-3,1533584462.990535
30,1.0,25,7.0,10.0,2.0,-103,0,1533584462.990535
31,1.0,22,7.0,10.0,2.0,-95,7,1533584462.990535
32,1.0,,7.0,22.0,2.0,,,1533584463.242782
33,1.0,28,7.0,22.0,2.0,-77,8,1533584463.242782
34,1.0,3,7.0,22.0,2.0,-71,9,1533584463.242782
35,1.0,24,7.0,22.0,2.0,-95,5,1533584463.242782
36,1.0,8,7.0,22.0,2.0,-39,8,1533584463.242782
37,1.0,10,7.0,22.0,2.0,-81,8,1533584463.242782
38,1.0,15,7.0,22.0,2.0,-45,8,1533584463.242782
39,1.0,4,7.0,22.0,2.0,-36,9,1533584463.242782
40,1.0,20,7.0,22.0,2.0,-88,8,1533584463.242782
41,1.0,23,7.0,22.0,2.0,-84,8,1533584463.242782
42,1.0,26,7.0,22.0,2.0,-95,5,1533584463.242782
43,1.0,32,7.0,22.0,2.0,-73,9,1533584463.242782
44,1.0,33,7.0,22.0,2.0,-59,9,1533584463.242782
45,1.0,13,7.0,22.0,2.0,-99,6,1533584463.242782
46,1.0,25,7.0,22.0,2.0,-93,7,1533584463.242782
47,1.0,22,7.0,22.0,2.0,-83,8,1533584463.242782
48,1.0,,9.0,0.0,2.0,,,1533584463.50278
49,1.0,,9.0,10.0,2.0,,,1533584463.720562
50,1.0,8,9.0,10.0,2.0,-39,8,1533584463.720562
51,1.0,15,9.0,10.0,2.0,-45,8,1533584463.720562
52,1.0,4,9.0,10.0,2.0,-36,9,1533584463.720562
53,1.0,33,9.0,10.0,2.0,-59,9,1533584463.720562
54,1.0,,9.0,22.0,2.0,,,1533584463.93083
55,1.0,15,9.0,22.0,2.0,-45,8,1533584463.93083
56,1.0,4,9.0,22.0,2.0,-36,9,1533584463.93083
57,1.0,33,9.0,22.0,2.0,-59,9,1533584463.93083
58,1.0,,3.0,0.0,3.0,,,1533584464.140613
59,1.0,28,3.0,0.0,3.0,-99,6,1533584464.140613
60,1.0,3,3.0,0.0,3.0,-93,9,1533584464.140613
61,1.0,24,3.0,0.0,3.0,-106,-13,1533584464.140613
62,1.0,8,3.0,0.0,3.0,-60,10,1533584464.140613
63,1.0,10,3.0,0.0,3.0,-98,-4,1533584464.140613
64,1.0,15,3.0,0.0,3.0,-67,11,1533584464.140613
65,1.0,4,3.0,0.0,3.0,-56,11,1533584464.140613
66,1.0,20,3.0,0.0,3.0,-106,-5,1533584464.140613
67,1.0,23,3.0,0.0,3.0,-102,-4,1533584464.140613
68,1.0,26,3.0,0.0,3.0,-106,-13,1533584464.140613
69,1.0,32,3.0,0.0,3.0,-94,3,1533584464.140613
70,1.0,22,3.0,0.0,3.0,-103,0,1533584464.140613
71,1.0,,3.0,10.0,3.0,,,1533584464.820619
72,1.0,28,3.0,10.0,3.0,-89,9,1533584464.820619
73,1.0,3,3.0,10.0,3.0,-84,10,1533584464.820619
74,1.0,24,3.0,10.0,3.0,-103,-5,1533584464.820619
75,1.0,8,3.0,10.0,3.0,-51,11,1533584464.820619
76,1.0,10,3.0,10.0,3.0,-92,4,1533584464.820619
77,1.0,15,3.0,10.0,3.0,-57,10,1533584464.820619
78,1.0,4,3.0,10.0,3.0,-48,10,1533584464.820619
79,1.0,20,3.0,10.0,3.0,-100,4,1533584464.820619
80,1.0,23,3.0,10.0,3.0,-97,6,1533584464.820619
81,1.0,26,3.0,10.0,3.0,-105,-3,1533584464.820619
82,1.0,32,3.0,10.0,3.0,-86,9,1533584464.820619
83,1.0,33,3.0,10.0,3.0,-71,10,1533584464.820619
84,1.0,13,3.0,10.0,3.0,-108,-3,1533584464.820619
85,1.0,25,3.0,10.0,3.0,-103,0,1533584464.820619
86,1.0,22,3.0,10.0,3.0,-95,6,1533584464.820619
87,1.0,,3.0,22.0,3.0,,,1533584465.500636
88,1.0,28,3.0,22.0,3.0,-77,10,1533584465.500636
89,1.0,3,3.0,22.0,3.0,-71,10,1533584465.500636
90,1.0,24,3.0,22.0,3.0,-95,5,1533584465.500636
91,1.0,8,3.0,22.0,3.0,-39,10,1533584465.500636
92,1.0,10,3.0,22.0,3.0,-81,9,1533584465.500636
93,1.0,15,3.0,22.0,3.0,-46,10,1533584465.500636
94,1.0,4,3.0,22.0,3.0,-35,10,1533584465.500636
95,1.0,20,3.0,22.0,3.0,-89,9,1533584465.500636
96,1.0,23,3.0,22.0,3.0,-85,10,1533584465.500636
97,1.0,26,3.0,22.0,3.0,-96,6,1533584465.500636
98,1.0,33,3.0,22.0,3.0,-59,10,1533584465.500636
99,1.0,13,3.0,22.0,3.0,-99,6,1533584465.500636
100,1.0,25,3.0,22.0,3.0,-93,8,1533584465.500636
101,1.0,22,3.0,22.0,3.0,-83,10,1533584465.500636
102,1.0,,5.0,0.0,3.0,,,1533584466.181798
103,1.0,28,5.0,0.0,3.0,-98,3,1533584466.181798
104,1.0,3,5.0,0.0,3.0,-94,9,1533584466.181798
105,1.0,8,5.0,0.0,3.0,-60,12,1533584466.181798
106,1.0,15,5.0,0.0,3.0,-67,12,1533584466.181798
107,1.0,4,5.0,0.0,3.0,-56,12,1533584466.181798
108,1.0,20,5.0,0.0,3.0,-106,-5,1533584466.181798
109,1.0,23,5.0,0.0,3.0,-103,-4,1533584466.181798
110,1.0,32,5.0,0.0,3.0,-93,-1,1533584466.181798
111,1.0,33,5.0,0.0,3.0,-81,12,1533584466.181798
112,1.0,22,5.0,0.0,3.0,-103,1,1533584466.181798
113,1.0,,5.0,10.0,3.0,,,1533584466.540836
114,1.0,28,5.0,10.0,3.0,-89,11,1533584466.540836
115,1.0,3,5.0,10.0,3.0,-84,11,1533584466.540836
116,1.0,24,5.0,10.0,3.0,-103,-5,1533584466.540836
117,1.0,8,5.0,10.0,3.0,-51,12,1533584466.540836
118,1.0,10,5.0,10.0,3.0,-93,4,1533584466.540836
119,1.0,15,5.0,10.0,3.0,-57,12,1533584466.540836
120,1.0,4,5.0,10.0,3.0,-48,13,1533584466.540836
121,1.0,20,5.0,10.0,3.0,-101,6,1533584466.540836
122,1.0,23,5.0,10.0,3.0,-96,7,1533584466.540836
123,1.0,26,5.0,10.0,3.0,-105,-2,1533584466.540836
124,1.0,32,5.0,10.0,3.0,-86,10,1533584466.540836
125,1.0,33,5.0,10.0,3.0,-71,12,1533584466.540836
126,1.0,13,5.0,10.0,3.0,-109,-2,1533584466.540836
127,1.0,22,5.0,10.0,3.0,-95,9,1533584466.540836
128,1.0,,5.0,22.0,3.0,,,1533584466.893121
129,1.0,28,5.0,22.0,3.0,-73,-5,1533584466.893121
130,1.0,3,5.0,22.0,3.0,-71,13,1533584466.893121
131,1.0,8,5.0,22.0,3.0,-39,12,1533584466.893121
132,1.0,10,5.0,22.0,3.0,-81,11,1533584466.893121
133,1.0,15,5.0,22.0,3.0,-46,12,1533584466.893121
134,1.0,20,5.0,22.0,3.0,-89,12,1533584466.893121
135,1.0,23,5.0,22.0,3.0,-84,12,1533584466.893121
136,1.0,26,5.0,22.0,3.0,-96,8,1533584466.893121
137,1.0,32,5.0,22.0,3.0,-73,12,1533584466.893121
138,1.0,33,5.0,22.0,3.0,-59,12,1533584466.893121
139,1.0,13,5.0,22.0,3.0,-99,8,1533584466.893121
140,1.0,25,5.0,22.0,3.0,-93,9,1533584466.893121
141,1.0,22,5.0,22.0,3.0,-83,12,1533584466.893121
142,1.0,,7.0,0.0,3.0,,,1533584467.250426
143,1.0,28,7.0,0.0,3.0,-99,5,1533584467.250426
144,1.0,3,7.0,0.0,3.0,-94,7,1533584467.250426
145,1.0,8,7.0,0.0,3.0,-61,8,1533584467.250426
146,1.0,15,7.0,0.0,3.0,-67,8,1533584467.250426
147,1.0,4,7.0,0.0,3.0,-58,8,1533584467.250426
148,1.0,32,7.0,0.0,3.0,-94,2,1533584467.250426
149,1.0,33,7.0,0.0,3.0,-81,8,1533584467.250426
150,1.0,22,7.0,0.0,3.0,-104,0,1533584467.250426
151,1.0,,7.0,10.0,3.0,,,1533584467.511223
152,1.0,28,7.0,10.0,3.0,-89,8,1533584467.511223
153,1.0,3,7.0,10.0,3.0,-84,9,1533584467.511223
154,1.0,24,7.0,10.0,3.0,-104,-4,1533584467.511223
155,1.0,8,7.0,10.0,3.0,-52,9,1533584467.511223
156,1.0,10,7.0,10.0,3.0,-92,4,1533584467.511223
157,1.0,15,7.0,10.0,3.0,-57,9,1533584467.511223
158,1.0,4,7.0,10.0,3.0,-48,9,1533584467.511223
159,1.0,20,7.0,10.0,3.0,-101,4,1533584467.511223
160,1.0,23,7.0,10.0,3.0,-96,5,1533584467.511223
161,1.0,26,7.0,10.0,3.0,-104,-4,1533584467.511223
162,1.0,32,7.0,10.0,3.0,-85,7,1533584467.511223
163,1.0,33,7.0,10.0,3.0,-71,9,1533584467.511223
164,1.0,25,7.0,10.0,3.0,-103,-1,1533584467.511223
165,1.0,22,7.0,10.0,3.0,-95,7,1533584467.511223
166,1.0,,7.0,22.0,3.0,,,1533584467.771275
167,1.0,28,7.0,22.0,3.0,-77,8,1533584467.771275
168,1.0,3,7.0,22.0,3.0,-71,8,1533584467.771275
169,1.0,24,7.0,22.0,3.0,-96,4,1533584467.771275
170,1.0,8,7.0,22.0,3.0,-39,9,1533584467.771275
171,1.0,10,7.0,22.0,3.0,-81,8,1533584467.771275
172,1.0,15,7.0,22.0,3.0,-45,8,1533584467.771275
173,1.0,4,7.0,22.0,3.0,-37,8,1533584467.771275
174,1.0,20,7.0,22.0,3.0,-89,8,1533584467.771275
175,1.0,23,7.0,22.0,3.0,-85,8,1533584467.771275
176,1.0,26,7.0,22.0,3.0,-96,6,1533584467.771275
177,1.0,32,7.0,22.0,3.0,-73,9,1533584467.771275
178,1.0,33,7.0,22.0,3.0,-59,9,1533584467.771275
179,1.0,13,7.0,22.0,3.0,-99,6,1533584467.771275
180,1.0,25,7.0,22.0,3.0,-93,7,1533584467.771275
181,1.0,22,7.0,22.0,3.0,-83,9,1533584467.771275
182,1.0,,9.0,0.0,3.0,,,1533584468.030427
183,1.0,15,9.0,0.0,3.0,-45,8,1533584468.030427
184,1.0,4,9.0,0.0,3.0,-37,8,1533584468.030427
185,1.0,,9.0,10.0,3.0,,,1533584468.240663
186,1.0,8,9.0,10.0,3.0,-39,9,1533584468.240663
187,1.0,15,9.0,10.0,3.0,-45,8,1533584468.240663
188,1.0,4,9.0,10.0,3.0,-37,8,1533584468.240663
189,1.0,,9.0,22.0,3.0,,,1533584468.450668
190,1.0,8,9.0,22.0,3.0,-39,9,1533584468.450668
191,1.0,15,9.0,22.0,3.0,-45,8,1533584468.450668
192,1.0,4,9.0,22.0,3.0,-37,8,1533584468.450668
193,1.0,33,9.0,22.0,3.0,-59,9,1533584468.450668
194,1.0,,3.0,0.0,4.0,,,1533584468.660722
195,1.0,28,3.0,0.0,4.0,-99,3,1533584468.660722
196,1.0,8,3.0,0.0,4.0,-60,10,1533584468.660722
197,1.0,15,3.0,0.0,4.0,-67,10,1533584468.660722
198,1.0,4,3.0,0.0,4.0,-57,10,1533584468.660722
199,1.0,23,3.0,0.0,4.0,-103,-4,1533584468.660722
200,1.0,32,3.0,0.0,4.0,-95,2,1533584468.660722
201,1.0,33,3.0,0.0,4.0,-81,8,1533584468.660722
202,1.0,,3.0,10.0,4.0,,,1533584469.350483
203,1.0,28,3.0,10.0,4.0,-83,6,1533584469.350483
204,1.0,3,3.0,10.0,4.0,-80,6,1533584469.350483
205,1.0,24,3.0,10.0,4.0,-94,-6,1533584469.350483
206,1.0,8,3.0,10.0,4.0,-51,11,1533584469.350483
207,1.0,10,3.0,10.0,4.0,-85,1,1533584469.350483
208,1.0,15,3.0,10.0,4.0,-57,10,1533584469.350483
209,1.0,4,3.0,10.0,4.0,-48,10,1533584469.350483
210,1.0,20,3.0,10.0,4.0,-96,1,1533584469.350483
211,1.0,23,3.0,10.0,4.0,-96,4,1533584469.350483
212,1.0,26,3.0,10.0,4.0,-103,-4,1533584469.350483
213,1.0,32,3.0,10.0,4.0,-82,5,1533584469.350483
214,1.0,33,3.0,10.0,4.0,-71,8,1533584469.350483
215,1.0,13,3.0,10.0,4.0,-94,-5,1533584469.350483
216,1.0,25,3.0,10.0,4.0,-94,-3,1533584469.350483
217,1.0,22,3.0,10.0,4.0,-89,4,1533584469.350483
218,1.0,,3.0,22.0,4.0,,,1533584470.032918
219,1.0,28,3.0,22.0,4.0,-77,10,1533584470.032918
220,1.0,3,3.0,22.0,4.0,-71,11,1533584470.032918
221,1.0,24,3.0,22.0,4.0,-96,6,1533584470.032918
222,1.0,8,3.0,22.0,4.0,-39,10,1533584470.032918
223,1.0,10,3.0,22.0,4.0,-81,9,1533584470.032918
224,1.0,15,3.0,22.0,4.0,-46,10,1533584470.032918
225,1.0,4,3.0,22.0,4.0,-35,10,1533584470.032918
226,1.0,20,3.0,22.0,4.0,-89,10,1533584470.032918
227,1.0,23,3.0,22.0,4.0,-85,10,1533584470.032918
228,1.0,26,3.0,22.0,4.0,-96,7,1533584470.032918
229,1.0,32,3.0,22.0,4.0,-73,10,1533584470.032918
230,1.0,33,3.0,22.0,4.0,-59,10,1533584470.032918
231,1.0,13,3.0,22.0,4.0,-99,7,1533584470.032918
232,1.0,25,3.0,22.0,4.0,-93,8,1533584470.032918
233,1.0,22,3.0,22.0,4.0,-83,10,1533584470.032918
234,1.0,,5.0,0.0,4.0,,,1533584470.721982
235,1.0,28,5.0,0.0,4.0,-99,7,1533584470.721982
236,1.0,3,5.0,0.0,4.0,-94,10,1533584470.721982
237,1.0,8,5.0,0.0,4.0,-61,9,1533584470.721982
238,1.0,10,5.0,0.0,4.0,-98,-5,1533584470.721982
239,1.0,15,5.0,0.0,4.0,-67,4,1533584470.721982
240,1.0,4,5.0,0.0,4.0,-56,12,1533584470.721982
241,1.0,20,5.0,0.0,4.0,-106,-5,1533584470.721982
242,1.0,23,5.0,0.0,4.0,-103,-4,1533584470.721982
243,1.0,33,5.0,0.0,4.0,-74,-8,1533584470.721982
244,1.0,25,5.0,0.0,4.0,-106,-10,1533584470.721982
245,1.0,22,5.0,0.0,4.0,-104,1,1533584470.721982
246,1.0,,5.0,10.0,4.0,,,1533584471.080364
247,1.0,28,5.0,10.0,4.0,-89,11,1533584471.080364
248,1.0,3,5.0,10.0,4.0,-84,12,1533584471.080364
249,1.0,24,5.0,10.0,4.0,-104,-5,1533584471.080364
250,1.0,8,5.0,10.0,4.0,-51,12,1533584471.080364
251,1.0,10,5.0,10.0,4.0,-92,4,1533584471.080364
252,1.0,15,5.0,10.0,4.0,-57,12,1533584471.080364
253,1.0,4,5.0,10.0,4.0,-47,12,1533584471.080364
254,1.0,20,5.0,10.0,4.0,-101,6,1533584471.080364
255,1.0,23,5.0,10.0,4.0,-97,7,1533584471.080364
256,1.0,26,5.0,10.0,4.0,-105,-3,1533584471.080364
257,1.0,32,5.0,10.0,4.0,-86,11,1533584471.080364
258,1.0,33,5.0,10.0,4.0,-71,12,1533584471.080364
259,1.0,13,5.0,10.0,4.0,-108,-2,1533584471.080364
260,1.0,25,5.0,10.0,4.0,-103,0,1533584471.080364
261,1.0,22,5.0,10.0,4.0,-95,9,1533584471.080364
262,1.0,,5.0,22.0,4.0,,,1533584471.432905
263,1.0,28,5.0,22.0,4.0,-77,12,1533584471.432905
264,1.0,3,5.0,22.0,4.0,-71,12,1533584471.432905
265,1.0,24,5.0,22.0,4.0,-95,3,1533584471.432905
266,1.0,8,5.0,22.0,4.0,-39,12,1533584471.432905
267,1.0,10,5.0,22.0,4.0,-81,10,1533584471.432905
268,1.0,15,5.0,22.0,4.0,-46,11,1533584471.432905
269,1.0,4,5.0,22.0,4.0,-35,12,1533584471.432905
270,1.0,20,5.0,22.0,4.0,-88,11,1533584471.432905
271,1.0,23,5.0,22.0,4.0,-84,11,1533584471.432905
272,1.0,26,5.0,22.0,4.0,-96,8,1533584471.432905
273,1.0,32,5.0,22.0,4.0,-73,12,1533584471.432905
274,1.0,33,5.0,22.0,4.0,-59,12,1533584471.432905
275,1.0,13,5.0,22.0,4.0,-99,8,1533584471.432905
276,1.0,25,5.0,22.0,4.0,-93,9,1533584471.432905
277,1.0,22,5.0,22.0,4.0,-83,11,1533584471.432905
278,1.0,,7.0,0.0,4.0,,,1533584471.790787
279,1.0,28,7.0,0.0,4.0,-98,5,1533584471.790787
280,1.0,3,7.0,0.0,4.0,-93,6,1533584471.790787
281,1.0,8,7.0,0.0,4.0,-61,8,1533584471.790787
282,1.0,15,7.0,0.0,4.0,-68,8,1533584471.790787
283,1.0,4,7.0,0.0,4.0,-58,8,1533584471.790787
284,1.0,23,7.0,0.0,4.0,-103,-2,1533584471.790787
285,1.0,32,7.0,0.0,4.0,-95,4,1533584471.790787
286,1.0,33,7.0,0.0,4.0,-81,8,1533584471.790787
287,1.0,22,7.0,0.0,4.0,-104,1,1533584471.790787
288,1.0,,7.0,10.0,4.0,,,1533584472.050764
289,1.0,28,7.0,10.0,4.0,-89,8,1533584472.050764
290,1.0,3,7.0,10.0,4.0,-84,8,1533584472.050764
291,1.0,8,7.0,10.0,4.0,-51,9,1533584472.050764
292,1.0,15,7.0,10.0,4.0,-58,9,1533584472.050764
293,1.0,4,7.0,10.0,4.0,-47,9,1533584472.050764
294,1.0,20,7.0,10.0,4.0,-100,3,1533584472.050764
295,1.0,23,7.0,10.0,4.0,-97,4,1533584472.050764
296,1.0,26,7.0,10.0,4.0,-105,-4,1533584472.050764
297,1.0,32,7.0,10.0,4.0,-85,7,1533584472.050764
298,1.0,33,7.0,10.0,4.0,-71,9,1533584472.050764
299,1.0,13,7.0,10.0,4.0,-108,-4,1533584472.050764
300,1.0,25,7.0,10.0,4.0,-103,-1,1533584472.050764
301,1.0,22,7.0,10.0,4.0,-95,6,1533584472.050764
302,1.0,,7.0,22.0,4.0,,,1533584472.310832
303,1.0,28,7.0,22.0,4.0,-77,8,1533584472.310832
304,1.0,3,7.0,22.0,4.0,-71,8,1533584472.310832
305,1.0,24,7.0,22.0,4.0,-95,5,1533584472.310832
306,1.0,8,7.0,22.0,4.0,-39,9,1533584472.310832
307,1.0,10,7.0,22.0,4.0,-81,8,1533584472.310832
308,1.0,15,7.0,22.0,4.0,-46,9,1533584472.310832
309,1.0,4,7.0,22.0,4.0,-37,8,1533584472.310832
310,1.0,20,7.0,22.0,4.0,-88,8,1533584472.310832
311,1.0,23,7.0,22.0,4.0,-84,8,1533584472.310832
312,1.0,26,7.0,22.0,4.0,-95,6,1533584472.310832
313,1.0,32,7.0,22.0,4.0,-73,9,1533584472.310832
314,1.0,33,7.0,22.0,4.0,-59,9,1533584472.310832
315,1.0,13,7.0,22.0,4.0,-99,7,1533584472.310832
316,1.0,25,7.0,22.0,4.0,-92,7,1533584472.310832
317,1.0,22,7.0,22.0,4.0,-83,8,1533584472.310832
318,1.0,,9.0,0.0,4.0,,,1533584472.570935
319,1.0,8,9.0,0.0,4.0,-39,9,1533584472.570935
320,1.0,4,9.0,0.0,4.0,-37,8,1533584472.570935
321,1.0,,9.0,10.0,4.0,,,1533584472.780483
322,1.0,8,9.0,10.0,4.0,-39,9,1533584472.780483
323,1.0,15,9.0,10.0,4.0,-46,9,1533584472.780483
324,1.0,4,9.0,10.0,4.0,-37,8,1533584472.780483
325,1.0,,9.0,22.0,4.0,,,1533584472.99076
326,1.0,28,9.0,22.0,4.0,-77,8,1533584472.99076
327,1.0,15,9.0,22.0,4.0,-46,9,1533584472.99076
328,1.0,4,9.0,22.0,4.0,-37,8,1533584472.99076
329,1.0,33,9.0,22.0,4.0,-59,9,1533584472.99076
330,1.0,,3.0,0.0,6.0,,,1533584473.200498
331,1.0,28,3.0,0.0,6.0,-98,7,1533584473.200498
332,1.0,3,3.0,0.0,6.0,-93,9,1533584473.200498
333,1.0,8,3.0,0.0,6.0,-60,10,1533584473.200498
334,1.0,10,3.0,0.0,6.0,-98,-4,1533584473.200498
335,1.0,15,3.0,0.0,6.0,-67,10,1533584473.200498
336,1.0,4,3.0,0.0,6.0,-56,10,1533584473.200498
337,1.0,20,3.0,0.0,6.0,-106,-4,1533584473.200498
338,1.0,23,3.0,0.0,6.0,-103,-3,1533584473.200498
339,1.0,26,3.0,0.0,6.0,-106,-13,1533584473.200498
340,1.0,32,3.0,0.0,6.0,-95,4,1533584473.200498
341,1.0,33,3.0,0.0,6.0,-81,10,1533584473.200498
342,1.0,13,3.0,0.0,6.0,-110,-13,1533584473.200498
343,1.0,25,3.0,0.0,6.0,-106,-10,1533584473.200498
344,1.0,22,3.0,0.0,6.0,-104,1,1533584473.200498
345,1.0,,3.0,10.0,6.0,,,1533584473.901055
346,1.0,28,3.0,10.0,6.0,-89,9,1533584473.901055
347,1.0,3,3.0,10.0,6.0,-84,10,1533584473.901055
348,1.0,24,3.0,10.0,6.0,-104,-4,1533584473.901055
349,1.0,8,3.0,10.0,6.0,-51,11,1533584473.901055
350,1.0,10,3.0,10.0,6.0,-92,4,1533584473.901055
351,1.0,15,3.0,10.0,6.0,-57,10,1533584473.901055
352,1.0,4,3.0,10.0,6.0,-48,10,1533584473.901055
353,1.0,20,3.0,10.0,6.0,-101,5,1533584473.901055
354,1.0,23,3.0,10.0,6.0,-97,6,1533584473.901055
355,1.0,26,3.0,10.0,6.0,-105,-3,1533584473.901055
356,1.0,32,3.0,10.0,6.0,-86,9,1533584473.901055
357,1.0,33,3.0,10.0,6.0,-71,10,1533584473.901055
358,1.0,13,3.0,10.0,6.0,-109,-3,1533584473.901055
359,1.0,25,3.0,10.0,6.0,-103,-1,1533584473.901055
360,1.0,22,3.0,10.0,6.0,-95,8,1533584473.901055
361,1.0,,3.0,22.0,6.0,,,1533584474.597217
362,1.0,28,3.0,22.0,6.0,-77,10,1533584474.597217
363,1.0,3,3.0,22.0,6.0,-71,10,1533584474.597217
364,1.0,24,3.0,22.0,6.0,-96,6,1533584474.597217
365,1.0,8,3.0,22.0,6.0,-39,10,1533584474.597217
366,1.0,10,3.0,22.0,6.0,-81,9,1533584474.597217
367,1.0,15,3.0,22.0,6.0,-46,10,1533584474.597217
368,1.0,4,3.0,22.0,6.0,-35,10,1533584474.597217
369,1.0,20,3.0,22.0,6.0,-89,10,1533584474.597217
370,1.0,23,3.0,22.0,6.0,-84,10,1533584474.597217
371,1.0,26,3.0,22.0,6.0,-96,6,1533584474.597217
372,1.0,32,3.0,22.0,6.0,-73,10,1533584474.597217
373,1.0,33,3.0,22.0,6.0,-59,10,1533584474.597217
374,1.0,13,3.0,22.0,6.0,-99,7,1533584474.597217
375,1.0,25,3.0,22.0,6.0,-93,8,1533584474.597217
376,1.0,22,3.0,22.0,6.0,-83,10,1533584474.597217
377,1.0,,5.0,0.0,6.0,,,1533584475.292862
378,1.0,28,5.0,0.0,6.0,-98,7,1533584475.292862
379,1.0,3,5.0,0.0,6.0,-94,10,1533584475.292862
380,1.0,8,5.0,0.0,6.0,-60,12,1533584475.292862
381,1.0,10,5.0,0.0,6.0,-98,-5,1533584475.292862
382,1.0,15,5.0,0.0,6.0,-67,12,1533584475.292862
383,1.0,4,5.0,0.0,6.0,-56,12,1533584475.292862
384,1.0,20,5.0,0.0,6.0,-107,-5,1533584475.292862
385,1.0,23,5.0,0.0,6.0,-103,-3,1533584475.292862
386,1.0,32,5.0,0.0,6.0,-95,3,1533584475.292862
387,1.0,33,5.0,0.0,6.0,-81,12,1533584475.292862
388,1.0,25,5.0,0.0,6.0,-105,-9,1533584475.292862
389,1.0,22,5.0,0.0,6.0,-104,1,1533584475.292862
390,1.0,,5.0,10.0,6.0,,,1533584475.652924
391,1.0,28,5.0,10.0,6.0,-89,10,1533584475.652924
392,1.0,3,5.0,10.0,6.0,-84,12,1533584475.652924
393,1.0,24,5.0,10.0,6.0,-103,-6,1533584475.652924
394,1.0,8,5.0,10.0,6.0,-51,12,1533584475.652924
395,1.0,15,5.0,10.0,6.0,-57,12,1533584475.652924
396,1.0,4,5.0,10.0,6.0,-48,13,1533584475.652924
397,1.0,23,5.0,10.0,6.0,-96,7,1533584475.652924
398,1.0,26,5.0,10.0,6.0,-105,-3,1533584475.652924
399,1.0,32,5.0,10.0,6.0,-86,10,1533584475.652924
400,1.0,13,5.0,10.0,6.0,-109,-1,1533584475.652924
401,1.0,25,5.0,10.0,6.0,-103,-1,1533584475.652924
402,1.0,22,5.0,10.0,6.0,-95,9,1533584475.652924
403,1.0,,5.0,22.0,6.0,,,1533584476.012485
404,1.0,28,5.0,22.0,6.0,-77,13,1533584476.012485
405,1.0,3,5.0,22.0,6.0,-71,13,1533584476.012485
406,1.0,24,5.0,22.0,6.0,-95,7,1533584476.012485
407,1.0,8,5.0,22.0,6.0,-39,12,1533584476.012485
408,1.0,10,5.0,22.0,6.0,-81,11,1533584476.012485
409,1.0,15,5.0,22.0,6.0,-46,12,1533584476.012485
410,1.0,4,5.0,22.0,6.0,-35,12,1533584476.012485
411,1.0,20,5.0,22.0,6.0,-89,12,1533584476.012485
412,1.0,23,5.0,22.0,6.0,-85,11,1533584476.012485
413,1.0,26,5.0,22.0,6.0,-96,7,1533584476.012485
414,1.0,32,5.0,22.0,6.0,-73,12,1533584476.012485
415,1.0,33,5.0,22.0,6.0,-59,12,1533584476.012485
416,1.0,13,5.0,22.0,6.0,-99,8,1533584476.012485
417,1.0,25,5.0,22.0,6.0,-92,9,1533584476.012485
418,1.0,22,5.0,22.0,6.0,-83,12,1533584476.012485
419,1.0,,7.0,0.0,6.0,,,1533584476.433284
420,1.0,28,7.0,0.0,6.0,-99,5,1533584476.433284
421,1.0,3,7.0,0.0,6.0,-94,7,1533584476.433284
422,1.0,8,7.0,0.0,6.0,-60,8,1533584476.433284
423,1.0,15,7.0,0.0,6.0,-67,8,1533584476.433284
424,1.0,4,7.0,0.0,6.0,-58,8,1533584476.433284
425,1.0,23,7.0,0.0,6.0,-103,-4,1533584476.433284
