sample,time,window,precision,modulation,band,preamble,offset,valid
17779,2018-06-15 05:33:06.363003,0.4,4.0004000400040005e-05,2,39,3,505287,True
17780,2018-06-15 05:33:09.759522,1.0,1.000010000100001e-05,2,29,9,954407,True
17781,2018-06-15 05:33:11.223956,0.04,4.004004004004004e-05,9,48,8,145,False
17782,2018-06-15 05:33:12.748335,0.1,1.0001000100010001e-05,7,9,6,58452,False
17783,2018-06-15 05:33:14.224880,0.04,4.004004004004004e-05,9,13,11,6892,False
17784,2018-06-15 05:33:15.636514,0.04,4.004004004004004e-05,8,39,7,7621,False
17785,2018-06-15 05:33:17.470238,0.4,4.0004000400040005e-05,4,24,9,537263,False
17786,2018-06-15 05:33:18.934072,0.04,4.004004004004004e-05,9,29,12,3848,True
17787,2018-06-15 05:33:20.470468,0.1,1.0001000100010001e-05,6,46,3,16977,True
17788,2018-06-15 05:33:22.149364,0.2,2.0002000200020003e-05,3,47,6,72839,False
17789,2018-06-15 05:33:28.352527,2.0,2.000020000200002e-05,0,4,12,364114,False
17790,2018-06-15 05:33:31.785008,1.0,1.000010000100001e-05,1,39,4,2358717,True
17791,2018-06-15 05:33:37.726193,2.0,2.000020000200002e-05,0,29,3,3776897,True
17792,2018-06-15 05:33:39.208513,0.04,4.004004004004004e-05,9,23,6,3051,True
17793,2018-06-15 05:33:40.755147,0.1,1.0001000100010001e-05,4,33,4,38449,False
17794,2018-06-15 05:33:42.424838,0.2,2.0002000200020003e-05,3,20,7,187925,False
17795,2018-06-15 05:33:43.951520,0.1,1.0001000100010001e-05,7,44,8,17995,True
17796,2018-06-15 05:33:45.423339,0.04,4.004004004004004e-05,9,23,3,416,False
17797,2018-06-15 05:33:47.067294,0.2,2.0002000200020003e-05,4,4,5,297351,True
17798,2018-06-15 05:33:48.692839,0.2,2.0002000200020003e-05,3,37,4,178675,False
17799,2018-06-15 05:33:50.553402,0.4,4.0004000400040005e-05,2,44,3,342512,False
17800,2018-06-15 05:33:52.189509,0.2,2.0002000200020003e-05,4,37,7,180225,True
17801,2018-06-15 05:33:53.658765,0.04,4.004004004004004e-05,9,24,9,1432,True
17802,2018-06-15 05:33:55.193316,0.1,1.0001000100010001e-05,6,40,3,32681,True
17803,2018-06-15 05:33:56.849452,0.2,2.0002000200020003e-05,5,37,8,246395,False
17804,2018-06-15 05:33:58.316431,0.04,4.004004004004004e-05,9,0,6,3634,True
17805,2018-06-15 05:33:59.728399,0.04,4.004004004004004e-05,8,33,8,4579,True
17806,2018-06-15 05:34:01.264651,0.1,1.0001000100010001e-05,6,19,12,128703,True
17807,2018-06-15 05:34:03.146429,0.4,4.0004000400040005e-05,3,23,7,412521,True
17808,2018-06-15 05:34:14.208928,4.0,4.000040000400004e-05,0,6,12,4457002,True
17809,2018-06-15 05:34:25.178773,4.0,4.000040000400004e-05,0,23,11,8616763,False
17810,2018-06-15 05:34:28.602134,1.0,1.000010000100001e-05,1,12,3,1466094,True
17811,2018-06-15 05:34:34.462840,2.0,2.000020000200002e-05,1,0,7,3578915,False
17812,2018-06-15 05:34:35.992553,0.1,1.0001000100010001e-05,5,15,9,10924,False
17813,2018-06-15 05:34:37.646393,0.2,2.0002000200020003e-05,3,36,3,405327,True
17814,2018-06-15 05:34:39.268124,0.2,2.0002000200020003e-05,3,35,3,160478,False
17815,2018-06-15 05:34:50.340627,4.0,4.000040000400004e-05,0,1,12,8180480,False
17816,2018-06-15 05:34:51.998598,0.2,2.0002000200020003e-05,4,23,8,446399,False
17817,2018-06-15 05:34:55.403507,1.0,1.000010000100001e-05,2,31,9,721886,True
17818,2018-06-15 05:34:56.883300,0.04,4.004004004004004e-05,8,29,9,9085,True
17819,2018-06-15 05:34:58.411226,0.1,1.0001000100010001e-05,7,0,10,62836,True
17820,2018-06-15 05:35:00.074486,0.2,2.0002000200020003e-05,4,8,3,176866,True
17821,2018-06-15 05:35:01.706352,0.2,2.0002000200020003e-05,4,49,4,179384,True
17822,2018-06-15 05:35:07.530811,2.0,2.000020000200002e-05,1,42,5,2927588,False
17823,2018-06-15 05:35:09.059203,0.1,1.0001000100010001e-05,5,43,8,79905,True
17824,2018-06-15 05:35:12.466072,1.0,1.000010000100001e-05,2,7,10,1901996,False
17825,2018-06-15 05:35:14.294219,0.4,4.0004000400040005e-05,4,6,12,450279,False
17826,2018-06-15 05:35:15.977363,0.2,2.0002000200020003e-05,2,0,4,123062,False
17827,2018-06-15 05:35:17.498442,0.1,1.0001000100010001e-05,6,24,9,91944,True
17828,2018-06-15 05:35:18.953442,0.04,4.004004004004004e-05,8,33,5,2833,True
17829,2018-06-15 05:35:22.367621,1.0,1.000010000100001e-05,2,46,11,630754,True
17830,2018-06-15 05:35:24.037718,0.2,2.0002000200020003e-05,3,9,4,26304,False
17831,2018-06-15 05:35:25.580252,0.1,1.0001000100010001e-05,5,29,10,8033,False
17832,2018-06-15 05:35:27.221804,0.2,2.0002000200020003e-05,4,42,5,265329,True
17833,2018-06-15 05:35:28.759035,0.1,1.0001000100010001e-05,5,33,7,2378,False
17834,2018-06-15 05:35:30.633295,0.4,4.0004000400040005e-05,2,36,4,618830,True
17835,2018-06-15 05:35:32.270296,0.2,2.0002000200020003e-05,4,17,7,379350,False
17836,2018-06-15 05:35:33.832658,0.1,1.0001000100010001e-05,7,18,5,2338,False
17837,2018-06-15 05:35:37.266073,1.0,1.000010000100001e-05,2,15,8,1411937,True
17838,2018-06-15 05:35:38.902058,0.2,2.0002000200020003e-05,4,28,4,290899,True
17839,2018-06-15 05:35:42.281071,1.0,1.000010000100001e-05,2,37,3,1073819,True
17840,2018-06-15 05:35:43.820113,0.1,1.0001000100010001e-05,7,40,9,16383,True
17841,2018-06-15 05:35:45.328524,0.1,1.0001000100010001e-05,5,34,8,134707,True
17842,2018-06-15 05:35:46.841597,0.1,1.0001000100010001e-05,5,46,7,140033,True
17843,2018-06-15 05:35:48.678273,0.4,4.0004000400040005e-05,4,30,10,573705,False
17844,2018-06-15 05:35:50.505444,0.4,4.0004000400040005e-05,3,1,9,995832,False
17845,2018-06-15 05:35:52.063740,0.1,1.0001000100010001e-05,7,41,4,41682,True
17846,2018-06-15 05:35:53.736950,0.2,2.0002000200020003e-05,4,43,5,369065,False
17847,2018-06-15 05:35:55.262537,0.1,1.0001000100010001e-05,6,0,6,94267,True
17848,2018-06-15 05:35:56.778907,0.1,1.0001000100010001e-05,7,48,11,29692,True
17849,2018-06-15 05:35:58.653274,0.4,4.0004000400040005e-05,3,47,12,921355,False
17850,2018-06-15 05:36:09.568713,4.0,4.000040000400004e-05,0,43,9,5659347,True
17851,2018-06-15 05:36:15.452652,2.0,2.000020000200002e-05,1,5,9,2128609,True
17852,2018-06-15 05:36:17.280714,0.4,4.0004000400040005e-05,3,30,6,441243,True
17853,2018-06-15 05:36:18.825832,0.1,1.0001000100010001e-05,6,16,12,70716,True
17854,2018-06-15 05:36:20.470479,0.2,2.0002000200020003e-05,4,1,5,243644,True
17855,2018-06-15 05:36:21.963240,0.04,4.004004004004004e-05,9,6,9,4289,False
17856,2018-06-15 05:36:23.503827,0.1,1.0001000100010001e-05,4,27,6,94159,False
17857,2018-06-15 05:36:24.988062,0.04,4.004004004004004e-05,8,4,9,297,False
17858,2018-06-15 05:36:28.440622,1.0,1.000010000100001e-05,2,48,11,1194523,True
17859,2018-06-15 05:36:30.025391,0.1,1.0001000100010001e-05,7,3,11,43873,True
17860,2018-06-15 05:36:31.487406,0.04,4.004004004004004e-05,9,11,12,4066,True
17861,2018-06-15 05:36:33.347268,0.4,4.0004000400040005e-05,4,27,10,557099,False
17862,2018-06-15 05:36:34.874244,0.1,1.0001000100010001e-05,5,20,3,120077,True
17863,2018-06-15 05:36:45.896347,4.0,4.000040000400004e-05,0,30,12,7978059,False
17864,2018-06-15 05:36:47.725708,0.4,4.0004000400040005e-05,4,50,11,480185,False
17865,2018-06-15 05:36:51.134934,1.0,1.000010000100001e-05,1,42,3,1836976,False
17866,2018-06-15 05:36:52.690068,0.1,1.0001000100010001e-05,5,27,10,60783,True
17867,2018-06-15 05:36:58.619986,2.0,2.000020000200002e-05,1,8,11,4772015,False
17868,2018-06-15 05:37:09.522465,4.0,4.000040000400004e-05,0,35,7,6862153,False
17869,2018-06-15 05:37:11.176623,0.2,2.0002000200020003e-05,3,20,3,285043,True
17870,2018-06-15 05:37:12.799907,0.2,2.0002000200020003e-05,4,42,9,411628,False
17871,2018-06-15 05:37:14.347212,0.1,1.0001000100010001e-05,7,21,5,8541,True
17872,2018-06-15 05:37:15.860340,0.1,1.0001000100010001e-05,7,22,11,13296,False
17873,2018-06-15 05:37:17.391995,0.1,1.0001000100010001e-05,7,31,11,73806,False
17874,2018-06-15 05:37:18.859655,0.04,4.004004004004004e-05,8,36,7,4138,True
17875,2018-06-15 05:37:24.996378,2.0,2.000020000200002e-05,0,31,8,2576025,True
17876,2018-06-15 05:37:26.518404,0.1,1.0001000100010001e-05,7,22,8,34699,True
17877,2018-06-15 05:37:27.985771,0.04,4.004004004004004e-05,9,20,6,4266,True
17878,2018-06-15 05:37:29.525255,0.1,1.0001000100010001e-05,6,34,11,109104,True
17879,2018-06-15 05:37:35.502707,2.0,2.000020000200002e-05,0,15,5,4935099,True
17880,2018-06-15 05:37:36.972488,0.04,4.004004004004004e-05,9,16,9,5709,False
17881,2018-06-15 05:37:38.506593,0.1,1.0001000100010001e-05,6,48,10,64107,True
17882,2018-06-15 05:37:39.977083,0.04,4.004004004004004e-05,9,18,8,1313,True
17883,2018-06-15 05:37:45.949780,2.0,2.000020000200002e-05,1,48,11,2132391,True
17884,2018-06-15 05:37:47.469146,0.1,1.0001000100010001e-05,6,1,4,35913,True
17885,2018-06-15 05:37:58.425965,4.0,4.000040000400004e-05,0,50,10,5411391,True
17886,2018-06-15 05:37:59.949631,0.1,1.0001000100010001e-05,6,39,8,35823,True
17887,2018-06-15 05:38:01.791391,0.4,4.0004000400040005e-05,3,5,7,625791,True
17888,2018-06-15 05:38:05.201449,1.0,1.000010000100001e-05,2,29,11,2217221,False
17889,2018-06-15 05:38:06.675986,0.04,4.004004004004004e-05,8,51,11,4314,True
17890,2018-06-15 05:38:10.034649,1.0,1.000010000100001e-05,2,45,6,1530603,False
17891,2018-06-15 05:38:11.564541,0.1,1.0001000100010001e-05,7,19,12,74079,False
17892,2018-06-15 05:38:14.965203,1.0,1.000010000100001e-05,2,37,8,1465279,True
17893,2018-06-15 05:38:16.520596,0.1,1.0001000100010001e-05,6,9,12,51477,True
17894,2018-06-15 05:38:17.984358,0.04,4.004004004004004e-05,8,45,10,9069,False
17895,2018-06-15 05:38:19.421707,0.04,4.004004004004004e-05,9,42,7,1720,True
17896,2018-06-15 05:38:21.053544,0.2,2.0002000200020003e-05,5,15,10,242052,False
17897,2018-06-15 05:38:22.525644,0.04,4.004004004004004e-05,8,23,12,5032,False
17898,2018-06-15 05:38:26.071199,1.0,1.000010000100001e-05,0,11,4,937666,False
17899,2018-06-15 05:38:29.601035,1.0,1.000010000100001e-05,1,44,9,502406,False
17900,2018-06-15 05:38:31.079752,0.04,4.004004004004004e-05,8,36,2,504,False
17901,2018-06-15 05:38:37.022537,2.0,2.000020000200002e-05,1,45,10,2981512,True
17902,2018-06-15 05:38:47.955805,4.0,4.000040000400004e-05,0,37,9,6172387,False
17903,2018-06-15 05:38:49.488859,0.1,1.0001000100010001e-05,6,40,12,102051,True
17904,2018-06-15 05:38:55.437410,2.0,2.000020000200002e-05,1,27,12,5039451,False
17905,2018-06-15 05:38:57.068896,0.2,2.0002000200020003e-05,5,19,8,196897,True
17906,2018-06-15 05:38:58.532465,0.04,4.004004004004004e-05,9,39,6,3230,True
17907,2018-06-15 05:38:59.953317,0.04,4.004004004004004e-05,8,29,7,1839,True
17908,2018-06-15 05:39:01.616995,0.2,2.0002000200020003e-05,4,0,10,428213,False
17909,2018-06-15 05:39:05.155364,1.0,1.000010000100001e-05,0,1,4,495592,False
17910,2018-06-15 05:39:06.690442,0.1,1.0001000100010001e-05,6,12,11,89110,True
17911,2018-06-15 05:39:08.533427,0.4,4.0004000400040005e-05,3,8,6,411746,True
17912,2018-06-15 05:39:10.061698,0.1,1.0001000100010001e-05,5,31,12,67052,True
17913,2018-06-15 05:39:11.533352,0.04,4.004004004004004e-05,9,32,4,395,False
17914,2018-06-15 05:39:14.979515,1.0,1.000010000100001e-05,2,43,11,1226988,True
17915,2018-06-15 05:39:16.444216,0.04,4.004004004004004e-05,8,47,2,2406,True
17916,2018-06-15 05:39:17.971877,0.1,1.0001000100010001e-05,7,5,8,10908,True
17917,2018-06-15 05:39:21.596547,1.0,1.000010000100001e-05,1,49,8,1957772,True
17918,2018-06-15 05:39:23.425105,0.4,4.0004000400040005e-05,3,32,4,419753,True
17919,2018-06-15 05:39:24.914008,0.04,4.004004004004004e-05,9,34,6,2798,True
17920,2018-06-15 05:39:26.455882,0.1,1.0001000100010001e-05,5,50,9,72848,True
17921,2018-06-15 05:39:27.926139,0.04,4.004004004004004e-05,9,14,10,6729,False
17922,2018-06-15 05:39:29.767770,0.4,4.0004000400040005e-05,4,31,12,575352,False
17923,2018-06-15 05:39:31.344494,0.1,1.0001000100010001e-05,5,49,5,19197,False
17924,2018-06-15 05:39:33.289453,0.4,4.0004000400040005e-05,1,17,3,173944,False
17925,2018-06-15 05:39:39.271621,2.0,2.000020000200002e-05,1,34,11,4484509,False
17926,2018-06-15 05:39:45.363133,2.0,2.000020000200002e-05,0,0,10,3963280,True
17927,2018-06-15 05:39:47.219274,0.4,4.0004000400040005e-05,3,42,7,495866,True
17928,2018-06-15 05:39:48.692374,0.04,4.004004004004004e-05,9,0,3,1083,True
17929,2018-06-15 05:39:50.532815,0.4,4.0004000400040005e-05,3,12,5,658489,True
17930,2018-06-15 05:39:53.992909,1.0,1.000010000100001e-05,1,7,6,539071,False
17931,2018-06-15 05:40:05.032814,4.0,4.000040000400004e-05,0,11,12,8648323,False
17932,2018-06-15 05:40:06.926437,0.4,4.0004000400040005e-05,2,0,6,149258,False
17933,2018-06-15 05:40:12.922198,2.0,2.000020000200002e-05,0,49,5,4119537,True
17934,2018-06-15 05:40:14.468618,0.1,1.0001000100010001e-05,5,29,9,46298,False
17935,2018-06-15 05:40:15.980390,0.1,1.0001000100010001e-05,7,26,3,24083,True
17936,2018-06-15 05:40:17.490344,0.1,1.0001000100010001e-05,6,29,6,114614,False
17937,2018-06-15 05:40:18.958503,0.04,4.004004004004004e-05,9,35,10,3352,True
17938,2018-06-15 05:40:20.496447,0.1,1.0001000100010001e-05,6,22,6,75777,True
17939,2018-06-15 05:40:21.970526,0.04,4.004004004004004e-05,9,10,8,960,True
17940,2018-06-15 05:40:23.523258,0.1,1.0001000100010001e-05,4,11,5,102721,False
17941,2018-06-15 05:40:26.970963,1.0,1.000010000100001e-05,1,46,5,1168622,True
17942,2018-06-15 05:40:28.483917,0.1,1.0001000100010001e-05,6,9,3,87374,True
17943,2018-06-15 05:40:29.978940,0.04,4.004004004004004e-05,8,29,11,7944,True
17944,2018-06-15 05:40:31.811096,0.4,4.0004000400040005e-05,3,23,3,428054,False
17945,2018-06-15 05:40:37.749849,2.0,2.000020000200002e-05,1,38,9,3569777,False
17946,2018-06-15 05:40:39.218479,0.04,4.004004004004004e-05,9,43,10,4712,True
17947,2018-06-15 05:40:40.876947,0.2,2.0002000200020003e-05,4,4,10,345438,True
17948,2018-06-15 05:40:42.337948,0.04,4.004004004004004e-05,8,38,2,472,False
17949,2018-06-15 05:40:43.977245,0.2,2.0002000200020003e-05,5,3,11,284268,False
17950,2018-06-15 05:40:47.626746,1.0,1.000010000100001e-05,0,46,7,869773,False
17951,2018-06-15 05:40:49.149138,0.1,1.0001000100010001e-05,7,13,3,45664,True
17952,2018-06-15 05:40:50.662458,0.1,1.0001000100010001e-05,5,19,4,65,False
17953,2018-06-15 05:40:52.522001,0.4,4.0004000400040005e-05,3,37,6,535001,True
17954,2018-06-15 05:40:54.211802,0.2,2.0002000200020003e-05,4,2,7,313713,True
17955,2018-06-15 05:41:00.171690,2.0,2.000020000200002e-05,0,8,4,2957306,True
17956,2018-06-15 05:41:01.718085,0.1,1.0001000100010001e-05,7,15,11,52151,True
17957,2018-06-15 05:41:03.554072,0.4,4.0004000400040005e-05,3,16,5,496256,True
17958,2018-06-15 05:41:05.216088,0.2,2.0002000200020003e-05,3,47,6,199086,False
17959,2018-06-15 05:41:06.697638,0.04,4.004004004004004e-05,8,17,5,4212,False
17960,2018-06-15 05:41:08.228632,0.1,1.0001000100010001e-05,6,45,11,38949,True
17961,2018-06-15 05:41:09.751755,0.1,1.0001000100010001e-05,5,3,11,80869,True
17962,2018-06-15 05:41:11.274565,0.1,1.0001000100010001e-05,6,45,9,53998,True
17963,2018-06-15 05:41:12.795145,0.1,1.0001000100010001e-05,4,22,3,52246,False
17964,2018-06-15 05:41:16.246661,1.0,1.000010000100001e-05,2,35,8,1637067,False
17965,2018-06-15 05:41:17.769171,0.1,1.0001000100010001e-05,6,23,4,69864,True
17966,2018-06-15 05:41:19.262157,0.04,4.004004004004004e-05,9,20,9,4983,True
17967,2018-06-15 05:41:20.685433,0.04,4.004004004004004e-05,8,11,3,3089,True
17968,2018-06-15 05:41:22.562142,0.4,4.0004000400040005e-05,3,46,11,703813,True
17969,2018-06-15 05:41:33.622573,4.0,4.000040000400004e-05,0,39,12,3858168,True
17970,2018-06-15 05:41:44.456334,4.0,4.000040000400004e-05,0,9,8,5338235,True
17971,2018-06-15 05:41:45.941553,0.04,4.004004004004004e-05,9,34,5,1871,True
17972,2018-06-15 05:41:47.484551,0.1,1.0001000100010001e-05,5,29,12,64614,False
17973,2018-06-15 05:41:50.852777,1.0,1.000010000100001e-05,2,18,6,856940,True
17974,2018-06-15 05:41:52.482666,0.2,2.0002000200020003e-05,4,8,4,309852,False
17975,2018-06-15 05:41:54.030229,0.1,1.0001000100010001e-05,7,43,6,50158,True
17976,2018-06-15 05:41:55.500217,0.04,4.004004004004004e-05,8,30,10,9445,True
17977,2018-06-15 05:41:57.363019,0.4,4.0004000400040005e-05,3,9,9,344955,True
17978,2018-06-15 05:41:58.885925,0.1,1.0001000100010001e-05,7,39,7,35768,True
17979,2018-06-15 05:42:09.896849,4.0,4.000040000400004e-05,0,2,11,5905883,True
17980,2018-06-15 05:42:11.428659,0.1,1.0001000100010001e-05,5,14,4,109101,True
17981,2018-06-15 05:42:12.944618,0.1,1.0001000100010001e-05,6,4,4,50122,True
17982,2018-06-15 05:42:14.484257,0.1,1.0001000100010001e-05,5,17,7,133472,True
17983,2018-06-15 05:42:15.998406,0.1,1.0001000100010001e-05,6,49,7,62387,True
17984,2018-06-15 05:42:19.388817,1.0,1.000010000100001e-05,2,19,5,1280417,True
17985,2018-06-15 05:42:20.909482,0.1,1.0001000100010001e-05,7,18,5,54657,False
17986,2018-06-15 05:42:22.803678,0.4,4.0004000400040005e-05,2,23,7,200363,False
17987,2018-06-15 05:42:26.187247,1.0,1.000010000100001e-05,3,25,10,1005659,False
17988,2018-06-15 05:42:27.715322,0.1,1.0001000100010001e-05,7,21,4,46320,True
17989,2018-06-15 05:42:29.562572,0.4,4.0004000400040005e-05,3,2,8,707139,True
17990,2018-06-15 05:42:31.200712,0.2,2.0002000200020003e-05,4,46,8,129152,True
17991,2018-06-15 05:42:32.696573,0.04,4.004004004004004e-05,9,32,10,2361,True
17992,2018-06-15 05:42:34.114104,0.04,4.004004004004004e-05,8,30,6,2914,True
17993,2018-06-15 05:42:45.034985,4.0,4.000040000400004e-05,0,19,9,7012321,False
17994,2018-06-15 05:42:46.675212,0.2,2.0002000200020003e-05,4,41,7,243088,True
17995,2018-06-15 05:42:48.144835,0.04,4.004004004004004e-05,8,36,9,2748,True
17996,2018-06-15 05:42:49.673837,0.1,1.0001000100010001e-05,7,25,3,40229,True
17997,2018-06-15 05:42:53.073149,1.0,1.000010000100001e-05,2,45,8,690690,True
17998,2018-06-15 05:42:56.569968,1.0,1.000010000100001e-05,1,40,10,924106,True
17999,2018-06-15 05:42:58.094555,0.1,1.0001000100010001e-05,5,26,8,51103,False
18000,2018-06-15 05:42:59.564264,0.04,4.004004004004004e-05,9,43,10,3335,True
18001,2018-06-15 05:43:01.210513,0.2,2.0002000200020003e-05,4,45,9,234071,True
18002,2018-06-15 05:43:02.737384,0.1,1.0001000100010001e-05,7,12,9,59504,True
18003,2018-06-15 05:43:06.137923,1.0,1.000010000100001e-05,1,8,3,1386675,True
18004,2018-06-15 05:43:09.533823,1.0,1.000010000100001e-05,1,7,4,2411645,True
18005,2018-06-15 05:43:20.480043,4.0,4.000040000400004e-05,0,19,9,8625201,False
18006,2018-06-15 05:43:22.157205,0.2,2.0002000200020003e-05,3,48,10,16418,False
18007,2018-06-15 05:43:25.506135,1.0,1.000010000100001e-05,3,8,12,974246,False
18008,2018-06-15 05:43:36.501004,4.0,4.000040000400004e-05,0,38,10,6804006,False
18009,2018-06-15 05:43:37.969964,0.04,4.004004004004004e-05,8,19,9,9763,False
18010,2018-06-15 05:43:39.384044,0.04,4.004004004004004e-05,9,49,4,2345,True
18011,2018-06-15 05:43:40.923490,0.1,1.0001000100010001e-05,5,10,4,134605,True
18012,2018-06-15 05:43:51.972045,4.0,4.000040000400004e-05,0,12,11,7097945,False
18013,2018-06-15 05:43:55.506921,1.0,1.000010000100001e-05,1,20,4,923106,False
18014,2018-06-15 05:43:56.969148,0.04,4.004004004004004e-05,8,40,2,644,False
18015,2018-06-15 05:43:58.631165,0.2,2.0002000200020003e-05,4,22,10,196981,True
18016,2018-06-15 05:44:00.275219,0.2,2.0002000200020003e-05,4,24,8,307771,True
18017,2018-06-15 05:44:01.809274,0.1,1.0001000100010001e-05,6,11,11,72488,True
18018,2018-06-15 05:44:05.263138,1.0,1.000010000100001e-05,1,45,3,1576842,True
18019,2018-06-15 05:44:08.794090,1.0,1.000010000100001e-05,0,18,5,1167852,False
18020,2018-06-15 05:44:10.476311,0.2,2.0002000200020003e-05,4,39,8,93037,False
18021,2018-06-15 05:44:13.833215,1.0,1.000010000100001e-05,2,28,5,1160268,True
18022,2018-06-15 05:44:15.354797,0.1,1.0001000100010001e-05,7,0,9,35377,True
18023,2018-06-15 05:44:21.254980,2.0,2.000020000200002e-05,1,2,9,3378832,False
18024,2018-06-15 05:44:24.694557,1.0,1.000010000100001e-05,2,18,8,1301847,True
18025,2018-06-15 05:44:26.221756,0.1,1.0001000100010001e-05,5,22,6,117802,True
18026,2018-06-15 05:44:27.757414,0.1,1.0001000100010001e-05,5,50,9,23431,False
18027,2018-06-15 05:44:29.275558,0.1,1.0001000100010001e-05,5,39,3,21470,False
18028,2018-06-15 05:44:32.634142,1.0,1.000010000100001e-05,3,27,11,1235071,False
18029,2018-06-15 05:44:34.152244,0.1,1.0001000100010001e-05,7,7,4,3569,True
18030,2018-06-15 05:44:36.034497,0.4,4.0004000400040005e-05,3,40,9,901807,False
18031,2018-06-15 05:44:37.502694,0.04,4.004004004004004e-05,8,9,6,2320,True
18032,2018-06-15 05:44:38.914722,0.04,4.004004004004004e-05,8,10,5,4276,True
18033,2018-06-15 05:44:42.356845,1.0,1.000010000100001e-05,1,42,4,800916,False
18034,2018-06-15 05:44:45.855336,1.0,1.000010000100001e-05,0,19,4,689224,False
18035,2018-06-15 05:44:47.395706,0.1,1.0001000100010001e-05,5,37,5,30220,False
18036,2018-06-15 05:44:48.919797,0.1,1.0001000100010001e-05,6,6,4,57216,True
18037,2018-06-15 05:44:50.603861,0.2,2.0002000200020003e-05,3,23,4,48548,False
18038,2018-06-15 05:44:52.068257,0.04,4.004004004004004e-05,9,12,12,8368,False
18039,2018-06-15 05:44:53.493528,0.04,4.004004004004004e-05,9,46,8,1738,False
18040,2018-06-15 05:44:55.375665,0.4,4.0004000400040005e-05,2,16,4,489921,True
18041,2018-06-15 05:44:56.910762,0.1,1.0001000100010001e-05,6,3,12,15916,False
18042,2018-06-15 05:45:02.844497,2.0,2.000020000200002e-05,1,39,9,2732707,True
18043,2018-06-15 05:45:04.507656,0.2,2.0002000200020003e-05,3,21,4,25344,False
18044,2018-06-15 05:45:08.152468,1.0,1.000010000100001e-05,0,24,5,1281900,False
18045,2018-06-15 05:45:09.626372,0.04,4.004004004004004e-05,9,41,6,2828,False
18046,2018-06-15 05:45:11.039926,0.04,4.004004004004004e-05,9,30,5,2330,True
18047,2018-06-15 05:45:16.984677,2.0,2.000020000200002e-05,1,7,9,3339312,False
18048,2018-06-15 05:45:18.456021,0.04,4.004004004004004e-05,8,20,12,7401,True
18049,2018-06-15 05:45:19.983523,0.1,1.0001000100010001e-05,7,34,9,60894,True
18050,2018-06-15 05:45:21.500923,0.1,1.0001000100010001e-05,7,32,5,14908,True
18051,2018-06-15 05:45:27.485563,2.0,2.000020000200002e-05,1,27,12,3591212,False
18052,2018-06-15 05:45:29.021178,0.1,1.0001000100010001e-05,7,22,8,13139,True
18053,2018-06-15 05:45:30.536943,0.1,1.0001000100010001e-05,7,51,7,31656,True
18054,2018-06-15 05:45:32.055385,0.1,1.0001000100010001e-05,5,4,4,48590,False
18055,2018-06-15 05:45:33.692877,0.2,2.0002000200020003e-05,4,29,5,149610,True
18056,2018-06-15 05:45:35.309480,0.2,2.0002000200020003e-05,5,13,7,174750,True
18057,2018-06-15 05:45:36.961725,0.2,2.0002000200020003e-05,3,26,4,69762,False
18058,2018-06-15 05:45:38.849639,0.4,4.0004000400040005e-05,2,25,6,698151,True
18059,2018-06-15 05:45:40.314479,0.04,4.004004004004004e-05,8,44,2,2019,True
18060,2018-06-15 05:45:41.737207,0.04,4.004004004004004e-05,9,0,5,412,False
18061,2018-06-15 05:45:45.131234,1.0,1.000010000100001e-05,3,32,12,1144249,False
18062,2018-06-15 05:45:47.000775,0.4,4.0004000400040005e-05,3,27,12,423443,True
18063,2018-06-15 05:45:48.539961,0.1,1.0001000100010001e-05,4,11,8,55993,False
18064,2018-06-15 05:45:50.001610,0.04,4.004004004004004e-05,8,25,2,1440,True
18065,2018-06-15 05:45:51.598081,0.1,1.0001000100010001e-05,7,16,3,21165,True
18066,2018-06-15 05:45:53.123045,0.1,1.0001000100010001e-05,7,49,5,18142,True
18067,2018-06-15 05:45:54.595720,0.04,4.004004004004004e-05,9,12,6,297,False
18068,2018-06-15 05:45:56.144300,0.1,1.0001000100010001e-05,4,20,5,21605,False
18069,2018-06-15 05:45:57.619253,0.04,4.004004004004004e-05,9,9,7,4432,True
18070,2018-06-15 05:46:03.604137,2.0,2.000020000200002e-05,0,5,5,2312470,True
18071,2018-06-15 05:46:09.543034,2.0,2.000020000200002e-05,0,8,4,2619419,True
18072,2018-06-15 05:46:11.082357,0.1,1.0001000100010001e-05,6,25,12,131608,True
18073,2018-06-15 05:46:12.916209,0.4,4.0004000400040005e-05,3,17,5,397297,True
18074,2018-06-15 05:46:14.754875,0.4,4.0004000400040005e-05,3,34,4,650691,False
18075,2018-06-15 05:46:20.731145,2.0,2.000020000200002e-05,0,47,3,2994101,True
18076,2018-06-15 05:46:22.201107,0.04,4.004004004004004e-05,8,23,2,539,False
18077,2018-06-15 05:46:23.726163,0.1,1.0001000100010001e-05,6,35,3,10851,True
18078,2018-06-15 05:46:25.218289,0.04,4.004004004004004e-05,8,44,5,5371,True
18079,2018-06-15 05:46:27.154614,0.4,4.0004000400040005e-05,2,12,9,506640,True
18080,2018-06-15 05:46:28.984405,0.4,4.0004000400040005e-05,3,46,10,631657,True
18081,2018-06-15 05:46:30.450803,0.04,4.004004004004004e-05,8,51,6,6815,True
18082,2018-06-15 05:46:33.954007,1.0,1.000010000100001e-05,1,48,9,1080964,True
18083,2018-06-15 05:46:35.837124,0.4,4.0004000400040005e-05,2,10,6,68154,False
