sample,time,window,precision,modulation,band,preamble,offset,valid
7096,2018-06-14 21:59:44.390230,4.0,4.000040000400004e-05,0,31,12,4012416,True
7097,2018-06-14 21:59:45.796892,0.04,4.004004004004004e-05,9,28,4,307,False
7098,2018-06-14 21:59:51.620623,2.0,2.000020000200002e-05,1,6,7,3237247,False
7099,2018-06-14 21:59:53.086623,0.1,1.0001000100010001e-05,6,28,7,58500,True
7100,2018-06-14 21:59:56.478905,1.0,1.000010000100001e-05,1,25,5,961972,True
7101,2018-06-14 22:00:02.411959,2.0,2.000020000200002e-05,0,44,4,4083620,True
7102,2018-06-14 22:00:03.890473,0.1,1.0001000100010001e-05,7,33,10,34569,True
7103,2018-06-14 22:00:05.488185,0.2,2.0002000200020003e-05,4,21,3,153900,True
7104,2018-06-14 22:00:11.361507,2.0,2.000020000200002e-05,1,29,11,4730157,False
7105,2018-06-14 22:00:13.242313,0.4,4.0004000400040005e-05,2,44,9,540564,True
7106,2018-06-14 22:00:14.644865,0.04,4.004004004004004e-05,9,36,6,2867,True
7107,2018-06-14 22:00:20.630998,2.0,2.000020000200002e-05,0,18,6,1199574,False
7108,2018-06-14 22:00:24.033606,1.0,1.000010000100001e-05,1,5,6,1475051,True
7109,2018-06-14 22:00:25.511252,0.1,1.0001000100010001e-05,6,6,12,167485,False
7110,2018-06-14 22:00:26.923254,0.04,4.004004004004004e-05,9,20,6,3238,True
7111,2018-06-14 22:00:28.763866,0.4,4.0004000400040005e-05,3,6,12,627216,True
7112,2018-06-14 22:00:34.554533,2.0,2.000020000200002e-05,1,0,6,2741815,True
7113,2018-06-14 22:00:36.363190,0.4,4.0004000400040005e-05,3,15,9,467199,True
7114,2018-06-14 22:00:38.136739,0.4,4.0004000400040005e-05,3,26,7,727697,False
7115,2018-06-14 22:00:39.901467,0.4,4.0004000400040005e-05,2,37,5,183319,False
7116,2018-06-14 22:00:41.319815,0.04,4.004004004004004e-05,9,37,11,8371,False
7117,2018-06-14 22:00:42.796697,0.1,1.0001000100010001e-05,7,24,10,42377,True
7118,2018-06-14 22:00:44.205142,0.04,4.004004004004004e-05,8,49,5,1686,True
7119,2018-06-14 22:00:45.675737,0.1,1.0001000100010001e-05,7,49,12,31778,True
7120,2018-06-14 22:00:47.140449,0.1,1.0001000100010001e-05,6,37,3,36845,True
7121,2018-06-14 22:00:50.483483,1.0,1.000010000100001e-05,2,50,10,881291,True
7122,2018-06-14 22:00:51.907026,0.04,4.004004004004004e-05,9,38,5,607,False
7123,2018-06-14 22:00:55.268238,1.0,1.000010000100001e-05,2,28,12,1158623,True
7124,2018-06-14 22:00:56.672206,0.04,4.004004004004004e-05,9,40,4,2592,True
7125,2018-06-14 22:00:58.456317,0.4,4.0004000400040005e-05,3,38,4,395156,True
7126,2018-06-14 22:01:04.373893,2.0,2.000020000200002e-05,0,3,5,1495867,True
7127,2018-06-14 22:01:05.815819,0.04,4.004004004004004e-05,9,37,9,3435,True
7128,2018-06-14 22:01:09.145224,1.0,1.000010000100001e-05,2,22,4,960413,True
7129,2018-06-14 22:01:10.719536,0.2,2.0002000200020003e-05,5,29,10,252959,False
7130,2018-06-14 22:01:12.280676,0.2,2.0002000200020003e-05,4,10,8,456220,False
7131,2018-06-14 22:01:13.682343,0.04,4.004004004004004e-05,8,24,10,1142,True
7132,2018-06-14 22:01:15.167110,0.1,1.0001000100010001e-05,7,26,11,75361,False
7133,2018-06-14 22:01:18.462353,1.0,1.000010000100001e-05,2,5,5,1041338,True
7134,2018-06-14 22:01:19.872939,0.04,4.004004004004004e-05,9,4,2,652,True
7135,2018-06-14 22:01:21.675007,0.4,4.0004000400040005e-05,3,21,11,320536,True
7136,2018-06-14 22:01:23.138262,0.1,1.0001000100010001e-05,5,18,5,146384,True
7137,2018-06-14 22:01:24.735484,0.2,2.0002000200020003e-05,4,32,10,243853,True
7138,2018-06-14 22:01:28.174960,1.0,1.000010000100001e-05,1,34,4,1137808,True
7139,2018-06-14 22:01:31.431802,1.0,1.000010000100001e-05,2,5,8,958410,True
7140,2018-06-14 22:01:37.372777,2.0,2.000020000200002e-05,0,2,5,3257370,True
7141,2018-06-14 22:01:39.139551,0.4,4.0004000400040005e-05,4,21,11,475739,False
7142,2018-06-14 22:01:40.607274,0.1,1.0001000100010001e-05,7,17,12,52711,True
7143,2018-06-14 22:01:42.080578,0.1,1.0001000100010001e-05,5,28,6,120150,True
7144,2018-06-14 22:01:43.891247,0.4,4.0004000400040005e-05,3,48,10,297211,True
7145,2018-06-14 22:01:45.295638,0.04,4.004004004004004e-05,8,28,5,6356,True
7146,2018-06-14 22:01:46.871577,0.2,2.0002000200020003e-05,4,35,4,327946,False
7147,2018-06-14 22:01:48.334962,0.1,1.0001000100010001e-05,6,27,6,13227,True
7148,2018-06-14 22:01:49.793721,0.1,1.0001000100010001e-05,6,43,7,99757,True
7149,2018-06-14 22:01:51.259052,0.1,1.0001000100010001e-05,6,0,11,135842,False
7150,2018-06-14 22:01:54.657750,1.0,1.000010000100001e-05,1,6,6,605399,False
7151,2018-06-14 22:01:56.251270,0.2,2.0002000200020003e-05,3,18,3,66339,False
7152,2018-06-14 22:01:57.720193,0.1,1.0001000100010001e-05,6,1,8,85706,True
7153,2018-06-14 22:01:59.519403,0.4,4.0004000400040005e-05,3,28,11,694562,True
7154,2018-06-14 22:02:00.981074,0.1,1.0001000100010001e-05,7,21,9,26858,True
7155,2018-06-14 22:02:11.935290,4.0,4.000040000400004e-05,0,2,11,3952949,True
7156,2018-06-14 22:02:13.533392,0.2,2.0002000200020003e-05,3,13,6,43091,False
7157,2018-06-14 22:02:14.998283,0.1,1.0001000100010001e-05,5,43,7,34370,False
7158,2018-06-14 22:02:16.600402,0.2,2.0002000200020003e-05,4,39,12,382416,True
7159,2018-06-14 22:02:18.003459,0.04,4.004004004004004e-05,8,6,7,4930,True
7160,2018-06-14 22:02:19.373032,0.04,4.004004004004004e-05,9,40,9,7123,False
7161,2018-06-14 22:02:22.910546,1.0,1.000010000100001e-05,0,28,5,235311,False
7162,2018-06-14 22:02:26.167809,1.0,1.000010000100001e-05,2,7,5,1132001,True
7163,2018-06-14 22:02:27.648636,0.1,1.0001000100010001e-05,5,2,9,90657,True
7164,2018-06-14 22:02:29.118880,0.1,1.0001000100010001e-05,6,33,4,24116,True
7165,2018-06-14 22:02:30.984526,0.4,4.0004000400040005e-05,2,18,8,132195,False
7166,2018-06-14 22:02:36.911847,2.0,2.000020000200002e-05,0,40,4,2181708,True
7167,2018-06-14 22:02:42.785829,2.0,2.000020000200002e-05,0,10,5,4508364,True
7168,2018-06-14 22:02:44.188542,0.04,4.004004004004004e-05,9,12,7,3323,True
7169,2018-06-14 22:02:45.773376,0.2,2.0002000200020003e-05,4,27,8,105862,False
7170,2018-06-14 22:02:47.648179,0.4,4.0004000400040005e-05,2,24,9,152117,False
7171,2018-06-14 22:02:49.123882,0.1,1.0001000100010001e-05,5,16,12,83229,True
7172,2018-06-14 22:02:50.588540,0.1,1.0001000100010001e-05,5,46,5,70305,True
7173,2018-06-14 22:02:56.505417,2.0,2.000020000200002e-05,0,38,4,5382320,False
7174,2018-06-14 22:02:57.926220,0.04,4.004004004004004e-05,9,35,10,6280,False
7175,2018-06-14 22:03:08.923453,4.0,4.000040000400004e-05,0,36,11,5098846,True
7176,2018-06-14 22:03:10.489895,0.2,2.0002000200020003e-05,5,12,10,213915,False
7177,2018-06-14 22:03:13.843939,1.0,1.000010000100001e-05,1,47,4,654976,False
7178,2018-06-14 22:03:15.324067,0.1,1.0001000100010001e-05,7,49,4,7745,True
7179,2018-06-14 22:03:16.809992,0.1,1.0001000100010001e-05,7,30,5,20580,True
7180,2018-06-14 22:03:18.596765,0.4,4.0004000400040005e-05,4,16,12,431406,True
7181,2018-06-14 22:03:29.577783,4.0,4.000040000400004e-05,0,2,11,9365898,False
7182,2018-06-14 22:03:31.042667,0.1,1.0001000100010001e-05,5,23,4,12836,False
7183,2018-06-14 22:03:32.872367,0.4,4.0004000400040005e-05,3,37,12,719714,True
7184,2018-06-14 22:03:34.354828,0.1,1.0001000100010001e-05,5,11,9,51848,False
7185,2018-06-14 22:03:37.689794,1.0,1.000010000100001e-05,2,24,5,1453413,False
7186,2018-06-14 22:03:39.171200,0.1,1.0001000100010001e-05,5,9,9,11277,False
7187,2018-06-14 22:03:40.638742,0.1,1.0001000100010001e-05,5,24,10,3303,False
7188,2018-06-14 22:03:42.040084,0.04,4.004004004004004e-05,8,5,7,7920,True
7189,2018-06-14 22:03:48.022344,2.0,2.000020000200002e-05,0,51,6,4945301,True
7190,2018-06-14 22:03:49.511150,0.1,1.0001000100010001e-05,4,17,3,85452,False
7191,2018-06-14 22:03:50.988148,0.1,1.0001000100010001e-05,4,36,3,107308,False
7192,2018-06-14 22:03:54.413406,1.0,1.000010000100001e-05,1,35,5,1681727,True
7193,2018-06-14 22:03:55.875485,0.1,1.0001000100010001e-05,6,28,8,97051,True
7194,2018-06-14 22:03:57.659115,0.4,4.0004000400040005e-05,3,33,5,394070,True
7195,2018-06-14 22:03:59.126993,0.1,1.0001000100010001e-05,7,6,7,17035,True
7196,2018-06-14 22:04:00.557064,0.04,4.004004004004004e-05,9,17,12,6779,False
7197,2018-06-14 22:04:02.373353,0.4,4.0004000400040005e-05,3,18,11,654934,True
7198,2018-06-14 22:04:03.841128,0.1,1.0001000100010001e-05,7,15,8,52960,True
7199,2018-06-14 22:04:05.312728,0.1,1.0001000100010001e-05,7,45,7,63312,False
7200,2018-06-14 22:04:07.085646,0.4,4.0004000400040005e-05,4,26,12,415315,True
7201,2018-06-14 22:04:08.488891,0.04,4.004004004004004e-05,9,31,9,2229,True
7202,2018-06-14 22:04:10.371107,0.4,4.0004000400040005e-05,2,11,12,127912,False
7203,2018-06-14 22:04:11.839951,0.1,1.0001000100010001e-05,5,14,10,83817,True
7204,2018-06-14 22:04:13.322515,0.1,1.0001000100010001e-05,6,13,10,38041,True
7205,2018-06-14 22:04:14.729336,0.04,4.004004004004004e-05,9,27,4,1912,True
7206,2018-06-14 22:04:16.107506,0.04,4.004004004004004e-05,8,44,10,9064,True
7207,2018-06-14 22:04:17.577932,0.1,1.0001000100010001e-05,7,42,3,5829,True
7208,2018-06-14 22:04:19.051575,0.1,1.0001000100010001e-05,7,34,3,38676,True
7209,2018-06-14 22:04:25.025038,2.0,2.000020000200002e-05,0,11,5,1510161,False
7210,2018-06-14 22:04:26.627170,0.2,2.0002000200020003e-05,4,28,9,146631,True
7211,2018-06-14 22:04:28.029524,0.04,4.004004004004004e-05,8,42,9,10812,False
7212,2018-06-14 22:04:31.414803,1.0,1.000010000100001e-05,2,16,12,1083974,True
7213,2018-06-14 22:04:34.652478,1.0,1.000010000100001e-05,3,31,12,1077595,False
7214,2018-06-14 22:04:36.072723,0.04,4.004004004004004e-05,9,5,7,2063,True
7215,2018-06-14 22:04:37.847706,0.4,4.0004000400040005e-05,3,15,3,464711,False
7216,2018-06-14 22:04:39.625924,0.4,4.0004000400040005e-05,3,37,4,670253,False
7217,2018-06-14 22:04:41.039527,0.04,4.004004004004004e-05,8,15,2,682,True
7218,2018-06-14 22:04:42.832136,0.4,4.0004000400040005e-05,3,28,6,366803,True
7219,2018-06-14 22:04:44.615953,0.4,4.0004000400040005e-05,3,37,4,580664,True
7220,2018-06-14 22:04:46.030801,0.04,4.004004004004004e-05,9,6,6,4186,True
7221,2018-06-14 22:04:47.502524,0.1,1.0001000100010001e-05,6,24,11,108396,True
7222,2018-06-14 22:04:48.961551,0.1,1.0001000100010001e-05,7,49,8,39243,True
7223,2018-06-14 22:04:52.317329,1.0,1.000010000100001e-05,2,47,12,1516102,True
7224,2018-06-14 22:04:53.726257,0.04,4.004004004004004e-05,8,11,4,2451,True
7225,2018-06-14 22:04:55.205694,0.1,1.0001000100010001e-05,6,20,8,107314,True
7226,2018-06-14 22:04:56.672480,0.1,1.0001000100010001e-05,6,14,4,32829,True
7227,2018-06-14 22:04:58.299225,0.2,2.0002000200020003e-05,3,48,9,35244,False
7228,2018-06-14 22:04:59.779233,0.1,1.0001000100010001e-05,4,21,3,59886,False
7229,2018-06-14 22:05:01.199466,0.04,4.004004004004004e-05,9,35,11,6370,False
7230,2018-06-14 22:05:02.560070,0.04,4.004004004004004e-05,9,17,7,2897,True
7231,2018-06-14 22:05:03.926589,0.04,4.004004004004004e-05,8,33,10,7064,False
7232,2018-06-14 22:05:05.394647,0.1,1.0001000100010001e-05,5,42,3,58272,True
7233,2018-06-14 22:05:06.966178,0.2,2.0002000200020003e-05,4,7,3,166418,False
7234,2018-06-14 22:05:12.995975,2.0,2.000020000200002e-05,0,15,7,4266902,True
7235,2018-06-14 22:05:14.472392,0.1,1.0001000100010001e-05,7,18,8,59137,False
7236,2018-06-14 22:05:15.925904,0.1,1.0001000100010001e-05,6,41,11,110715,True
7237,2018-06-14 22:05:19.321749,1.0,1.000010000100001e-05,1,9,5,1194126,True
7238,2018-06-14 22:05:20.980678,0.2,2.0002000200020003e-05,3,41,10,134005,False
7239,2018-06-14 22:05:27.065664,2.0,2.000020000200002e-05,0,4,10,2804292,True
7240,2018-06-14 22:05:28.549566,0.1,1.0001000100010001e-05,6,3,7,56235,True
7241,2018-06-14 22:05:34.629405,2.0,2.000020000200002e-05,0,11,10,418758,False
7242,2018-06-14 22:05:38.044683,1.0,1.000010000100001e-05,2,34,9,634727,True
7243,2018-06-14 22:05:39.620914,0.2,2.0002000200020003e-05,5,18,10,150380,True
7244,2018-06-14 22:05:42.909048,1.0,1.000010000100001e-05,3,50,10,1111059,False
7245,2018-06-14 22:05:44.720951,0.4,4.0004000400040005e-05,3,27,12,514828,True
7246,2018-06-14 22:05:46.185737,0.1,1.0001000100010001e-05,6,25,8,107426,True
7247,2018-06-14 22:05:49.544178,1.0,1.000010000100001e-05,2,7,10,1376840,True
7248,2018-06-14 22:05:50.949482,0.04,4.004004004004004e-05,8,38,5,314,False
7249,2018-06-14 22:05:52.424379,0.1,1.0001000100010001e-05,7,1,8,48218,True
7250,2018-06-14 22:05:53.889343,0.1,1.0001000100010001e-05,7,36,3,40041,True
7251,2018-06-14 22:05:55.352041,0.1,1.0001000100010001e-05,5,46,3,143467,True
7252,2018-06-14 22:05:56.762424,0.04,4.004004004004004e-05,9,37,3,1984,False
7253,2018-06-14 22:05:58.585844,0.4,4.0004000400040005e-05,3,37,12,627572,True
7254,2018-06-14 22:06:00.099010,0.1,1.0001000100010001e-05,5,22,4,28258,False
7255,2018-06-14 22:06:11.079130,4.0,4.000040000400004e-05,0,36,11,4874412,True
7256,2018-06-14 22:06:12.488340,0.04,4.004004004004004e-05,8,37,10,8644,True
7257,2018-06-14 22:06:13.854194,0.04,4.004004004004004e-05,9,6,8,531,False
7258,2018-06-14 22:06:17.253291,1.0,1.000010000100001e-05,1,30,6,1245629,True
7259,2018-06-14 22:06:18.735938,0.1,1.0001000100010001e-05,6,33,9,77675,True
7260,2018-06-14 22:06:20.547353,0.4,4.0004000400040005e-05,3,18,9,913476,False
7261,2018-06-14 22:06:22.019371,0.1,1.0001000100010001e-05,6,29,11,127187,True
7262,2018-06-14 22:06:23.501229,0.1,1.0001000100010001e-05,6,16,9,82005,True
7263,2018-06-14 22:06:24.912796,0.04,4.004004004004004e-05,9,2,4,920,True
7264,2018-06-14 22:06:26.536403,0.2,2.0002000200020003e-05,3,13,9,3654,False
7265,2018-06-14 22:06:28.106418,0.2,2.0002000200020003e-05,6,20,12,175288,False
7266,2018-06-14 22:06:29.582940,0.1,1.0001000100010001e-05,6,7,12,33420,False
7267,2018-06-14 22:06:31.037933,0.1,1.0001000100010001e-05,6,0,8,59993,True
7268,2018-06-14 22:06:36.915399,2.0,2.000020000200002e-05,1,17,11,4152507,False
7269,2018-06-14 22:06:38.403398,0.1,1.0001000100010001e-05,5,7,7,43221,False
7270,2018-06-14 22:06:40.188645,0.4,4.0004000400040005e-05,3,50,8,467320,True
7271,2018-06-14 22:06:41.792578,0.2,2.0002000200020003e-05,4,22,8,275892,True
7272,2018-06-14 22:06:43.605079,0.4,4.0004000400040005e-05,3,8,11,542822,True
7273,2018-06-14 22:06:45.078290,0.1,1.0001000100010001e-05,5,35,6,62601,True
7274,2018-06-14 22:06:48.404750,1.0,1.000010000100001e-05,2,39,6,1297311,True
7275,2018-06-14 22:06:49.974465,0.2,2.0002000200020003e-05,4,6,4,189608,True
7276,2018-06-14 22:06:51.387459,0.04,4.004004004004004e-05,8,23,5,6315,True
7277,2018-06-14 22:06:52.860092,0.1,1.0001000100010001e-05,6,15,6,44769,True
7278,2018-06-14 22:06:54.326177,0.1,1.0001000100010001e-05,7,47,10,23687,True
7279,2018-06-14 22:07:00.240691,2.0,2.000020000200002e-05,0,31,5,4675559,True
7280,2018-06-14 22:07:06.010966,2.0,2.000020000200002e-05,1,21,6,3033778,False
7281,2018-06-14 22:07:07.606901,0.2,2.0002000200020003e-05,4,42,8,271024,True
7282,2018-06-14 22:07:09.420543,0.4,4.0004000400040005e-05,2,49,4,353188,False
7283,2018-06-14 22:07:11.030691,0.2,2.0002000200020003e-05,4,39,4,143585,True
7284,2018-06-14 22:07:12.588304,0.2,2.0002000200020003e-05,4,45,4,248436,True
7285,2018-06-14 22:07:14.203997,0.2,2.0002000200020003e-05,4,30,3,200423,True
7286,2018-06-14 22:07:17.566045,1.0,1.000010000100001e-05,1,46,4,923580,False
7287,2018-06-14 22:07:20.920746,1.0,1.000010000100001e-05,2,35,11,1284069,True
7288,2018-06-14 22:07:24.261286,1.0,1.000010000100001e-05,1,3,3,2073866,False
7289,2018-06-14 22:07:30.308104,2.0,2.000020000200002e-05,0,16,8,1123856,False
7290,2018-06-14 22:07:31.786025,0.1,1.0001000100010001e-05,6,13,9,53560,True
7291,2018-06-14 22:07:33.381684,0.2,2.0002000200020003e-05,5,27,10,215132,False
7292,2018-06-14 22:07:36.744308,1.0,1.000010000100001e-05,2,25,12,2267950,False
7293,2018-06-14 22:07:38.146145,0.04,4.004004004004004e-05,9,20,11,6797,False
7294,2018-06-14 22:07:39.748005,0.2,2.0002000200020003e-05,3,24,4,31281,False
7295,2018-06-14 22:07:41.536038,0.4,4.0004000400040005e-05,3,26,8,597170,True
7296,2018-06-14 22:07:42.998843,0.1,1.0001000100010001e-05,7,9,10,19023,True
7297,2018-06-14 22:07:44.412098,0.04,4.004004004004004e-05,9,42,5,1630,True
7298,2018-06-14 22:07:45.777767,0.04,4.004004004004004e-05,9,13,8,3489,True
7299,2018-06-14 22:07:47.256900,0.1,1.0001000100010001e-05,6,1,7,117938,False
7300,2018-06-14 22:07:58.094097,4.0,4.000040000400004e-05,0,45,8,5294244,True
7301,2018-06-14 22:07:59.681117,0.2,2.0002000200020003e-05,4,44,6,344737,False
7302,2018-06-14 22:08:01.554053,0.4,4.0004000400040005e-05,1,46,4,168122,False
7303,2018-06-14 22:08:05.139543,1.0,1.000010000100001e-05,0,19,6,754958,False
7304,2018-06-14 22:08:06.548711,0.04,4.004004004004004e-05,9,50,7,1583,False
7305,2018-06-14 22:08:08.137193,0.2,2.0002000200020003e-05,4,41,4,311725,True
7306,2018-06-14 22:08:11.443384,1.0,1.000010000100001e-05,2,10,6,1665299,False
7307,2018-06-14 22:08:12.901036,0.1,1.0001000100010001e-05,7,37,8,52587,True
7308,2018-06-14 22:08:18.783651,2.0,2.000020000200002e-05,1,26,12,2682370,True
7309,2018-06-14 22:08:29.709510,4.0,4.000040000400004e-05,0,31,11,8329090,False
7310,2018-06-14 22:08:31.492836,0.4,4.0004000400040005e-05,3,5,7,513349,True
7311,2018-06-14 22:08:33.264594,0.4,4.0004000400040005e-05,3,22,9,830148,False
7312,2018-06-14 22:08:36.709064,1.0,1.000010000100001e-05,1,49,10,726747,False
7313,2018-06-14 22:08:38.128577,0.04,4.004004004004004e-05,9,38,11,1070,True
7314,2018-06-14 22:08:39.730116,0.2,2.0002000200020003e-05,4,26,8,259183,True
7315,2018-06-14 22:08:41.203853,0.1,1.0001000100010001e-05,6,41,11,85091,True
7316,2018-06-14 22:08:44.693049,1.0,1.000010000100001e-05,0,41,4,1621286,False
7317,2018-06-14 22:08:46.109580,0.04,4.004004004004004e-05,9,13,5,2101,True
7318,2018-06-14 22:08:47.691131,0.2,2.0002000200020003e-05,4,17,5,120525,True
7319,2018-06-14 22:08:58.449226,4.0,4.000040000400004e-05,0,10,6,6124210,False
7320,2018-06-14 22:08:59.857392,0.04,4.004004004004004e-05,9,14,4,858,False
7321,2018-06-14 22:09:03.217182,1.0,1.000010000100001e-05,2,38,12,2125443,False
7322,2018-06-14 22:09:04.695557,0.1,1.0001000100010001e-05,7,46,6,39973,True
7323,2018-06-14 22:09:06.166579,0.1,1.0001000100010001e-05,7,9,8,34933,True
7324,2018-06-14 22:09:07.624827,0.1,1.0001000100010001e-05,6,4,10,62287,True
7325,2018-06-14 22:09:09.037005,0.04,4.004004004004004e-05,9,46,10,2077,False
7326,2018-06-14 22:09:10.509941,0.1,1.0001000100010001e-05,7,10,6,62206,False
7327,2018-06-14 22:09:21.301159,4.0,4.000040000400004e-05,0,2,7,7104748,False
7328,2018-06-14 22:09:22.896682,0.2,2.0002000200020003e-05,3,0,5,113370,False
7329,2018-06-14 22:09:33.733541,4.0,4.000040000400004e-05,0,26,8,6667517,False
7330,2018-06-14 22:09:35.328806,0.2,2.0002000200020003e-05,3,27,5,203819,False
7331,2018-06-14 22:09:36.730967,0.04,4.004004004004004e-05,9,44,2,794,True
7332,2018-06-14 22:09:38.213681,0.1,1.0001000100010001e-05,6,29,11,72221,True
7333,2018-06-14 22:09:41.799139,1.0,1.000010000100001e-05,0,20,7,11852,False
7334,2018-06-14 22:09:43.611010,0.4,4.0004000400040005e-05,3,27,11,773870,True
7335,2018-06-14 22:09:54.656243,4.0,4.000040000400004e-05,0,14,12,4095616,True
7336,2018-06-14 22:09:56.122186,0.1,1.0001000100010001e-05,6,19,7,33489,True
7337,2018-06-14 22:10:02.048651,2.0,2.000020000200002e-05,0,10,5,3558384,True
7338,2018-06-14 22:10:03.652417,0.2,2.0002000200020003e-05,5,35,12,306189,False
7339,2018-06-14 22:10:05.118999,0.1,1.0001000100010001e-05,6,15,10,19472,False
7340,2018-06-14 22:10:16.151822,4.0,4.000040000400004e-05,0,27,12,7155505,False
7341,2018-06-14 22:10:19.499290,1.0,1.000010000100001e-05,1,42,3,1480676,True
7342,2018-06-14 22:10:20.967850,0.1,1.0001000100010001e-05,7,27,8,54419,True
7343,2018-06-14 22:10:22.381051,0.04,4.004004004004004e-05,8,31,10,3385,True
7344,2018-06-14 22:10:23.859525,0.1,1.0001000100010001e-05,6,51,5,82477,True
7345,2018-06-14 22:10:25.667522,0.4,4.0004000400040005e-05,3,47,10,760323,True
7346,2018-06-14 22:10:27.079860,0.04,4.004004004004004e-05,8,23,8,7846,True
7347,2018-06-14 22:10:28.669967,0.2,2.0002000200020003e-05,4,26,10,295522,True
7348,2018-06-14 22:10:34.651031,2.0,2.000020000200002e-05,0,40,6,3587376,True
7349,2018-06-14 22:10:36.244900,0.2,2.0002000200020003e-05,4,19,12,306643,True
7350,2018-06-14 22:10:37.651683,0.04,4.004004004004004e-05,9,39,10,4455,True
7351,2018-06-14 22:10:40.945685,1.0,1.000010000100001e-05,2,7,4,1348291,False
7352,2018-06-14 22:10:42.423248,0.1,1.0001000100010001e-05,6,35,7,122507,False
7353,2018-06-14 22:10:45.796204,1.0,1.000010000100001e-05,2,19,9,1952277,False
7354,2018-06-14 22:10:49.187119,1.0,1.000010000100001e-05,2,15,10,2268038,False
7355,2018-06-14 22:10:50.611895,0.04,4.004004004004004e-05,8,3,5,854,True
7356,2018-06-14 22:10:52.209072,0.2,2.0002000200020003e-05,4,41,8,438548,False
7357,2018-06-14 22:10:53.634357,0.04,4.004004004004004e-05,9,22,9,4008,True
7358,2018-06-14 22:10:55.123639,0.1,1.0001000100010001e-05,7,29,9,12681,True
7359,2018-06-14 22:10:56.904883,0.4,4.0004000400040005e-05,4,42,12,508779,False
7360,2018-06-14 22:10:58.688103,0.4,4.0004000400040005e-05,4,3,9,507714,False
7361,2018-06-14 22:11:00.461264,0.4,4.0004000400040005e-05,3,1,10,878904,False
7362,2018-06-14 22:11:01.923802,0.1,1.0001000100010001e-05,7,48,3,40175,True
7363,2018-06-14 22:11:03.349673,0.04,4.004004004004004e-05,9,30,12,5994,True
7364,2018-06-14 22:11:04.717625,0.04,4.004004004004004e-05,9,15,10,6054,False
7365,2018-06-14 22:11:06.188970,0.1,1.0001000100010001e-05,7,43,3,401,True
7366,2018-06-14 22:11:07.597073,0.04,4.004004004004004e-05,9,37,2,1423,False
7367,2018-06-14 22:11:13.519943,2.0,2.000020000200002e-05,0,16,5,4187739,True
7368,2018-06-14 22:11:14.930402,0.04,4.004004004004004e-05,9,18,4,2220,True
7369,2018-06-14 22:11:16.506464,0.2,2.0002000200020003e-05,5,34,7,204140,False
7370,2018-06-14 22:11:17.920284,0.04,4.004004004004004e-05,9,25,11,6607,False
7371,2018-06-14 22:11:23.906743,2.0,2.000020000200002e-05,0,30,5,5179304,False
7372,2018-06-14 22:11:25.373757,0.1,1.0001000100010001e-05,6,41,7,123115,False
7373,2018-06-14 22:11:27.181714,0.4,4.0004000400040005e-05,3,18,8,452457,True
7374,2018-06-14 22:11:28.813893,0.2,2.0002000200020003e-05,2,11,4,44506,False
7375,2018-06-14 22:11:30.688703,0.4,4.0004000400040005e-05,2,34,9,343904,False
7376,2018-06-14 22:11:32.100044,0.04,4.004004004004004e-05,9,3,9,2849,False
7377,2018-06-14 22:11:33.575780,0.1,1.0001000100010001e-05,7,3,3,8855,True
7378,2018-06-14 22:11:36.985037,1.0,1.000010000100001e-05,2,29,11,886525,True
7379,2018-06-14 22:11:42.772509,2.0,2.000020000200002e-05,1,35,6,2871066,False
7380,2018-06-14 22:11:44.255752,0.1,1.0001000100010001e-05,5,49,6,50577,False
7381,2018-06-14 22:11:47.603750,1.0,1.000010000100001e-05,2,25,9,2158898,False
7382,2018-06-14 22:11:49.074190,0.1,1.0001000100010001e-05,7,38,10,50540,True
7383,2018-06-14 22:11:50.877681,0.4,4.0004000400040005e-05,3,34,4,449198,True
7384,2018-06-14 22:11:52.349560,0.1,1.0001000100010001e-05,7,43,8,8835,False
7385,2018-06-14 22:11:53.807458,0.1,1.0001000100010001e-05,5,36,5,71268,True
7386,2018-06-14 22:11:55.394153,0.2,2.0002000200020003e-05,4,49,6,144211,True
7387,2018-06-14 22:11:58.777071,1.0,1.000010000100001e-05,1,5,4,399901,False
7388,2018-06-14 22:12:00.259347,0.1,1.0001000100010001e-05,5,30,7,74825,True
7389,2018-06-14 22:12:01.662218,0.04,4.004004004004004e-05,8,38,11,11341,False
7390,2018-06-14 22:12:07.813791,2.0,2.000020000200002e-05,0,18,12,727715,False
7391,2018-06-14 22:12:09.288126,0.1,1.0001000100010001e-05,5,42,9,70759,True
7392,2018-06-14 22:12:10.712377,0.04,4.004004004004004e-05,8,23,12,14512,False
7393,2018-06-14 22:12:12.188377,0.1,1.0001000100010001e-05,6,4,10,122893,True
7394,2018-06-14 22:12:13.766624,0.2,2.0002000200020003e-05,4,10,5,202611,True
7395,2018-06-14 22:12:15.235274,0.1,1.0001000100010001e-05,5,51,3,107160,True
7396,2018-06-14 22:12:18.619672,1.0,1.000010000100001e-05,2,48,12,2040476,False
7397,2018-06-14 22:12:20.097074,0.1,1.0001000100010001e-05,6,18,12,129030,True
7398,2018-06-14 22:12:21.569317,0.1,1.0001000100010001e-05,5,50,3,108005,False
7399,2018-06-14 22:12:25.019667,1.0,1.000010000100001e-05,1,47,10,1092338,True
7400,2018-06-14 22:12:26.833892,0.4,4.0004000400040005e-05,2,13,3,406494,False
