sample,time,window,precision,modulation,band,power,payload,tx2txdone
1391,2018-06-07 05:41:49.432882,10.0,5.000000250000012e-07,1,6,14,150,3.1500026575001328
1392,2018-06-07 05:42:16.472726,1.0,5.0000002500000126e-08,4,22,11,88,0.2812953640647682
1393,2018-06-07 05:42:23.564626,0.2,4.0000008000001605e-08,5,15,10,45,0.0946721789344358
1394,2018-06-07 05:43:11.840059,10.0,5.000000250000012e-07,1,8,21,166,3.3957596697879833
1395,2018-06-07 05:43:45.037665,4.0,2.000000100000005e-07,2,31,22,203,1.8618228930911447
1396,2018-06-07 05:44:13.833232,2.0,1.0000000500000025e-07,2,43,20,74,0.796873239843662
1397,2018-06-07 05:44:46.984242,4.0,2.000000100000005e-07,3,37,3,213,1.0743744537187228
1398,2018-06-07 05:45:15.651030,2.0,1.0000000500000025e-07,4,44,17,169,0.48609232430461624
1399,2018-06-07 05:45:22.894060,0.4,8.000001600000321e-08,4,13,16,47,0.17889539577907917
1400,2018-06-07 05:45:24.024875,0.002,2.000020000200002e-08,9,16,0,3,0.000912249122491225
1401,2018-06-07 05:45:31.079014,0.2,4.0000008000001605e-08,4,35,13,16,0.09697673939534789
1402,2018-06-07 05:45:57.142638,1.0,5.0000002500000126e-08,3,27,3,79,0.45998047299902367
1403,2018-06-07 05:45:59.392775,0.02,2.000002000002e-08,9,43,-1,160,0.007192927192927193
1404,2018-06-07 05:46:01.660422,0.04,4.000004000004e-08,8,8,9,206,0.014324294324294325
1405,2018-06-07 05:46:08.786453,0.2,4.0000008000001605e-08,7,44,-2,110,0.06452849290569859
1406,2018-06-07 05:46:16.153374,0.4,8.000001600000321e-08,6,28,-3,186,0.17492731498546302
1407,2018-06-07 05:46:18.340775,0.04,4.000004000004e-08,8,41,-2,143,0.010292290292290293
1408,2018-06-07 05:46:47.137144,2.0,1.0000000500000025e-07,4,36,8,208,0.5884934294246715
1409,2018-06-07 05:47:13.788707,1.0,5.0000002500000126e-08,2,11,18,20,0.387278419363921
1410,2018-06-07 05:47:21.327621,0.4,8.000001600000321e-08,6,7,1,110,0.11092834218566845
1411,2018-06-07 05:47:23.644167,0.04,4.000004000004e-08,7,24,7,5,0.010770970770970771
1412,2018-06-07 05:47:25.822228,0.01,1.000001000001e-08,8,48,5,25,0.0027403827403827408
1413,2018-06-07 05:48:14.405470,10.0,5.000000250000012e-07,1,19,-2,180,3.641517682075884
1414,2018-06-07 05:48:16.801874,0.02,2.000002000002e-08,9,9,20,146,0.006633746633746634
1415,2018-06-07 05:49:05.256997,10.0,5.000000250000012e-07,1,24,14,145,3.0680831534041575
1416,2018-06-07 05:49:31.848874,1.0,5.0000002500000126e-08,5,0,11,118,0.202191660109583
1417,2018-06-07 05:49:38.971346,0.2,4.0000008000001605e-08,7,38,19,162,0.09140829828165967
1418,2018-06-07 05:49:41.088467,0.01,1.000001000001e-08,8,45,22,43,0.0038922638922638925
1419,2018-06-07 05:50:07.590698,1.0,5.0000002500000126e-08,5,43,19,168,0.27387041369352066
1420,2018-06-07 05:51:19.467535,20.0,1.0000000500000025e-06,0,26,13,193,7.1189873559493675
1421,2018-06-07 05:51:52.783346,4.0,2.000000100000005e-07,2,26,6,120,1.206470860323543
1422,2018-06-07 05:52:21.862494,2.0,1.0000000500000025e-07,3,14,20,147,0.767178838358942
1423,2018-06-07 05:52:28.734392,0.1,2.0000004000000802e-08,7,41,-1,49,0.03380872676174536
1424,2018-06-07 05:52:36.608062,0.4,8.000001600000321e-08,6,19,21,148,0.14164770832954168
1425,2018-06-07 05:52:44.086868,0.4,8.000001600000321e-08,5,34,-2,54,0.10491298098259622
1426,2018-06-07 05:52:46.371373,0.02,2.000002000002e-08,9,31,19,194,0.008552268552268552
1427,2018-06-07 05:53:18.158670,1.0,5.0000002500000126e-08,5,42,17,253,
1428,2018-06-07 05:53:26.316503,0.4,8.000001600000321e-08,7,36,7,201,0.11188794237758849
1429,2018-06-07 05:53:28.577249,0.04,4.000004000004e-08,8,10,21,190,0.013301733301733303
1430,2018-06-07 05:54:40.882753,20.0,1.0000000500000025e-06,0,18,9,222,8.10201740510087
1431,2018-06-07 05:55:15.082671,4.0,2.000000100000005e-07,2,38,5,96,1.0016724500836225
1432,2018-06-07 05:55:41.593521,1.0,5.0000002500000126e-08,4,26,-1,153,0.44513262225663114
1433,2018-06-07 05:56:10.117697,2.0,1.0000000500000025e-07,2,24,-1,79,0.8378328418916421
1434,2018-06-07 05:56:38.712544,2.0,1.0000000500000025e-07,3,50,16,125,0.6647794332389717
1435,2018-06-07 05:56:46.015802,0.1,2.0000004000000802e-08,6,4,14,17,0.031568766313753265
1436,2018-06-07 05:57:58.047369,20.0,1.0000000500000025e-06,0,18,22,162,6.135957306797865
1437,2018-06-07 05:58:27.290157,2.0,1.0000000500000025e-07,3,3,0,164,0.8490967424548371
1438,2018-06-07 05:59:15.397341,10.0,5.000000250000012e-07,0,14,17,48,2.367675118383756
1439,2018-06-07 05:59:17.636321,0.01,1.000001000001e-08,8,11,-2,24,0.002676672676672677
1440,2018-06-07 05:59:44.075021,1.0,5.0000002500000126e-08,3,47,16,37,0.2756635137831757
1441,2018-06-07 05:59:46.280738,0.02,2.000002000002e-08,8,20,9,96,0.007285067285067286
1442,2018-06-07 06:00:12.664503,1.0,5.0000002500000126e-08,6,9,-1,218,0.203087460154373
1443,2018-06-07 06:01:01.109665,10.0,5.000000250000012e-07,1,16,14,179,3.641517682075884
1444,2018-06-07 06:01:34.161313,4.0,2.000000100000005e-07,2,35,15,127,1.247430862371543
1445,2018-06-07 06:02:00.863141,1.0,5.0000002500000126e-08,5,41,19,223,0.3557895177894759
1446,2018-06-07 06:02:03.181022,0.01,1.000001000001e-08,9,27,11,56,0.0030341630341630343
1447,2018-06-07 06:02:10.591735,0.4,8.000001600000321e-08,6,41,3,96,0.09812817962563594
1448,2018-06-07 06:02:43.948834,4.0,2.000000100000005e-07,0,36,2,37,2.039996901999845
1449,2018-06-07 06:02:51.012178,0.2,4.0000008000001605e-08,7,34,2,81,0.050448610089722026
1450,2018-06-07 06:03:20.837561,2.0,1.0000000500000025e-07,4,26,22,239,0.6704104335205217
1451,2018-06-07 06:03:46.962965,1.0,5.0000002500000126e-08,4,31,3,101,0.3120140156007008
1452,2018-06-07 06:04:18.798336,1.0,5.0000002500000126e-08,6,25,2,250,
1453,2018-06-07 06:04:27.148513,0.4,8.000001600000321e-08,7,6,22,233,0.12724786544957312
1454,2018-06-07 06:04:34.209655,0.2,4.0000008000001605e-08,7,0,-2,149,0.0850099370019874
1455,2018-06-07 06:04:41.286893,0.4,8.000001600000321e-08,7,44,7,178,0.09908953981790798
1456,2018-06-07 06:05:29.302335,10.0,5.000000250000012e-07,2,50,-3,205,1.9027820951391048
1457,2018-06-07 06:05:36.833310,0.4,8.000001600000321e-08,3,50,12,12,0.15278347055669414
1458,2018-06-07 06:06:37.115570,20.0,1.0000000500000025e-06,1,48,22,245,
1459,2018-06-07 06:06:57.183430,0.02,2.000002000002e-08,9,51,10,171,0.007633547633547634
1460,2018-06-07 06:07:44.792460,10.0,5.000000250000012e-07,1,31,14,180,3.641518682075934
1461,2018-06-07 06:08:10.889622,1.0,5.0000002500000126e-08,5,46,0,112,0.1919531095976555
1462,2018-06-07 06:09:22.682802,20.0,1.0000000500000025e-06,0,12,-3,219,7.93817939690897
1463,2018-06-07 06:10:10.711437,10.0,5.000000250000012e-07,1,2,9,101,2.2488906124445305
1464,2018-06-07 06:10:11.863893,0.004,4.000040000400004e-08,8,42,5,13,0.001973379733797338
1465,2018-06-07 06:10:19.281270,0.4,8.000001600000321e-08,7,5,6,173,0.09652809930561987
1466,2018-06-07 06:10:26.641522,0.4,8.000001600000321e-08,5,12,10,71,0.13051170610234122
1467,2018-06-07 06:11:26.970740,20.0,1.0000000500000025e-06,0,42,13,249,
1468,2018-06-07 06:12:13.679694,2.0,1.0000000500000025e-07,3,31,13,165,0.8490968424548422
1469,2018-06-07 06:13:02.273213,10.0,5.000000250000012e-07,1,15,4,166,3.3957596697879833
1470,2018-06-07 06:13:50.289864,10.0,5.000000250000012e-07,1,6,2,114,2.4946486247324313
1471,2018-06-07 06:14:16.474799,1.0,5.0000002500000126e-08,2,20,17,15,0.34631776731588837
1472,2018-06-07 06:14:45.763371,2.0,1.0000000500000025e-07,1,3,18,17,0.6924269346213467
1473,2018-06-07 06:14:47.827646,0.01,1.000001000001e-08,9,46,5,94,0.004552244552244553
1474,2018-06-07 06:14:54.602988,0.1,2.0000004000000802e-08,7,31,3,41,0.029968725993745202
1475,2018-06-07 06:15:42.216590,10.0,5.000000250000012e-07,0,34,19,86,3.678381183919059
1476,2018-06-07 06:15:44.417833,0.02,2.000002000002e-08,8,26,4,117,0.008628168628168629
1477,2018-06-07 06:15:52.155152,0.4,8.000001600000321e-08,3,28,16,20,0.19374323874864777
1478,2018-06-07 06:15:54.234161,0.01,1.000001000001e-08,8,45,-3,57,0.0047883147883147886
1479,2018-06-07 06:16:20.790963,1.0,5.0000002500000126e-08,5,19,15,201,0.31995041599752083
1480,2018-06-07 06:16:27.884388,0.1,2.0000004000000802e-08,7,14,7,58,0.03764964752992951
1481,2018-06-07 06:16:54.145052,1.0,5.0000002500000126e-08,5,33,16,164,0.26875146343757317
1482,2018-06-07 06:17:54.547142,20.0,1.0000000500000025e-06,1,3,22,243,
1483,2018-06-07 06:18:40.995342,2.0,1.0000000500000025e-07,4,29,13,193,0.5475317273765864
1484,2018-06-07 06:19:53.164604,20.0,1.0000000500000025e-06,0,8,2,174,6.463633323181666
1485,2018-06-07 06:21:05.663187,20.0,1.0000000500000025e-06,0,9,11,196,7.282827364141368
1486,2018-06-07 06:21:13.070782,0.4,8.000001600000321e-08,7,46,-2,234,0.12852778570555715
1487,2018-06-07 06:22:25.012803,20.0,1.0000000500000025e-06,0,47,2,176,6.627471331373567
1488,2018-06-07 06:22:58.703696,4.0,2.000000100000005e-07,2,14,16,153,1.4522268726113436
1489,2018-06-07 06:23:59.025833,20.0,1.0000000500000025e-06,0,0,15,250,
1490,2018-06-07 06:24:19.335893,0.02,2.000002000002e-08,8,25,13,127,0.00926938926938927
1491,2018-06-07 06:24:21.502601,0.02,2.000002000002e-08,8,40,3,98,0.007412287412287413
1492,2018-06-07 06:24:28.736439,0.4,8.000001600000321e-08,6,3,-1,145,0.13908770781754157
1493,2018-06-07 06:25:17.405518,10.0,5.000000250000012e-07,1,47,15,211,4.214953710747685
1494,2018-06-07 06:25:24.571437,0.2,4.0000008000001605e-08,7,25,10,82,0.05044865008973003
1495,2018-06-07 06:25:51.267411,1.0,5.0000002500000126e-08,5,21,9,208,0.3301905665095283
1496,2018-06-07 06:25:52.370170,0.004,4.000040000400004e-08,8,3,9,2,0.0012682926829268293
1497,2018-06-07 06:26:18.793585,1.0,5.0000002500000126e-08,3,7,-3,32,0.25518326275916314
1498,2018-06-07 06:26:25.925084,0.4,8.000001600000321e-08,7,45,1,192,0.10677026135405228
1499,2018-06-07 06:26:28.220053,0.04,4.000004000004e-08,8,6,11,162,0.01150837150837151
1500,2018-06-07 06:26:35.766752,0.2,4.0000008000001605e-08,7,45,21,124,0.0722105344421069
1501,2018-06-07 06:27:36.090439,20.0,1.0000000500000025e-06,1,36,3,250,
1502,2018-06-07 06:29:06.294042,20.0,1.0000000500000025e-06,0,48,0,232,8.42969442148472
1503,2018-06-07 06:29:39.390581,4.0,2.000000100000005e-07,0,16,5,36,2.0399971019998553
1504,2018-06-07 06:29:41.503746,0.04,4.000004000004e-08,8,12,1,145,0.01042025042025042
1505,2018-06-07 06:30:08.107575,1.0,5.0000002500000126e-08,5,6,-1,128,0.21755096087754805
1506,2018-06-07 06:30:56.321142,10.0,5.000000250000012e-07,0,48,5,54,2.531513126575656
1507,2018-06-07 06:31:44.961901,10.0,5.000000250000012e-07,2,27,8,219,1.9847015992350798
1508,2018-06-07 06:31:52.555710,0.4,8.000001600000321e-08,6,39,0,193,0.18004731600946322
1509,2018-06-07 06:31:59.833030,0.2,4.0000008000001605e-08,7,13,-2,90,0.05428853085770618
1510,2018-06-07 06:32:02.030970,0.02,2.000002000002e-08,8,19,14,95,0.007220327220327221
1511,2018-06-07 06:32:09.502343,0.4,8.000001600000321e-08,7,16,6,195,0.10804802160960433
1512,2018-06-07 06:32:11.795903,0.04,4.000004000004e-08,8,41,13,143,0.010292370292370293
1513,2018-06-07 06:32:45.779106,4.0,2.000000100000005e-07,2,47,11,174,1.616065280803264
1514,2018-06-07 06:33:34.073436,10.0,5.000000250000012e-07,2,20,9,240,2.1894996094749803
1515,2018-06-07 06:34:07.518994,4.0,2.000000100000005e-07,1,11,18,80,1.8392952919647647
1516,2018-06-07 06:34:33.842808,1.0,5.0000002500000126e-08,5,45,7,234,0.3711494185574709
1517,2018-06-07 06:34:59.933690,1.0,5.0000002500000126e-08,2,46,2,26,0.42823767141188357
1518,2018-06-07 06:36:11.387049,20.0,1.0000000500000025e-06,0,17,1,161,6.135957306797865
1519,2018-06-07 06:37:23.301248,20.0,1.0000000500000025e-06,0,2,2,212,7.774340388717019
1520,2018-06-07 06:37:49.682206,1.0,5.0000002500000126e-08,6,12,2,207,0.192849859642493
1521,2018-06-07 06:37:57.080761,0.4,8.000001600000321e-08,4,27,3,33,0.13793578758715752
1522,2018-06-07 06:38:03.931314,0.1,2.0000004000000802e-08,4,3,18,1,0.05601637120327425
1523,2018-06-07 06:38:06.081728,0.02,2.000002000002e-08,9,28,11,143,0.006512286512286513
1524,2018-06-07 06:38:39.490736,4.0,2.000000100000005e-07,2,37,13,182,1.6979856848992843
1525,2018-06-07 06:39:08.416387,2.0,1.0000000500000025e-07,2,0,15,70,0.796873339843667
1526,2018-06-07 06:40:20.750832,20.0,1.0000000500000025e-06,0,24,1,186,6.955149347757467
1527,2018-06-07 06:41:32.664818,20.0,1.0000000500000025e-06,0,19,6,138,5.3167662658383135
1528,2018-06-07 06:41:40.057686,0.4,8.000001600000321e-08,4,35,4,33,0.13793586758717352
1529,2018-06-07 06:41:42.370594,0.04,4.000004000004e-08,8,13,22,169,0.011956171956171957
1530,2018-06-07 06:41:49.608461,0.2,4.0000008000001605e-08,7,50,-2,105,0.06196909239381849
1531,2018-06-07 06:41:56.966555,0.4,8.000001600000321e-08,6,14,14,166,0.1570087514017503
1532,2018-06-07 06:42:23.734965,1.0,5.0000002500000126e-08,3,10,15,58,0.37806276890313845
1533,2018-06-07 06:43:35.819648,20.0,1.0000000500000025e-06,0,51,4,179,6.627472331373617
1534,2018-06-07 06:44:48.182053,20.0,1.0000000500000025e-06,0,16,6,146,5.644442282222114
1535,2018-06-07 06:44:55.517065,0.2,4.0000008000001605e-08,6,30,13,72,0.07764829552965911
1536,2018-06-07 06:45:29.306171,4.0,2.000000100000005e-07,1,0,20,75,1.7573770878688544
1537,2018-06-07 06:46:41.335042,20.0,1.0000000500000025e-06,0,1,-2,223,8.10201740510087
1538,2018-06-07 06:46:48.680276,0.4,8.000001600000321e-08,6,20,15,145,0.13908842781768557
1539,2018-06-07 06:46:49.901658,0.004,4.000040000400004e-08,9,33,1,11,0.0012323323233232332
1540,2018-06-07 06:47:22.811068,4.0,2.000000100000005e-07,3,17,13,239,1.197253859862693
1541,2018-06-07 06:47:30.122723,0.4,8.000001600000321e-08,7,22,-2,233,0.1272483454496691
1542,2018-06-07 06:47:37.347207,0.2,4.0000008000001605e-08,7,3,18,103,0.06068849213769843
1543,2018-06-07 06:47:39.662952,0.04,4.000004000004e-08,8,44,16,224,0.015476135476135477
1544,2018-06-07 06:47:41.707418,0.01,1.000001000001e-08,9,14,4,58,0.0031122231122231126
1545,2018-06-07 06:48:07.392061,1.0,5.0000002500000126e-08,5,38,19,170,0.2789919139495957
1546,2018-06-07 06:48:55.346478,10.0,5.000000250000012e-07,2,1,10,229,2.0666216033310802
1547,2018-06-07 06:49:24.052794,2.0,1.0000000500000025e-07,1,33,20,27,0.8562649428132472
1548,2018-06-07 06:49:51.643000,1.0,5.0000002500000126e-08,2,41,5,5,0.2643985132199257
1549,2018-06-07 06:49:58.933580,0.4,8.000001600000321e-08,6,2,13,114,0.11348850269770056
1550,2018-06-07 06:50:01.048980,0.04,4.000004000004e-08,7,20,16,20,0.01844893844893845
1551,2018-06-07 06:50:48.309270,10.0,5.000000250000012e-07,0,31,12,54,2.531512126575606
1552,2018-06-07 06:51:36.226475,10.0,5.000000250000012e-07,1,4,1,86,2.00313360015668
1553,2018-06-07 06:52:24.054918,10.0,5.000000250000012e-07,1,29,18,127,2.7404076370203816
1554,2018-06-07 06:53:12.298101,10.0,5.000000250000012e-07,1,29,-2,142,2.9861636493081822
1555,2018-06-07 06:53:40.732559,2.0,1.0000000500000025e-07,1,35,15,34,1.0201046510052325
1556,2018-06-07 06:54:28.257953,10.0,5.000000250000012e-07,1,13,14,105,2.3308106165405307
1557,2018-06-07 06:54:35.893063,0.4,8.000001600000321e-08,6,1,22,155,0.14932866986573398
1558,2018-06-07 06:55:48.011051,20.0,1.0000000500000025e-06,0,20,-2,211,7.774341388717069
1559,2018-06-07 06:55:55.092409,0.2,4.0000008000001605e-08,4,38,10,19,0.1072167014433403
1560,2018-06-07 06:56:21.019377,1.0,5.0000002500000126e-08,4,42,-1,122,0.3632141181607059
1561,2018-06-07 06:56:51.938386,0.04,4.000004000004e-08,9,50,-1,249,
1562,2018-06-07 06:56:59.352080,0.2,4.0000008000001605e-08,7,29,7,103,0.060688732137746434
1563,2018-06-07 06:57:25.304503,1.0,5.0000002500000126e-08,6,14,16,201,0.18772770938638547
1564,2018-06-07 06:57:27.424077,0.01,1.000001000001e-08,9,30,-2,85,0.0041923741923741925
1565,2018-06-07 06:57:34.889832,0.4,8.000001600000321e-08,7,9,9,220,0.12084850416970085
1566,2018-06-07 06:57:37.029386,0.01,1.000001000001e-08,9,42,6,56,0.0030322830322830324
1567,2018-06-07 06:58:03.444154,1.0,5.0000002500000126e-08,6,3,13,213,0.197967859898393
1568,2018-06-07 06:58:35.257511,1.0,5.0000002500000126e-08,6,25,14,248,
1569,2018-06-07 06:59:24.533202,10.0,5.000000250000012e-07,0,14,22,79,3.350705167535258
1570,2018-06-07 06:59:31.769360,0.2,4.0000008000001605e-08,7,51,15,75,0.04660924932184987
1571,2018-06-07 06:59:38.855394,0.2,4.0000008000001605e-08,3,51,13,3,0.11182482236496448
1572,2018-06-07 06:59:46.070955,0.4,8.000001600000321e-08,6,42,8,101,0.10324802064960414
1573,2018-06-07 07:00:57.808273,20.0,1.0000000500000025e-06,0,30,16,211,7.774340388717019
1574,2018-06-07 07:01:04.669598,0.2,4.0000008000001605e-08,5,47,9,21,0.05883249176649836
1575,2018-06-07 07:01:40.972904,4.0,2.000000100000005e-07,3,49,7,254,
1576,2018-06-07 07:01:46.880405,0.04,4.000004000004e-08,8,23,22,212,0.01470865470865471
1577,2018-06-07 07:02:34.526201,10.0,5.000000250000012e-07,0,25,17,59,2.695350634767532
1578,2018-06-07 07:03:08.487157,4.0,2.000000100000005e-07,0,13,15,15,1.220805461040273
1579,2018-06-07 07:03:37.678337,2.0,1.0000000500000025e-07,3,34,11,121,0.6647793332389667
1580,2018-06-07 07:03:45.272572,0.4,8.000001600000321e-08,7,35,-1,201,0.11188970237794049
1581,2018-06-07 07:04:11.405519,1.0,5.0000002500000126e-08,1,44,17,2,0.4466689723334486
1582,2018-06-07 07:04:18.843642,0.4,8.000001600000321e-08,3,38,10,4,0.1323037864607573
1583,2018-06-07 07:04:48.244133,2.0,1.0000000500000025e-07,3,17,15,161,0.8286170414308521
1584,2018-06-07 07:05:22.246045,4.0,2.000000100000005e-07,2,0,7,158,1.4931874746593738
1585,2018-06-07 07:05:48.722555,1.0,5.0000002500000126e-08,5,3,22,231,0.3660294683014734
1586,2018-06-07 07:05:56.193605,0.4,8.000001600000321e-08,3,11,8,7,0.1323053864610773
1587,2018-06-07 07:06:25.577134,2.0,1.0000000500000025e-07,1,28,3,18,0.6924268346213417
1588,2018-06-07 07:07:25.972830,20.0,1.0000000500000025e-06,1,14,10,252,
1589,2018-06-07 07:07:46.225107,0.04,4.000004000004e-08,9,2,12,236,0.010232170232170233
1590,2018-06-07 07:08:34.798344,10.0,5.000000250000012e-07,1,25,14,204,4.133033706651685
1591,2018-06-07 07:08:35.943063,0.002,2.000020000200002e-08,9,31,5,8,0.0011122711227112272
1592,2018-06-07 07:08:43.317198,0.2,4.0000008000001605e-08,7,44,10,154,0.08756829751365951
1593,2018-06-07 07:09:17.274869,4.0,2.000000100000005e-07,1,3,17,59,1.5116182755809138
1594,2018-06-07 07:09:43.995694,1.0,5.0000002500000126e-08,5,15,8,226,0.3609104680455234
1595,2018-06-07 07:10:17.738470,4.0,2.000000100000005e-07,0,41,5,33,1.8761584938079248
1596,2018-06-07 07:10:24.985225,0.2,4.0000008000001605e-08,7,9,-3,122,0.07092841418568284
1597,2018-06-07 07:10:58.919309,4.0,2.000000100000005e-07,2,47,19,186,1.7389440869472044
1598,2018-06-07 07:11:25.772753,1.0,5.0000002500000126e-08,5,8,-3,161,0.26363046318152317
1599,2018-06-07 07:12:14.262145,10.0,5.000000250000012e-07,1,3,20,95,2.1669726083486305
1600,2018-06-07 07:12:16.381433,0.04,4.000004000004e-08,8,42,20,223,0.015412215412215413
1601,2018-06-07 07:12:18.651977,0.02,2.000002000002e-08,8,9,17,101,0.007605567605567606
1602,2018-06-07 07:12:20.953717,0.04,4.000004000004e-08,9,6,20,217,0.009472609472609474
1603,2018-06-07 07:12:47.551788,1.0,5.0000002500000126e-08,1,16,17,6,0.5285883264294163
1604,2018-06-07 07:12:54.643616,0.2,4.0000008000001605e-08,7,15,4,118,0.06836877367375474
1605,2018-06-07 07:13:21.225071,1.0,5.0000002500000126e-08,5,31,12,233,0.37114946855747344
1606,2018-06-07 07:13:28.242554,0.2,4.0000008000001605e-08,6,44,18,53,0.062289132457826496
1607,2018-06-07 07:13:35.609004,0.4,8.000001600000321e-08,7,16,12,170,0.09524809904961982
1608,2018-06-07 07:14:02.564083,1.0,5.0000002500000126e-08,4,14,22,112,0.34273561713678086
1609,2018-06-07 07:14:09.953665,0.4,8.000001600000321e-08,6,26,14,150,0.1442077088415418
1610,2018-06-07 07:14:36.628530,1.0,5.0000002500000126e-08,2,3,-2,9,0.2643985132199257
1611,2018-06-07 07:15:05.616256,2.0,1.0000000500000025e-07,4,1,20,236,0.6601707330085367
1612,2018-06-07 07:15:07.792147,0.02,2.000002000002e-08,8,19,17,109,0.008116708116708117
1613,2018-06-07 07:15:34.058847,1.0,5.0000002500000126e-08,5,4,15,149,0.24827066241353313
1614,2018-06-07 07:15:36.257215,0.02,2.000002000002e-08,9,48,-3,146,0.006632186632186633
1615,2018-06-07 07:16:05.471458,2.0,1.0000000500000025e-07,2,29,15,72,0.796873239843662
1616,2018-06-07 07:16:31.384444,1.0,5.0000002500000126e-08,2,36,17,9,0.26440041322002067
1617,2018-06-07 07:17:44.184322,20.0,1.0000000500000025e-06,0,37,18,137,5.316764265838213
1618,2018-06-07 07:18:10.356473,1.0,5.0000002500000126e-08,4,7,18,105,0.3222539661126983
1619,2018-06-07 07:18:12.482620,0.02,2.000002000002e-08,9,36,-2,154,0.006952226952226952
1620,2018-06-07 07:18:39.327931,1.0,5.0000002500000126e-08,4,24,4,138,0.40417497020874854
1621,2018-06-07 07:18:41.688986,0.02,2.000002000002e-08,9,6,10,171,0.007632167632167633
1622,2018-06-07 07:18:49.066581,0.1,2.0000004000000802e-08,7,26,12,51,0.03508866701773341
1623,2018-06-07 07:19:22.353642,4.0,2.000000100000005e-07,3,4,12,218,1.0948542547427127
1624,2018-06-07 07:19:48.381333,1.0,5.0000002500000126e-08,3,28,9,60,0.37806131890306593
1625,2018-06-07 07:20:15.057993,1.0,5.0000002500000126e-08,3,25,22,44,0.29614201480710073
1626,2018-06-07 07:20:16.206991,0.004,4.000040000400004e-08,8,51,5,12,0.0019082590825908261
1627,2018-06-07 07:21:04.364566,10.0,5.000000250000012e-07,0,42,6,50,2.3676736183836806
1628,2018-06-07 07:21:37.482838,4.0,2.000000100000005e-07,2,1,5,143,1.3703076685153834
1629,2018-06-07 07:21:39.698937,0.01,1.000001000001e-08,9,28,-2,64,0.003352653352653353
1630,2018-06-07 07:21:40.835399,0.004,4.000040000400004e-08,9,22,-1,17,0.0014723747237472375
1631,2018-06-07 07:21:48.245547,0.2,4.0000008000001605e-08,4,49,-3,17,0.09697705939541189
1632,2018-06-07 07:22:36.207404,10.0,5.000000250000012e-07,1,18,9,161,3.313840165692008
1633,2018-06-07 07:23:04.752217,2.0,1.0000000500000025e-07,1,2,21,11,0.6105072305253615
1634,2018-06-07 07:23:50.078847,10.0,5.000000250000012e-07,2,34,2,249,
1635,2018-06-07 07:24:01.499708,0.01,1.000001000001e-08,8,39,22,17,0.0022282322282322284
1636,2018-06-07 07:24:35.173933,4.0,2.000000100000005e-07,2,50,3,201,1.8618228930911447
1637,2018-06-07 07:25:01.712524,1.0,5.0000002500000126e-08,4,4,7,78,0.25057491252874564
1638,2018-06-07 07:25:35.289871,4.0,2.000000100000005e-07,2,33,3,113,1.124551456227573
1639,2018-06-07 07:26:23.202282,10.0,5.000000250000012e-07,0,13,9,117,4.661411733070587
1640,2018-06-07 07:26:49.577257,1.0,5.0000002500000126e-08,1,34,20,9,0.5285878764293939
1641,2018-06-07 07:26:56.859866,0.4,8.000001600000321e-08,7,16,16,231,0.12724778544955712
1642,2018-06-07 07:26:59.000517,0.04,4.000004000004e-08,7,23,1,8,0.012050452050452052
1643,2018-06-07 07:28:11.268329,20.0,1.0000000500000025e-06,0,18,5,165,6.135957306797865
1644,2018-06-07 07:29:11.580010,20.0,1.0000000500000025e-06,1,4,8,245,
1645,2018-06-07 07:29:55.909250,1.0,5.0000002500000126e-08,2,46,16,34,0.46919837345991866
1646,2018-06-07 07:30:02.961119,0.2,4.0000008000001605e-08,5,27,18,34,0.07931233586246718
1647,2018-06-07 07:30:29.453964,1.0,5.0000002500000126e-08,5,40,18,169,0.27387031369351567
1648,2018-06-07 07:31:03.061617,4.0,2.000000100000005e-07,3,1,-2,217,1.0948552547427628
1649,2018-06-07 07:31:10.417017,0.4,8.000001600000321e-08,7,32,5,167,0.09396817879363577
1650,2018-06-07 07:32:22.321943,20.0,1.0000000500000025e-06,0,20,6,200,7.282825364141268
1651,2018-06-07 07:32:55.101478,4.0,2.000000100000005e-07,3,0,15,209,1.0538948526947427
1652,2018-06-07 07:33:02.233329,0.2,4.0000008000001605e-08,4,21,9,9,0.07649637529927507
1653,2018-06-07 07:33:31.270459,2.0,1.0000000500000025e-07,4,1,9,192,0.5475324273766213
1654,2018-06-07 07:33:39.222919,0.2,4.0000008000001605e-08,7,32,13,106,0.06324937264987454
1655,2018-06-07 07:34:06.095736,1.0,5.0000002500000126e-08,5,0,18,112,0.19195205959760298
1656,2018-06-07 07:34:39.551206,4.0,2.000000100000005e-07,0,48,17,28,1.7123208856160443
1657,2018-06-07 07:34:46.943749,0.4,8.000001600000321e-08,6,20,11,121,0.11860794372158875
1658,2018-06-07 07:34:54.053981,0.1,2.0000004000000802e-08,6,48,19,19,0.031568726313745264
1659,2018-06-07 07:36:06.343007,20.0,1.0000000500000025e-06,0,0,14,169,6.299795314989765
1660,2018-06-07 07:36:54.570487,10.0,5.000000250000012e-07,0,37,7,89,3.6783826839191343
1661,2018-06-07 07:37:21.199306,1.0,5.0000002500000126e-08,5,13,12,163,0.26875156343757817
1662,2018-06-07 07:37:28.673430,0.2,4.0000008000001605e-08,6,37,2,72,0.07765053553010712
1663,2018-06-07 07:37:57.425412,2.0,1.0000000500000025e-07,2,9,9,56,0.6739946336997317
1664,2018-06-07 07:38:04.644323,0.4,8.000001600000321e-08,7,28,2,174,0.09780801956160393
