sample,time,window,precision,modulation,band,rx2rf
75,2018-05-31 18:46:29.719930,0.0004,4.0000400004000045e-09,1,9,8.52208522085221e-05
76,2018-05-31 18:46:30.693940,0.0004,4.0000400004000045e-09,6,7,8.526085260852609e-05
77,2018-05-31 18:46:31.790937,0.0004,4.0000400004000045e-09,9,9,8.50848508485085e-05
78,2018-05-31 18:46:32.809943,0.0004,4.0000400004000045e-09,7,5,8.525285252852529e-05
79,2018-05-31 18:46:33.675939,0.0004,4.0000400004000045e-09,3,42,8.530485304853049e-05
80,2018-05-31 18:46:34.694951,0.0004,4.0000400004000045e-09,1,27,8.52928529285293e-05
81,2018-05-31 18:46:35.711528,0.0004,4.0000400004000045e-09,7,48,8.526085260852609e-05
82,2018-05-31 18:46:36.689529,0.0004,4.0000400004000045e-09,8,33,8.49888498884989e-05
83,2018-05-31 18:46:37.704528,0.0004,4.0000400004000045e-09,5,44,8.51688516885169e-05
84,2018-05-31 18:46:38.688527,0.0004,4.0000400004000045e-09,9,46,8.501685016850169e-05
85,2018-05-31 18:46:39.664529,0.0004,4.0000400004000045e-09,5,26,8.52248522485225e-05
86,2018-05-31 18:46:40.689545,0.0004,4.0000400004000045e-09,4,42,8.525285252852529e-05
87,2018-05-31 18:46:41.594542,0.0004,4.0000400004000045e-09,1,36,8.52328523285233e-05
88,2018-05-31 18:46:42.610540,0.0004,4.0000400004000045e-09,4,8,8.52448524485245e-05
89,2018-05-31 18:46:43.549540,0.0004,4.0000400004000045e-09,6,3,8.52928529285293e-05
90,2018-05-31 18:46:44.531541,0.0004,4.0000400004000045e-09,6,2,8.52688526885269e-05
91,2018-05-31 18:46:45.478540,0.0004,4.0000400004000045e-09,1,43,8.53208532085321e-05
92,2018-05-31 18:46:46.422541,0.0004,4.0000400004000045e-09,8,46,8.49448494484945e-05
93,2018-05-31 18:46:47.400540,0.0004,4.0000400004000045e-09,3,40,8.53688536885369e-05
94,2018-05-31 18:46:48.339542,0.0004,4.0000400004000045e-09,2,49,8.53208532085321e-05
95,2018-05-31 18:46:49.284553,0.0004,4.0000400004000045e-09,0,26,8.52368523685237e-05
96,2018-05-31 18:46:50.301544,0.0004,4.0000400004000045e-09,2,35,8.516485164851649e-05
97,2018-05-31 18:46:51.360541,0.0004,4.0000400004000045e-09,5,22,8.526085260852609e-05
98,2018-05-31 18:46:52.342555,0.0004,4.0000400004000045e-09,2,25,8.53728537285373e-05
99,2018-05-31 18:46:53.439540,0.0004,4.0000400004000045e-09,7,41,8.530085300853009e-05
100,2018-05-31 18:46:54.459553,0.0004,4.0000400004000045e-09,1,24,8.52368523685237e-05
101,2018-05-31 18:46:55.475540,0.0004,4.0000400004000045e-09,4,16,8.531285312853129e-05
102,2018-05-31 18:46:56.534542,0.0004,4.0000400004000045e-09,6,26,8.526085260852609e-05
103,2018-05-31 18:46:57.480539,0.0004,4.0000400004000045e-09,8,28,8.49888498884989e-05
104,2018-05-31 18:46:58.465539,0.0004,4.0000400004000045e-09,5,51,8.52848528485285e-05
105,2018-05-31 18:46:59.442541,0.0004,4.0000400004000045e-09,3,40,8.52328523285233e-05
