sample,time,window,precision,modulation,band,preamble,offset_1,offset_2,valid
0,00:00.0,2,2.00E-05,1,31,10,4132243,8600618,False
1,00:00.0,0.4,4.00E-05,3,9,10,651780,1645054,True
2,00:00.0,0.04,4.00E-05,8,9,9,11087,22606,False
3,00:00.0,0.04,4.00E-05,7,35,5,2182,30321,False
4,00:00.0,0.1,1.00E-05,3,49,4,11720,160117,False
5,00:00.0,0.1,1.00E-05,6,17,11,122594,285106,True
6,00:00.0,0.1,1.00E-05,6,47,4,73877,160984,True
7,00:00.0,0.04,4.00E-05,9,3,6,3879,8607,True
8,00:00.0,0.1,1.00E-05,5,27,4,160422,323779,False
9,00:00.0,0.1,1.00E-05,4,50,3,75131,268745,False
10,00:00.0,0.1,1.00E-05,5,7,8,96122,305884,True
11,00:00.0,1,1.00E-05,2,4,7,634669,2422113,True
12,00:00.0,2,2.00E-05,0,47,7,3789116,8110886,True
13,00:00.0,0.04,4.00E-05,7,44,5,34364,84130,True
14,00:00.0,0.1,1.00E-05,5,16,5,87677,203159,True
15,00:00.0,0.1,1.00E-05,6,21,10,88470,250210,True
16,00:00.0,0.1,1.00E-05,6,47,10,94751,214214,True
17,00:00.0,0.4,4.00E-05,3,36,8,92974,996112,False
18,00:00.0,0.1,1.00E-05,6,44,10,136094,299653,False
19,00:00.0,0.1,1.00E-05,4,30,4,56679,272859,False
20,00:00.0,0.2,2.00E-05,4,31,11,339891,789176,True
21,00:00.0,0.04,4.00E-05,8,28,9,7600,17912,True
22,00:00.0,1,1.00E-05,2,3,12,1675410,4169855,True
23,00:00.0,0.4,4.00E-05,3,30,10,206117,775951,False
24,00:00.0,0.2,2.00E-05,4,39,3,219802,457841,True
25,00:00.0,0.1,1.00E-05,7,27,4,51341,103796,False
26,00:00.0,1,1.00E-05,2,2,5,1152755,2557734,True
27,00:00.0,0.04,4.00E-05,7,41,11,4394,84846,False
28,00:00.0,0.04,4.00E-05,7,26,10,30490,79944,True
29,00:00.0,0.1,1.00E-05,5,49,8,14353,140016,False
30,00:00.0,4,4.00E-05,0,25,12,7094580,17538996,False
31,00:00.0,0.04,4.00E-05,9,30,9,1868,5967,True
32,00:00.0,0.4,4.00E-05,1,21,5,375218,1261957,False
33,00:00.0,0.04,4.00E-05,8,31,6,757,2154,True
34,00:00.0,4,4.00E-05,0,30,11,5707617,15057047,True
35,00:00.0,4,4.00E-05,0,7,7,4551699,10512479,True
36,00:00.0,1,1.00E-05,1,0,9,884447,4099114,False
37,00:00.0,0.04,4.00E-05,7,15,7,40117,83065,True
38,00:00.0,0.2,2.00E-05,5,12,10,228220,463826,False
39,00:00.0,0.2,2.00E-05,5,47,11,260890,561181,False
40,00:00.0,2,2.00E-05,1,41,12,2970344,6111418,True
41,00:00.0,2,2.00E-05,1,13,11,4671450,9529162,False
42,00:00.0,0.04,4.00E-05,8,0,8,9747,19759,False
43,00:00.0,0.04,4.00E-05,7,21,10,11699,32861,False
44,00:00.0,1,1.00E-05,2,30,6,1050714,2471612,True
45,00:00.0,0.4,4.00E-05,3,3,11,820792,1853731,True
46,00:00.0,0.4,4.00E-05,2,27,3,554571,1113958,True
47,00:00.0,0.04,4.00E-05,9,45,2,1062,2402,True
48,00:00.0,0.04,4.00E-05,9,49,11,1150,6954,False
49,00:00.0,0.4,4.00E-05,3,6,10,851034,1973001,False
50,00:00.0,0.2,2.00E-05,5,47,12,199174,495272,True
51,00:00.0,0.4,4.00E-05,3,12,8,828023,1803333,False
52,00:00.0,1,1.00E-05,1,13,7,1316999,4131353,True
53,00:00.0,0.1,1.00E-05,4,41,8,20891,59006,False
54,00:00.0,0.4,4.00E-05,2,22,3,700317,1709456,True
55,00:00.0,2,2.00E-05,1,34,10,2242881,5942392,True
56,00:00.0,1,1.00E-05,1,22,11,1053062,4388542,True
57,00:00.0,0.2,2.00E-05,4,31,5,258828,549665,True
58,00:00.0,0.4,4.00E-05,4,39,11,540628,1153344,False
59,00:00.0,0.1,1.00E-05,5,44,8,182814,426820,True
60,00:00.0,0.1,1.00E-05,5,37,5,141407,295164,True
61,00:00.0,0.04,4.00E-05,9,37,7,483,4817,False
62,00:00.0,0.4,4.00E-05,3,44,8,866929,1764223,False
63,00:00.0,0.2,2.00E-05,4,50,10,470981,961141,False
64,00:00.0,0.04,4.00E-05,8,18,8,1210,9422,True
65,00:00.0,0.1,1.00E-05,5,24,4,132251,282368,True
66,00:00.0,1,1.00E-05,2,7,7,1243533,2847419,True
67,00:00.0,0.2,2.00E-05,3,37,3,317174,782195,True
68,00:00.0,0.4,4.00E-05,3,25,9,865553,1789190,False
69,00:00.0,0.1,1.00E-05,7,47,11,48544,130296,True
70,00:00.0,0.1,1.00E-05,5,5,3,28289,99912,False
71,00:00.0,0.4,4.00E-05,3,44,11,551277,1249810,True
72,00:00.0,2,2.00E-05,0,4,4,4463728,9058323,True
73,00:00.0,0.2,2.00E-05,4,42,9,427942,938916,False
74,00:00.0,1,1.00E-05,2,3,5,552556,1986795,True
75,00:00.0,0.04,4.00E-05,9,10,5,2350,5930,True
76,00:00.0,0.2,2.00E-05,4,28,11,282252,613836,True
77,00:00.0,1,1.00E-05,2,22,12,1571923,3471702,True
78,00:00.0,0.04,4.00E-05,8,31,8,69,5640,True
79,00:00.0,4,4.00E-05,0,34,11,4304858,11491951,True
80,00:00.0,0.04,4.00E-05,7,13,5,36663,83196,True
81,00:00.0,1,1.00E-05,2,47,5,938190,2373749,True
82,00:00.0,1,1.00E-05,1,39,3,1749571,3978055,True
83,00:00.0,0.4,4.00E-05,4,31,11,606048,1228565,False
84,00:00.0,2,2.00E-05,0,35,10,2787227,7832839,True
85,00:00.0,0.4,4.00E-05,4,47,12,606857,1242320,False
86,00:00.0,2,2.00E-05,1,38,9,2639017,6063072,True
87,00:00.0,0.1,1.00E-05,6,48,11,83992,239707,True
88,00:00.0,0.1,1.00E-05,5,33,9,114096,238695,True
89,00:00.0,0.4,4.00E-05,3,29,4,655011,1325639,False
90,00:00.0,0.4,4.00E-05,3,17,10,988860,2042710,False
91,00:00.0,1,1.00E-05,1,38,5,2091933,4753955,True
92,00:00.0,0.1,1.00E-05,6,44,4,7085,109130,True
93,00:00.0,4,4.00E-05,0,37,12,6119959,16041668,True
94,00:00.0,0.1,1.00E-05,6,29,11,40697,160099,True
95,00:00.0,0.1,1.00E-05,6,32,8,35886,106415,True
96,00:00.0,0.04,4.00E-05,9,27,8,2631,8490,True
97,00:00.0,0.04,4.00E-05,9,36,3,1155,3127,True
98,00:00.0,0.2,2.00E-05,5,2,12,180848,427811,True
99,00:00.0,0.1,1.00E-05,6,14,9,118454,257238,False
100,00:00.0,0.4,4.00E-05,2,27,9,71208,1104476,False
101,00:00.0,0.4,4.00E-05,4,6,12,367165,949281,True
102,00:00.0,0.1,1.00E-05,5,23,10,50324,243096,False
103,00:00.0,2,2.00E-05,0,9,4,2814168,6029044,True
104,00:00.0,0.2,2.00E-05,4,42,3,239427,479235,True
105,00:00.0,0.2,2.00E-05,3,3,9,181692,662796,False
106,00:00.0,0.04,4.00E-05,7,14,7,412,55493,False
107,00:00.0,2,2.00E-05,0,2,7,1708727,7218903,False
108,00:00.0,0.4,4.00E-05,3,44,4,473105,965341,True
109,00:00.0,0.1,1.00E-05,7,43,12,36817,87182,True
110,00:00.0,0.1,1.00E-05,6,4,11,103624,226315,True
111,00:00.0,0.2,2.00E-05,3,9,4,134775,362779,False
112,00:00.0,0.1,1.00E-05,6,22,9,42417,128888,True
113,00:00.0,0.2,2.00E-05,3,19,5,178960,747855,False
114,00:00.0,0.1,1.00E-05,6,30,5,97061,210736,True
115,00:00.0,0.1,1.00E-05,5,16,12,110417,342569,True
116,00:00.0,1,1.00E-05,2,43,8,580094,1850967,True
117,00:00.0,2,2.00E-05,1,47,12,3381431,7209536,True
118,00:00.0,0.1,1.00E-05,6,26,5,52959,134034,True
119,00:00.0,0.04,4.00E-05,7,46,4,26073,53937,True
120,00:00.0,0.04,4.00E-05,8,26,2,1325,3884,True
121,00:00.0,0.04,4.00E-05,9,41,11,5131,13849,True
122,00:00.0,1,1.00E-05,2,9,8,138209,1817120,False
123,00:00.0,2,2.00E-05,0,16,8,810668,7384666,False
124,00:00.0,0.04,4.00E-05,7,17,3,4831,45438,True
125,00:00.0,0.1,1.00E-05,6,30,11,160048,326728,False
126,00:00.0,0.1,1.00E-05,7,37,11,81979,169154,False
127,00:00.0,0.1,1.00E-05,5,12,7,114799,290081,True
128,00:00.0,0.04,4.00E-05,8,47,5,1290,6902,True
129,00:00.0,0.1,1.00E-05,6,12,3,65903,158209,True
130,00:00.0,0.04,4.00E-05,9,18,12,1871,9870,True
131,00:00.0,0.04,4.00E-05,8,44,10,7809,16064,True
132,00:00.0,0.04,4.00E-05,8,16,2,1967,4344,True
133,00:00.0,0.04,4.00E-05,8,3,5,3245,7557,True
134,00:00.0,1,1.00E-05,1,5,5,1994267,4023913,True
135,00:00.0,2,2.00E-05,0,30,4,3683604,8355658,True
136,00:00.0,0.2,2.00E-05,3,7,4,200669,593556,False
137,00:00.0,0.4,4.00E-05,1,17,3,39911,1134927,False
138,00:00.0,2,2.00E-05,0,37,4,741176,5045631,False
139,00:00.0,0.4,4.00E-05,3,2,4,635106,1300115,False
140,00:00.0,0.04,4.00E-05,8,39,11,7111,21106,True
141,00:00.0,1,1.00E-05,1,3,11,93735,3164589,False
142,00:00.0,0.1,1.00E-05,6,23,7,86756,182432,True
143,00:00.0,0.4,4.00E-05,2,24,4,611838,1255006,True
144,00:00.0,0.4,4.00E-05,3,49,8,826097,1691775,False
145,00:00.0,0.4,4.00E-05,2,35,10,483957,1557187,True
146,00:00.0,1,1.00E-05,1,47,3,2128920,4337183,False
147,00:00.0,2,2.00E-05,1,0,8,2635225,5934893,True
148,00:00.0,0.1,1.00E-05,6,7,12,135116,299976,False
149,00:00.0,0.04,4.00E-05,9,4,2,1125,2676,True
150,00:00.0,0.1,1.00E-05,6,36,5,53034,142822,True
151,00:00.0,0.1,1.00E-05,6,15,10,136949,281313,False
152,00:00.0,2,2.00E-05,0,32,4,4870226,10112817,False
153,00:00.0,0.1,1.00E-05,6,43,12,38900,191417,True
154,00:00.0,0.04,4.00E-05,7,15,12,32393,72961,True
155,00:00.0,0.1,1.00E-05,6,3,6,12483,75723,False
156,00:00.0,0.4,4.00E-05,2,27,6,50112,749819,False
157,00:00.0,0.4,4.00E-05,2,18,6,20886,790563,False
158,00:00.0,0.04,4.00E-05,8,24,12,4205,11968,True
159,00:00.0,1,1.00E-05,2,48,12,1167403,3556180,True
160,00:00.0,0.4,4.00E-05,3,37,5,410588,1112807,True
161,00:00.0,0.2,2.00E-05,3,31,3,411910,840446,True
162,00:00.0,0.2,2.00E-05,5,2,8,209027,440993,False
163,00:00.0,0.1,1.00E-05,5,27,11,117202,239488,True
164,00:00.0,0.04,4.00E-05,9,48,4,285,1517,False
165,00:00.0,0.2,2.00E-05,4,30,5,166157,426790,True
166,00:00.0,0.1,1.00E-05,5,11,12,119143,387492,True
167,00:00.0,0.1,1.00E-05,5,2,7,13835,240845,False
168,00:00.0,0.4,4.00E-05,3,8,9,599378,1453181,True
169,00:00.0,0.1,1.00E-05,7,25,12,68653,151206,False
170,00:00.0,1,1.00E-05,2,46,10,729487,2871163,True
171,00:00.0,0.4,4.00E-05,3,28,8,102490,833734,False
172,00:00.0,0.1,1.00E-05,6,37,11,26052,176481,False
173,00:00.0,2,2.00E-05,0,34,6,394973,5189914,False
174,00:00.0,1,1.00E-05,2,8,11,613661,2596975,True
175,00:00.0,1,1.00E-05,2,40,8,1561973,3325745,False
176,00:00.0,0.1,1.00E-05,7,23,10,38456,100657,True
177,00:00.0,4,4.00E-05,0,50,9,4851590,9918487,True
178,00:00.0,4,4.00E-05,0,29,6,6110022,12794945,False
179,00:00.0,0.1,1.00E-05,6,9,4,75449,152678,True
180,00:00.0,0.1,1.00E-05,5,39,9,106536,351455,True
181,00:00.0,2,2.00E-05,1,19,12,3243519,8520617,True
182,00:00.0,0.2,2.00E-05,3,2,5,124742,519204,False
183,00:00.0,0.4,4.00E-05,2,39,3,614755,1476648,True
184,00:00.0,2,2.00E-05,1,10,11,260916,4646269,False
185,00:00.0,2,2.00E-05,0,45,8,2557050,9567115,True
186,00:00.0,0.1,1.00E-05,7,9,8,55577,121704,True
187,00:00.0,0.04,4.00E-05,8,37,5,69,3363,False
188,00:00.0,1,1.00E-05,2,47,11,1741419,3638658,False
189,00:00.0,4,4.00E-05,0,35,8,7437584,15058985,False
190,00:00.0,0.04,4.00E-05,9,17,9,6117,13182,False
191,00:00.0,2,2.00E-05,1,47,9,2651544,5803537,True
192,00:00.0,1,1.00E-05,2,15,12,1737371,4052342,True
193,00:00.0,0.1,1.00E-05,6,5,8,50947,153601,True
194,00:00.0,1,1.00E-05,1,51,8,1045505,3218999,True
195,00:00.0,2,2.00E-05,1,14,7,1717656,5270284,True
196,00:00.0,2,2.00E-05,0,45,4,3526758,8779994,True
197,00:00.0,0.1,1.00E-05,7,14,9,40791,95809,True
198,00:00.0,0.04,4.00E-05,9,2,5,1349,2978,False
199,00:00.0,0.1,1.00E-05,5,43,5,98153,234598,True
200,00:00.0,0.04,4.00E-05,9,48,9,1378,4041,False
201,00:00.0,0.1,1.00E-05,6,2,6,8082,121287,False
202,00:00.0,0.1,1.00E-05,6,30,9,94717,209114,True
203,00:00.0,0.1,1.00E-05,5,1,12,145918,334097,True
204,00:00.0,2,2.00E-05,1,14,12,973814,4597336,True
205,00:00.0,0.04,4.00E-05,9,10,5,3827,7707,True
206,00:00.0,0.4,4.00E-05,2,2,7,103394,607740,False
207,00:00.0,0.04,4.00E-05,8,11,12,13620,27304,False
208,00:00.0,0.04,4.00E-05,9,12,10,7721,15455,False
209,00:00.0,0.04,4.00E-05,9,21,7,3798,7818,True
210,00:00.0,0.04,4.00E-05,9,18,2,1355,2862,True
211,00:00.0,0.2,2.00E-05,4,47,8,346900,714647,True
212,00:00.0,0.4,4.00E-05,3,19,7,221123,839201,False
213,00:00.0,4,4.00E-05,0,29,12,5350167,12039760,True
214,00:00.0,0.04,4.00E-05,7,17,3,35388,73314,True
215,00:00.0,0.4,4.00E-05,3,4,11,688541,1665868,True
216,00:00.0,0.04,4.00E-05,8,24,4,1189,3099,True
217,00:00.0,1,1.00E-05,2,12,3,1007310,2086853,True
218,00:00.0,2,2.00E-05,0,8,10,3337564,7434208,True
219,00:00.0,0.1,1.00E-05,7,17,6,62510,125069,False
220,00:00.0,1,1.00E-05,1,31,3,2138775,4458143,True
221,00:00.0,0.04,4.00E-05,9,10,9,4209,8511,True
222,00:00.0,1,1.00E-05,2,40,11,570105,2491252,True
223,00:00.0,0.04,4.00E-05,8,34,11,8046,19157,True
224,00:00.0,0.04,4.00E-05,8,31,2,1016,2960,True
225,00:00.0,0.04,4.00E-05,6,15,4,585,2512,False
226,00:00.0,0.1,1.00E-05,5,26,7,11300,87845,False
227,00:00.0,1,1.00E-05,2,42,12,1015520,3068911,True
228,00:00.0,0.1,1.00E-05,6,44,4,98555,202353,True
229,00:00.0,0.4,4.00E-05,3,10,8,762055,1674899,False
230,00:00.0,0.04,4.00E-05,9,42,10,4333,9913,True
231,00:00.0,0.04,4.00E-05,8,41,5,6120,12287,True
232,00:00.0,1,1.00E-05,1,33,3,255071,2057868,False
233,00:00.0,0.4,4.00E-05,3,8,6,602325,1383135,True
234,00:00.0,1,1.00E-05,1,43,5,1984998,3993006,True
235,00:00.0,0.4,4.00E-05,3,46,3,480316,1061139,True
236,00:00.0,0.04,4.00E-05,9,23,6,238,551,False
237,00:00.0,2,2.00E-05,1,28,5,2497592,5460104,True
238,00:00.0,0.04,4.00E-05,8,8,3,1160,3781,True
239,00:00.0,0.04,4.00E-05,9,28,6,812,4410,True
240,00:00.0,0.04,4.00E-05,7,47,7,22262,84259,True
241,00:00.0,0.04,4.00E-05,9,18,5,3356,7345,True
242,00:00.0,0.1,1.00E-05,5,6,4,125274,282064,True
243,00:00.0,2,2.00E-05,1,0,11,2653169,6216793,True
244,00:00.0,0.2,2.00E-05,4,34,6,194257,478664,True
245,00:00.0,2,2.00E-05,0,39,5,2398647,5285142,True
246,00:00.0,0.2,2.00E-05,4,36,6,356381,734019,False
247,00:00.0,0.2,2.00E-05,4,32,11,54630,600779,False
248,00:00.0,0.2,2.00E-05,4,42,6,115427,460933,True
249,00:00.0,0.4,4.00E-05,3,27,10,872188,2038743,False
250,00:00.0,1,1.00E-05,1,41,5,610776,1598597,False
251,00:00.0,0.2,2.00E-05,4,17,7,433166,867350,False
252,00:00.0,1,1.00E-05,2,37,5,1506403,3019718,False
253,00:00.0,0.1,1.00E-05,5,9,7,151260,304387,True
254,00:00.0,0.2,2.00E-05,4,11,11,21626,561016,False
255,00:00.0,0.1,1.00E-05,5,35,3,14019,151393,False
256,00:00.0,1,1.00E-05,2,4,7,1482436,3201241,False
257,00:00.0,0.1,1.00E-05,7,10,12,58573,143417,True
258,00:00.0,0.2,2.00E-05,4,19,3,250025,506563,True
259,00:00.0,0.1,1.00E-05,5,2,5,37455,103153,False
260,00:00.0,0.04,4.00E-05,9,24,2,101,1035,False
261,00:00.0,0.1,1.00E-05,5,45,12,187011,386791,True
262,00:00.0,0.04,4.00E-05,8,14,11,6944,16443,True
263,00:00.0,0.04,4.00E-05,8,10,8,2041,11496,True
264,00:00.0,0.04,4.00E-05,5,35,6,5907,31704,False
265,00:00.0,0.2,2.00E-05,2,44,4,191545,504443,False
266,00:00.0,0.04,4.00E-05,8,47,4,2737,6612,True
267,00:00.0,1,1.00E-05,1,20,7,135683,2973365,False
268,00:00.0,0.4,4.00E-05,2,35,4,486848,1628695,True
269,00:00.0,2,2.00E-05,1,21,6,2891801,6086386,False
270,00:00.0,0.04,4.00E-05,7,5,10,2500,49694,False
271,00:00.0,1,1.00E-05,1,22,6,531763,1748151,False
272,00:00.0,0.04,4.00E-05,9,46,6,1790,6473,True
273,00:00.0,0.04,4.00E-05,9,34,3,1700,3623,True
274,00:00.0,0.4,4.00E-05,3,31,7,412935,830566,True
275,00:00.0,0.4,4.00E-05,2,14,6,374130,1031566,False
276,00:00.0,0.2,2.00E-05,4,15,3,216655,503066,False
277,00:00.0,4,4.00E-05,0,45,12,1630945,11127534,False
278,00:00.0,0.1,1.00E-05,6,11,10,159572,322063,False
279,00:00.0,0.2,2.00E-05,5,21,11,250178,555210,False
280,00:00.0,0.1,1.00E-05,5,8,9,58465,154027,False
281,00:00.0,1,1.00E-05,1,13,5,1583602,3349248,True
282,00:00.0,1,1.00E-05,2,30,10,2156344,4313077,False
283,00:00.0,0.04,4.00E-05,7,50,7,7614,64464,True
284,00:00.0,0.4,4.00E-05,3,48,12,32154,813672,False
285,00:00.0,1,1.00E-05,2,32,3,1054756,2123961,True
286,00:00.0,0.2,2.00E-05,4,6,10,269173,642763,True
287,00:00.0,1,1.00E-05,1,28,6,1255436,3855284,True
288,00:00.0,0.4,4.00E-05,3,39,9,712640,1531707,True
289,00:00.0,2,2.00E-05,1,31,10,2802591,5951468,True
290,00:00.0,0.4,4.00E-05,4,20,12,612246,1260536,False
291,00:00.0,1,1.00E-05,2,7,10,1466411,3495235,True
292,00:00.0,1,1.00E-05,2,42,10,2052049,4304160,False
293,00:00.0,0.04,4.00E-05,8,32,3,1331,4081,True
294,00:00.0,0.04,4.00E-05,7,3,5,13086,31662,True
295,00:00.0,0.04,4.00E-05,8,9,9,8740,19870,True
296,00:00.0,0.04,4.00E-05,9,50,2,1073,2502,False
297,00:00.0,0.04,4.00E-05,9,36,10,2550,9511,True
298,00:00.0,0.04,4.00E-05,7,36,10,14382,50333,False
299,00:00.0,0.1,1.00E-05,4,15,8,62219,183455,False
300,00:00.0,0.1,1.00E-05,5,36,4,5103,132443,False
301,00:00.0,0.04,4.00E-05,9,7,7,3422,8659,True
302,00:00.0,0.04,4.00E-05,9,21,11,3776,9501,True
303,00:00.0,0.2,2.00E-05,3,1,5,129538,492759,False
304,00:00.0,4,4.00E-05,0,30,12,7748033,17901902,False
305,00:00.0,2,2.00E-05,1,32,12,3002876,6647177,True
306,00:00.0,1,1.00E-05,2,41,7,754676,1903684,True
307,00:00.0,0.2,2.00E-05,4,45,5,129524,505016,True
308,00:00.0,1,1.00E-05,1,31,4,2100085,4309764,True
309,00:00.0,1,1.00E-05,2,30,12,904987,2112813,True
310,00:00.0,0.04,4.00E-05,9,49,5,3311,7140,True
311,00:00.0,4,4.00E-05,0,23,11,8139037,17161306,False
312,00:00.0,0.4,4.00E-05,2,50,8,279016,1516262,False
313,00:00.0,0.1,1.00E-05,6,51,5,13363,75729,True
314,00:00.0,2,2.00E-05,0,37,9,4069771,8389143,True
315,00:00.0,0.2,2.00E-05,3,16,5,179040,544072,False
316,00:00.0,0.04,4.00E-05,8,30,9,2086,11174,True
317,00:00.0,0.04,4.00E-05,8,31,10,12452,25242,False
318,00:00.0,0.1,1.00E-05,4,43,3,72402,328399,False
319,00:00.0,1,1.00E-05,1,19,8,1576008,3345590,True
320,00:00.0,0.1,1.00E-05,5,21,7,204103,414499,False
321,00:00.0,0.4,4.00E-05,3,15,10,720926,1773159,True
322,00:00.0,0.04,4.00E-05,9,20,5,2155,4932,True
323,00:00.0,0.1,1.00E-05,7,8,6,62621,125275,False
324,00:00.0,0.04,4.00E-05,9,51,6,1778,3713,False
325,00:00.0,1,1.00E-05,1,14,6,1158587,2603870,True
326,00:00.0,0.04,4.00E-05,8,20,12,6451,20058,True
327,00:00.0,0.04,4.00E-05,8,16,12,9182,23396,True
328,00:00.0,0.04,4.00E-05,9,31,11,4090,11030,True
329,00:00.0,0.04,4.00E-05,9,50,5,3342,7007,True
330,00:00.0,0.2,2.00E-05,3,47,4,341371,683291,True
331,00:00.0,0.1,1.00E-05,5,9,9,95333,297203,True
332,00:00.0,2,2.00E-05,1,41,11,3169727,7313175,True
333,00:00.0,1,1.00E-05,1,18,4,702787,1607020,False
334,00:00.0,0.1,1.00E-05,6,40,5,51214,141072,True
335,00:00.0,0.4,4.00E-05,3,30,7,909520,1829407,False
336,00:00.0,0.1,1.00E-05,7,21,10,36841,110993,True
337,00:00.0,1,1.00E-05,2,4,12,741022,2524172,True
338,00:00.0,0.04,4.00E-05,9,24,2,834,1911,True
339,00:00.0,2,2.00E-05,1,23,6,3356116,6714102,False
340,00:00.0,0.4,4.00E-05,3,30,10,232296,876700,False
341,00:00.0,0.04,4.00E-05,8,8,9,4061,14291,True
342,00:00.0,0.04,4.00E-05,9,8,9,2865,8372,True
343,00:00.0,0.04,4.00E-05,8,32,6,3048,8230,True
344,00:00.0,0.04,4.00E-05,9,36,7,900,2063,True
345,00:00.0,0.04,4.00E-05,8,14,3,247,3984,False
346,00:00.0,0.1,1.00E-05,7,34,10,74400,150530,False
347,00:00.0,0.04,4.00E-05,8,46,5,3778,10056,True
348,00:00.0,0.1,1.00E-05,5,12,9,36885,165336,False
349,00:00.0,0.1,1.00E-05,6,41,5,55842,145922,True
350,00:00.0,0.04,4.00E-05,9,24,7,921,5992,True
351,00:00.0,0.1,1.00E-05,5,7,3,106790,236235,True
352,00:00.0,0.1,1.00E-05,6,43,3,78243,171745,True
353,00:00.0,0.1,1.00E-05,6,0,11,32090,204604,False
354,00:00.0,0.04,4.00E-05,7,14,5,9683,60719,True
355,00:00.0,2,2.00E-05,1,23,12,3361067,7372930,True
356,00:00.0,0.4,4.00E-05,2,38,7,34828,478192,False
357,00:00.0,0.2,2.00E-05,4,18,4,322101,654136,False
358,00:00.0,0.4,4.00E-05,3,9,11,437056,1308836,True
359,00:00.0,1,1.00E-05,2,25,5,932854,2279128,True
360,00:00.0,0.4,4.00E-05,3,14,7,595110,1467769,True
361,00:00.0,4,4.00E-05,0,17,8,6571394,13302036,False
362,00:00.0,0.1,1.00E-05,7,18,11,27032,93138,True
363,00:00.0,1,1.00E-05,2,49,12,1795115,4143089,False
364,00:00.0,0.04,4.00E-05,8,13,8,8844,18085,False
365,00:00.0,0.1,1.00E-05,4,27,3,162574,396086,True
366,00:00.0,0.04,4.00E-05,9,49,12,1323,3710,True
367,00:00.0,0.1,1.00E-05,6,13,6,67323,151847,True
368,00:00.0,1,1.00E-05,0,8,5,103866,3976837,False
369,00:00.0,0.04,4.00E-05,8,48,9,5100,12722,True
370,00:00.0,1,1.00E-05,2,8,10,1389802,3559018,True
371,00:00.0,0.1,1.00E-05,6,47,3,30905,120743,True
372,00:00.0,0.1,1.00E-05,6,13,6,18894,97987,True
373,00:00.0,0.1,1.00E-05,5,24,5,101165,265094,True
374,00:00.0,0.04,4.00E-05,8,12,12,7449,21916,True
375,00:00.0,0.2,2.00E-05,5,25,12,282217,605969,False
376,00:00.0,0.04,4.00E-05,9,11,5,2453,6146,True
377,00:00.0,0.04,4.00E-05,7,23,3,23995,68334,True
378,00:00.0,0.1,1.00E-05,6,28,3,86426,179037,True
379,00:00.0,2,2.00E-05,0,38,7,1320782,8524066,False
380,00:00.0,1,1.00E-05,1,14,4,2503070,5073489,True
381,00:00.0,1,1.00E-05,3,35,10,1149478,2309401,False
382,00:00.0,0.1,1.00E-05,5,17,9,68233,262519,True
383,00:00.0,0.2,2.00E-05,5,15,12,161430,445099,True
384,00:00.0,4,4.00E-05,0,11,11,4815175,11819015,True
385,00:00.0,0.1,1.00E-05,5,48,3,147942,296371,False
386,00:00.0,0.4,4.00E-05,1,0,4,278343,941467,False
387,00:00.0,1,1.00E-05,2,43,11,254601,2668107,False
388,00:00.0,0.04,4.00E-05,8,36,10,6165,13975,True
389,00:00.0,2,2.00E-05,1,20,7,3547943,7167935,False
390,00:00.0,0.1,1.00E-05,7,39,11,49800,116687,True
391,00:00.0,1,1.00E-05,2,2,8,1213694,2879180,True
392,00:00.0,0.04,4.00E-05,6,9,7,5240,28144,False
393,00:00.0,2,2.00E-05,1,48,8,3482713,7108656,False
394,00:00.0,0.04,4.00E-05,9,21,5,2754,5886,True
395,00:00.0,0.2,2.00E-05,4,47,11,59430,305344,False
396,00:00.0,0.4,4.00E-05,3,12,5,467138,953452,True
397,00:00.0,2,2.00E-05,0,34,9,1144978,6687754,False
398,00:00.0,0.04,4.00E-05,7,39,5,44008,94032,True
399,00:00.0,0.04,4.00E-05,8,31,7,1993,7542,True
400,00:00.0,0.4,4.00E-05,3,44,4,504362,1025371,True
401,00:00.0,0.2,2.00E-05,4,39,3,289282,578875,True
402,00:00.0,0.2,2.00E-05,3,32,9,20218,177371,False
403,00:00.0,0.1,1.00E-05,4,23,3,86442,298336,False
404,00:00.0,1,1.00E-05,1,30,3,1376539,3050873,True
405,00:00.0,0.2,2.00E-05,4,1,8,488267,978340,False
406,00:00.0,0.04,4.00E-05,6,28,5,14315,29093,True
407,00:00.0,2,2.00E-05,1,5,8,2564981,6185476,True
408,00:00.0,0.2,2.00E-05,4,40,9,431776,904341,False
409,00:00.0,0.04,4.00E-05,7,3,6,14276,32616,True
410,00:00.0,2,2.00E-05,0,37,6,1038561,7515562,False
411,00:00.0,0.2,2.00E-05,4,26,11,50041,338429,False
412,00:00.0,0.4,4.00E-05,2,44,10,283095,945163,False
413,00:00.0,0.2,2.00E-05,2,37,6,182425,399173,False
414,00:00.0,0.1,1.00E-05,5,10,8,184787,386055,True
415,00:00.0,0.1,1.00E-05,5,25,6,111278,233707,True
416,00:00.0,0.1,1.00E-05,5,40,5,16746,76412,False
417,00:00.0,0.1,1.00E-05,5,4,6,99517,303316,True
418,00:00.0,0.1,1.00E-05,6,30,8,30849,68364,True
419,00:00.0,0.4,4.00E-05,3,34,9,239055,951006,True
420,00:00.0,0.1,1.00E-05,7,17,9,51595,123308,True
421,00:00.0,0.4,4.00E-05,4,16,12,299509,939680,True
422,00:00.0,0.1,1.00E-05,4,41,3,97222,293291,False
