sample,time,window,precision,modulation,band,preamble,offset_1,offset_2,valid
7400,00:00.0,2,2.00E-05,1,48,12,2154713,5781010,True
7401,00:00.0,0.04,4.00E-05,7,11,6,13239,63072,True
7402,00:00.0,0.04,4.00E-05,8,42,10,6351,15485,True
7403,00:00.0,0.1,1.00E-05,6,17,7,48493,161921,True
7404,00:00.0,2,2.00E-05,0,26,6,421521,4251269,False
7405,00:00.0,2,2.00E-05,0,1,5,5075572,10497872,False
7406,00:00.0,2,2.00E-05,0,21,11,2733156,6556536,True
7407,00:00.0,0.04,4.00E-05,8,50,4,1526,3760,True
7408,00:00.0,0.4,4.00E-05,4,7,11,392481,948351,True
7409,00:00.0,0.04,4.00E-05,8,15,5,877,7241,True
7410,00:00.0,0.1,1.00E-05,7,25,9,61531,135820,False
7411,00:00.0,0.4,4.00E-05,3,43,9,609761,1355862,True
7412,00:00.0,0.1,1.00E-05,5,49,5,160602,333943,True
7413,00:00.0,0.04,4.00E-05,8,28,4,4613,9286,True
7414,00:00.0,0.4,4.00E-05,3,10,12,11844,1274626,False
7415,00:00.0,0.04,4.00E-05,7,49,6,16412,65552,True
7416,00:00.0,0.04,4.00E-05,7,45,11,11524,78812,True
7417,00:00.0,0.2,2.00E-05,5,9,8,211447,457536,False
7418,00:00.0,0.04,4.00E-05,9,36,7,1942,6043,True
7419,00:00.0,0.4,4.00E-05,3,19,9,496375,1196581,True
7420,00:00.0,0.04,4.00E-05,9,20,11,6955,15646,False
7421,00:00.0,0.2,2.00E-05,4,15,5,99456,406078,False
7422,00:00.0,0.04,4.00E-05,9,13,11,395,1588,False
7423,00:00.0,0.2,2.00E-05,4,43,6,175672,451070,True
7424,00:00.0,0.4,4.00E-05,2,47,4,219562,975720,False
7425,00:00.0,0.04,4.00E-05,8,26,5,1125,5952,True
7426,00:00.0,1,1.00E-05,1,0,10,1007396,3581451,True
7427,00:00.0,0.1,1.00E-05,5,27,4,97794,214295,True
7428,00:00.0,0.04,4.00E-05,7,11,6,15465,60488,True
7429,00:00.0,0.2,2.00E-05,3,47,5,37790,254055,False
7430,00:00.0,0.1,1.00E-05,7,14,9,76920,154737,False
7431,00:00.0,1,1.00E-05,2,6,6,1631643,3285281,False
7432,00:00.0,1,1.00E-05,1,4,9,1427356,3338280,True
7433,00:00.0,0.1,1.00E-05,5,36,10,84298,369488,True
7434,00:00.0,0.04,4.00E-05,9,40,6,4712,9501,False
7435,00:00.0,0.1,1.00E-05,5,30,7,123402,316504,True
7436,00:00.0,1,1.00E-05,1,22,7,787304,2952055,False
7437,00:00.0,0.1,1.00E-05,5,51,10,123376,260205,True
7438,00:00.0,1,1.00E-05,1,34,9,948137,2195479,False
7439,00:00.0,0.1,1.00E-05,6,9,10,137281,290915,False
7440,00:00.0,0.1,1.00E-05,6,47,7,30577,71844,True
7441,00:00.0,0.04,4.00E-05,8,33,8,4020,8286,True
7442,00:00.0,1,1.00E-05,2,9,9,1316871,3467992,True
7443,00:00.0,0.04,4.00E-05,8,5,8,6858,14830,True
7444,00:00.0,0.1,1.00E-05,6,23,12,45540,146052,True
7445,00:00.0,0.04,4.00E-05,9,10,2,654,1425,True
7446,00:00.0,0.04,4.00E-05,6,25,4,21317,42739,True
7447,00:00.0,0.2,2.00E-05,4,40,4,196944,502039,True
7448,00:00.0,0.04,4.00E-05,8,26,9,4395,14494,True
7449,00:00.0,0.1,1.00E-05,7,18,8,60245,122277,False
7450,00:00.0,0.4,4.00E-05,3,42,7,373317,1235572,True
7451,00:00.0,0.4,4.00E-05,3,23,7,253827,1160966,True
7452,00:00.0,0.1,1.00E-05,6,42,6,65951,187242,True
7453,00:00.0,0.04,4.00E-05,8,35,4,2852,6602,True
7454,00:00.0,0.04,4.00E-05,8,9,8,5226,11482,True
7455,00:00.0,0.4,4.00E-05,3,25,8,900486,1802116,False
7456,00:00.0,0.1,1.00E-05,7,41,8,53274,125486,True
7457,00:00.0,0.1,1.00E-05,6,50,9,107536,241081,True
7458,00:00.0,0.4,4.00E-05,3,16,12,711325,1880416,True
7459,00:00.0,0.04,4.00E-05,9,4,7,4060,8724,True
7460,00:00.0,0.04,4.00E-05,6,31,6,23251,59779,True
7461,00:00.0,0.1,1.00E-05,6,34,6,87993,211232,True
7462,00:00.0,0.4,4.00E-05,3,21,5,686221,1406349,False
7463,00:00.0,0.04,4.00E-05,9,13,10,2177,5220,False
7464,00:00.0,0.04,4.00E-05,9,31,8,1093,6303,True
7465,00:00.0,0.04,4.00E-05,9,50,10,4088,11485,True
7466,00:00.0,1,1.00E-05,1,24,3,668735,1862279,False
7467,00:00.0,0.1,1.00E-05,6,42,7,132736,266990,False
7468,00:00.0,0.1,1.00E-05,7,36,5,53264,107274,False
7469,00:00.0,0.2,2.00E-05,4,11,9,386851,792504,True
7470,00:00.0,1,1.00E-05,2,47,4,759550,2050890,True
7471,00:00.0,0.1,1.00E-05,5,39,6,198527,401971,False
7472,00:00.0,1,1.00E-05,1,25,11,470806,3412402,False
7473,00:00.0,0.2,2.00E-05,4,35,3,208760,452129,True
7474,00:00.0,0.04,4.00E-05,9,27,5,2266,5569,True
7475,00:00.0,0.04,4.00E-05,8,16,2,752,2597,True
7476,00:00.0,0.1,1.00E-05,6,9,4,84129,170222,True
7477,00:00.0,0.4,4.00E-05,3,36,10,657034,1329800,True
7478,00:00.0,0.4,4.00E-05,3,7,6,326637,1130768,True
7479,00:00.0,0.04,4.00E-05,7,24,4,30601,78146,True
7480,00:00.0,0.04,4.00E-05,8,14,10,6065,13437,True
7481,00:00.0,0.1,1.00E-05,7,7,9,58650,136280,True
7482,00:00.0,0.04,4.00E-05,7,32,6,12377,39485,True
7483,00:00.0,2,2.00E-05,1,43,12,1326591,4563946,True
7484,00:00.0,0.2,2.00E-05,4,2,3,207422,489417,True
7485,00:00.0,0.04,4.00E-05,8,10,11,2907,14057,True
7486,00:00.0,0.1,1.00E-05,5,48,12,23286,120678,False
7487,00:00.0,4,4.00E-05,0,50,9,8106422,16602724,False
7488,00:00.0,0.4,4.00E-05,3,44,7,891205,1792894,False
7489,00:00.0,0.04,4.00E-05,9,18,7,4569,9944,False
7490,00:00.0,0.1,1.00E-05,6,33,11,141775,313294,False
7491,00:00.0,2,2.00E-05,1,16,10,2798096,6961315,True
7492,00:00.0,0.04,4.00E-05,6,13,5,10316,53926,True
7493,00:00.0,4,4.00E-05,0,9,11,8544402,18061433,False
7494,00:00.0,0.1,1.00E-05,6,14,10,77619,210887,True
7495,00:00.0,0.2,2.00E-05,4,3,7,129886,355489,True
7496,00:00.0,0.04,4.00E-05,9,22,8,2218,7291,True
7497,00:00.0,1,1.00E-05,1,21,3,1648848,3464152,True
7498,00:00.0,1,1.00E-05,1,1,3,386299,1585719,False
7499,00:00.0,0.4,4.00E-05,2,23,10,336514,1146422,False
7500,00:00.0,1,1.00E-05,2,12,7,1101378,2322388,True
7501,00:00.0,0.04,4.00E-05,7,27,4,31011,72759,True
7502,00:00.0,0.04,4.00E-05,8,11,6,5757,11770,False
7503,00:00.0,0.04,4.00E-05,9,18,9,1177,2987,False
7504,00:00.0,0.4,4.00E-05,4,24,12,542053,1174986,False
7505,00:00.0,0.04,4.00E-05,9,46,10,5851,13456,False
7506,00:00.0,0.04,4.00E-05,8,35,9,3493,7986,True
7507,00:00.0,1,1.00E-05,2,22,12,2517245,5084271,False
7508,00:00.0,0.04,4.00E-05,8,23,11,8269,18760,True
7509,00:00.0,2,2.00E-05,1,37,11,1732658,6402682,True
7510,00:00.0,2,2.00E-05,1,40,11,3213962,7165033,True
7511,00:00.0,0.04,4.00E-05,8,3,10,551,12857,True
7512,00:00.0,0.1,1.00E-05,5,32,8,132714,269327,True
7513,00:00.0,0.04,4.00E-05,8,13,3,980,4547,True
7514,00:00.0,0.1,1.00E-05,5,8,10,4737,45575,False
7515,00:00.0,0.1,1.00E-05,6,21,5,46679,161673,True
7516,00:00.0,0.1,1.00E-05,6,39,6,85703,208041,True
7517,00:00.0,0.2,2.00E-05,4,19,4,188494,397916,True
7518,00:00.0,0.04,4.00E-05,9,42,2,978,2311,True
7519,00:00.0,0.2,2.00E-05,4,35,5,135480,439634,True
7520,00:00.0,0.2,2.00E-05,4,43,11,332011,819371,True
7521,00:00.0,0.1,1.00E-05,6,0,5,38382,134358,True
7522,00:00.0,0.4,4.00E-05,3,30,11,777073,1755104,True
7523,00:00.0,4,4.00E-05,0,21,12,5770640,14958394,True
7524,00:00.0,0.04,4.00E-05,9,45,12,5981,12099,True
7525,00:00.0,0.1,1.00E-05,6,49,7,85830,201637,True
7526,00:00.0,0.1,1.00E-05,5,38,6,148088,307435,True
7527,00:00.0,0.4,4.00E-05,3,23,7,467688,1008285,True
7528,00:00.0,4,4.00E-05,0,30,12,4583608,14463060,True
7529,00:00.0,0.2,2.00E-05,4,7,7,142513,470738,True
7530,00:00.0,2,2.00E-05,0,43,5,4148374,8584724,True
7531,00:00.0,1,1.00E-05,1,25,10,515922,1137883,False
7532,00:00.0,2,2.00E-05,1,50,8,3802742,7617150,False
7533,00:00.0,0.04,4.00E-05,9,15,7,3209,7623,True
7534,00:00.0,0.4,4.00E-05,3,33,11,808445,1647225,True
7535,00:00.0,4,4.00E-05,0,28,11,3022387,9534677,True
7536,00:00.0,0.2,2.00E-05,4,1,10,361513,790808,True
7537,00:00.0,0.04,4.00E-05,7,35,5,42876,91604,True
7538,00:00.0,0.1,1.00E-05,6,49,4,46270,137784,True
7539,00:00.0,4,4.00E-05,0,0,7,4513468,11377399,True
7540,00:00.0,0.04,4.00E-05,8,40,7,4809,12145,True
7541,00:00.0,0.04,4.00E-05,8,43,11,13715,27681,False
7542,00:00.0,0.1,1.00E-05,6,32,9,30179,156043,True
7543,00:00.0,0.04,4.00E-05,7,10,6,27551,56397,True
7544,00:00.0,0.1,1.00E-05,4,43,4,924,25001,False
7545,00:00.0,2,2.00E-05,0,45,8,1807002,7983960,True
7546,00:00.0,2,2.00E-05,1,9,9,4153330,8451713,False
7547,00:00.0,0.04,4.00E-05,9,5,5,2884,6753,True
7548,00:00.0,1,1.00E-05,2,38,12,2355574,4863224,False
7549,00:00.0,2,2.00E-05,1,45,10,4320469,8877777,False
7550,00:00.0,0.2,2.00E-05,3,8,4,271507,586917,True
7551,00:00.0,0.04,4.00E-05,9,24,10,745,5994,True
7552,00:00.0,2,2.00E-05,1,48,6,3189113,6475118,False
7553,00:00.0,0.04,4.00E-05,7,21,3,9535,49822,True
7554,00:00.0,1,1.00E-05,2,17,5,836938,2124889,True
7555,00:00.0,0.04,4.00E-05,8,35,4,59,2243,False
7556,00:00.0,2,2.00E-05,1,18,7,3581800,7189179,False
7557,00:00.0,0.4,4.00E-05,4,6,10,493769,1019851,False
7558,00:00.0,0.1,1.00E-05,7,42,8,43397,98708,True
7559,00:00.0,0.4,4.00E-05,2,21,6,106658,1317453,False
7560,00:00.0,0.4,4.00E-05,3,42,8,962049,1928742,False
7561,00:00.0,2,2.00E-05,1,47,9,2256646,5958966,True
7562,00:00.0,0.1,1.00E-05,6,20,9,141850,297879,False
7563,00:00.0,0.1,1.00E-05,5,33,4,49153,108844,False
7564,00:00.0,0.2,2.00E-05,4,5,4,235201,503459,True
7565,00:00.0,1,1.00E-05,1,7,4,1252949,3700689,True
7566,00:00.0,0.04,4.00E-05,9,17,4,933,1967,True
7567,00:00.0,0.04,4.00E-05,9,12,2,1267,2738,True
7568,00:00.0,0.04,4.00E-05,9,42,9,6165,13224,False
7569,00:00.0,2,2.00E-05,1,24,9,2215714,5743853,True
7570,00:00.0,0.04,4.00E-05,8,28,6,2052,6546,True
7571,00:00.0,0.04,4.00E-05,8,12,11,7785,19651,True
7572,00:00.0,0.04,4.00E-05,8,34,6,2686,6269,True
7573,00:00.0,0.1,1.00E-05,5,31,4,151965,310583,True
7574,00:00.0,2,2.00E-05,0,22,5,2346727,5774929,True
7575,00:00.0,2,2.00E-05,0,28,8,2626794,9972615,True
7576,00:00.0,1,1.00E-05,2,15,11,3179,1781065,False
7577,00:00.0,0.1,1.00E-05,5,26,6,93384,220493,True
7578,00:00.0,0.04,4.00E-05,8,41,10,5550,18343,True
7579,00:00.0,2,2.00E-05,0,14,3,3161914,7113127,False
7580,00:00.0,4,4.00E-05,0,28,10,8970599,17970799,False
7581,00:00.0,2,2.00E-05,0,18,9,2081238,8265161,True
7582,00:00.0,0.1,1.00E-05,5,29,11,85661,373958,True
7583,00:00.0,0.4,4.00E-05,2,20,12,627566,1264607,True
7584,00:00.0,0.4,4.00E-05,3,39,6,692857,1389836,False
7585,00:00.0,0.1,1.00E-05,6,1,9,124594,257934,True
7586,00:00.0,0.2,2.00E-05,3,51,3,193202,469113,False
7587,00:00.0,0.1,1.00E-05,5,34,9,97154,310653,True
7588,00:00.0,0.04,4.00E-05,9,19,2,712,1814,False
7589,00:00.0,0.4,4.00E-05,2,40,7,966,1148165,False
7590,00:00.0,0.04,4.00E-05,7,35,3,17662,45712,True
7591,00:00.0,2,2.00E-05,0,12,10,518781,7435128,False
7592,00:00.0,0.04,4.00E-05,8,7,4,3416,7419,True
7593,00:00.0,0.4,4.00E-05,3,5,5,565747,1272587,True
7594,00:00.0,0.04,4.00E-05,9,46,5,578,3419,False
7595,00:00.0,0.4,4.00E-05,3,10,10,605798,1282669,True
7596,00:00.0,1,1.00E-05,1,33,12,1641287,3818312,True
7597,00:00.0,0.04,4.00E-05,7,4,7,34146,92966,True
7598,00:00.0,0.04,4.00E-05,8,37,11,4836,10517,True
7599,00:00.0,0.2,2.00E-05,4,45,10,285016,850346,True
7600,00:00.0,0.2,2.00E-05,4,39,12,91234,485468,False
7601,00:00.0,0.4,4.00E-05,3,12,10,334743,1360119,True
7602,00:00.0,1,1.00E-05,2,19,9,1978784,4019814,False
7603,00:00.0,0.2,2.00E-05,5,32,12,223573,551860,False
7604,00:00.0,0.1,1.00E-05,5,4,4,22977,181223,False
7605,00:00.0,0.04,4.00E-05,9,14,12,4255,10536,True
7606,00:00.0,0.1,1.00E-05,6,29,10,119569,273490,True
7607,00:00.0,0.1,1.00E-05,4,42,5,6818,342839,False
7608,00:00.0,1,1.00E-05,2,32,3,1128265,2306580,True
7609,00:00.0,1,1.00E-05,1,36,9,363536,2015106,False
7610,00:00.0,2,2.00E-05,0,36,10,104420,7772625,False
7611,00:00.0,0.04,4.00E-05,9,36,7,4702,9982,False
7612,00:00.0,0.4,4.00E-05,3,44,10,897638,1822406,False
7613,00:00.0,4,4.00E-05,0,30,10,3218080,10090681,True
7614,00:00.0,0.04,4.00E-05,7,4,4,9630,53145,True
7615,00:00.0,0.1,1.00E-05,6,39,4,66016,168090,True
7616,00:00.0,0.4,4.00E-05,3,22,10,402330,1186995,True
7617,00:00.0,0.04,4.00E-05,9,46,4,1862,3897,True
7618,00:00.0,0.04,4.00E-05,9,48,3,208,1421,False
7619,00:00.0,0.04,4.00E-05,9,36,4,2997,6088,True
7620,00:00.0,0.2,2.00E-05,4,37,6,219105,473064,True
7621,00:00.0,4,4.00E-05,0,0,12,8356385,18828917,False
7622,00:00.0,1,1.00E-05,1,15,5,1077995,3358285,True
7623,00:00.0,0.2,2.00E-05,5,19,12,194278,398538,True
7624,00:00.0,0.04,4.00E-05,9,5,12,5247,13539,True
7625,00:00.0,0.1,1.00E-05,6,41,6,87854,179628,True
7626,00:00.0,0.1,1.00E-05,5,31,3,141011,285246,True
7627,00:00.0,0.4,4.00E-05,3,18,11,652146,1625680,True
7628,00:00.0,1,1.00E-05,2,15,9,1830093,3892263,False
7629,00:00.0,0.2,2.00E-05,4,5,4,283432,584367,True
7630,00:00.0,0.1,1.00E-05,7,21,6,53420,115378,True
7631,00:00.0,1,1.00E-05,1,35,11,1488741,3127583,True
7632,00:00.0,1,1.00E-05,1,29,4,770934,1918879,False
7633,00:00.0,0.04,4.00E-05,9,21,5,3037,6825,True
7634,00:00.0,0.1,1.00E-05,5,23,6,62082,265106,True
7635,00:00.0,0.04,4.00E-05,9,31,3,2080,4427,True
7636,00:00.0,0.2,2.00E-05,4,31,6,291931,644550,True
7637,00:00.0,0.1,1.00E-05,5,3,6,161786,325382,True
7638,00:00.0,0.1,1.00E-05,6,27,8,40536,114251,True
7639,00:00.0,0.1,1.00E-05,6,4,3,88928,183354,True
7640,00:00.0,0.4,4.00E-05,3,23,5,693692,1422976,False
7641,00:00.0,2,2.00E-05,0,38,5,2907205,6555604,True
7642,00:00.0,0.1,1.00E-05,7,17,11,72871,160798,False
7643,00:00.0,0.04,4.00E-05,8,14,7,4132,8690,True
7644,00:00.0,0.1,1.00E-05,6,40,3,33229,104817,True
7645,00:00.0,0.04,4.00E-05,8,19,8,7730,16545,True
7646,00:00.0,0.04,4.00E-05,8,9,12,5979,16138,True
7647,00:00.0,0.2,2.00E-05,5,44,10,195922,464239,True
7648,00:00.0,0.1,1.00E-05,5,49,3,66861,170305,False
7649,00:00.0,0.4,4.00E-05,2,40,4,767618,1544928,True
7650,00:00.0,0.1,1.00E-05,6,24,9,115384,259752,True
7651,00:00.0,0.04,4.00E-05,9,29,4,1008,2954,True
7652,00:00.0,0.1,1.00E-05,7,20,7,49858,115940,True
7653,00:00.0,0.4,4.00E-05,2,11,6,350566,858949,False
7654,00:00.0,0.4,4.00E-05,3,40,8,882998,1781929,False
7655,00:00.0,0.04,4.00E-05,8,5,2,127,1699,False
7656,00:00.0,0.4,4.00E-05,3,7,4,598888,1270854,True
7657,00:00.0,0.04,4.00E-05,7,42,3,3951,12597,True
7658,00:00.0,2,2.00E-05,1,25,9,3884063,8149711,False
7659,00:00.0,0.2,2.00E-05,3,0,3,193162,516119,False
7660,00:00.0,0.2,2.00E-05,3,43,3,266314,857501,False
7661,00:00.0,2,2.00E-05,0,13,8,1755429,8360577,False
7662,00:00.0,2,2.00E-05,1,44,10,4194550,8422435,False
7663,00:00.0,0.4,4.00E-05,2,13,3,1011346,2034198,True
7664,00:00.0,0.04,4.00E-05,8,46,3,1675,3756,True
7665,00:00.0,2,2.00E-05,0,41,4,5389177,10795159,False
7666,00:00.0,0.1,1.00E-05,7,5,6,60765,123144,False
7667,00:00.0,4,4.00E-05,0,15,12,6850873,16589578,False
7668,00:00.0,2,2.00E-05,1,6,11,2681887,6735256,True
7669,00:00.0,2,2.00E-05,1,32,12,2658630,6613187,True
7670,00:00.0,0.4,4.00E-05,3,33,4,668080,1339390,False
7671,00:00.0,0.04,4.00E-05,9,43,12,7780,17009,False
7672,00:00.0,0.04,4.00E-05,7,2,3,22076,55774,True
7673,00:00.0,0.2,2.00E-05,4,49,10,73930,596404,False
7674,00:00.0,0.1,1.00E-05,7,12,11,50635,106315,True
7675,00:00.0,1,1.00E-05,0,22,3,1794143,4207034,False
7676,00:00.0,0.4,4.00E-05,3,16,10,586498,1278992,True
7677,00:00.0,0.2,2.00E-05,3,32,4,25432,495133,False
7678,00:00.0,1,1.00E-05,1,39,10,590238,1280746,False
7679,00:00.0,0.04,4.00E-05,9,23,10,6248,12900,False
7680,00:00.0,0.1,1.00E-05,4,23,4,99486,361709,False
7681,00:00.0,0.1,1.00E-05,5,27,4,11159,167551,False
7682,00:00.0,0.1,1.00E-05,6,40,12,69185,242881,True
7683,00:00.0,0.04,4.00E-05,8,25,2,771,2669,True
7684,00:00.0,0.04,4.00E-05,9,13,3,1714,3643,True
7685,00:00.0,0.1,1.00E-05,5,31,10,170235,413246,True
7686,00:00.0,4,4.00E-05,0,20,10,6798291,14928443,False
7687,00:00.0,1,1.00E-05,2,48,8,1509296,3250349,True
7688,00:00.0,0.1,1.00E-05,7,5,7,55428,119879,True
7689,00:00.0,0.04,4.00E-05,8,20,10,5343,14827,True
7690,00:00.0,0.04,4.00E-05,9,10,5,892,2996,False
7691,00:00.0,0.4,4.00E-05,3,43,3,447847,1039616,True
7692,00:00.0,0.04,4.00E-05,9,25,2,1015,2300,True
7693,00:00.0,0.2,2.00E-05,4,35,7,164843,412475,True
7694,00:00.0,0.1,1.00E-05,6,33,3,92474,187015,True
7695,00:00.0,0.2,2.00E-05,3,24,4,116801,628528,False
7696,00:00.0,1,1.00E-05,2,12,11,2434213,4912672,False
7697,00:00.0,0.04,4.00E-05,9,27,8,2644,8613,True
7698,00:00.0,0.04,4.00E-05,8,5,10,2090,8176,True
7699,00:00.0,1,1.00E-05,2,35,8,555591,2104315,True
7700,00:00.0,0.04,4.00E-05,9,42,11,4829,13554,True
7701,00:00.0,0.04,4.00E-05,7,42,8,12932,37137,True
7702,00:00.0,0.2,2.00E-05,4,47,8,113942,337113,False
7703,00:00.0,0.1,1.00E-05,7,11,11,30704,118561,True
7704,00:00.0,0.1,1.00E-05,5,16,8,165141,339636,True
7705,00:00.0,0.1,1.00E-05,5,42,4,84013,172373,True
7706,00:00.0,1,1.00E-05,1,15,4,1727665,3877367,True
7707,00:00.0,4,4.00E-05,0,13,11,7061204,14702989,False
7708,00:00.0,2,2.00E-05,1,14,7,2807114,6141592,True
7709,00:00.0,0.04,4.00E-05,9,44,6,1042,2803,False
7710,00:00.0,0.4,4.00E-05,3,49,10,314591,958570,True
7711,00:00.0,0.04,4.00E-05,8,40,2,2274,4601,True
7712,00:00.0,0.4,4.00E-05,1,45,6,325917,938184,False
7713,00:00.0,0.1,1.00E-05,5,44,3,104156,224934,True
7714,00:00.0,0.4,4.00E-05,2,31,4,632728,1589061,True
7715,00:00.0,0.04,4.00E-05,8,44,9,5568,11952,True
7716,00:00.0,0.1,1.00E-05,6,23,9,17878,82596,False
7717,00:00.0,0.04,4.00E-05,8,27,3,3068,6873,True
7718,00:00.0,2,2.00E-05,0,51,7,345761,6721836,False
7719,00:00.0,0.04,4.00E-05,9,8,5,2778,6141,True
7720,00:00.0,4,4.00E-05,0,32,10,1513965,10577287,False
7721,00:00.0,0.2,2.00E-05,4,15,9,291247,594846,True
7722,00:00.0,1,1.00E-05,2,36,9,1088414,2362554,True
7723,00:00.0,2,2.00E-05,1,16,10,1570672,4676082,True
7724,00:00.0,0.04,4.00E-05,9,44,11,1008,5913,True
7725,00:00.0,0.04,4.00E-05,7,2,12,12086,43469,False
7726,00:00.0,0.04,4.00E-05,8,39,6,1226,7841,True
7727,00:00.0,0.1,1.00E-05,5,35,12,36589,165436,False
7728,00:00.0,0.04,4.00E-05,8,4,6,3506,10598,True
7729,00:00.0,0.4,4.00E-05,3,21,12,705892,1448897,True
7730,00:00.0,0.1,1.00E-05,6,46,4,100838,203089,True
7731,00:00.0,0.04,4.00E-05,9,16,5,2676,6318,True
7732,00:00.0,0.2,2.00E-05,3,16,5,208808,591117,False
7733,00:00.0,0.04,4.00E-05,6,49,4,3426,55552,False
7734,00:00.0,1,1.00E-05,0,16,4,1143344,2594416,False
7735,00:00.0,0.4,4.00E-05,2,11,8,300888,1696356,False
7736,00:00.0,0.2,2.00E-05,3,2,11,60973,518386,False
7737,00:00.0,0.1,1.00E-05,7,8,11,69324,150400,False
7738,00:00.0,0.2,2.00E-05,4,22,9,306059,759078,True
7739,00:00.0,0.4,4.00E-05,2,22,5,193639,1170054,False
7740,00:00.0,2,2.00E-05,1,4,10,2151174,6024384,True
7741,00:00.0,4,4.00E-05,0,20,11,8402786,17961959,False
7742,00:00.0,1,1.00E-05,0,3,3,388999,1744367,False
7743,00:00.0,1,1.00E-05,2,1,10,2220574,4537943,False
7744,00:00.0,0.2,2.00E-05,4,15,9,40117,349017,False
7745,00:00.0,0.1,1.00E-05,6,13,8,15619,74148,False
7746,00:00.0,2,2.00E-05,1,25,9,4280299,8600334,False
7747,00:00.0,2,2.00E-05,0,11,7,1862418,5319058,False
7748,00:00.0,1,1.00E-05,3,48,11,1066393,2218766,False
7749,00:00.0,0.1,1.00E-05,7,6,8,41930,98946,True
7750,00:00.0,0.4,4.00E-05,2,49,5,393818,1657049,False
7751,00:00.0,0.04,4.00E-05,9,11,2,1410,2949,True
7752,00:00.0,0.2,2.00E-05,4,50,8,195226,395709,True
7753,00:00.0,0.04,4.00E-05,7,27,7,37791,91997,True
7754,00:00.0,2,2.00E-05,0,3,5,2743143,8377924,True
7755,00:00.0,2,2.00E-05,1,6,10,3419354,6968000,False
7756,00:00.0,0.4,4.00E-05,3,25,7,911877,1832849,False
7757,00:00.0,0.04,4.00E-05,8,47,4,1118,3704,True
7758,00:00.0,0.2,2.00E-05,3,45,4,157681,593008,False
7759,00:00.0,0.04,4.00E-05,9,17,7,2924,6784,True
7760,00:00.0,0.2,2.00E-05,4,12,5,272219,561849,True
7761,00:00.0,0.1,1.00E-05,6,12,11,56111,147735,True
7762,00:00.0,2,2.00E-05,0,4,7,4119263,9740815,True
7763,00:00.0,2,2.00E-05,1,30,10,3717353,8211618,False
7764,00:00.0,0.1,1.00E-05,6,48,10,150182,314419,False
7765,00:00.0,2,2.00E-05,0,9,5,870085,4128971,False
7766,00:00.0,2,2.00E-05,0,50,4,4221325,8758750,True
7767,00:00.0,1,1.00E-05,1,17,4,519189,1784934,False
7768,00:00.0,0.1,1.00E-05,5,23,9,109401,282715,True
7769,00:00.0,0.1,1.00E-05,5,14,6,121495,287926,True
7770,00:00.0,2,2.00E-05,0,26,3,3640026,7552534,False
7771,00:00.0,0.04,4.00E-05,9,14,3,1788,3709,True
7772,00:00.0,0.04,4.00E-05,8,32,7,1925,6480,True
7773,00:00.0,0.04,4.00E-05,5,24,3,19047,70014,False
7774,00:00.0,0.1,1.00E-05,6,41,6,109305,231730,True
7775,00:00.0,0.1,1.00E-05,6,40,5,81049,175400,True
7776,00:00.0,0.1,1.00E-05,5,8,9,8965,26533,False
7777,00:00.0,1,1.00E-05,1,32,8,844862,2442020,False
7778,00:00.0,1,1.00E-05,2,43,9,1923909,3914407,False
7779,00:00.0,0.04,4.00E-05,8,46,8,2435,8207,True
7780,00:00.0,0.04,4.00E-05,8,20,11,9171,22345,True
7781,00:00.0,1,1.00E-05,1,49,6,1659209,4528666,True
7782,00:00.0,0.04,4.00E-05,6,14,4,1576,66343,False
7783,00:00.0,0.04,4.00E-05,7,3,9,14151,55924,True
7784,00:00.0,0.1,1.00E-05,7,13,8,53415,110024,True
7785,00:00.0,0.1,1.00E-05,5,49,9,111360,360246,True
7786,00:00.0,0.1,1.00E-05,6,14,3,52437,126667,True
7787,00:00.0,0.04,4.00E-05,9,23,8,6132,12282,False
7788,00:00.0,1,1.00E-05,3,6,10,1048764,2200383,False
7789,00:00.0,0.04,4.00E-05,7,39,8,556,3094,False
7790,00:00.0,0.1,1.00E-05,6,17,4,53279,156753,True
7791,00:00.0,1,1.00E-05,2,32,11,516012,1873670,True
7792,00:00.0,0.1,1.00E-05,6,6,8,91521,227264,True
7793,00:00.0,1,1.00E-05,2,41,12,2645454,5295899,False
7794,00:00.0,0.04,4.00E-05,8,25,4,4563,9438,True
7795,00:00.0,0.4,4.00E-05,3,45,9,628099,1496457,True
7796,00:00.0,2,2.00E-05,1,20,12,3961985,8562699,False
7797,00:00.0,0.1,1.00E-05,5,21,7,66198,195889,True
7798,00:00.0,0.1,1.00E-05,5,6,12,74456,327370,True
7799,00:00.0,0.04,4.00E-05,9,8,10,6085,13163,False
7800,00:00.0,0.04,4.00E-05,8,33,4,3152,8210,True
7801,00:00.0,0.1,1.00E-05,7,13,11,31035,116411,True
7802,00:00.0,0.1,1.00E-05,5,29,5,164738,333710,True
7803,00:00.0,0.04,4.00E-05,8,29,8,970,4388,True
7804,00:00.0,0.4,4.00E-05,3,29,8,516493,1321775,True
7805,00:00.0,0.2,2.00E-05,4,1,6,337268,686162,True
7806,00:00.0,0.04,4.00E-05,8,47,6,5987,12519,True
7807,00:00.0,0.04,4.00E-05,7,11,3,14098,45004,True
7808,00:00.0,1,1.00E-05,2,39,6,671914,2103978,True
7809,00:00.0,0.2,2.00E-05,5,37,9,184976,435039,True
