sample,time,window,precision,modulation,band,payload,measured
283,2018-06-07 11:14:31.196540,0.002,2.000020000200002e-08,6,8,254,0.0005293452934529346
284,2018-06-07 11:14:32.081172,0.002,2.000020000200002e-08,7,17,254,0.0005268852688526885
285,2018-06-07 11:14:32.998927,0.002,2.000020000200002e-08,3,31,254,0.0005276052760527605
286,2018-06-07 11:14:33.862933,0.002,2.000020000200002e-08,8,0,254,0.0004878648786487865
287,2018-06-07 11:14:34.768128,0.002,2.000020000200002e-08,9,39,254,0.0004853048530485305
288,2018-06-07 11:14:35.672772,0.002,2.000020000200002e-08,1,50,254,0.0005276052760527605
289,2018-06-07 11:14:36.588445,0.002,2.000020000200002e-08,4,33,254,0.0005276052760527605
290,2018-06-07 11:14:37.494091,0.002,2.000020000200002e-08,7,34,254,0.0005268252682526825
291,2018-06-07 11:14:38.400401,0.002,2.000020000200002e-08,3,20,254,0.0005293452934529346
292,2018-06-07 11:14:39.274654,0.002,2.000020000200002e-08,3,16,254,0.0005287052870528706
293,2018-06-07 11:14:40.154250,0.002,2.000020000200002e-08,5,39,254,0.0005269252692526925
294,2018-06-07 11:14:41.019592,0.002,2.000020000200002e-08,9,28,254,0.0004954049540495405
295,2018-06-07 11:14:42.006773,0.002,2.000020000200002e-08,1,24,254,0.0005250452504525046
296,2018-06-07 11:14:42.994569,0.002,2.000020000200002e-08,4,50,254,0.0005279052790527906
297,2018-06-07 11:14:43.907244,0.002,2.000020000200002e-08,8,12,254,0.0004851648516485165
298,2018-06-07 11:14:44.812078,0.002,2.000020000200002e-08,0,40,254,0.0005275452754527546
299,2018-06-07 11:14:45.725745,0.002,2.000020000200002e-08,8,41,254,0.0004847048470484705
300,2018-06-07 11:14:46.637474,0.002,2.000020000200002e-08,0,51,254,0.0005269052690526905
301,2018-06-07 11:14:47.512302,0.002,2.000020000200002e-08,9,28,254,0.0004853248532485325
302,2018-06-07 11:14:48.383343,0.002,2.000020000200002e-08,3,40,254,0.0005275652756527566
303,2018-06-07 11:14:49.250524,0.002,2.000020000200002e-08,2,26,254,0.0005276052760527605
304,2018-06-07 11:14:50.133415,0.002,2.000020000200002e-08,3,20,254,0.0005276052760527605
305,2018-06-07 11:14:51.031497,0.002,2.000020000200002e-08,8,40,254,0.0004854848548485485
306,2018-06-07 11:14:51.892729,0.002,2.000020000200002e-08,1,11,254,0.0005303653036530366
307,2018-06-07 11:14:52.788382,0.002,2.000020000200002e-08,8,42,254,0.0004967649676496765
308,2018-06-07 11:14:53.689976,0.002,2.000020000200002e-08,7,47,254,0.0005250452504525046
309,2018-06-07 11:14:54.553085,0.002,2.000020000200002e-08,2,42,254,0.0005250452504525046
310,2018-06-07 11:14:55.411859,0.002,2.000020000200002e-08,0,5,254,0.0005293252932529325
311,2018-06-07 11:14:56.314959,0.002,2.000020000200002e-08,6,49,254,0.0005276052760527605
312,2018-06-07 11:14:57.260808,0.002,2.000020000200002e-08,8,3,254,0.0004853048530485305
313,2018-06-07 11:14:58.142394,0.002,2.000020000200002e-08,9,42,254,0.0004853248532485325
314,2018-06-07 11:14:59.065761,0.002,2.000020000200002e-08,4,10,254,0.0005250252502525026
315,2018-06-07 11:14:59.938855,0.002,2.000020000200002e-08,5,37,254,0.0005302853028530286
316,2018-06-07 11:15:00.850516,0.002,2.000020000200002e-08,6,0,254,0.0005302853028530286
317,2018-06-07 11:15:01.723347,0.002,2.000020000200002e-08,9,46,254,0.00048340483404834053
318,2018-06-07 11:15:02.586327,0.002,2.000020000200002e-08,4,39,254,0.0005295852958529586
319,2018-06-07 11:15:03.493746,0.002,2.000020000200002e-08,3,41,254,0.0005294652946529466
320,2018-06-07 11:15:04.369493,0.002,2.000020000200002e-08,6,7,254,0.0005279652796527966
321,2018-06-07 11:15:05.249389,0.002,2.000020000200002e-08,6,30,254,0.0005302853028530286
322,2018-06-07 11:15:06.118126,0.002,2.000020000200002e-08,2,5,254,0.0005269052690526905
323,2018-06-07 11:15:07.017178,0.002,2.000020000200002e-08,8,32,254,0.0004870848708487085
324,2018-06-07 11:15:07.888435,0.002,2.000020000200002e-08,1,0,254,0.0005268652686526865
325,2018-06-07 11:15:08.768526,0.002,2.000020000200002e-08,6,50,254,0.0005303653036530366
326,2018-06-07 11:15:09.733844,0.002,2.000020000200002e-08,9,3,254,0.0004851448514485145
327,2018-06-07 11:15:10.649702,0.002,2.000020000200002e-08,5,18,254,0.0005279052790527906
328,2018-06-07 11:15:11.561178,0.002,2.000020000200002e-08,1,5,254,0.0005303053030530306
329,2018-06-07 11:15:12.462737,0.002,2.000020000200002e-08,6,35,254,0.0005293652936529366
330,2018-06-07 11:15:13.406128,0.002,2.000020000200002e-08,3,19,254,0.0005304053040530405
331,2018-06-07 11:15:14.357514,0.002,2.000020000200002e-08,9,34,254,0.00048520485204852054
332,2018-06-07 11:15:15.270689,0.002,2.000020000200002e-08,6,29,254,0.0005304053040530405
333,2018-06-07 11:15:16.143651,0.002,2.000020000200002e-08,7,20,254,0.0005303653036530366
334,2018-06-07 11:15:17.054646,0.002,2.000020000200002e-08,1,24,254,0.0005250452504525046
335,2018-06-07 11:15:17.962420,0.002,2.000020000200002e-08,9,0,254,0.0004854648546485465
336,2018-06-07 11:15:18.824350,0.002,2.000020000200002e-08,5,21,254,0.0005303653036530366
337,2018-06-07 11:15:19.688162,0.002,2.000020000200002e-08,2,13,254,0.0005287052870528706
338,2018-06-07 11:15:20.562716,0.002,2.000020000200002e-08,4,19,254,0.0005269052690526905
339,2018-06-07 11:15:21.436115,0.002,2.000020000200002e-08,7,28,254,0.0005268852688526885
340,2018-06-07 11:15:22.298126,0.002,2.000020000200002e-08,0,8,254,0.0005303653036530366
341,2018-06-07 11:15:23.237241,0.002,2.000020000200002e-08,1,46,254,0.0005268252682526825
342,2018-06-07 11:15:24.098685,0.002,2.000020000200002e-08,1,40,254,0.0005302853028530286
343,2018-06-07 11:15:24.957761,0.002,2.000020000200002e-08,6,12,254,0.0005279252792527926
344,2018-06-07 11:15:25.819724,0.002,2.000020000200002e-08,6,26,254,0.0005268652686526865
345,2018-06-07 11:15:26.692936,0.002,2.000020000200002e-08,2,10,254,0.0005269052690526905
346,2018-06-07 11:15:27.572657,0.002,2.000020000200002e-08,6,18,254,0.0005303053030530306
347,2018-06-07 11:15:28.443875,0.002,2.000020000200002e-08,0,36,254,0.0005293252932529325
348,2018-06-07 11:15:29.316984,0.002,2.000020000200002e-08,6,6,254,0.0005293452934529346
349,2018-06-07 11:15:30.191122,0.002,2.000020000200002e-08,0,8,254,0.0005260652606526065
350,2018-06-07 11:15:31.101745,0.002,2.000020000200002e-08,4,24,254,0.0005250252502525026
351,2018-06-07 11:15:32.010947,0.002,2.000020000200002e-08,1,14,254,0.0005276252762527625
352,2018-06-07 11:15:32.876671,0.002,2.000020000200002e-08,6,18,254,0.0005279852798527986
353,2018-06-07 11:15:33.761616,0.002,2.000020000200002e-08,0,7,254,0.0005279052790527906
354,2018-06-07 11:15:34.637485,0.002,2.000020000200002e-08,3,7,254,0.0005280852808528085
355,2018-06-07 11:15:35.582477,0.002,2.000020000200002e-08,8,7,254,0.0004878848788487885
356,2018-06-07 11:15:36.484815,0.002,2.000020000200002e-08,0,0,254,0.0005303053030530306
357,2018-06-07 11:15:37.358889,0.002,2.000020000200002e-08,6,49,254,0.0005302853028530286
358,2018-06-07 11:15:38.276830,0.002,2.000020000200002e-08,9,13,254,0.00048520485204852054
359,2018-06-07 11:15:39.158613,0.002,2.000020000200002e-08,6,39,254,0.0005269452694526945
360,2018-06-07 11:15:40.082326,0.002,2.000020000200002e-08,2,33,254,0.0005268252682526825
361,2018-06-07 11:15:40.999618,0.002,2.000020000200002e-08,7,13,254,0.0005269452694526945
362,2018-06-07 11:15:41.916423,0.002,2.000020000200002e-08,3,0,254,0.0005302853028530286
363,2018-06-07 11:15:42.819693,0.002,2.000020000200002e-08,6,39,254,0.0005279052790527906
364,2018-06-07 11:15:43.684610,0.002,2.000020000200002e-08,7,9,254,0.0005303853038530386
365,2018-06-07 11:15:44.556792,0.002,2.000020000200002e-08,0,49,254,0.0005302853028530286
366,2018-06-07 11:15:45.432246,0.002,2.000020000200002e-08,1,12,254,0.0005250452504525046
367,2018-06-07 11:15:46.304208,0.002,2.000020000200002e-08,4,7,254,0.0005303653036530366
368,2018-06-07 11:15:47.169316,0.002,2.000020000200002e-08,3,9,254,0.0005296052960529605
369,2018-06-07 11:15:48.076512,0.002,2.000020000200002e-08,3,42,254,0.0005303653036530366
370,2018-06-07 11:15:48.959090,0.002,2.000020000200002e-08,8,49,254,0.0004854648546485465
371,2018-06-07 11:15:49.841129,0.002,2.000020000200002e-08,8,29,254,0.0004887648876488765
372,2018-06-07 11:15:50.798876,0.002,2.000020000200002e-08,1,43,254,0.0005279252792527926
373,2018-06-07 11:15:51.665279,0.002,2.000020000200002e-08,1,47,254,0.0005302853028530286
374,2018-06-07 11:15:52.541204,0.002,2.000020000200002e-08,8,10,254,0.0004878848788487885
375,2018-06-07 11:15:53.424506,0.002,2.000020000200002e-08,0,36,254,0.0005293252932529325
376,2018-06-07 11:15:54.305839,0.002,2.000020000200002e-08,8,22,254,0.0004878448784487845
377,2018-06-07 11:15:55.187461,0.002,2.000020000200002e-08,6,16,254,0.0005269052690526905
378,2018-06-07 11:15:56.130625,0.002,2.000020000200002e-08,0,17,254,0.0005274652746527466
379,2018-06-07 11:15:57.030449,0.002,2.000020000200002e-08,9,5,254,0.0004853448534485345
380,2018-06-07 11:15:57.904422,0.002,2.000020000200002e-08,5,11,254,0.0005269052690526905
381,2018-06-07 11:15:58.826597,0.002,2.000020000200002e-08,4,23,254,0.0005303853038530386
382,2018-06-07 11:15:59.698076,0.002,2.000020000200002e-08,7,2,254,0.0005279852798527986
383,2018-06-07 11:16:00.562984,0.002,2.000020000200002e-08,3,39,254,0.0005275652756527566
384,2018-06-07 11:16:01.429061,0.002,2.000020000200002e-08,7,15,254,0.0005294652946529466
385,2018-06-07 11:16:02.290107,0.002,2.000020000200002e-08,1,51,254,0.0005279052790527906
386,2018-06-07 11:16:03.148861,0.002,2.000020000200002e-08,1,11,254,0.0005296052960529605
387,2018-06-07 11:16:04.022523,0.002,2.000020000200002e-08,0,3,254,0.0005287052870528706
388,2018-06-07 11:16:04.902217,0.002,2.000020000200002e-08,5,9,254,0.0005303853038530386
389,2018-06-07 11:16:05.808961,0.002,2.000020000200002e-08,5,4,254,0.0005302853028530286
390,2018-06-07 11:16:06.685474,0.002,2.000020000200002e-08,3,4,254,0.0005302853028530286
391,2018-06-07 11:16:07.575758,0.002,2.000020000200002e-08,9,18,254,0.00048522485224852254
392,2018-06-07 11:16:08.458192,0.002,2.000020000200002e-08,9,0,254,0.0004854848548485485
393,2018-06-07 11:16:09.329178,0.002,2.000020000200002e-08,6,6,254,0.0005269452694526945
394,2018-06-07 11:16:10.242654,0.002,2.000020000200002e-08,4,23,254,0.0005304053040530405
395,2018-06-07 11:16:11.122861,0.002,2.000020000200002e-08,4,0,254,0.0005303653036530366
396,2018-06-07 11:16:11.999478,0.002,2.000020000200002e-08,6,2,254,0.0005268252682526825
397,2018-06-07 11:16:12.910778,0.002,2.000020000200002e-08,0,7,254,0.0005269052690526905
398,2018-06-07 11:16:13.836929,0.002,2.000020000200002e-08,6,40,254,0.0005269252692526925
399,2018-06-07 11:16:14.761959,0.002,2.000020000200002e-08,8,50,254,0.0004887048870488705
400,2018-06-07 11:16:15.630977,0.002,2.000020000200002e-08,0,32,254,0.0005303653036530366
401,2018-06-07 11:16:16.552178,0.002,2.000020000200002e-08,2,20,254,0.0005302853028530286
402,2018-06-07 11:16:17.481169,0.002,2.000020000200002e-08,8,11,254,0.0004878848788487885
403,2018-06-07 11:16:18.358314,0.002,2.000020000200002e-08,4,5,254,0.0005275852758527586
404,2018-06-07 11:16:19.223818,0.002,2.000020000200002e-08,2,25,254,0.0005303053030530306
405,2018-06-07 11:16:20.097068,0.002,2.000020000200002e-08,3,14,254,0.0005293252932529325
406,2018-06-07 11:16:21.020844,0.002,2.000020000200002e-08,7,34,254,0.0005287452874528746
407,2018-06-07 11:16:21.887476,0.002,2.000020000200002e-08,4,14,254,0.0005311653116531166
408,2018-06-07 11:16:22.811199,0.002,2.000020000200002e-08,3,2,254,0.0005303653036530366
409,2018-06-07 11:16:23.702814,0.002,2.000020000200002e-08,7,19,254,0.0005294652946529466
410,2018-06-07 11:16:24.624314,0.002,2.000020000200002e-08,9,19,254,0.0004855048550485505
411,2018-06-07 11:16:25.508546,0.002,2.000020000200002e-08,9,17,254,0.0004878648786487865
412,2018-06-07 11:16:26.394831,0.002,2.000020000200002e-08,2,32,254,0.0005303653036530366
413,2018-06-07 11:16:27.323512,0.002,2.000020000200002e-08,2,14,254,0.0005268252682526825
414,2018-06-07 11:16:28.236821,0.002,2.000020000200002e-08,7,35,254,0.0005303453034530346
415,2018-06-07 11:16:29.140284,0.002,2.000020000200002e-08,7,22,254,0.0005269052690526905
416,2018-06-07 11:16:30.015767,0.002,2.000020000200002e-08,0,44,254,0.0005302853028530286
417,2018-06-07 11:16:30.889578,0.002,2.000020000200002e-08,0,26,254,0.0005302853028530286
418,2018-06-07 11:16:31.768499,0.002,2.000020000200002e-08,1,20,254,0.0005303053030530306
419,2018-06-07 11:16:32.655680,0.002,2.000020000200002e-08,9,17,254,0.0004861248612486125
420,2018-06-07 11:16:33.545108,0.002,2.000020000200002e-08,0,47,254,0.0005293252932529325
421,2018-06-07 11:16:34.469091,0.002,2.000020000200002e-08,5,8,254,0.0005302853028530286
422,2018-06-07 11:16:35.388755,0.002,2.000020000200002e-08,2,51,254,0.0005302853028530286
423,2018-06-07 11:16:36.328567,0.002,2.000020000200002e-08,7,11,254,0.0005293452934529346
424,2018-06-07 11:16:37.211928,0.002,2.000020000200002e-08,2,24,254,0.0005303853038530386
425,2018-06-07 11:16:38.084533,0.002,2.000020000200002e-08,5,24,254,0.0005303853038530386
426,2018-06-07 11:16:39.034762,0.002,2.000020000200002e-08,8,12,254,0.0004847048470484705
427,2018-06-07 11:16:39.936351,0.002,2.000020000200002e-08,7,19,254,0.0005304053040530405
428,2018-06-07 11:16:40.841860,0.002,2.000020000200002e-08,0,23,254,0.0005279252792527926
429,2018-06-07 11:16:41.715210,0.002,2.000020000200002e-08,6,44,254,0.0005294852948529486
430,2018-06-07 11:16:42.635471,0.002,2.000020000200002e-08,2,47,254,0.0005250452504525046
431,2018-06-07 11:16:43.549314,0.002,2.000020000200002e-08,2,40,254,0.0005279052790527906
432,2018-06-07 11:16:44.418954,0.002,2.000020000200002e-08,3,9,254,0.0005268252682526825
433,2018-06-07 11:16:45.327581,0.002,2.000020000200002e-08,7,4,254,0.0005268252682526825
434,2018-06-07 11:16:46.235217,0.002,2.000020000200002e-08,9,2,254,0.0004887248872488725
435,2018-06-07 11:16:47.189951,0.002,2.000020000200002e-08,3,29,254,0.0005304053040530405
436,2018-06-07 11:16:48.059737,0.002,2.000020000200002e-08,0,39,254,0.0005287452874528746
437,2018-06-07 11:16:48.942335,0.002,2.000020000200002e-08,5,27,254,0.0005286852868528686
438,2018-06-07 11:16:49.897084,0.002,2.000020000200002e-08,9,7,254,0.0004878648786487865
439,2018-06-07 11:16:50.803884,0.002,2.000020000200002e-08,8,18,254,0.0004855048550485505
440,2018-06-07 11:16:51.679318,0.002,2.000020000200002e-08,1,25,254,0.0005279852798527986
441,2018-06-07 11:16:52.584763,0.002,2.000020000200002e-08,9,23,254,0.00048520485204852054
442,2018-06-07 11:16:53.494487,0.002,2.000020000200002e-08,6,7,254,0.0005275852758527586
443,2018-06-07 11:16:54.355774,0.002,2.000020000200002e-08,2,31,254,0.0005303653036530366
444,2018-06-07 11:16:55.225489,0.002,2.000020000200002e-08,4,29,254,0.0005303053030530306
445,2018-06-07 11:16:56.114321,0.002,2.000020000200002e-08,7,18,254,0.0005303653036530366
446,2018-06-07 11:16:56.995822,0.002,2.000020000200002e-08,6,12,254,0.0005267852678526786
447,2018-06-07 11:16:57.868509,0.002,2.000020000200002e-08,9,25,254,0.0004853048530485305
448,2018-06-07 11:16:58.814806,0.002,2.000020000200002e-08,4,15,254,0.0005293452934529346
449,2018-06-07 11:16:59.758521,0.002,2.000020000200002e-08,7,48,254,0.0005268852688526885
450,2018-06-07 11:17:00.750386,0.002,2.000020000200002e-08,5,35,254,0.0005279852798527986
451,2018-06-07 11:17:01.614633,0.002,2.000020000200002e-08,8,24,254,0.0004847048470484705
452,2018-06-07 11:17:02.598549,0.002,2.000020000200002e-08,8,4,254,0.0004847048470484705
453,2018-06-07 11:17:03.475280,0.002,2.000020000200002e-08,1,48,254,0.0005287452874528746
454,2018-06-07 11:17:04.387105,0.002,2.000020000200002e-08,1,46,254,0.0005278452784527846
455,2018-06-07 11:17:05.258972,0.002,2.000020000200002e-08,3,8,254,0.0005293252932529325
456,2018-06-07 11:17:06.139475,0.002,2.000020000200002e-08,8,26,254,0.00048520485204852054
457,2018-06-07 11:17:07.013792,0.002,2.000020000200002e-08,5,40,254,0.0005304053040530405
458,2018-06-07 11:17:07.921052,0.002,2.000020000200002e-08,9,46,254,0.0004863048630486305
459,2018-06-07 11:17:08.787456,0.002,2.000020000200002e-08,9,14,254,0.0004887248872488725
460,2018-06-07 11:17:09.659765,0.002,2.000020000200002e-08,6,35,254,0.0005276052760527605
461,2018-06-07 11:17:10.546826,0.002,2.000020000200002e-08,6,31,254,0.0005303053030530306
462,2018-06-07 11:17:11.468976,0.002,2.000020000200002e-08,3,1,254,0.0005279652796527966
463,2018-06-07 11:17:12.344677,0.002,2.000020000200002e-08,7,10,254,0.0005293452934529346
464,2018-06-07 11:17:13.228541,0.002,2.000020000200002e-08,4,47,254,0.0005303653036530366
465,2018-06-07 11:17:14.114079,0.002,2.000020000200002e-08,6,15,254,0.0005275652756527566
466,2018-06-07 11:17:14.994279,0.002,2.000020000200002e-08,8,36,254,0.00048520485204852054
467,2018-06-07 11:17:15.865451,0.002,2.000020000200002e-08,8,11,254,0.0004878848788487885
468,2018-06-07 11:17:16.821638,0.002,2.000020000200002e-08,5,39,254,0.0005296052960529605
469,2018-06-07 11:17:17.774679,0.002,2.000020000200002e-08,5,10,254,0.0005294652946529466
470,2018-06-07 11:17:18.646010,0.002,2.000020000200002e-08,6,17,254,0.0005250452504525046
471,2018-06-07 11:17:19.616406,0.002,2.000020000200002e-08,5,49,254,0.0005302853028530286
472,2018-06-07 11:17:20.537803,0.002,2.000020000200002e-08,0,45,254,0.0005279052790527906
473,2018-06-07 11:17:21.416667,0.002,2.000020000200002e-08,0,8,254,0.0005275652756527566
474,2018-06-07 11:17:22.298482,0.002,2.000020000200002e-08,9,14,254,0.0004853448534485345
475,2018-06-07 11:17:23.227823,0.002,2.000020000200002e-08,0,29,254,0.0005303853038530386
476,2018-06-07 11:17:24.104027,0.002,2.000020000200002e-08,4,50,254,0.0005279052790527906
477,2018-06-07 11:17:25.065119,0.002,2.000020000200002e-08,7,47,254,0.0005304053040530405
478,2018-06-07 11:17:26.030361,0.002,2.000020000200002e-08,9,47,254,0.0004852648526485265
479,2018-06-07 11:17:26.921128,0.002,2.000020000200002e-08,4,17,254,0.0005268652686526865
480,2018-06-07 11:17:27.848050,0.002,2.000020000200002e-08,7,25,254,0.0005286852868528686
481,2018-06-07 11:17:28.725258,0.002,2.000020000200002e-08,9,27,254,0.0004878448784487845
482,2018-06-07 11:17:29.726397,0.002,2.000020000200002e-08,7,25,254,0.0005279052790527906
483,2018-06-07 11:17:30.668112,0.002,2.000020000200002e-08,2,42,254,0.0005269452694526945
484,2018-06-07 11:17:31.559652,0.002,2.000020000200002e-08,7,36,254,0.0005275852758527586
485,2018-06-07 11:17:32.452881,0.002,2.000020000200002e-08,3,0,254,0.0005302853028530286
486,2018-06-07 11:17:33.382241,0.002,2.000020000200002e-08,5,12,254,0.0005269452694526945
487,2018-06-07 11:17:34.303405,0.002,2.000020000200002e-08,2,50,254,0.0005275252752527526
488,2018-06-07 11:17:35.220258,0.002,2.000020000200002e-08,2,51,254,0.0005287452874528746
489,2018-06-07 11:17:36.140663,0.002,2.000020000200002e-08,7,34,254,0.0005303453034530346
490,2018-06-07 11:17:37.012409,0.002,2.000020000200002e-08,5,51,254,0.0005303853038530386
491,2018-06-07 11:17:37.897501,0.002,2.000020000200002e-08,6,29,254,0.0005276452764527645
492,2018-06-07 11:17:38.828764,0.002,2.000020000200002e-08,4,33,254,0.0005279652796527966
493,2018-06-07 11:17:39.720678,0.002,2.000020000200002e-08,6,48,254,0.0005276452764527645
494,2018-06-07 11:17:40.648044,0.002,2.000020000200002e-08,3,36,254,0.0005278452784527846
495,2018-06-07 11:17:41.561331,0.002,2.000020000200002e-08,7,5,254,0.0005293252932529325
496,2018-06-07 11:17:42.463206,0.002,2.000020000200002e-08,2,45,254,0.0005279052790527906
497,2018-06-07 11:17:43.344290,0.002,2.000020000200002e-08,4,34,254,0.0005269052690526905
498,2018-06-07 11:17:44.389627,0.002,2.000020000200002e-08,0,44,254,0.0005296052960529605
499,2018-06-07 11:17:45.266605,0.002,2.000020000200002e-08,6,11,254,0.0005278452784527846
500,2018-06-07 11:17:46.182576,0.002,2.000020000200002e-08,0,33,254,0.0005303853038530386
501,2018-06-07 11:17:47.098020,0.002,2.000020000200002e-08,2,32,254,0.0005275452754527546
502,2018-06-07 11:17:47.958858,0.002,2.000020000200002e-08,5,3,254,0.0005269252692526925
503,2018-06-07 11:17:48.867392,0.002,2.000020000200002e-08,2,1,254,0.0005275652756527566
504,2018-06-07 11:17:49.748221,0.002,2.000020000200002e-08,7,34,254,0.0005303453034530346
505,2018-06-07 11:17:50.635136,0.002,2.000020000200002e-08,9,30,254,0.00048522485224852254
506,2018-06-07 11:17:51.516162,0.002,2.000020000200002e-08,2,24,254,0.0005279052790527906
507,2018-06-07 11:17:52.477316,0.002,2.000020000200002e-08,1,18,254,0.0005304253042530425
508,2018-06-07 11:17:53.396455,0.002,2.000020000200002e-08,9,18,254,0.00048520485204852054
509,2018-06-07 11:17:54.283790,0.002,2.000020000200002e-08,0,49,254,0.0005303853038530386
510,2018-06-07 11:17:55.246489,0.002,2.000020000200002e-08,7,24,254,0.0005269052690526905
511,2018-06-07 11:17:56.130053,0.002,2.000020000200002e-08,4,2,254,0.0005302853028530286
512,2018-06-07 11:17:57.046735,0.002,2.000020000200002e-08,0,10,254,0.0005303853038530386
513,2018-06-07 11:17:57.930900,0.002,2.000020000200002e-08,9,7,254,0.00048520485204852054
514,2018-06-07 11:17:58.793272,0.002,2.000020000200002e-08,2,28,254,0.0005275452754527546
515,2018-06-07 11:17:59.787369,0.002,2.000020000200002e-08,5,30,254,0.0005279852798527986
516,2018-06-07 11:18:00.715549,0.002,2.000020000200002e-08,4,40,254,0.0005276452764527645
517,2018-06-07 11:18:01.622019,0.002,2.000020000200002e-08,2,35,254,0.0005275652756527566
518,2018-06-07 11:18:02.488224,0.002,2.000020000200002e-08,9,28,254,0.0004878648786487865
519,2018-06-07 11:18:03.350968,0.002,2.000020000200002e-08,0,50,254,0.0005294652946529466
520,2018-06-07 11:18:04.223605,0.002,2.000020000200002e-08,3,6,254,0.0005279652796527966
521,2018-06-07 11:18:05.142316,0.002,2.000020000200002e-08,6,33,254,0.0005296052960529605
522,2018-06-07 11:18:06.064086,0.002,2.000020000200002e-08,2,15,254,0.0005269052690526905
523,2018-06-07 11:18:06.974820,0.002,2.000020000200002e-08,2,18,254,0.0005269452694526945
524,2018-06-07 11:18:07.874439,0.002,2.000020000200002e-08,6,50,254,0.0005293652936529366
525,2018-06-07 11:18:08.806005,0.002,2.000020000200002e-08,1,4,254,0.0005303853038530386
526,2018-06-07 11:18:09.748843,0.002,2.000020000200002e-08,6,41,254,0.0005303053030530306
527,2018-06-07 11:18:10.674515,0.002,2.000020000200002e-08,7,51,254,0.0005269052690526905
528,2018-06-07 11:18:11.680768,0.002,2.000020000200002e-08,3,27,254,0.0005287452874528746
529,2018-06-07 11:18:12.576294,0.002,2.000020000200002e-08,7,49,254,0.0005269452694526945
530,2018-06-07 11:18:13.509779,0.002,2.000020000200002e-08,5,5,254,0.0005268252682526825
531,2018-06-07 11:18:14.435347,0.002,2.000020000200002e-08,4,25,254,0.0005293452934529346
532,2018-06-07 11:18:15.332555,0.002,2.000020000200002e-08,2,13,254,0.0005269052690526905
533,2018-06-07 11:18:16.217866,0.002,2.000020000200002e-08,1,34,254,0.0005303053030530306
534,2018-06-07 11:18:17.126631,0.002,2.000020000200002e-08,0,6,254,0.0005278452784527846
535,2018-06-07 11:18:18.034767,0.002,2.000020000200002e-08,1,2,254,0.0005304053040530405
536,2018-06-07 11:18:18.950318,0.002,2.000020000200002e-08,9,10,254,0.0004870848708487085
537,2018-06-07 11:18:19.825821,0.002,2.000020000200002e-08,4,30,254,0.0005268252682526825
538,2018-06-07 11:18:20.713575,0.002,2.000020000200002e-08,6,29,254,0.0005302853028530286
539,2018-06-07 11:18:21.633010,0.002,2.000020000200002e-08,7,27,254,0.0005280652806528065
540,2018-06-07 11:18:22.550867,0.002,2.000020000200002e-08,8,31,254,0.0004879248792487925
541,2018-06-07 11:18:23.504334,0.002,2.000020000200002e-08,1,45,254,0.0005269452694526945
542,2018-06-07 11:18:24.421889,0.002,2.000020000200002e-08,2,16,254,0.0005293252932529325
543,2018-06-07 11:18:25.373079,0.002,2.000020000200002e-08,9,2,254,0.00048522485224852254
544,2018-06-07 11:18:26.355068,0.002,2.000020000200002e-08,2,43,254,0.0005280852808528085
545,2018-06-07 11:18:27.267086,0.002,2.000020000200002e-08,2,8,254,0.0005304053040530405
546,2018-06-07 11:18:28.219829,0.002,2.000020000200002e-08,7,45,254,0.0005279052790527906
547,2018-06-07 11:18:29.244744,0.002,2.000020000200002e-08,4,34,254,0.0005269052690526905
548,2018-06-07 11:18:30.195392,0.002,2.000020000200002e-08,9,20,254,0.00048518485184851853
549,2018-06-07 11:18:31.077799,0.002,2.000020000200002e-08,1,34,254,0.0005303453034530346
550,2018-06-07 11:18:32.005001,0.002,2.000020000200002e-08,4,46,254,0.0005279252792527926
551,2018-06-07 11:18:32.966065,0.002,2.000020000200002e-08,5,51,254,0.0005275452754527546
552,2018-06-07 11:18:33.849996,0.002,2.000020000200002e-08,6,51,254,0.0005275852758527586
553,2018-06-07 11:18:34.742446,0.002,2.000020000200002e-08,5,49,254,0.0005303053030530306
554,2018-06-07 11:18:35.618011,0.002,2.000020000200002e-08,9,12,254,0.00048600486004860054
555,2018-06-07 11:18:36.489991,0.002,2.000020000200002e-08,5,17,254,0.0005275452754527546
556,2018-06-07 11:18:37.368127,0.002,2.000020000200002e-08,4,17,254,0.0005250452504525046
557,2018-06-07 11:18:38.330864,0.002,2.000020000200002e-08,5,7,254,0.0005268252682526825
558,2018-06-07 11:18:39.214755,0.002,2.000020000200002e-08,3,8,254,0.0005268252682526825
559,2018-06-07 11:18:40.081494,0.002,2.000020000200002e-08,1,9,254,0.0005275852758527586
560,2018-06-07 11:18:40.941986,0.002,2.000020000200002e-08,0,0,254,0.0005269052690526905
561,2018-06-07 11:18:41.886487,0.002,2.000020000200002e-08,1,19,254,0.0005303653036530366
562,2018-06-07 11:18:42.789237,0.002,2.000020000200002e-08,6,33,254,0.0005275252752527526
563,2018-06-07 11:18:43.663917,0.002,2.000020000200002e-08,0,45,254,0.0005302853028530286
564,2018-06-07 11:18:44.537411,0.002,2.000020000200002e-08,6,43,254,0.0005303453034530346
565,2018-06-07 11:18:45.435879,0.002,2.000020000200002e-08,7,35,254,0.0005302853028530286
566,2018-06-07 11:18:46.340452,0.002,2.000020000200002e-08,1,6,254,0.0005276452764527645
567,2018-06-07 11:18:47.255980,0.002,2.000020000200002e-08,1,32,254,0.0005269052690526905
