sample,time,window,precision,modulation,band,cad2rf,cad2done,detected
233,2018-06-06 19:50:09.044928,0.1,2.0000004000000802e-08,1,0,8.49800169960034e-05,0.07846853569370715,False
234,2018-06-06 19:50:10.136566,0.004,4.000040000400004e-08,6,4,8.496084960849609e-05,0.0024220242202422026,False
235,2018-06-06 19:50:20.477196,0.2,4.0000008000001605e-08,0,28,8.500001700000341e-05,0.15885359177071837,True
236,2018-06-06 19:50:30.264958,0.2,4.0000008000001605e-08,0,26,8.504001700800342e-05,0.15885103177020637,False
237,2018-06-06 19:50:32.864150,0.04,4.000004000004e-08,3,22,8.496008496008496e-05,0.01920713920713921,True
238,2018-06-06 19:50:42.955327,0.1,2.0000004000000802e-08,2,5,8.496001699200341e-05,0.03878888775777756,False
239,2018-06-06 19:50:45.525744,0.01,1.000001000001e-08,5,15,8.495008495008496e-05,0.0047742147742147745,False
240,2018-06-06 19:50:55.705585,0.2,4.0000008000001605e-08,0,43,8.500001700000341e-05,0.15885383177076637,True
241,2018-06-06 19:51:05.680783,0.2,4.0000008000001605e-08,0,14,8.496001699200341e-05,0.15885179177035838,False
242,2018-06-06 19:51:08.227457,0.04,4.000004000004e-08,3,49,8.496008496008496e-05,0.019206939206939208,True
243,2018-06-06 19:51:10.996117,0.04,4.000004000004e-08,3,31,8.504008504008504e-05,0.019207259207259207,True
244,2018-06-06 19:51:21.053115,0.2,4.0000008000001605e-08,0,2,8.496001699200341e-05,0.15885095177019037,False
245,2018-06-06 19:51:31.032600,0.1,2.0000004000000802e-08,2,34,8.500001700000341e-05,0.038790507758101556,True
246,2018-06-06 19:51:33.583582,0.02,2.000002000002e-08,4,45,8.502008502008503e-05,0.009541489541489543,True
247,2018-06-06 19:51:43.341724,0.1,2.0000004000000802e-08,1,33,8.504001700800342e-05,0.07846859569371915,False
248,2018-06-06 19:51:45.981613,0.02,2.000002000002e-08,4,48,8.498008498008498e-05,0.009541709541709542,False
249,2018-06-06 19:51:48.701937,0.02,2.000002000002e-08,4,40,8.5000085000085e-05,0.009542789542789544,True
250,2018-06-06 19:51:49.796021,0.004,4.000040000400004e-08,6,15,8.496084960849609e-05,0.0024237842378423786,True
251,2018-06-06 19:51:52.331513,0.01,1.000001000001e-08,5,15,8.497008497008497e-05,0.004775534775534776,True
252,2018-06-06 19:52:02.145822,0.1,2.0000004000000802e-08,1,28,8.504001700800342e-05,0.07847065569413114,True
253,2018-06-06 19:52:04.824749,0.04,4.000004000004e-08,3,42,8.5000085000085e-05,0.01920745920745921,True
254,2018-06-06 19:52:05.911854,0.002,2.000020000200002e-08,7,38,8.494084940849409e-05,0.0012624726247262475,False
255,2018-06-06 19:52:08.696887,0.01,1.000001000001e-08,5,28,8.4990084990085e-05,0.004775544775544776,True
256,2018-06-06 19:52:11.254405,0.01,1.000001000001e-08,5,8,8.497008497008497e-05,0.0047739647739647745,False
257,2018-06-06 19:52:21.331447,0.2,4.0000008000001605e-08,0,0,8.496001699200341e-05,0.15885095177019037,False
258,2018-06-06 19:52:22.430631,0.004,4.000040000400004e-08,6,10,8.500085000850009e-05,0.0024223042230422306,False
259,2018-06-06 19:52:32.707342,0.1,2.0000004000000802e-08,2,22,8.502001700400341e-05,0.03878916775783356,False
260,2018-06-06 19:52:35.303243,0.01,1.000001000001e-08,5,36,8.503008503008504e-05,0.004774324774324774,False
261,2018-06-06 19:52:36.477017,0.004,4.000040000400004e-08,6,0,8.500085000850009e-05,0.0024231042310423104,True
262,2018-06-06 19:52:39.027122,0.01,1.000001000001e-08,5,30,8.502008502008503e-05,0.0047742847742847745,False
263,2018-06-06 19:52:40.087730,0.002,2.000020000200002e-08,7,13,8.49808498084981e-05,0.0012635926359263593,True
264,2018-06-06 19:52:42.907571,0.01,1.000001000001e-08,5,34,8.502008502008503e-05,0.004773764773764774,False
265,2018-06-06 19:52:52.780405,0.2,4.0000008000001605e-08,0,14,8.496001699200341e-05,0.15885099177019837,False
266,2018-06-06 19:52:55.472613,0.01,1.000001000001e-08,5,39,8.5000085000085e-05,0.004775354775354776,True
267,2018-06-06 19:52:56.556287,0.002,2.000020000200002e-08,7,2,8.49808498084981e-05,0.0012622926229262294,False
268,2018-06-06 19:52:59.251391,0.02,2.000002000002e-08,4,13,8.498008498008498e-05,0.009541949541949542,False
269,2018-06-06 19:53:01.793059,0.02,2.000002000002e-08,4,40,8.502008502008503e-05,0.009541749541749543,False
270,2018-06-06 19:53:02.836170,0.004,4.000040000400004e-08,6,46,8.500085000850009e-05,0.0024220242202422026,False
271,2018-06-06 19:53:04.022350,0.002,2.000020000200002e-08,7,39,8.50208502085021e-05,0.0012638726387263874,True
272,2018-06-06 19:53:14.266307,0.1,2.0000004000000802e-08,1,0,8.506001701200341e-05,0.07846837569367515,False
273,2018-06-06 19:53:24.225087,0.2,4.0000008000001605e-08,0,50,8.500001700000341e-05,0.15885359177071837,True
274,2018-06-06 19:53:25.364745,0.004,4.000040000400004e-08,6,23,8.504085040850409e-05,0.0024223042230422306,False
275,2018-06-06 19:53:26.477951,0.004,4.000040000400004e-08,6,38,8.500085000850009e-05,0.0024241042410424107,True
276,2018-06-06 19:53:36.058111,0.1,2.0000004000000802e-08,2,0,8.49200169840034e-05,0.03879016775803355,True
277,2018-06-06 19:53:46.090111,0.1,2.0000004000000802e-08,2,34,8.496001699200341e-05,0.03879016775803355,True
278,2018-06-06 19:53:55.807536,0.1,2.0000004000000802e-08,1,47,8.496001699200341e-05,0.07847001569400315,True
279,2018-06-06 19:53:56.900580,0.004,4.000040000400004e-08,6,41,8.496084960849609e-05,0.0024230642306423064,True
280,2018-06-06 19:53:58.079647,0.004,4.000040000400004e-08,6,37,8.504085040850409e-05,0.0024239042390423906,True
281,2018-06-06 19:53:59.137928,0.002,2.000020000200002e-08,7,10,8.496084960849609e-05,0.0012622726227262274,False
282,2018-06-06 19:54:01.881228,0.02,2.000002000002e-08,4,42,8.496008496008496e-05,0.009541949541949542,False
283,2018-06-06 19:54:11.670158,0.1,2.0000004000000802e-08,1,19,8.49800169960034e-05,0.07846853569370715,False
284,2018-06-06 19:54:14.282211,0.04,4.000004000004e-08,3,5,8.492008492008493e-05,0.01920689920689921,True
285,2018-06-06 19:54:16.832538,0.02,2.000002000002e-08,4,43,8.496008496008496e-05,0.009541949541949542,False
286,2018-06-06 19:54:19.340715,0.04,4.000004000004e-08,3,15,8.5000085000085e-05,0.019206419206419207,True
287,2018-06-06 19:54:29.331907,0.1,2.0000004000000802e-08,2,2,8.49800169960034e-05,0.03878918775783756,False
288,2018-06-06 19:54:30.511575,0.002,2.000020000200002e-08,7,2,8.49808498084981e-05,0.0012620326203262033,False
289,2018-06-06 19:54:40.400644,0.1,2.0000004000000802e-08,2,40,8.49800169960034e-05,0.03878886775777356,False
290,2018-06-06 19:54:41.493808,0.004,4.000040000400004e-08,6,28,8.500085000850009e-05,0.0024223042230422306,False
291,2018-06-06 19:54:51.814856,0.1,2.0000004000000802e-08,2,25,8.49800169960034e-05,0.03878886775777356,False
292,2018-06-06 19:54:54.321820,0.02,2.000002000002e-08,4,18,8.498008498008498e-05,0.009541949541949542,False
293,2018-06-06 19:54:56.970300,0.04,4.000004000004e-08,3,3,8.504008504008504e-05,0.019205459205459206,False
294,2018-06-06 19:55:06.921686,0.1,2.0000004000000802e-08,2,42,8.500001700000341e-05,0.03878912775782556,False
295,2018-06-06 19:55:09.719888,0.02,2.000002000002e-08,4,2,8.496008496008496e-05,0.009541689541689543,False
296,2018-06-06 19:55:19.645837,0.1,2.0000004000000802e-08,1,47,8.49200169840034e-05,0.07847005569401115,True
297,2018-06-06 19:55:20.707703,0.002,2.000020000200002e-08,7,32,8.49808498084981e-05,0.0012620326203262033,True
298,2018-06-06 19:55:21.828562,0.002,2.000020000200002e-08,7,35,8.49808498084981e-05,0.0012625526255262553,False
299,2018-06-06 19:55:31.880462,0.1,2.0000004000000802e-08,1,31,8.496001699200341e-05,0.07846821569364315,False
300,2018-06-06 19:55:41.739527,0.2,4.0000008000001605e-08,0,43,8.496001699200341e-05,0.15885147177029438,False
301,2018-06-06 19:55:44.393658,0.01,1.000001000001e-08,5,4,8.503008503008504e-05,0.004775854775854776,True
302,2018-06-06 19:55:47.009746,0.02,2.000002000002e-08,4,0,8.504008504008504e-05,0.009543329543329544,True
303,2018-06-06 19:55:56.847415,0.1,2.0000004000000802e-08,2,42,8.506001701200341e-05,0.038788727757745556,False
304,2018-06-06 19:55:59.441009,0.04,4.000004000004e-08,3,5,8.5000085000085e-05,0.01920689920689921,True
305,2018-06-06 19:56:09.270458,0.1,2.0000004000000802e-08,2,8,8.496001699200341e-05,0.038790407758081555,True
306,2018-06-06 19:56:10.365379,0.004,4.000040000400004e-08,6,16,8.500085000850009e-05,0.0024238642386423866,True
307,2018-06-06 19:56:20.678167,0.1,2.0000004000000802e-08,2,35,8.500001700000341e-05,0.03878912775782556,False
308,2018-06-06 19:56:30.648225,0.2,4.0000008000001605e-08,0,30,8.496001699200341e-05,0.15885383177076637,True
309,2018-06-06 19:56:33.120976,0.01,1.000001000001e-08,5,8,8.5000085000085e-05,0.004775324775324776,True
310,2018-06-06 19:56:35.833237,0.04,4.000004000004e-08,3,34,8.496008496008496e-05,0.019205059205059206,False
311,2018-06-06 19:56:38.393759,0.01,1.000001000001e-08,5,14,8.503008503008504e-05,0.004774004774004774,False
312,2018-06-06 19:56:40.921857,0.01,1.000001000001e-08,5,21,8.496008496008496e-05,0.004773984773984774,False
313,2018-06-06 19:56:43.424642,0.01,1.000001000001e-08,5,4,8.501008501008502e-05,0.004775614775614776,True
314,2018-06-06 19:56:53.702298,0.1,2.0000004000000802e-08,2,4,8.49800169960034e-05,0.03878912775782556,False
315,2018-06-06 19:56:56.171363,0.02,2.000002000002e-08,4,26,8.504008504008504e-05,0.009541769541769543,False
316,2018-06-06 19:56:57.300742,0.004,4.000040000400004e-08,6,0,8.500085000850009e-05,0.0024226242262422627,True
317,2018-06-06 19:57:07.298498,0.1,2.0000004000000802e-08,1,7,8.49800169960034e-05,0.07846803569360715,True
318,2018-06-06 19:57:17.372319,0.1,2.0000004000000802e-08,2,19,8.500001700000341e-05,0.03878888775777756,False
319,2018-06-06 19:57:27.291806,0.2,4.0000008000001605e-08,0,20,8.496001699200341e-05,0.15885143177028638,False
320,2018-06-06 19:57:29.863697,0.04,4.000004000004e-08,3,2,8.496008496008496e-05,0.01920537920537921,False
321,2018-06-06 19:57:30.915207,0.004,4.000040000400004e-08,6,46,8.500085000850009e-05,0.0024226242262422627,True
322,2018-06-06 19:57:33.547251,0.04,4.000004000004e-08,3,24,8.504008504008504e-05,0.019205179205179206,False
323,2018-06-06 19:57:36.283261,0.04,4.000004000004e-08,3,33,8.496008496008496e-05,0.019206419206419207,True
324,2018-06-06 19:57:46.316543,0.2,4.0000008000001605e-08,0,45,8.500001700000341e-05,0.15885383177076637,True
325,2018-06-06 19:57:47.496944,0.004,4.000040000400004e-08,6,41,8.496084960849609e-05,0.0024238642386423866,True
326,2018-06-06 19:57:48.543356,0.002,2.000020000200002e-08,7,50,8.504085040850409e-05,0.0012623326233262334,False
327,2018-06-06 19:57:51.149134,0.01,1.000001000001e-08,5,12,8.497008497008497e-05,0.004775314775314776,True
328,2018-06-06 19:58:01.255230,0.2,4.0000008000001605e-08,0,40,8.500001700000341e-05,0.15885147177029438,False
329,2018-06-06 19:58:03.986343,0.02,2.000002000002e-08,4,21,8.498008498008498e-05,0.009541729541729542,False
330,2018-06-06 19:58:13.953688,0.1,2.0000004000000802e-08,2,17,8.506001701200341e-05,0.038790267758053554,True
331,2018-06-06 19:58:16.591255,0.04,4.000004000004e-08,3,33,8.5000085000085e-05,0.01920741920741921,True
332,2018-06-06 19:58:26.737475,0.1,2.0000004000000802e-08,1,2,8.496001699200341e-05,0.07846827569365515,False
333,2018-06-06 19:58:36.563569,0.1,2.0000004000000802e-08,2,10,8.500001700000341e-05,0.038790467758093555,True
334,2018-06-06 19:58:37.624251,0.004,4.000040000400004e-08,6,23,8.49208492084921e-05,0.0024219842198421986,False
335,2018-06-06 19:58:47.285600,0.1,2.0000004000000802e-08,2,39,8.496001699200341e-05,0.038788607757721555,False
336,2018-06-06 19:58:48.383469,0.002,2.000020000200002e-08,7,18,8.500085000850009e-05,0.0012636126361263613,True
337,2018-06-06 19:58:51.125142,0.04,4.000004000004e-08,3,14,8.496008496008496e-05,0.019205139205139207,True
338,2018-06-06 19:59:01.269149,0.1,2.0000004000000802e-08,1,31,8.502001700400341e-05,0.07847085569417114,True
339,2018-06-06 19:59:11.144923,0.1,2.0000004000000802e-08,2,37,8.49800169960034e-05,0.03879072775814556,True
340,2018-06-06 19:59:13.728302,0.01,1.000001000001e-08,5,21,8.5000085000085e-05,0.004775594775594776,True
341,2018-06-06 19:59:16.335202,0.04,4.000004000004e-08,3,17,8.5000085000085e-05,0.019205419205419207,True
342,2018-06-06 19:59:26.414350,0.1,2.0000004000000802e-08,2,38,8.49800169960034e-05,0.03879074775814956,True
343,2018-06-06 19:59:27.538008,0.004,4.000040000400004e-08,6,12,8.500085000850009e-05,0.0024225442254422547,False
344,2018-06-06 19:59:30.123631,0.02,2.000002000002e-08,4,49,8.504008504008504e-05,0.009542049542049543,False
345,2018-06-06 19:59:31.176421,0.004,4.000040000400004e-08,6,25,8.500085000850009e-05,0.0024223042230422306,False
346,2018-06-06 19:59:33.943941,0.04,4.000004000004e-08,3,38,8.5000085000085e-05,0.019205579205579207,False
347,2018-06-06 19:59:35.008716,0.004,4.000040000400004e-08,6,27,8.496084960849609e-05,0.0024238642386423866,True
348,2018-06-06 19:59:45.105511,0.1,2.0000004000000802e-08,1,13,8.49800169960034e-05,0.07847005569401115,True
349,2018-06-06 19:59:47.776547,0.01,1.000001000001e-08,5,41,8.497008497008497e-05,0.004775814775814776,True
350,2018-06-06 19:59:50.317997,0.04,4.000004000004e-08,3,30,8.5000085000085e-05,0.01920713920713921,True
351,2018-06-06 20:00:00.045279,0.1,2.0000004000000802e-08,2,0,8.502001700400341e-05,0.03878892775778556,False
352,2018-06-06 20:00:10.183829,0.1,2.0000004000000802e-08,2,37,8.496001699200341e-05,0.03879016775803355,True
353,2018-06-06 20:00:20.224972,0.1,2.0000004000000802e-08,1,2,8.504001700800342e-05,0.07846985569397115,True
354,2018-06-06 20:00:30.763665,0.1,2.0000004000000802e-08,2,43,8.494001698800341e-05,0.03878912775782556,False
355,2018-06-06 20:00:40.497084,0.2,4.0000008000001605e-08,0,19,8.496001699200341e-05,0.15885147177029438,False
356,2018-06-06 20:00:41.561852,0.002,2.000020000200002e-08,7,50,8.49808498084981e-05,0.0012622726227262274,False
357,2018-06-06 20:00:44.187120,0.01,1.000001000001e-08,5,21,8.502008502008503e-05,0.004776064776064777,True
358,2018-06-06 20:00:45.234411,0.002,2.000020000200002e-08,7,2,8.494084940849409e-05,0.0012638126381263814,True
359,2018-06-06 20:00:47.872111,0.01,1.000001000001e-08,5,17,8.5000085000085e-05,0.0047742847742847745,False
360,2018-06-06 20:00:58.233759,0.1,2.0000004000000802e-08,2,39,8.504001700800342e-05,0.038790507758101556,True
361,2018-06-06 20:01:08.119220,0.2,4.0000008000001605e-08,0,51,8.500001700000341e-05,0.15885147177029438,False
362,2018-06-06 20:01:18.075391,0.2,4.0000008000001605e-08,0,28,8.500001700000341e-05,0.15885103177020637,False
363,2018-06-06 20:01:20.771668,0.02,2.000002000002e-08,4,20,8.498008498008498e-05,0.009541709541709542,False
364,2018-06-06 20:01:30.481277,0.1,2.0000004000000802e-08,2,49,8.49800169960034e-05,0.03878894775778956,False
365,2018-06-06 20:01:31.626724,0.004,4.000040000400004e-08,6,1,8.496084960849609e-05,0.0024238242382423826,True
366,2018-06-06 20:01:34.411765,0.02,2.000002000002e-08,4,10,8.496008496008496e-05,0.009541649541649542,False
367,2018-06-06 20:01:37.103463,0.02,2.000002000002e-08,4,40,8.498008498008498e-05,0.009542709542709544,True
368,2018-06-06 20:01:39.715248,0.01,1.000001000001e-08,5,5,8.502008502008503e-05,0.004775614775614776,True
369,2018-06-06 20:01:49.477753,0.2,4.0000008000001605e-08,0,23,8.49200169840034e-05,0.15885351177070237,True
370,2018-06-06 20:01:52.172957,0.01,1.000001000001e-08,5,25,8.494008494008495e-05,0.004773714773714774,False
371,2018-06-06 20:02:02.099237,0.2,4.0000008000001605e-08,0,30,8.500001700000341e-05,0.15885147177029438,False
372,2018-06-06 20:02:12.422761,0.2,4.0000008000001605e-08,0,3,8.496001699200341e-05,0.15885331177066236,True
373,2018-06-06 20:02:22.466700,0.1,2.0000004000000802e-08,2,2,8.496001699200341e-05,0.03878916775783356,False
374,2018-06-06 20:02:23.661020,0.004,4.000040000400004e-08,6,17,8.500085000850009e-05,0.0024225442254422547,False
375,2018-06-06 20:02:26.276197,0.01,1.000001000001e-08,5,18,8.5000085000085e-05,0.0047758247758247765,True
376,2018-06-06 20:02:28.925421,0.01,1.000001000001e-08,5,31,8.5000085000085e-05,0.004773774773774774,False
377,2018-06-06 20:02:39.012571,0.1,2.0000004000000802e-08,1,48,8.49800169960034e-05,0.07847009569401915,True
378,2018-06-06 20:02:40.146114,0.002,2.000020000200002e-08,7,30,8.494084940849409e-05,0.0012624926249262495,False
379,2018-06-06 20:02:50.367974,0.1,2.0000004000000802e-08,2,17,8.502001700400341e-05,0.03879076775815356,True
380,2018-06-06 20:02:51.554134,0.004,4.000040000400004e-08,6,48,8.496084960849609e-05,0.0024238242382423826,True
381,2018-06-06 20:03:01.727329,0.1,2.0000004000000802e-08,1,6,8.500001700000341e-05,0.07847061569412314,True
382,2018-06-06 20:03:04.488275,0.02,2.000002000002e-08,4,5,8.496008496008496e-05,0.009543189543189544,True
383,2018-06-06 20:03:05.616224,0.002,2.000020000200002e-08,7,36,8.500085000850009e-05,0.0012620926209262094,False
384,2018-06-06 20:03:15.636790,0.1,2.0000004000000802e-08,2,15,8.500001700000341e-05,0.03878888775777756,False
385,2018-06-06 20:03:18.180637,0.02,2.000002000002e-08,4,14,8.494008494008495e-05,0.009542989542989544,True
386,2018-06-06 20:03:19.360317,0.004,4.000040000400004e-08,6,28,8.496084960849609e-05,0.0024217442174421745,False
387,2018-06-06 20:03:21.995282,0.04,4.000004000004e-08,3,15,8.5000085000085e-05,0.01920565920565921,False
388,2018-06-06 20:03:32.516823,0.1,2.0000004000000802e-08,2,8,8.504001700800342e-05,0.038790507758101556,True
389,2018-06-06 20:03:35.571112,0.04,4.000004000004e-08,3,36,8.504008504008504e-05,0.019205459205459206,False
390,2018-06-06 20:03:38.147733,0.02,2.000002000002e-08,4,47,8.496008496008496e-05,0.009541449541449542,False
391,2018-06-06 20:03:48.459933,0.1,2.0000004000000802e-08,1,14,8.496001699200341e-05,0.07847059569411916,True
392,2018-06-06 20:03:49.509990,0.002,2.000020000200002e-08,7,7,8.49808498084981e-05,0.0012622726227262274,False
393,2018-06-06 20:03:59.105347,0.1,2.0000004000000802e-08,2,40,8.49800169960034e-05,0.03878894775778956,False
394,2018-06-06 20:04:09.269972,0.1,2.0000004000000802e-08,2,45,8.496001699200341e-05,0.03878916775783356,False
395,2018-06-06 20:04:10.367213,0.002,2.000020000200002e-08,7,11,8.49808498084981e-05,0.0012622726227262274,False
396,2018-06-06 20:04:13.038603,0.02,2.000002000002e-08,4,51,8.502008502008503e-05,0.009541769541769543,False
397,2018-06-06 20:04:15.866357,0.04,4.000004000004e-08,3,30,8.5000085000085e-05,0.01920689920689921,True
398,2018-06-06 20:04:18.743292,0.04,4.000004000004e-08,3,18,8.492008492008493e-05,0.01920689920689921,True
399,2018-06-06 20:04:19.835294,0.002,2.000020000200002e-08,7,3,8.49808498084981e-05,0.0012638726387263874,True
400,2018-06-06 20:04:20.970585,0.004,4.000040000400004e-08,6,6,8.504085040850409e-05,0.0024223442234422347,False
401,2018-06-06 20:04:31.025602,0.1,2.0000004000000802e-08,2,6,8.500001700000341e-05,0.038788647757729555,False
402,2018-06-06 20:04:40.980805,0.1,2.0000004000000802e-08,2,2,8.496001699200341e-05,0.03878884775776956,False
403,2018-06-06 20:04:43.624331,0.02,2.000002000002e-08,4,40,8.496008496008496e-05,0.009543189543189544,True
404,2018-06-06 20:04:53.716009,0.2,4.0000008000001605e-08,0,13,8.500001700000341e-05,0.15885355177071037,True
405,2018-06-06 20:04:56.421226,0.01,1.000001000001e-08,5,48,8.5000085000085e-05,0.004774004774004774,False
406,2018-06-06 20:05:06.613164,0.1,2.0000004000000802e-08,2,33,8.49800169960034e-05,0.03878886775777356,False
407,2018-06-06 20:05:07.668312,0.002,2.000020000200002e-08,7,50,8.496084960849609e-05,0.0012622526225262254,False
408,2018-06-06 20:05:10.376272,0.04,4.000004000004e-08,3,31,8.496008496008496e-05,0.019207659207659208,True
409,2018-06-06 20:05:12.985448,0.02,2.000002000002e-08,4,47,8.498008498008498e-05,0.009541729541729542,False
410,2018-06-06 20:05:14.082876,0.002,2.000020000200002e-08,7,42,8.496084960849609e-05,0.0012637926379263794,True
411,2018-06-06 20:05:16.776689,0.01,1.000001000001e-08,5,25,8.496008496008496e-05,0.004775554775554776,True
412,2018-06-06 20:05:26.919633,0.1,2.0000004000000802e-08,2,35,8.49800169960034e-05,0.03878898775779756,False
413,2018-06-06 20:05:28.068489,0.004,4.000040000400004e-08,6,44,8.496084960849609e-05,0.0024240242402424027,True
414,2018-06-06 20:05:29.156757,0.002,2.000020000200002e-08,7,49,8.504085040850409e-05,0.0012623526235262354,False
415,2018-06-06 20:05:30.229553,0.004,4.000040000400004e-08,6,46,8.496084960849609e-05,0.0024235842358423586,True
416,2018-06-06 20:05:32.695404,0.01,1.000001000001e-08,5,41,8.502008502008503e-05,0.004775584775584776,True
417,2018-06-06 20:05:35.393207,0.04,4.000004000004e-08,3,36,8.496008496008496e-05,0.019205339205339206,False
418,2018-06-06 20:05:36.480521,0.004,4.000040000400004e-08,6,38,8.500085000850009e-05,0.0024220242202422026,False
419,2018-06-06 20:05:39.237909,0.04,4.000004000004e-08,3,43,8.5000085000085e-05,0.019206699206699207,True
420,2018-06-06 20:05:41.853358,0.02,2.000002000002e-08,4,0,8.494008494008495e-05,0.009542749542749543,True
421,2018-06-06 20:05:51.748127,0.1,2.0000004000000802e-08,1,45,8.500001700000341e-05,0.07847033569406715,True
422,2018-06-06 20:06:01.514479,0.2,4.0000008000001605e-08,0,51,8.504001700800342e-05,0.15885363177072637,True
423,2018-06-06 20:06:04.020459,0.01,1.000001000001e-08,5,11,8.504008504008504e-05,0.004775324775324776,True
424,2018-06-06 20:06:14.106988,0.1,2.0000004000000802e-08,2,33,8.502001700400341e-05,0.038788727757745556,False
425,2018-06-06 20:06:16.757376,0.02,2.000002000002e-08,4,11,8.496008496008496e-05,0.009541709541709542,False
426,2018-06-06 20:06:26.678299,0.1,2.0000004000000802e-08,1,15,8.49200169840034e-05,0.07846817569363515,False
427,2018-06-06 20:06:36.297304,0.1,2.0000004000000802e-08,1,27,8.49800169960034e-05,0.07846851569370315,False
428,2018-06-06 20:06:38.982849,0.01,1.000001000001e-08,5,40,8.501008501008502e-05,0.004774054774054774,False
429,2018-06-06 20:06:48.997658,0.2,4.0000008000001605e-08,0,33,8.500001700000341e-05,0.15885147177029438,False
430,2018-06-06 20:06:50.055794,0.004,4.000040000400004e-08,6,26,8.496084960849609e-05,0.0024222642226422266,False
431,2018-06-06 20:06:51.211281,0.004,4.000040000400004e-08,6,31,8.500085000850009e-05,0.0024220242202422026,False
432,2018-06-06 20:06:52.283687,0.004,4.000040000400004e-08,6,47,8.504085040850409e-05,0.002422904229042291,True
433,2018-06-06 20:07:01.955443,0.1,2.0000004000000802e-08,2,41,8.500001700000341e-05,0.038790507758101556,True
434,2018-06-06 20:07:12.507059,0.1,2.0000004000000802e-08,1,5,8.496001699200341e-05,0.07846801569360315,False
435,2018-06-06 20:07:15.258701,0.02,2.000002000002e-08,4,26,8.502008502008503e-05,0.009542829542829543,True
436,2018-06-06 20:07:25.202191,0.1,2.0000004000000802e-08,2,49,8.496001699200341e-05,0.03878916775783356,False
437,2018-06-06 20:07:26.337690,0.002,2.000020000200002e-08,7,49,8.50208502085021e-05,0.0012623326233262334,False
438,2018-06-06 20:07:36.469531,0.2,4.0000008000001605e-08,0,7,8.496001699200341e-05,0.15885375177075037,True
439,2018-06-06 20:07:39.267719,0.04,4.000004000004e-08,3,5,8.5000085000085e-05,0.019205339205339206,False
440,2018-06-06 20:07:40.360508,0.004,4.000040000400004e-08,6,37,8.500085000850009e-05,0.0024223042230422306,False
441,2018-06-06 20:07:50.091825,0.2,4.0000008000001605e-08,0,28,8.49200169840034e-05,0.15885347177069437,True
442,2018-06-06 20:07:51.192927,0.004,4.000040000400004e-08,6,19,8.504085040850409e-05,0.0024223842238422387,False
443,2018-06-06 20:07:52.313818,0.004,4.000040000400004e-08,6,15,8.500085000850009e-05,0.0024226242262422627,True
444,2018-06-06 20:07:54.856172,0.04,4.000004000004e-08,3,44,8.5000085000085e-05,0.019205139205139207,False
445,2018-06-06 20:08:04.576197,0.1,2.0000004000000802e-08,1,7,8.49800169960034e-05,0.07846823569364715,False
446,2018-06-06 20:08:14.262431,0.1,2.0000004000000802e-08,1,23,8.500001700000341e-05,0.07847013569402715,True
447,2018-06-06 20:08:16.889170,0.02,2.000002000002e-08,4,41,8.5000085000085e-05,0.009541989541989543,False
448,2018-06-06 20:08:27.176013,0.1,2.0000004000000802e-08,2,33,8.496001699200341e-05,0.03878888775777756,False
449,2018-06-06 20:08:29.846214,0.04,4.000004000004e-08,3,44,8.5000085000085e-05,0.01920717920717921,True
450,2018-06-06 20:08:40.020045,0.1,2.0000004000000802e-08,1,18,8.49800169960034e-05,0.07846853569370715,False
451,2018-06-06 20:08:41.116925,0.004,4.000040000400004e-08,6,44,8.504085040850409e-05,0.0024236642366423666,True
452,2018-06-06 20:08:43.862163,0.02,2.000002000002e-08,4,6,8.504008504008504e-05,0.009541769541769543,False
453,2018-06-06 20:08:46.594444,0.02,2.000002000002e-08,4,6,8.496008496008496e-05,0.009541689541689543,False
454,2018-06-06 20:08:56.625621,0.2,4.0000008000001605e-08,0,16,8.500001700000341e-05,0.15885355177071037,True
455,2018-06-06 20:08:59.284442,0.01,1.000001000001e-08,5,26,8.498008498008498e-05,0.004773974773974774,False
456,2018-06-06 20:09:09.520231,0.2,4.0000008000001605e-08,0,50,8.496001699200341e-05,0.15885151177030238,False
457,2018-06-06 20:09:10.578627,0.004,4.000040000400004e-08,6,39,8.500085000850009e-05,0.0024238642386423866,True
458,2018-06-06 20:09:20.882041,0.1,2.0000004000000802e-08,2,40,8.49200169840034e-05,0.03878888775777756,False
459,2018-06-06 20:09:23.633788,0.04,4.000004000004e-08,3,2,8.5000085000085e-05,0.019205339205339206,False
460,2018-06-06 20:09:26.242664,0.02,2.000002000002e-08,4,29,8.498008498008498e-05,0.009542969542969544,True
461,2018-06-06 20:09:28.893169,0.01,1.000001000001e-08,5,25,8.497008497008497e-05,0.004776054776054776,True
462,2018-06-06 20:09:39.181882,0.1,2.0000004000000802e-08,2,43,8.500001700000341e-05,0.038788627757725555,False
463,2018-06-06 20:09:49.496002,0.2,4.0000008000001605e-08,0,39,8.496001699200341e-05,0.15885351177070237,True
464,2018-06-06 20:09:59.259273,0.2,4.0000008000001605e-08,0,42,8.504001700800342e-05,0.15885359177071837,True
465,2018-06-06 20:10:02.063392,0.01,1.000001000001e-08,5,25,8.503008503008504e-05,0.0047738247738247745,True
466,2018-06-06 20:10:03.152766,0.002,2.000020000200002e-08,7,0,8.506085060850609e-05,0.0012621126211262114,False
467,2018-06-06 20:10:13.624246,0.1,2.0000004000000802e-08,2,22,8.49800169960034e-05,0.03878886775777356,False
