sample,time,window,precision,modulation,band,preamble,offset_1,offset_2,valid
2909,2018-06-18 13:17:29.956496,1.0,1.000010000100001e-05,2,24,12,2453124,2572924,False
2910,2018-06-18 13:17:31.166068,0.04,4.004004004004004e-05,7,41,8,34623,39297,True
2911,2018-06-18 13:17:32.672551,0.4,4.0004000400040005e-05,2,44,4,490277,956490,True
2912,2018-06-18 13:17:35.654198,1.0,1.000010000100001e-05,2,26,8,1051842,1937513,True
2913,2018-06-18 13:17:36.917315,0.1,1.0001000100010001e-05,5,25,9,147675,194687,True
2914,2018-06-18 13:17:38.130430,0.1,1.0001000100010001e-05,6,7,3,44328,75388,True
2915,2018-06-18 13:17:39.466901,0.2,2.0002000200020003e-05,2,26,7,239337,288987,False
2916,2018-06-18 13:17:40.656420,0.04,4.004004004004004e-05,7,13,8,65654,72490,False
2917,2018-06-18 13:17:43.638984,1.0,1.000010000100001e-05,1,11,9,980508,1340859,True
2918,2018-06-18 13:17:49.036108,2.0,2.000020000200002e-05,0,23,7,2983375,4779693,True
2919,2018-06-18 13:17:50.315700,0.1,1.0001000100010001e-05,5,17,9,60060,67031,True
2920,2018-06-18 13:17:51.512097,0.04,4.004004004004004e-05,8,2,8,3662,7233,True
2921,2018-06-18 13:17:52.762594,0.1,1.0001000100010001e-05,4,38,5,199790,239660,True
2922,2018-06-18 13:17:53.926795,0.1,1.0001000100010001e-05,5,37,7,213331,219853,False
2923,2018-06-18 13:17:55.098129,0.1,1.0001000100010001e-05,3,26,3,74404,85292,False
2924,2018-06-18 13:17:58.075846,1.0,1.000010000100001e-05,0,2,3,3817612,4087540,False
2925,2018-06-18 13:18:00.989391,1.0,1.000010000100001e-05,1,6,12,2700783,2910990,True
2926,2018-06-18 13:18:06.428729,2.0,2.000020000200002e-05,0,43,6,5809794,6244484,False
2927,2018-06-18 13:18:07.694137,0.1,1.0001000100010001e-05,6,10,11,64084,90029,True
2928,2018-06-18 13:18:08.894015,0.04,4.004004004004004e-05,8,19,11,5368,11563,True
2929,2018-06-18 13:18:10.446821,0.4,4.0004000400040005e-05,3,48,11,731346,1076992,True
2930,2018-06-18 13:18:15.875028,2.0,2.000020000200002e-05,0,11,9,5324577,7046741,True
2931,2018-06-18 13:18:17.162137,0.1,1.0001000100010001e-05,6,15,10,164829,166244,False
2932,2018-06-18 13:18:22.554178,2.0,2.000020000200002e-05,0,42,10,2865501,6638253,True
2933,2018-06-18 13:18:23.823773,0.1,1.0001000100010001e-05,6,22,8,123504,144370,False
2934,2018-06-18 13:18:26.816902,1.0,1.000010000100001e-05,1,42,4,132348,1856192,False
2935,2018-06-18 13:18:28.015077,0.04,4.004004004004004e-05,8,30,2,1692,2394,True
2936,2018-06-18 13:18:29.388633,0.2,2.0002000200020003e-05,4,36,9,61613,448237,False
2937,2018-06-18 13:18:30.926336,0.4,4.0004000400040005e-05,0,38,3,251288,393397,False
2938,2018-06-18 13:18:32.186318,0.1,1.0001000100010001e-05,4,29,8,175845,196299,True
2939,2018-06-18 13:18:33.696112,0.4,4.0004000400040005e-05,2,5,6,723292,898667,True
2940,2018-06-18 13:18:34.889974,0.04,4.004004004004004e-05,6,31,4,52489,53371,True
2941,2018-06-18 13:18:36.412950,0.4,4.0004000400040005e-05,2,44,4,1207131,1212374,True
2942,2018-06-18 13:18:37.616696,0.04,4.004004004004004e-05,7,51,10,41410,69984,True
2943,2018-06-18 13:18:39.160963,0.4,4.0004000400040005e-05,3,43,11,1118499,1223144,False
2944,2018-06-18 13:18:40.425787,0.1,1.0001000100010001e-05,7,28,12,75734,91884,False
2945,2018-06-18 13:18:41.617561,0.04,4.004004004004004e-05,8,31,2,1311,1782,True
2946,2018-06-18 13:18:42.956535,0.2,2.0002000200020003e-05,4,20,7,416807,446146,False
2947,2018-06-18 13:18:44.208986,0.1,1.0001000100010001e-05,6,18,12,133241,148621,True
2948,2018-06-18 13:18:45.751743,0.4,4.0004000400040005e-05,3,41,10,16821,926594,False
2949,2018-06-18 13:18:47.071987,0.1,1.0001000100010001e-05,5,11,7,189414,207661,False
2950,2018-06-18 13:18:48.459630,0.2,2.0002000200020003e-05,4,18,9,319123,423623,True
2951,2018-06-18 13:18:49.650560,0.04,4.004004004004004e-05,8,16,11,10225,10677,False
2952,2018-06-18 13:18:51.193769,0.4,4.0004000400040005e-05,3,19,7,546937,912172,True
2953,2018-06-18 13:18:54.231355,1.0,1.000010000100001e-05,1,30,5,453536,1508861,False
2954,2018-06-18 13:18:55.447494,0.04,4.004004004004004e-05,8,23,7,110,1045,False
2955,2018-06-18 13:18:56.689463,0.1,1.0001000100010001e-05,5,38,9,188721,214733,True
2956,2018-06-18 13:18:58.027508,0.2,2.0002000200020003e-05,4,4,7,290845,438704,True
2957,2018-06-18 13:18:59.287275,0.2,2.0002000200020003e-05,3,27,3,141939,308356,False
2958,2018-06-18 13:19:00.551705,0.2,2.0002000200020003e-05,3,15,4,533617,650658,True
2959,2018-06-18 13:19:01.751212,0.04,4.004004004004004e-05,9,45,8,5508,6098,False
2960,2018-06-18 13:19:04.778627,1.0,1.000010000100001e-05,2,47,11,2440962,2468058,False
2961,2018-06-18 13:19:06.304136,0.4,4.0004000400040005e-05,3,34,8,1002227,1003019,False
2962,2018-06-18 13:19:07.578071,0.1,1.0001000100010001e-05,6,34,8,102085,127587,True
2963,2018-06-18 13:19:09.155244,0.4,4.0004000400040005e-05,3,37,12,1074757,1254695,False
2964,2018-06-18 13:19:10.405104,0.1,1.0001000100010001e-05,4,43,12,3196,254689,False
2965,2018-06-18 13:19:13.422106,1.0,1.000010000100001e-05,2,37,12,992929,2427994,True
2966,2018-06-18 13:19:16.413572,1.0,1.000010000100001e-05,1,17,4,1369062,1891691,True
2967,2018-06-18 13:19:17.673929,0.1,1.0001000100010001e-05,6,23,9,61439,77617,True
2968,2018-06-18 13:19:18.869655,0.04,4.004004004004004e-05,9,39,9,6665,7140,False
2969,2018-06-18 13:19:20.423561,0.4,4.0004000400040005e-05,2,13,5,317800,806953,False
2970,2018-06-18 13:19:23.527028,1.0,1.000010000100001e-05,0,48,3,3022711,3270946,False
2971,2018-06-18 13:19:24.722299,0.04,4.004004004004004e-05,8,9,7,1370,5508,True
2972,2018-06-18 13:19:27.702388,1.0,1.000010000100001e-05,1,5,11,3543327,4287675,False
2973,2018-06-18 13:19:30.617533,1.0,1.000010000100001e-05,1,25,7,3518139,3574664,False
2974,2018-06-18 13:19:36.080549,2.0,2.000020000200002e-05,0,39,4,4389367,5110728,True
2975,2018-06-18 13:19:37.260169,0.04,4.004004004004004e-05,8,30,6,3012,7258,True
2976,2018-06-18 13:19:38.494358,0.04,4.004004004004004e-05,7,21,9,12265,29789,False
2977,2018-06-18 13:19:41.476583,1.0,1.000010000100001e-05,1,45,10,4405765,4439576,False
2978,2018-06-18 13:19:46.866145,2.0,2.000020000200002e-05,0,31,7,1562464,4267975,False
2979,2018-06-18 13:19:49.887244,1.0,1.000010000100001e-05,1,22,8,1212171,3397756,True
2980,2018-06-18 13:19:51.202896,0.1,1.0001000100010001e-05,5,2,12,183297,290586,True
2981,2018-06-18 13:19:52.377425,0.1,1.0001000100010001e-05,5,24,8,149716,199520,True
2982,2018-06-18 13:19:55.361721,1.0,1.000010000100001e-05,1,16,8,724332,3761095,False
2983,2018-06-18 13:19:58.324385,1.0,1.000010000100001e-05,0,29,4,2604089,3237245,True
2984,2018-06-18 13:19:59.580102,0.1,1.0001000100010001e-05,5,35,9,146256,235755,True
2985,2018-06-18 13:20:00.776303,0.04,4.004004004004004e-05,8,51,7,1730,3784,True
2986,2018-06-18 13:20:06.169489,2.0,2.000020000200002e-05,1,33,11,4755767,4851116,False
2987,2018-06-18 13:20:07.432220,0.1,1.0001000100010001e-05,6,36,10,53958,165008,True
2988,2018-06-18 13:20:10.519608,1.0,1.000010000100001e-05,1,29,7,1607695,2327110,True
2989,2018-06-18 13:20:11.887763,0.2,2.0002000200020003e-05,3,43,4,223719,498543,False
2990,2018-06-18 13:20:13.426311,0.4,4.0004000400040005e-05,2,24,6,1334859,1464060,True
2991,2018-06-18 13:20:14.683447,0.1,1.0001000100010001e-05,5,1,9,254807,263517,False
2992,2018-06-18 13:20:15.867449,0.04,4.004004004004004e-05,8,11,3,2644,2842,True
2993,2018-06-18 13:20:18.851005,1.0,1.000010000100001e-05,1,17,5,1873759,1980732,True
2994,2018-06-18 13:20:20.213473,0.2,2.0002000200020003e-05,4,26,10,92643,566252,False
2995,2018-06-18 13:20:21.413880,0.04,4.004004004004004e-05,7,35,12,44018,45515,True
2996,2018-06-18 13:20:22.952960,0.4,4.0004000400040005e-05,2,38,7,910040,1672169,True
2997,2018-06-18 13:20:24.197838,0.1,1.0001000100010001e-05,4,25,7,46992,153441,False
2998,2018-06-18 13:20:29.667293,2.0,2.000020000200002e-05,0,8,9,6603610,6872109,False
2999,2018-06-18 13:20:31.185313,0.4,4.0004000400040005e-05,2,51,6,479025,613670,True
3000,2018-06-18 13:20:34.225177,1.0,1.000010000100001e-05,1,15,10,2218600,2361740,True
3001,2018-06-18 13:20:35.537271,0.1,1.0001000100010001e-05,5,35,8,78074,84424,True
3002,2018-06-18 13:20:36.881358,0.2,2.0002000200020003e-05,3,41,4,431195,665325,True
3003,2018-06-18 13:20:38.425038,0.4,4.0004000400040005e-05,2,38,6,1448238,1469112,False
3004,2018-06-18 13:20:39.621273,0.04,4.004004004004004e-05,8,11,6,2067,7581,True
3005,2018-06-18 13:20:40.864315,0.1,1.0001000100010001e-05,6,24,8,61822,100373,True
3006,2018-06-18 13:20:42.036795,0.1,1.0001000100010001e-05,5,3,10,58497,186137,False
3007,2018-06-18 13:20:45.011657,1.0,1.000010000100001e-05,1,42,9,3104707,3132288,True
3008,2018-06-18 13:20:46.223258,0.04,4.004004004004004e-05,8,11,4,254,3944,False
3009,2018-06-18 13:20:47.467404,0.1,1.0001000100010001e-05,5,31,8,170042,207634,True
3010,2018-06-18 13:20:48.653376,0.04,4.004004004004004e-05,7,18,7,57244,58539,True
3011,2018-06-18 13:20:49.892850,0.04,4.004004004004004e-05,8,22,11,11617,12938,False
3012,2018-06-18 13:20:51.157392,0.1,1.0001000100010001e-05,5,18,12,124574,226894,True
3013,2018-06-18 13:20:52.356335,0.04,4.004004004004004e-05,9,6,7,2267,5585,False
3014,2018-06-18 13:20:53.921388,0.4,4.0004000400040005e-05,2,40,7,357497,947244,False
3015,2018-06-18 13:20:55.123620,0.04,4.004004004004004e-05,9,37,6,1324,3229,True
3016,2018-06-18 13:20:56.268842,0.04,4.004004004004004e-05,8,15,6,5412,6102,True
3017,2018-06-18 13:20:59.298586,1.0,1.000010000100001e-05,1,40,10,284446,4539923,False
3018,2018-06-18 13:21:04.713926,2.0,2.000020000200002e-05,0,3,8,6201307,6440942,False
3019,2018-06-18 13:21:05.933493,0.04,4.004004004004004e-05,8,21,6,817,5340,True
3020,2018-06-18 13:21:07.446026,0.4,4.0004000400040005e-05,3,7,12,849417,1172349,True
3021,2018-06-18 13:21:08.657300,0.04,4.004004004004004e-05,9,49,4,1179,2776,True
3022,2018-06-18 13:21:09.990745,0.2,2.0002000200020003e-05,4,0,9,473854,515850,False
3023,2018-06-18 13:21:11.194880,0.04,4.004004004004004e-05,8,12,8,9190,9461,False
3024,2018-06-18 13:21:12.441008,0.1,1.0001000100010001e-05,5,34,9,124225,161464,True
3025,2018-06-18 13:21:13.781403,0.2,2.0002000200020003e-05,3,44,5,622421,750341,True
3026,2018-06-18 13:21:14.979189,0.04,4.004004004004004e-05,9,29,4,2593,3043,False
3027,2018-06-18 13:21:16.266097,0.1,1.0001000100010001e-05,4,22,4,246210,295164,True
3028,2018-06-18 13:21:19.284622,1.0,1.000010000100001e-05,1,46,3,2099523,2329897,False
3029,2018-06-18 13:21:20.490184,0.04,4.004004004004004e-05,7,36,3,24494,38923,True
3030,2018-06-18 13:21:22.053617,0.4,4.0004000400040005e-05,2,51,4,524452,1118480,True
3031,2018-06-18 13:21:23.302161,0.1,1.0001000100010001e-05,3,50,3,89966,149557,False
3032,2018-06-18 13:21:24.495578,0.04,4.004004004004004e-05,9,3,10,3894,4646,False
3033,2018-06-18 13:21:25.856843,0.2,2.0002000200020003e-05,4,41,7,68525,423228,False
3034,2018-06-18 13:21:27.053090,0.04,4.004004004004004e-05,7,30,12,34747,43626,True
3035,2018-06-18 13:21:30.021188,1.0,1.000010000100001e-05,2,4,12,439954,2076157,True
3036,2018-06-18 13:21:31.531035,0.4,4.0004000400040005e-05,1,30,8,2198,262775,False
3037,2018-06-18 13:21:32.725458,0.04,4.004004004004004e-05,8,37,7,607,5166,True
3038,2018-06-18 13:21:34.062680,0.2,2.0002000200020003e-05,3,34,6,379195,781973,True
3039,2018-06-18 13:21:35.256361,0.04,4.004004004004004e-05,9,26,5,2957,3529,True
3040,2018-06-18 13:21:36.492745,0.04,4.004004004004004e-05,7,22,7,35785,37667,True
3041,2018-06-18 13:21:37.730900,0.04,4.004004004004004e-05,9,41,6,1604,3260,False
3042,2018-06-18 13:21:38.980786,0.1,1.0001000100010001e-05,4,10,5,57665,195872,False
3043,2018-06-18 13:21:41.960863,1.0,1.000010000100001e-05,1,30,9,1342945,3963062,True
3044,2018-06-18 13:21:44.878162,1.0,1.000010000100001e-05,1,10,5,922084,1568547,False
3045,2018-06-18 13:21:50.342015,2.0,2.000020000200002e-05,0,21,8,6109929,6552142,False
3046,2018-06-18 13:21:53.362808,1.0,1.000010000100001e-05,1,42,4,1883393,2453962,True
3047,2018-06-18 13:21:54.667764,0.1,1.0001000100010001e-05,5,30,4,69736,121913,True
3048,2018-06-18 13:21:55.878429,0.1,1.0001000100010001e-05,6,34,6,76874,99910,True
3049,2018-06-18 13:21:57.390011,0.4,4.0004000400040005e-05,2,33,3,487182,1024030,True
3050,2018-06-18 13:21:58.578693,0.04,4.004004004004004e-05,8,43,5,2523,6245,True
3051,2018-06-18 13:21:59.716804,0.04,4.004004004004004e-05,7,38,4,29297,39365,True
3052,2018-06-18 13:22:00.959923,0.04,4.004004004004004e-05,7,14,5,9684,50080,True
3053,2018-06-18 13:22:02.296827,0.2,2.0002000200020003e-05,3,40,5,517927,625899,True
3054,2018-06-18 13:22:03.567790,0.1,1.0001000100010001e-05,3,28,4,85476,109652,False
3055,2018-06-18 13:22:04.732122,0.1,1.0001000100010001e-05,4,15,3,198787,249783,False
3056,2018-06-18 13:22:05.926484,0.04,4.004004004004004e-05,8,7,12,1753,15051,True
3057,2018-06-18 13:22:07.064381,0.04,4.004004004004004e-05,7,5,12,73286,78081,False
3058,2018-06-18 13:22:10.063032,1.0,1.000010000100001e-05,1,9,9,267166,2316428,False
3059,2018-06-18 13:22:15.511378,2.0,2.000020000200002e-05,0,26,8,3729268,5404328,True
3060,2018-06-18 13:22:16.884885,0.2,2.0002000200020003e-05,4,4,6,30617,413934,False
3061,2018-06-18 13:22:18.401959,0.4,4.0004000400040005e-05,2,23,5,1404775,1508971,False
3062,2018-06-18 13:22:23.870652,2.0,2.000020000200002e-05,0,9,8,6225398,6670872,False
3063,2018-06-18 13:22:25.382533,0.4,4.0004000400040005e-05,1,34,3,1326156,1354354,False
3064,2018-06-18 13:22:26.579327,0.04,4.004004004004004e-05,9,18,3,1807,2081,True
3065,2018-06-18 13:22:27.716445,0.04,4.004004004004004e-05,9,36,7,5410,5497,False
3066,2018-06-18 13:22:28.861214,0.04,4.004004004004004e-05,7,12,10,69461,72591,False
3067,2018-06-18 13:22:30.152843,0.1,1.0001000100010001e-05,5,49,8,150354,167394,True
3068,2018-06-18 13:22:33.129159,1.0,1.000010000100001e-05,2,8,11,1176689,1851337,True
3069,2018-06-18 13:22:38.524620,2.0,2.000020000200002e-05,0,34,8,4978960,7177808,True
3070,2018-06-18 13:22:39.788929,0.1,1.0001000100010001e-05,4,47,4,180004,298012,True
3071,2018-06-18 13:22:40.964538,0.1,1.0001000100010001e-05,4,39,5,265084,267740,True
3072,2018-06-18 13:22:42.160682,0.04,4.004004004004004e-05,7,29,6,1881,22707,False
3073,2018-06-18 13:22:43.402239,0.04,4.004004004004004e-05,7,39,7,374,52777,False
3074,2018-06-18 13:22:46.380192,1.0,1.000010000100001e-05,2,22,9,2102096,2132013,True
3075,2018-06-18 13:22:47.890555,0.4,4.0004000400040005e-05,1,28,3,479396,1100821,False
3076,2018-06-18 13:22:49.092813,0.04,4.004004004004004e-05,8,38,10,11234,12651,False
3077,2018-06-18 13:22:50.333446,0.04,4.004004004004004e-05,7,3,7,17900,34131,True
3078,2018-06-18 13:22:55.729581,2.0,2.000020000200002e-05,0,18,9,1304191,7800601,False
3079,2018-06-18 13:22:58.721023,1.0,1.000010000100001e-05,1,44,5,2760004,2865662,False
3080,2018-06-18 13:23:00.051260,0.2,2.0002000200020003e-05,3,25,5,393057,719383,True
3081,2018-06-18 13:23:05.473317,2.0,2.000020000200002e-05,0,44,5,4750088,5705102,True
3082,2018-06-18 13:23:06.990667,0.4,4.0004000400040005e-05,2,17,9,1381991,1420220,False
3083,2018-06-18 13:23:10.009113,1.0,1.000010000100001e-05,1,49,8,1409316,3207294,True
3084,2018-06-18 13:23:15.400514,2.0,2.000020000200002e-05,0,13,10,4959549,5923994,True
3085,2018-06-18 13:23:16.601558,0.04,4.004004004004004e-05,9,9,6,3538,3970,True
3086,2018-06-18 13:23:17.735829,0.04,4.004004004004004e-05,8,16,6,6620,6829,True
3087,2018-06-18 13:23:19.253195,0.4,4.0004000400040005e-05,2,3,4,230971,867621,False
3088,2018-06-18 13:23:22.233454,1.0,1.000010000100001e-05,1,48,10,2486547,4118794,True
3089,2018-06-18 13:23:23.496782,0.1,1.0001000100010001e-05,5,2,11,53287,232131,False
3090,2018-06-18 13:23:28.887544,2.0,2.000020000200002e-05,0,15,7,6189110,6417767,False
3091,2018-06-18 13:23:30.085316,0.04,4.004004004004004e-05,8,30,7,4088,7067,True
3092,2018-06-18 13:23:31.324827,0.04,4.004004004004004e-05,7,23,11,56854,75047,True
3093,2018-06-18 13:23:36.717280,2.0,2.000020000200002e-05,1,29,11,3923929,4608680,False
3094,2018-06-18 13:23:37.929628,0.04,4.004004004004004e-05,9,46,4,2863,3021,False
3095,2018-06-18 13:23:39.181515,0.1,1.0001000100010001e-05,6,32,8,136463,138959,False
3096,2018-06-18 13:23:40.690548,0.4,4.0004000400040005e-05,3,38,8,812998,962014,False
3097,2018-06-18 13:23:43.679967,1.0,1.000010000100001e-05,1,1,7,2312598,3500415,True
3098,2018-06-18 13:23:44.873591,0.04,4.004004004004004e-05,9,14,3,1832,1986,True
3099,2018-06-18 13:23:46.117077,0.1,1.0001000100010001e-05,4,21,3,257655,275790,True
3100,2018-06-18 13:23:49.135355,1.0,1.000010000100001e-05,1,15,9,40298,2737744,False
3101,2018-06-18 13:23:50.692762,0.4,4.0004000400040005e-05,2,25,5,1364520,1426924,False
3102,2018-06-18 13:23:52.238356,0.4,4.0004000400040005e-05,3,38,11,413931,1203608,True
3103,2018-06-18 13:23:53.459407,0.04,4.004004004004004e-05,7,20,5,50340,54342,True
3104,2018-06-18 13:23:58.894267,2.0,2.000020000200002e-05,1,41,11,4773302,4949121,False
3105,2018-06-18 13:24:00.155494,0.1,1.0001000100010001e-05,6,2,11,121260,162362,True
3106,2018-06-18 13:24:01.355717,0.04,4.004004004004004e-05,7,26,8,49185,53915,True
3107,2018-06-18 13:24:04.338576,1.0,1.000010000100001e-05,1,4,10,1440465,1489092,True
3108,2018-06-18 13:24:05.698910,0.2,2.0002000200020003e-05,4,42,12,647096,660683,False
3109,2018-06-18 13:24:08.674712,1.0,1.000010000100001e-05,1,45,10,3232602,4526873,True
3110,2018-06-18 13:24:09.882772,0.04,4.004004004004004e-05,8,9,7,3520,5359,True
3111,2018-06-18 13:24:11.220757,0.2,2.0002000200020003e-05,2,21,3,613794,618117,False
3112,2018-06-18 13:24:12.412631,0.04,4.004004004004004e-05,7,46,6,18757,46443,True
3113,2018-06-18 13:24:13.647438,0.04,4.004004004004004e-05,8,21,6,1910,2064,True
3114,2018-06-18 13:24:19.076960,2.0,2.000020000200002e-05,0,12,12,3206027,6703179,True
3115,2018-06-18 13:24:20.452286,0.2,2.0002000200020003e-05,4,30,9,301844,516057,True
3116,2018-06-18 13:24:21.644609,0.04,4.004004004004004e-05,8,41,10,8592,8724,True
3117,2018-06-18 13:24:27.039463,2.0,2.000020000200002e-05,0,15,5,3602746,4155919,True
3118,2018-06-18 13:24:28.241458,0.04,4.004004004004004e-05,9,30,11,4973,8524,True
3119,2018-06-18 13:24:29.625731,0.2,2.0002000200020003e-05,3,26,11,248051,257504,True
3120,2018-06-18 13:24:32.650585,1.0,1.000010000100001e-05,1,9,6,511167,2826021,False
3121,2018-06-18 13:24:33.857602,0.04,4.004004004004004e-05,7,24,5,4966,24771,True
3122,2018-06-18 13:24:34.999041,0.04,4.004004004004004e-05,7,11,7,23356,24194,True
3123,2018-06-18 13:24:36.251689,0.1,1.0001000100010001e-05,6,15,12,179060,185397,False
3124,2018-06-18 13:24:37.443328,0.04,4.004004004004004e-05,8,33,12,3938,7089,True
3125,2018-06-18 13:24:38.693460,0.1,1.0001000100010001e-05,6,34,10,112346,135889,True
3126,2018-06-18 13:24:40.043162,0.2,2.0002000200020003e-05,4,29,11,444158,615407,False
3127,2018-06-18 13:24:41.246285,0.04,4.004004004004004e-05,9,46,10,5724,5847,False
3128,2018-06-18 13:24:42.491414,0.1,1.0001000100010001e-05,4,18,4,75405,316768,False
3129,2018-06-18 13:24:43.682337,0.04,4.004004004004004e-05,9,4,6,3100,3758,True
3130,2018-06-18 13:24:45.221539,0.4,4.0004000400040005e-05,2,46,9,532369,1297044,True
3131,2018-06-18 13:24:46.551815,0.2,2.0002000200020003e-05,3,40,7,261591,389444,True
3132,2018-06-18 13:24:47.823364,0.2,2.0002000200020003e-05,4,21,8,264382,389658,True
3133,2018-06-18 13:24:50.840260,1.0,1.000010000100001e-05,1,41,5,1572485,1826859,True
3134,2018-06-18 13:24:56.237483,2.0,2.000020000200002e-05,0,12,11,1265347,8591616,False
3135,2018-06-18 13:24:57.502696,0.1,1.0001000100010001e-05,7,50,12,46973,91359,True
3136,2018-06-18 13:25:00.624704,1.0,1.000010000100001e-05,1,49,5,1925808,2348969,True
3137,2018-06-18 13:25:01.893243,0.1,1.0001000100010001e-05,6,48,9,77251,123622,True
3138,2018-06-18 13:25:12.240968,4.0,4.000040000400004e-05,0,30,12,1249009,10599295,False
3139,2018-06-18 13:25:13.429967,0.04,4.004004004004004e-05,9,41,3,1294,1943,True
3140,2018-06-18 13:25:14.565964,0.04,4.004004004004004e-05,7,41,7,965,59826,False
3141,2018-06-18 13:25:15.910966,0.2,2.0002000200020003e-05,4,23,10,375079,579521,True
3142,2018-06-18 13:25:17.152964,0.1,1.0001000100010001e-05,5,49,11,203647,296420,True
3143,2018-06-18 13:25:20.216964,1.0,1.000010000100001e-05,2,35,12,432043,2197055,True
3144,2018-06-18 13:25:21.553971,0.2,2.0002000200020003e-05,4,7,12,331710,496466,True
3145,2018-06-18 13:25:24.589965,1.0,1.000010000100001e-05,0,30,6,2015574,2447077,True
3146,2018-06-18 13:25:25.779963,0.04,4.004004004004004e-05,8,49,5,2726,6379,True
3147,2018-06-18 13:25:28.882967,1.0,1.000010000100001e-05,0,16,3,1082112,3876795,False
3148,2018-06-18 13:25:30.076963,0.04,4.004004004004004e-05,9,10,8,3828,4090,False
3149,2018-06-18 13:25:35.488969,2.0,2.000020000200002e-05,0,32,7,4780259,5722045,True
3150,2018-06-18 13:25:36.676965,0.04,4.004004004004004e-05,7,4,4,1598,48932,False
3151,2018-06-18 13:25:37.919971,0.1,1.0001000100010001e-05,5,2,5,141529,163857,True
3152,2018-06-18 13:25:39.255966,0.2,2.0002000200020003e-05,4,18,10,97006,321150,False
3153,2018-06-18 13:25:40.551994,0.2,2.0002000200020003e-05,4,0,10,186188,441948,True
3154,2018-06-18 13:25:41.737978,0.04,4.004004004004004e-05,8,14,4,174,2461,False
3155,2018-06-18 13:25:47.274963,2.0,2.000020000200002e-05,0,6,10,4312541,7511331,True
3156,2018-06-18 13:25:50.289969,1.0,1.000010000100001e-05,0,34,3,3514354,4310631,False
3157,2018-06-18 13:25:55.743969,2.0,2.000020000200002e-05,0,47,6,4529709,4681289,True
3158,2018-06-18 13:25:56.938969,0.04,4.004004004004004e-05,8,40,6,3334,3620,True
3159,2018-06-18 13:25:58.173965,0.04,4.004004004004004e-05,7,24,11,56214,60798,True
3160,2018-06-18 13:25:59.409967,0.04,4.004004004004004e-05,8,51,9,6337,7144,True
3161,2018-06-18 13:26:00.657968,0.1,1.0001000100010001e-05,6,34,10,96767,128300,True
3162,2018-06-18 13:26:03.640999,1.0,1.000010000100001e-05,2,24,8,111194,1875948,False
3163,2018-06-18 13:26:04.890965,0.1,1.0001000100010001e-05,5,16,12,9438,73677,False
3164,2018-06-18 13:26:06.090964,0.04,4.004004004004004e-05,7,7,9,62155,72935,False
3165,2018-06-18 13:26:07.226969,0.04,4.004004004004004e-05,9,8,6,272,4318,True
3166,2018-06-18 13:26:08.466968,0.1,1.0001000100010001e-05,5,8,4,78000,99487,True
3167,2018-06-18 13:26:10.007968,0.4,4.0004000400040005e-05,2,49,4,636928,1048919,True
3168,2018-06-18 13:26:11.193995,0.04,4.004004004004004e-05,8,51,5,295,6217,True
3169,2018-06-18 13:26:12.530966,0.2,2.0002000200020003e-05,4,49,9,404776,487092,False
3170,2018-06-18 13:26:13.787980,0.2,2.0002000200020003e-05,3,27,10,126052,494776,False
3171,2018-06-18 13:26:16.817963,1.0,1.000010000100001e-05,0,32,5,1519047,2837662,False
3172,2018-06-18 13:26:18.058966,0.1,1.0001000100010001e-05,5,29,6,52248,103540,False
3173,2018-06-18 13:26:19.250995,0.04,4.004004004004004e-05,7,6,9,42355,63089,True
3174,2018-06-18 13:26:20.386968,0.04,4.004004004004004e-05,7,31,11,82003,84265,False
3175,2018-06-18 13:26:23.409964,1.0,1.000010000100001e-05,1,34,11,2415770,3568270,True
3176,2018-06-18 13:26:26.393996,1.0,1.000010000100001e-05,2,46,9,1693234,1833893,False
3177,2018-06-18 13:26:31.849964,2.0,2.000020000200002e-05,1,45,11,4831223,4903765,False
3178,2018-06-18 13:26:33.178971,0.2,2.0002000200020003e-05,3,31,5,73074,700046,False
3179,2018-06-18 13:26:34.436968,0.1,1.0001000100010001e-05,5,2,7,53824,212912,False
3180,2018-06-18 13:26:37.542968,1.0,1.000010000100001e-05,1,23,7,684296,2907502,False
3181,2018-06-18 13:26:38.742963,0.04,4.004004004004004e-05,9,23,4,1562,3198,False
3182,2018-06-18 13:26:40.025966,0.1,1.0001000100010001e-05,5,24,4,161707,167595,False
3183,2018-06-18 13:26:41.562009,0.4,4.0004000400040005e-05,3,42,11,445958,889752,True
3184,2018-06-18 13:26:42.850966,0.1,1.0001000100010001e-05,6,11,11,98070,114607,True
3185,2018-06-18 13:26:45.877968,1.0,1.000010000100001e-05,1,14,12,2358740,4261618,True
3186,2018-06-18 13:26:47.066974,0.04,4.004004004004004e-05,9,21,9,472,7082,False
3187,2018-06-18 13:26:48.310966,0.04,4.004004004004004e-05,7,25,4,43983,47406,True
3188,2018-06-18 13:26:49.843974,0.4,4.0004000400040005e-05,3,33,8,821665,830820,False
3189,2018-06-18 13:26:52.869000,1.0,1.000010000100001e-05,1,14,4,544673,1586941,False
3190,2018-06-18 13:26:54.121971,0.1,1.0001000100010001e-05,5,28,11,205492,298979,True
3191,2018-06-18 13:26:59.618967,2.0,2.000020000200002e-05,0,48,9,3852085,7326983,True
3192,2018-06-18 13:27:02.701967,1.0,1.000010000100001e-05,1,17,11,1631978,3419018,True
3193,2018-06-18 13:27:05.650963,1.0,1.000010000100001e-05,2,26,11,1525051,1854069,True
