sample,time,window,precision,modulation,band,measured
274,2018-06-07 13:28:34.975352,0.0001,1.0000100001000011e-09,1,6,4.1188411884118845e-05
275,2018-06-07 13:28:35.838451,0.0001,1.0000100001000011e-09,4,27,4.1189411894118945e-05
276,2018-06-07 13:28:36.699661,0.0001,1.0000100001000011e-09,7,27,4.1188411884118845e-05
277,2018-06-07 13:28:37.589018,0.0001,1.0000100001000011e-09,0,1,4.1188411884118845e-05
278,2018-06-07 13:28:38.427828,0.0001,1.0000100001000011e-09,8,41,4.1188411884118845e-05
279,2018-06-07 13:28:39.263997,0.0001,1.0000100001000011e-09,1,39,4.125141251412515e-05
280,2018-06-07 13:28:40.194005,0.0001,1.0000100001000011e-09,4,32,4.379343793437935e-05
281,2018-06-07 13:28:41.038852,0.0001,1.0000100001000011e-09,8,3,4.362643626436265e-05
282,2018-06-07 13:28:41.892501,0.0001,1.0000100001000011e-09,8,10,4.1188411884118845e-05
283,2018-06-07 13:28:42.776560,0.0001,1.0000100001000011e-09,6,16,4.1189411894118945e-05
284,2018-06-07 13:28:43.615910,0.0001,1.0000100001000011e-09,7,42,4.1189411894118945e-05
285,2018-06-07 13:28:44.451570,0.0001,1.0000100001000011e-09,3,49,4.1189411894118945e-05
286,2018-06-07 13:28:45.374840,0.0001,1.0000100001000011e-09,7,24,4.1188411884118845e-05
287,2018-06-07 13:28:46.221501,0.0001,1.0000100001000011e-09,1,13,4.1188411884118845e-05
288,2018-06-07 13:28:47.080305,0.0001,1.0000100001000011e-09,1,8,4.1188411884118845e-05
289,2018-06-07 13:28:47.923927,0.0001,1.0000100001000011e-09,0,46,4.1189411894118945e-05
290,2018-06-07 13:28:48.758037,0.0001,1.0000100001000011e-09,7,26,4.1189411894118945e-05
291,2018-06-07 13:28:49.647685,0.0001,1.0000100001000011e-09,8,30,4.1189411894118945e-05
292,2018-06-07 13:28:50.487946,0.0001,1.0000100001000011e-09,5,44,4.1189411894118945e-05
293,2018-06-07 13:28:51.369542,0.0001,1.0000100001000011e-09,3,16,4.1188411884118845e-05
294,2018-06-07 13:28:52.262655,0.0001,1.0000100001000011e-09,1,17,4.1188411884118845e-05
295,2018-06-07 13:28:53.127410,0.0001,1.0000100001000011e-09,4,51,4.4418444184441846e-05
296,2018-06-07 13:28:53.981039,0.0001,1.0000100001000011e-09,4,47,4.1188411884118845e-05
297,2018-06-07 13:28:54.823089,0.0001,1.0000100001000011e-09,1,32,4.1189411894118945e-05
298,2018-06-07 13:28:55.665899,0.0001,1.0000100001000011e-09,1,20,4.1188411884118845e-05
299,2018-06-07 13:28:56.520983,0.0001,1.0000100001000011e-09,0,27,4.1188411884118845e-05
300,2018-06-07 13:28:57.371524,0.0001,1.0000100001000011e-09,6,51,4.1189411894118945e-05
301,2018-06-07 13:28:58.261407,0.0001,1.0000100001000011e-09,0,40,4.362643626436265e-05
302,2018-06-07 13:28:59.151580,0.0001,1.0000100001000011e-09,4,44,4.1188411884118845e-05
303,2018-06-07 13:29:00.106057,0.0001,1.0000100001000011e-09,7,1,4.1188411884118845e-05
304,2018-06-07 13:29:00.941729,0.0001,1.0000100001000011e-09,5,28,4.1189411894118945e-05
305,2018-06-07 13:29:01.822092,0.0001,1.0000100001000011e-09,2,18,4.441744417444175e-05
306,2018-06-07 13:29:02.664296,0.0001,1.0000100001000011e-09,7,6,4.1189411894118945e-05
307,2018-06-07 13:29:03.522944,0.0001,1.0000100001000011e-09,9,5,4.1189411894118945e-05
308,2018-06-07 13:29:04.414223,0.0001,1.0000100001000011e-09,4,30,4.1188411884118845e-05
309,2018-06-07 13:29:05.298709,0.0001,1.0000100001000011e-09,1,30,4.1188411884118845e-05
310,2018-06-07 13:29:06.270829,0.0001,1.0000100001000011e-09,4,3,4.1187411874118745e-05
311,2018-06-07 13:29:07.123525,0.0001,1.0000100001000011e-09,7,2,4.1188411884118845e-05
312,2018-06-07 13:29:07.995156,0.0001,1.0000100001000011e-09,8,45,4.1189411894118945e-05
313,2018-06-07 13:29:08.879213,0.0001,1.0000100001000011e-09,5,1,4.1188411884118845e-05
314,2018-06-07 13:29:09.770049,0.0001,1.0000100001000011e-09,6,23,4.1189411894118945e-05
315,2018-06-07 13:29:10.655371,0.0001,1.0000100001000011e-09,9,19,4.1188411884118845e-05
316,2018-06-07 13:29:11.486929,0.0001,1.0000100001000011e-09,9,19,4.1188411884118845e-05
317,2018-06-07 13:29:12.330164,0.0001,1.0000100001000011e-09,5,29,4.1189411894118945e-05
318,2018-06-07 13:29:13.176535,0.0001,1.0000100001000011e-09,1,32,4.4418444184441846e-05
319,2018-06-07 13:29:14.018264,0.0001,1.0000100001000011e-09,1,31,4.1189411894118945e-05
320,2018-06-07 13:29:14.909366,0.0001,1.0000100001000011e-09,3,28,4.4418444184441846e-05
321,2018-06-07 13:29:15.752986,0.0001,1.0000100001000011e-09,7,31,4.1189411894118945e-05
322,2018-06-07 13:29:16.630310,0.0001,1.0000100001000011e-09,6,12,4.1188411884118845e-05
323,2018-06-07 13:29:17.481748,0.0001,1.0000100001000011e-09,7,9,4.362643626436265e-05
324,2018-06-07 13:29:18.399973,0.0001,1.0000100001000011e-09,5,18,4.1188411884118845e-05
325,2018-06-07 13:29:19.291540,0.0001,1.0000100001000011e-09,8,7,4.1189411894118945e-05
326,2018-06-07 13:29:20.143312,0.0001,1.0000100001000011e-09,8,38,4.1189411894118945e-05
327,2018-06-07 13:29:20.990645,0.0001,1.0000100001000011e-09,0,6,4.362643626436265e-05
328,2018-06-07 13:29:21.836290,0.0001,1.0000100001000011e-09,0,51,4.1188411884118845e-05
329,2018-06-07 13:29:22.686500,0.0001,1.0000100001000011e-09,2,39,4.1188411884118845e-05
330,2018-06-07 13:29:23.566343,0.0001,1.0000100001000011e-09,1,20,4.1189411894118945e-05
331,2018-06-07 13:29:24.420481,0.0001,1.0000100001000011e-09,0,6,4.1189411894118945e-05
332,2018-06-07 13:29:25.306738,0.0001,1.0000100001000011e-09,5,48,4.1188411884118845e-05
333,2018-06-07 13:29:26.158847,0.0001,1.0000100001000011e-09,8,51,4.1189411894118945e-05
334,2018-06-07 13:29:27.010759,0.0001,1.0000100001000011e-09,8,16,4.1187411874118745e-05
335,2018-06-07 13:29:27.861570,0.0001,1.0000100001000011e-09,0,29,4.4418444184441846e-05
336,2018-06-07 13:29:28.702665,0.0001,1.0000100001000011e-09,7,8,4.3625436254362547e-05
337,2018-06-07 13:29:29.535933,0.0001,1.0000100001000011e-09,5,6,4.1188411884118845e-05
338,2018-06-07 13:29:30.409570,0.0001,1.0000100001000011e-09,5,50,4.1231412314123143e-05
339,2018-06-07 13:29:31.289057,0.0001,1.0000100001000011e-09,3,2,4.1188411884118845e-05
340,2018-06-07 13:29:32.142614,0.0001,1.0000100001000011e-09,1,35,4.1188411884118845e-05
341,2018-06-07 13:29:33.000312,0.0001,1.0000100001000011e-09,4,43,4.1189411894118945e-05
342,2018-06-07 13:29:33.844049,0.0001,1.0000100001000011e-09,2,47,4.1189411894118945e-05
343,2018-06-07 13:29:34.696808,0.0001,1.0000100001000011e-09,9,13,4.1189411894118945e-05
344,2018-06-07 13:29:35.561305,0.0001,1.0000100001000011e-09,2,51,4.1188411884118845e-05
345,2018-06-07 13:29:36.416814,0.0001,1.0000100001000011e-09,2,39,4.1189411894118945e-05
346,2018-06-07 13:29:37.276107,0.0001,1.0000100001000011e-09,5,8,4.1188411884118845e-05
347,2018-06-07 13:29:38.138649,0.0001,1.0000100001000011e-09,5,23,4.1188411884118845e-05
348,2018-06-07 13:29:39.106912,0.0001,1.0000100001000011e-09,9,20,4.1188411884118845e-05
349,2018-06-07 13:29:39.947632,0.0001,1.0000100001000011e-09,7,2,4.1189411894118945e-05
350,2018-06-07 13:29:40.799611,0.0001,1.0000100001000011e-09,3,19,4.1189411894118945e-05
351,2018-06-07 13:29:41.651748,0.0001,1.0000100001000011e-09,5,18,4.4418444184441846e-05
352,2018-06-07 13:29:42.502100,0.0001,1.0000100001000011e-09,2,41,4.1188411884118845e-05
353,2018-06-07 13:29:43.392241,0.0001,1.0000100001000011e-09,2,40,4.4418444184441846e-05
354,2018-06-07 13:29:44.355618,0.0001,1.0000100001000011e-09,1,32,4.1189411894118945e-05
355,2018-06-07 13:29:45.228623,0.0001,1.0000100001000011e-09,7,2,4.1188411884118845e-05
356,2018-06-07 13:29:46.188485,0.0001,1.0000100001000011e-09,0,24,4.1189411894118945e-05
357,2018-06-07 13:29:47.022734,0.0001,1.0000100001000011e-09,8,22,4.1189411894118945e-05
358,2018-06-07 13:29:47.914835,0.0001,1.0000100001000011e-09,2,22,4.1187411874118745e-05
359,2018-06-07 13:29:48.755985,0.0001,1.0000100001000011e-09,1,28,4.1188411884118845e-05
360,2018-06-07 13:29:49.603216,0.0001,1.0000100001000011e-09,5,51,4.1187411874118745e-05
361,2018-06-07 13:29:50.446674,0.0001,1.0000100001000011e-09,5,41,4.1188411884118845e-05
362,2018-06-07 13:29:51.379436,0.0001,1.0000100001000011e-09,2,43,4.1189411894118945e-05
363,2018-06-07 13:29:52.240822,0.0001,1.0000100001000011e-09,9,25,4.1188411884118845e-05
364,2018-06-07 13:29:53.175329,0.0001,1.0000100001000011e-09,9,40,4.1188411884118845e-05
365,2018-06-07 13:29:54.019227,0.0001,1.0000100001000011e-09,0,10,4.1189411894118945e-05
366,2018-06-07 13:29:54.861924,0.0001,1.0000100001000011e-09,2,49,4.1188411884118845e-05
367,2018-06-07 13:29:55.743105,0.0001,1.0000100001000011e-09,6,36,4.1188411884118845e-05
368,2018-06-07 13:29:56.573358,0.0001,1.0000100001000011e-09,2,44,4.1189411894118945e-05
369,2018-06-07 13:29:57.418479,0.0001,1.0000100001000011e-09,5,21,4.1189411894118945e-05
370,2018-06-07 13:29:58.270419,0.0001,1.0000100001000011e-09,4,16,4.441744417444175e-05
371,2018-06-07 13:29:59.122798,0.0001,1.0000100001000011e-09,9,18,4.1187411874118745e-05
372,2018-06-07 13:29:59.995423,0.0001,1.0000100001000011e-09,2,6,4.1188411884118845e-05
373,2018-06-07 13:30:00.834889,0.0001,1.0000100001000011e-09,2,30,4.1188411884118845e-05
374,2018-06-07 13:30:01.684018,0.0001,1.0000100001000011e-09,7,29,4.1188411884118845e-05
375,2018-06-07 13:30:02.565486,0.0001,1.0000100001000011e-09,8,38,4.1188411884118845e-05
376,2018-06-07 13:30:03.416170,0.0001,1.0000100001000011e-09,4,12,4.1188411884118845e-05
377,2018-06-07 13:30:04.265023,0.0001,1.0000100001000011e-09,2,32,4.1188411884118845e-05
378,2018-06-07 13:30:05.154459,0.0001,1.0000100001000011e-09,0,0,4.1188411884118845e-05
379,2018-06-07 13:30:06.066743,0.0001,1.0000100001000011e-09,6,37,4.1188411884118845e-05
380,2018-06-07 13:30:06.946675,0.0001,1.0000100001000011e-09,5,16,4.362643626436265e-05
381,2018-06-07 13:30:07.791194,0.0001,1.0000100001000011e-09,5,1,4.3625436254362547e-05
382,2018-06-07 13:30:08.669457,0.0001,1.0000100001000011e-09,1,14,4.441744417444175e-05
383,2018-06-07 13:30:09.508790,0.0001,1.0000100001000011e-09,7,6,4.1189411894118945e-05
384,2018-06-07 13:30:10.349643,0.0001,1.0000100001000011e-09,9,44,4.1188411884118845e-05
385,2018-06-07 13:30:11.236972,0.0001,1.0000100001000011e-09,3,39,4.441744417444175e-05
386,2018-06-07 13:30:12.085201,0.0001,1.0000100001000011e-09,4,17,4.1188411884118845e-05
387,2018-06-07 13:30:13.020195,0.0001,1.0000100001000011e-09,8,51,4.1188411884118845e-05
388,2018-06-07 13:30:13.866018,0.0001,1.0000100001000011e-09,4,48,4.1188411884118845e-05
389,2018-06-07 13:30:14.715208,0.0001,1.0000100001000011e-09,6,0,4.1189411894118945e-05
390,2018-06-07 13:30:15.566381,0.0001,1.0000100001000011e-09,7,44,4.1189411894118945e-05
391,2018-06-07 13:30:16.489999,0.0001,1.0000100001000011e-09,2,13,4.362743627436275e-05
392,2018-06-07 13:30:17.369347,0.0001,1.0000100001000011e-09,7,8,4.1189411894118945e-05
393,2018-06-07 13:30:18.217260,0.0001,1.0000100001000011e-09,3,6,4.1189411894118945e-05
394,2018-06-07 13:30:19.099229,0.0001,1.0000100001000011e-09,6,11,4.1188411884118845e-05
395,2018-06-07 13:30:19.939426,0.0001,1.0000100001000011e-09,9,10,4.1189411894118945e-05
396,2018-06-07 13:30:20.781344,0.0001,1.0000100001000011e-09,4,0,4.1188411884118845e-05
397,2018-06-07 13:30:21.628344,0.0001,1.0000100001000011e-09,7,21,4.1189411894118945e-05
398,2018-06-07 13:30:22.504681,0.0001,1.0000100001000011e-09,0,51,4.1188411884118845e-05
399,2018-06-07 13:30:23.429322,0.0001,1.0000100001000011e-09,2,21,4.362643626436265e-05
400,2018-06-07 13:30:24.331584,0.0001,1.0000100001000011e-09,4,31,4.1188411884118845e-05
401,2018-06-07 13:30:25.185722,0.0001,1.0000100001000011e-09,0,33,4.1189411894118945e-05
402,2018-06-07 13:30:26.030496,0.0001,1.0000100001000011e-09,1,2,4.1188411884118845e-05
403,2018-06-07 13:30:26.909905,0.0001,1.0000100001000011e-09,5,50,4.441744417444175e-05
404,2018-06-07 13:30:27.754840,0.0001,1.0000100001000011e-09,5,31,4.1189411894118945e-05
405,2018-06-07 13:30:28.603034,0.0001,1.0000100001000011e-09,1,7,4.1188411884118845e-05
406,2018-06-07 13:30:29.436738,0.0001,1.0000100001000011e-09,9,28,4.362643626436265e-05
407,2018-06-07 13:30:30.276198,0.0001,1.0000100001000011e-09,1,10,4.1188411884118845e-05
408,2018-06-07 13:30:31.117478,0.0001,1.0000100001000011e-09,2,45,4.1189411894118945e-05
409,2018-06-07 13:30:31.976346,0.0001,1.0000100001000011e-09,9,15,4.1188411884118845e-05
410,2018-06-07 13:30:32.827038,0.0001,1.0000100001000011e-09,7,28,4.3625436254362547e-05
411,2018-06-07 13:30:33.679333,0.0001,1.0000100001000011e-09,1,46,4.1188411884118845e-05
412,2018-06-07 13:30:34.565327,0.0001,1.0000100001000011e-09,3,7,4.1188411884118845e-05
413,2018-06-07 13:30:35.480549,0.0001,1.0000100001000011e-09,7,46,4.1188411884118845e-05
414,2018-06-07 13:30:36.362411,0.0001,1.0000100001000011e-09,1,20,4.1187411874118745e-05
415,2018-06-07 13:30:37.204025,0.0001,1.0000100001000011e-09,7,33,4.1188411884118845e-05
416,2018-06-07 13:30:38.037686,0.0001,1.0000100001000011e-09,7,8,4.1189411894118945e-05
417,2018-06-07 13:30:38.921248,0.0001,1.0000100001000011e-09,3,30,4.441744417444175e-05
418,2018-06-07 13:30:39.771208,0.0001,1.0000100001000011e-09,9,23,4.1188411884118845e-05
419,2018-06-07 13:30:40.650802,0.0001,1.0000100001000011e-09,9,46,4.1188411884118845e-05
420,2018-06-07 13:30:41.504647,0.0001,1.0000100001000011e-09,5,37,4.1188411884118845e-05
421,2018-06-07 13:30:42.394800,0.0001,1.0000100001000011e-09,4,49,4.362643626436265e-05
422,2018-06-07 13:30:43.240068,0.0001,1.0000100001000011e-09,9,29,4.441744417444175e-05
423,2018-06-07 13:30:44.089988,0.0001,1.0000100001000011e-09,9,8,4.1190411904119046e-05
424,2018-06-07 13:30:44.988813,0.0001,1.0000100001000011e-09,7,19,4.1189411894118945e-05
425,2018-06-07 13:30:45.901369,0.0001,1.0000100001000011e-09,7,8,4.362643626436265e-05
426,2018-06-07 13:30:46.800003,0.0001,1.0000100001000011e-09,4,13,4.1188411884118845e-05
427,2018-06-07 13:30:47.714286,0.0001,1.0000100001000011e-09,0,18,4.1188411884118845e-05
428,2018-06-07 13:30:48.626763,0.0001,1.0000100001000011e-09,1,3,4.1188411884118845e-05
429,2018-06-07 13:30:49.522879,0.0001,1.0000100001000011e-09,7,15,4.362643626436265e-05
430,2018-06-07 13:30:50.417542,0.0001,1.0000100001000011e-09,2,5,4.1188411884118845e-05
431,2018-06-07 13:30:51.290060,0.0001,1.0000100001000011e-09,8,47,4.1188411884118845e-05
432,2018-06-07 13:30:52.140864,0.0001,1.0000100001000011e-09,1,32,4.1188411884118845e-05
433,2018-06-07 13:30:53.028677,0.0001,1.0000100001000011e-09,9,44,4.1189411894118945e-05
434,2018-06-07 13:30:53.876648,0.0001,1.0000100001000011e-09,0,8,4.1188411884118845e-05
435,2018-06-07 13:30:54.738706,0.0001,1.0000100001000011e-09,0,10,4.1188411884118845e-05
436,2018-06-07 13:30:55.632083,0.0001,1.0000100001000011e-09,9,29,4.1188411884118845e-05
437,2018-06-07 13:30:56.528843,0.0001,1.0000100001000011e-09,1,1,4.1189411894118945e-05
438,2018-06-07 13:30:57.425700,0.0001,1.0000100001000011e-09,5,39,4.441744417444175e-05
439,2018-06-07 13:30:58.313950,0.0001,1.0000100001000011e-09,1,9,4.1188411884118845e-05
440,2018-06-07 13:30:59.152838,0.0001,1.0000100001000011e-09,3,5,4.1188411884118845e-05
441,2018-06-07 13:31:00.004071,0.0001,1.0000100001000011e-09,6,6,4.1188411884118845e-05
442,2018-06-07 13:31:00.852790,0.0001,1.0000100001000011e-09,8,6,4.1188411884118845e-05
443,2018-06-07 13:31:01.751106,0.0001,1.0000100001000011e-09,1,22,4.1189411894118945e-05
444,2018-06-07 13:31:02.649770,0.0001,1.0000100001000011e-09,2,16,4.1188411884118845e-05
445,2018-06-07 13:31:03.515343,0.0001,1.0000100001000011e-09,9,22,4.1188411884118845e-05
446,2018-06-07 13:31:04.418112,0.0001,1.0000100001000011e-09,4,20,4.1189411894118945e-05
447,2018-06-07 13:31:05.279913,0.0001,1.0000100001000011e-09,6,27,4.4418444184441846e-05
448,2018-06-07 13:31:06.140477,0.0001,1.0000100001000011e-09,0,37,4.1188411884118845e-05
449,2018-06-07 13:31:07.029260,0.0001,1.0000100001000011e-09,5,21,4.1189411894118945e-05
450,2018-06-07 13:31:07.872804,0.0001,1.0000100001000011e-09,6,43,4.1188411884118845e-05
451,2018-06-07 13:31:08.772762,0.0001,1.0000100001000011e-09,7,45,4.1187411874118745e-05
452,2018-06-07 13:31:09.653759,0.0001,1.0000100001000011e-09,4,13,4.1189411894118945e-05
453,2018-06-07 13:31:10.504324,0.0001,1.0000100001000011e-09,6,1,4.1189411894118945e-05
454,2018-06-07 13:31:11.400659,0.0001,1.0000100001000011e-09,1,5,4.1189411894118945e-05
455,2018-06-07 13:31:12.275556,0.0001,1.0000100001000011e-09,4,49,4.3625436254362547e-05
456,2018-06-07 13:31:13.120223,0.0001,1.0000100001000011e-09,6,51,4.1189411894118945e-05
457,2018-06-07 13:31:13.966752,0.0001,1.0000100001000011e-09,4,10,4.1188411884118845e-05
458,2018-06-07 13:31:14.888559,0.0001,1.0000100001000011e-09,6,50,4.362643626436265e-05
459,2018-06-07 13:31:15.737051,0.0001,1.0000100001000011e-09,0,15,4.1188411884118845e-05
460,2018-06-07 13:31:16.635742,0.0001,1.0000100001000011e-09,0,22,4.1188411884118845e-05
461,2018-06-07 13:31:17.560650,0.0001,1.0000100001000011e-09,0,15,4.1188411884118845e-05
462,2018-06-07 13:31:18.446078,0.0001,1.0000100001000011e-09,4,45,4.1189411894118945e-05
463,2018-06-07 13:31:19.339916,0.0001,1.0000100001000011e-09,3,40,4.362643626436265e-05
464,2018-06-07 13:31:20.232938,0.0001,1.0000100001000011e-09,3,8,4.1188411884118845e-05
465,2018-06-07 13:31:21.085314,0.0001,1.0000100001000011e-09,3,48,4.1188411884118845e-05
466,2018-06-07 13:31:21.988604,0.0001,1.0000100001000011e-09,9,45,4.3625436254362547e-05
467,2018-06-07 13:31:22.903067,0.0001,1.0000100001000011e-09,7,35,4.441744417444175e-05
468,2018-06-07 13:31:23.777101,0.0001,1.0000100001000011e-09,5,48,4.1189411894118945e-05
469,2018-06-07 13:31:24.690377,0.0001,1.0000100001000011e-09,9,28,4.1188411884118845e-05
470,2018-06-07 13:31:25.589952,0.0001,1.0000100001000011e-09,2,47,4.1188411884118845e-05
471,2018-06-07 13:31:26.451966,0.0001,1.0000100001000011e-09,2,29,4.3625436254362547e-05
472,2018-06-07 13:31:27.355181,0.0001,1.0000100001000011e-09,6,15,4.1189411894118945e-05
473,2018-06-07 13:31:28.285074,0.0001,1.0000100001000011e-09,0,32,4.1188411884118845e-05
474,2018-06-07 13:31:29.182526,0.0001,1.0000100001000011e-09,1,10,4.1188411884118845e-05
475,2018-06-07 13:31:30.043970,0.0001,1.0000100001000011e-09,5,9,4.362643626436265e-05
476,2018-06-07 13:31:30.911294,0.0001,1.0000100001000011e-09,5,25,4.1189411894118945e-05
477,2018-06-07 13:31:31.815005,0.0001,1.0000100001000011e-09,1,34,4.4418444184441846e-05
478,2018-06-07 13:31:32.666094,0.0001,1.0000100001000011e-09,1,13,4.1188411884118845e-05
479,2018-06-07 13:31:33.515851,0.0001,1.0000100001000011e-09,2,23,4.1188411884118845e-05
480,2018-06-07 13:31:34.353744,0.0001,1.0000100001000011e-09,0,35,4.1188411884118845e-05
481,2018-06-07 13:31:35.225982,0.0001,1.0000100001000011e-09,5,15,4.1188411884118845e-05
482,2018-06-07 13:31:36.070058,0.0001,1.0000100001000011e-09,9,20,4.1188411884118845e-05
483,2018-06-07 13:31:36.930302,0.0001,1.0000100001000011e-09,4,47,4.1188411884118845e-05
484,2018-06-07 13:31:37.867237,0.0001,1.0000100001000011e-09,8,31,4.1189411894118945e-05
485,2018-06-07 13:31:38.718038,0.0001,1.0000100001000011e-09,3,21,4.1188411884118845e-05
486,2018-06-07 13:31:39.569747,0.0001,1.0000100001000011e-09,7,4,4.362643626436265e-05
487,2018-06-07 13:31:40.415862,0.0001,1.0000100001000011e-09,5,33,4.1188411884118845e-05
488,2018-06-07 13:31:41.266286,0.0001,1.0000100001000011e-09,8,40,4.1189411894118945e-05
489,2018-06-07 13:31:42.138000,0.0001,1.0000100001000011e-09,9,15,4.1188411884118845e-05
490,2018-06-07 13:31:42.978628,0.0001,1.0000100001000011e-09,8,6,4.1188411884118845e-05
491,2018-06-07 13:31:43.831144,0.0001,1.0000100001000011e-09,6,16,4.1189411894118945e-05
492,2018-06-07 13:31:44.686360,0.0001,1.0000100001000011e-09,2,38,4.1189411894118945e-05
493,2018-06-07 13:31:45.574683,0.0001,1.0000100001000011e-09,9,25,4.1188411884118845e-05
494,2018-06-07 13:31:46.423348,0.0001,1.0000100001000011e-09,7,0,4.1189411894118945e-05
495,2018-06-07 13:31:47.275831,0.0001,1.0000100001000011e-09,4,41,4.1187411874118745e-05
496,2018-06-07 13:31:48.128282,0.0001,1.0000100001000011e-09,0,14,4.1189411894118945e-05
497,2018-06-07 13:31:48.966028,0.0001,1.0000100001000011e-09,0,36,4.362643626436265e-05
498,2018-06-07 13:31:49.809181,0.0001,1.0000100001000011e-09,9,4,4.1188411884118845e-05
499,2018-06-07 13:31:50.658779,0.0001,1.0000100001000011e-09,3,32,4.1188411884118845e-05
500,2018-06-07 13:31:51.505645,0.0001,1.0000100001000011e-09,1,45,4.362643626436265e-05
501,2018-06-07 13:31:52.347972,0.0001,1.0000100001000011e-09,2,6,4.1188411884118845e-05
502,2018-06-07 13:31:53.201005,0.0001,1.0000100001000011e-09,1,17,4.1189411894118945e-05
503,2018-06-07 13:31:54.047547,0.0001,1.0000100001000011e-09,8,37,4.1189411894118945e-05
504,2018-06-07 13:31:54.887706,0.0001,1.0000100001000011e-09,8,5,4.1188411884118845e-05
505,2018-06-07 13:31:55.731204,0.0001,1.0000100001000011e-09,8,11,4.1188411884118845e-05
506,2018-06-07 13:31:56.617962,0.0001,1.0000100001000011e-09,3,27,4.441744417444175e-05
507,2018-06-07 13:31:57.509938,0.0001,1.0000100001000011e-09,7,27,4.1188411884118845e-05
508,2018-06-07 13:31:58.358161,0.0001,1.0000100001000011e-09,1,4,4.1188411884118845e-05
509,2018-06-07 13:31:59.218284,0.0001,1.0000100001000011e-09,7,3,4.1189411894118945e-05
510,2018-06-07 13:32:00.059362,0.0001,1.0000100001000011e-09,3,14,4.441744417444175e-05
511,2018-06-07 13:32:00.902285,0.0001,1.0000100001000011e-09,5,22,4.1189411894118945e-05
512,2018-06-07 13:32:01.794869,0.0001,1.0000100001000011e-09,1,50,4.1189411894118945e-05
513,2018-06-07 13:32:02.669229,0.0001,1.0000100001000011e-09,8,6,4.1231412314123143e-05
514,2018-06-07 13:32:03.546044,0.0001,1.0000100001000011e-09,0,10,4.1189411894118945e-05
515,2018-06-07 13:32:04.436229,0.0001,1.0000100001000011e-09,8,0,4.1188411884118845e-05
516,2018-06-07 13:32:05.285392,0.0001,1.0000100001000011e-09,9,14,4.1188411884118845e-05
517,2018-06-07 13:32:06.135604,0.0001,1.0000100001000011e-09,1,10,4.1188411884118845e-05
518,2018-06-07 13:32:06.987858,0.0001,1.0000100001000011e-09,2,43,4.1188411884118845e-05
519,2018-06-07 13:32:07.866553,0.0001,1.0000100001000011e-09,5,27,4.1189411894118945e-05
520,2018-06-07 13:32:08.718765,0.0001,1.0000100001000011e-09,0,18,4.1188411884118845e-05
521,2018-06-07 13:32:09.568684,0.0001,1.0000100001000011e-09,6,11,4.1188411884118845e-05
522,2018-06-07 13:32:10.402012,0.0001,1.0000100001000011e-09,2,6,4.362643626436265e-05
523,2018-06-07 13:32:11.281702,0.0001,1.0000100001000011e-09,1,37,4.441744417444175e-05
524,2018-06-07 13:32:12.159316,0.0001,1.0000100001000011e-09,2,43,4.1189411894118945e-05
525,2018-06-07 13:32:13.002966,0.0001,1.0000100001000011e-09,4,46,4.3625436254362547e-05
526,2018-06-07 13:32:13.899716,0.0001,1.0000100001000011e-09,8,27,4.127241272412725e-05
527,2018-06-07 13:32:14.752426,0.0001,1.0000100001000011e-09,3,21,4.1188411884118845e-05
528,2018-06-07 13:32:15.603658,0.0001,1.0000100001000011e-09,8,32,4.1188411884118845e-05
529,2018-06-07 13:32:16.439890,0.0001,1.0000100001000011e-09,8,32,4.1188411884118845e-05
530,2018-06-07 13:32:17.313642,0.0001,1.0000100001000011e-09,3,26,4.1188411884118845e-05
531,2018-06-07 13:32:18.163879,0.0001,1.0000100001000011e-09,7,36,4.1189411894118945e-05
532,2018-06-07 13:32:19.006367,0.0001,1.0000100001000011e-09,3,0,4.1188411884118845e-05
533,2018-06-07 13:32:19.856984,0.0001,1.0000100001000011e-09,5,43,4.1189411894118945e-05
534,2018-06-07 13:32:20.691017,0.0001,1.0000100001000011e-09,5,43,4.362643626436265e-05
535,2018-06-07 13:32:21.536796,0.0001,1.0000100001000011e-09,0,10,4.1188411884118845e-05
536,2018-06-07 13:32:22.423653,0.0001,1.0000100001000011e-09,7,46,4.1188411884118845e-05
537,2018-06-07 13:32:23.268976,0.0001,1.0000100001000011e-09,7,5,4.1188411884118845e-05
538,2018-06-07 13:32:24.154638,0.0001,1.0000100001000011e-09,1,19,4.1188411884118845e-05
539,2018-06-07 13:32:24.999444,0.0001,1.0000100001000011e-09,4,37,4.1189411894118945e-05
540,2018-06-07 13:32:25.848485,0.0001,1.0000100001000011e-09,5,4,4.1187411874118745e-05
541,2018-06-07 13:32:26.718659,0.0001,1.0000100001000011e-09,1,44,4.1189411894118945e-05
542,2018-06-07 13:32:27.599072,0.0001,1.0000100001000011e-09,2,42,4.1188411884118845e-05
543,2018-06-07 13:32:28.440131,0.0001,1.0000100001000011e-09,6,25,4.1188411884118845e-05
544,2018-06-07 13:32:29.314071,0.0001,1.0000100001000011e-09,4,7,4.435544355443555e-05
545,2018-06-07 13:32:30.162588,0.0001,1.0000100001000011e-09,0,27,4.1188411884118845e-05
546,2018-06-07 13:32:31.061993,0.0001,1.0000100001000011e-09,2,16,4.1188411884118845e-05
547,2018-06-07 13:32:31.920250,0.0001,1.0000100001000011e-09,1,0,4.362643626436265e-05
