sample,time,window,precision,modulation,band,measured
548,2018-06-07 13:32:32.842976,0.0001,1.0000100001000011e-09,8,42,4.1188411884118845e-05
549,2018-06-07 13:32:33.677821,0.0001,1.0000100001000011e-09,7,28,4.435544355443555e-05
550,2018-06-07 13:32:34.518423,0.0001,1.0000100001000011e-09,8,49,4.1187411874118745e-05
551,2018-06-07 13:32:35.509034,0.0001,1.0000100001000011e-09,1,11,4.1188411884118845e-05
552,2018-06-07 13:32:36.342174,0.0001,1.0000100001000011e-09,9,10,4.3625436254362547e-05
553,2018-06-07 13:32:37.221280,0.0001,1.0000100001000011e-09,0,10,4.3625436254362547e-05
554,2018-06-07 13:32:38.150312,0.0001,1.0000100001000011e-09,6,7,4.1187411874118745e-05
555,2018-06-07 13:32:38.998569,0.0001,1.0000100001000011e-09,7,23,4.1188411884118845e-05
556,2018-06-07 13:32:39.837239,0.0001,1.0000100001000011e-09,7,44,4.1189411894118945e-05
557,2018-06-07 13:32:40.727606,0.0001,1.0000100001000011e-09,1,30,4.1189411894118945e-05
558,2018-06-07 13:32:41.614645,0.0001,1.0000100001000011e-09,5,34,4.1188411884118845e-05
559,2018-06-07 13:32:42.467998,0.0001,1.0000100001000011e-09,8,50,4.1188411884118845e-05
560,2018-06-07 13:32:43.391389,0.0001,1.0000100001000011e-09,4,40,4.1189411894118945e-05
561,2018-06-07 13:32:44.230772,0.0001,1.0000100001000011e-09,3,14,4.1188411884118845e-05
562,2018-06-07 13:32:45.112339,0.0001,1.0000100001000011e-09,8,9,4.1188411884118845e-05
563,2018-06-07 13:32:45.961702,0.0001,1.0000100001000011e-09,3,25,4.1188411884118845e-05
564,2018-06-07 13:32:46.843140,0.0001,1.0000100001000011e-09,7,18,4.1187411874118745e-05
565,2018-06-07 13:32:47.714257,0.0001,1.0000100001000011e-09,2,46,4.1187411874118745e-05
566,2018-06-07 13:32:48.559368,0.0001,1.0000100001000011e-09,8,1,4.1189411894118945e-05
567,2018-06-07 13:32:49.412922,0.0001,1.0000100001000011e-09,7,28,4.362643626436265e-05
568,2018-06-07 13:32:50.312441,0.0001,1.0000100001000011e-09,5,47,4.362643626436265e-05
569,2018-06-07 13:32:51.198162,0.0001,1.0000100001000011e-09,8,23,4.1189411894118945e-05
570,2018-06-07 13:32:52.089706,0.0001,1.0000100001000011e-09,9,11,4.1188411884118845e-05
571,2018-06-07 13:32:52.940052,0.0001,1.0000100001000011e-09,5,43,4.1188411884118845e-05
572,2018-06-07 13:32:53.823880,0.0001,1.0000100001000011e-09,0,20,4.1188411884118845e-05
573,2018-06-07 13:32:54.661905,0.0001,1.0000100001000011e-09,4,38,4.1188411884118845e-05
574,2018-06-07 13:32:55.504814,0.0001,1.0000100001000011e-09,9,51,4.362643626436265e-05
575,2018-06-07 13:32:56.380796,0.0001,1.0000100001000011e-09,4,46,4.1189411894118945e-05
576,2018-06-07 13:32:57.224315,0.0001,1.0000100001000011e-09,2,12,4.1189411894118945e-05
577,2018-06-07 13:32:58.069973,0.0001,1.0000100001000011e-09,1,38,4.1188411884118845e-05
578,2018-06-07 13:32:58.926521,0.0001,1.0000100001000011e-09,4,28,4.1188411884118845e-05
579,2018-06-07 13:32:59.777577,0.0001,1.0000100001000011e-09,6,39,4.1187411874118745e-05
580,2018-06-07 13:33:00.658966,0.0001,1.0000100001000011e-09,5,13,4.1188411884118845e-05
581,2018-06-07 13:33:01.537064,0.0001,1.0000100001000011e-09,3,34,4.1188411884118845e-05
582,2018-06-07 13:33:02.367220,0.0001,1.0000100001000011e-09,3,4,4.1189411894118945e-05
583,2018-06-07 13:33:03.206755,0.0001,1.0000100001000011e-09,0,40,4.1188411884118845e-05
584,2018-06-07 13:33:04.063127,0.0001,1.0000100001000011e-09,9,49,4.435544355443555e-05
585,2018-06-07 13:33:04.907551,0.0001,1.0000100001000011e-09,2,5,4.4418444184441846e-05
586,2018-06-07 13:33:05.801399,0.0001,1.0000100001000011e-09,8,31,4.1189411894118945e-05
587,2018-06-07 13:33:06.686199,0.0001,1.0000100001000011e-09,1,46,4.1188411884118845e-05
588,2018-06-07 13:33:07.517974,0.0001,1.0000100001000011e-09,0,2,4.1188411884118845e-05
589,2018-06-07 13:33:08.388829,0.0001,1.0000100001000011e-09,4,10,4.1188411884118845e-05
590,2018-06-07 13:33:09.284337,0.0001,1.0000100001000011e-09,8,44,4.1189411894118945e-05
591,2018-06-07 13:33:10.149869,0.0001,1.0000100001000011e-09,5,46,4.1187411874118745e-05
592,2018-06-07 13:33:11.088015,0.0001,1.0000100001000011e-09,2,24,4.1188411884118845e-05
593,2018-06-07 13:33:12.041041,0.0001,1.0000100001000011e-09,4,18,4.1188411884118845e-05
594,2018-06-07 13:33:12.908801,0.0001,1.0000100001000011e-09,7,29,4.1188411884118845e-05
595,2018-06-07 13:33:13.777094,0.0001,1.0000100001000011e-09,3,14,4.1189411894118945e-05
596,2018-06-07 13:33:14.679034,0.0001,1.0000100001000011e-09,7,4,4.1189411894118945e-05
597,2018-06-07 13:33:15.626208,0.0001,1.0000100001000011e-09,3,47,4.1188411884118845e-05
598,2018-06-07 13:33:16.520446,0.0001,1.0000100001000011e-09,3,40,4.1189411894118945e-05
599,2018-06-07 13:33:17.375310,0.0001,1.0000100001000011e-09,7,22,4.1188411884118845e-05
600,2018-06-07 13:33:18.242065,0.0001,1.0000100001000011e-09,5,22,4.1188411884118845e-05
601,2018-06-07 13:33:19.193653,0.0001,1.0000100001000011e-09,0,0,4.1188411884118845e-05
602,2018-06-07 13:33:20.072161,0.0001,1.0000100001000011e-09,0,22,4.1188411884118845e-05
603,2018-06-07 13:33:20.982801,0.0001,1.0000100001000011e-09,4,8,4.1189411894118945e-05
604,2018-06-07 13:33:21.824837,0.0001,1.0000100001000011e-09,0,31,4.1188411884118845e-05
605,2018-06-07 13:33:22.672516,0.0001,1.0000100001000011e-09,0,16,4.1188411884118845e-05
606,2018-06-07 13:33:23.523718,0.0001,1.0000100001000011e-09,4,21,4.1188411884118845e-05
607,2018-06-07 13:33:24.365548,0.0001,1.0000100001000011e-09,5,15,4.1189411894118945e-05
608,2018-06-07 13:33:25.209037,0.0001,1.0000100001000011e-09,9,48,4.1188411884118845e-05
609,2018-06-07 13:33:26.051185,0.0001,1.0000100001000011e-09,9,46,4.1188411884118845e-05
610,2018-06-07 13:33:26.891071,0.0001,1.0000100001000011e-09,2,49,4.1188411884118845e-05
611,2018-06-07 13:33:27.744411,0.0001,1.0000100001000011e-09,3,41,4.1188411884118845e-05
612,2018-06-07 13:33:28.589537,0.0001,1.0000100001000011e-09,9,6,4.1188411884118845e-05
613,2018-06-07 13:33:29.475677,0.0001,1.0000100001000011e-09,3,47,4.125141251412515e-05
614,2018-06-07 13:33:30.370334,0.0001,1.0000100001000011e-09,8,3,4.1188411884118845e-05
615,2018-06-07 13:33:31.268802,0.0001,1.0000100001000011e-09,0,47,4.1188411884118845e-05
616,2018-06-07 13:33:32.122000,0.0001,1.0000100001000011e-09,8,47,4.1188411884118845e-05
617,2018-06-07 13:33:33.005425,0.0001,1.0000100001000011e-09,8,20,4.4418444184441846e-05
618,2018-06-07 13:33:33.844334,0.0001,1.0000100001000011e-09,4,49,4.1189411894118945e-05
619,2018-06-07 13:33:34.688952,0.0001,1.0000100001000011e-09,4,32,4.1189411894118945e-05
620,2018-06-07 13:33:35.543535,0.0001,1.0000100001000011e-09,8,14,4.1188411884118845e-05
621,2018-06-07 13:33:36.399584,0.0001,1.0000100001000011e-09,7,9,4.1188411884118845e-05
622,2018-06-07 13:33:37.247311,0.0001,1.0000100001000011e-09,5,7,4.1189411894118945e-05
623,2018-06-07 13:33:38.092189,0.0001,1.0000100001000011e-09,1,2,4.1189411894118945e-05
624,2018-06-07 13:33:38.944611,0.0001,1.0000100001000011e-09,3,9,4.1188411884118845e-05
625,2018-06-07 13:33:39.828759,0.0001,1.0000100001000011e-09,9,27,4.1189411894118945e-05
626,2018-06-07 13:33:40.702967,0.0001,1.0000100001000011e-09,1,50,4.1188411884118845e-05
627,2018-06-07 13:33:41.545229,0.0001,1.0000100001000011e-09,2,45,4.1188411884118845e-05
628,2018-06-07 13:33:42.402198,0.0001,1.0000100001000011e-09,2,29,4.1188411884118845e-05
629,2018-06-07 13:33:43.282304,0.0001,1.0000100001000011e-09,2,36,4.1188411884118845e-05
630,2018-06-07 13:33:44.116938,0.0001,1.0000100001000011e-09,9,12,4.1188411884118845e-05
631,2018-06-07 13:33:44.994730,0.0001,1.0000100001000011e-09,1,40,4.4418444184441846e-05
632,2018-06-07 13:33:45.874759,0.0001,1.0000100001000011e-09,8,40,4.1189411894118945e-05
633,2018-06-07 13:33:46.757670,0.0001,1.0000100001000011e-09,9,25,4.1189411894118945e-05
634,2018-06-07 13:33:47.590985,0.0001,1.0000100001000011e-09,3,49,4.1188411884118845e-05
635,2018-06-07 13:33:48.511370,0.0001,1.0000100001000011e-09,8,18,4.1188411884118845e-05
636,2018-06-07 13:33:49.351747,0.0001,1.0000100001000011e-09,7,20,4.1188411884118845e-05
637,2018-06-07 13:33:50.199015,0.0001,1.0000100001000011e-09,7,30,4.1187411874118745e-05
638,2018-06-07 13:33:51.082866,0.0001,1.0000100001000011e-09,5,24,4.1189411894118945e-05
639,2018-06-07 13:33:51.961364,0.0001,1.0000100001000011e-09,9,48,4.1188411884118845e-05
640,2018-06-07 13:33:52.928843,0.0001,1.0000100001000011e-09,1,10,4.362643626436265e-05
641,2018-06-07 13:33:53.806422,0.0001,1.0000100001000011e-09,8,18,4.1189411894118945e-05
642,2018-06-07 13:33:54.683097,0.0001,1.0000100001000011e-09,7,4,4.1187411874118745e-05
643,2018-06-07 13:33:55.555524,0.0001,1.0000100001000011e-09,0,16,4.1188411884118845e-05
644,2018-06-07 13:33:56.395065,0.0001,1.0000100001000011e-09,9,0,4.435544355443555e-05
645,2018-06-07 13:33:57.239316,0.0001,1.0000100001000011e-09,3,12,4.1187411874118745e-05
646,2018-06-07 13:33:58.094912,0.0001,1.0000100001000011e-09,5,51,4.362643626436265e-05
647,2018-06-07 13:33:58.952031,0.0001,1.0000100001000011e-09,0,17,4.1188411884118845e-05
648,2018-06-07 13:33:59.800032,0.0001,1.0000100001000011e-09,5,35,4.1188411884118845e-05
649,2018-06-07 13:34:00.638919,0.0001,1.0000100001000011e-09,8,3,4.1188411884118845e-05
650,2018-06-07 13:34:01.488479,0.0001,1.0000100001000011e-09,3,26,4.1189411894118945e-05
651,2018-06-07 13:34:02.332710,0.0001,1.0000100001000011e-09,0,29,4.1188411884118845e-05
652,2018-06-07 13:34:03.226204,0.0001,1.0000100001000011e-09,4,6,4.1188411884118845e-05
653,2018-06-07 13:34:04.070752,0.0001,1.0000100001000011e-09,1,40,4.441744417444175e-05
654,2018-06-07 13:34:04.921139,0.0001,1.0000100001000011e-09,1,16,4.1188411884118845e-05
655,2018-06-07 13:34:05.806709,0.0001,1.0000100001000011e-09,0,36,4.362643626436265e-05
656,2018-06-07 13:34:06.650497,0.0001,1.0000100001000011e-09,7,25,4.1189411894118945e-05
657,2018-06-07 13:34:07.506621,0.0001,1.0000100001000011e-09,0,4,4.1189411894118945e-05
658,2018-06-07 13:34:08.399339,0.0001,1.0000100001000011e-09,8,51,4.1188411884118845e-05
659,2018-06-07 13:34:09.236094,0.0001,1.0000100001000011e-09,8,50,4.1188411884118845e-05
660,2018-06-07 13:34:10.108607,0.0001,1.0000100001000011e-09,8,42,4.1188411884118845e-05
661,2018-06-07 13:34:10.996261,0.0001,1.0000100001000011e-09,4,9,4.1189411894118945e-05
662,2018-06-07 13:34:11.836993,0.0001,1.0000100001000011e-09,1,40,4.1189411894118945e-05
663,2018-06-07 13:34:12.762526,0.0001,1.0000100001000011e-09,0,45,4.1188411884118845e-05
664,2018-06-07 13:34:13.642427,0.0001,1.0000100001000011e-09,3,37,4.1188411884118845e-05
665,2018-06-07 13:34:14.604785,0.0001,1.0000100001000011e-09,0,4,4.1189411894118945e-05
666,2018-06-07 13:34:15.534806,0.0001,1.0000100001000011e-09,2,47,4.1188411884118845e-05
667,2018-06-07 13:34:16.407610,0.0001,1.0000100001000011e-09,1,18,4.1189411894118945e-05
668,2018-06-07 13:34:17.287304,0.0001,1.0000100001000011e-09,3,35,4.1188411884118845e-05
669,2018-06-07 13:34:18.172351,0.0001,1.0000100001000011e-09,5,28,4.1188411884118845e-05
670,2018-06-07 13:34:19.051202,0.0001,1.0000100001000011e-09,4,12,4.1189411894118945e-05
671,2018-06-07 13:34:19.967806,0.0001,1.0000100001000011e-09,7,44,4.1188411884118845e-05
672,2018-06-07 13:34:20.839595,0.0001,1.0000100001000011e-09,0,25,4.1188411884118845e-05
673,2018-06-07 13:34:21.724217,0.0001,1.0000100001000011e-09,5,44,4.1188411884118845e-05
674,2018-06-07 13:34:22.640118,0.0001,1.0000100001000011e-09,7,18,4.1188411884118845e-05
675,2018-06-07 13:34:23.555194,0.0001,1.0000100001000011e-09,1,14,4.1190411904119046e-05
676,2018-06-07 13:34:24.387935,0.0001,1.0000100001000011e-09,5,36,4.1189411894118945e-05
677,2018-06-07 13:34:25.221888,0.0001,1.0000100001000011e-09,2,33,4.1188411884118845e-05
678,2018-06-07 13:34:26.101512,0.0001,1.0000100001000011e-09,5,3,4.1188411884118845e-05
679,2018-06-07 13:34:27.013329,0.0001,1.0000100001000011e-09,9,6,4.1188411884118845e-05
680,2018-06-07 13:34:27.890688,0.0001,1.0000100001000011e-09,3,25,4.4418444184441846e-05
681,2018-06-07 13:34:28.733075,0.0001,1.0000100001000011e-09,1,9,4.1188411884118845e-05
682,2018-06-07 13:34:29.591840,0.0001,1.0000100001000011e-09,5,1,4.1189411894118945e-05
683,2018-06-07 13:34:30.485991,0.0001,1.0000100001000011e-09,9,44,4.1188411884118845e-05
684,2018-06-07 13:34:31.336422,0.0001,1.0000100001000011e-09,4,0,4.1189411894118945e-05
685,2018-06-07 13:34:32.183550,0.0001,1.0000100001000011e-09,1,36,4.1189411894118945e-05
686,2018-06-07 13:34:33.024291,0.0001,1.0000100001000011e-09,0,42,4.1188411884118845e-05
687,2018-06-07 13:34:33.907394,0.0001,1.0000100001000011e-09,7,18,4.1188411884118845e-05
688,2018-06-07 13:34:34.750527,0.0001,1.0000100001000011e-09,3,19,4.1189411894118945e-05
689,2018-06-07 13:34:35.613747,0.0001,1.0000100001000011e-09,6,12,4.1189411894118945e-05
690,2018-06-07 13:34:36.463782,0.0001,1.0000100001000011e-09,7,47,4.441744417444175e-05
691,2018-06-07 13:34:37.296439,0.0001,1.0000100001000011e-09,6,31,4.1188411884118845e-05
692,2018-06-07 13:34:38.178653,0.0001,1.0000100001000011e-09,0,15,4.1188411884118845e-05
693,2018-06-07 13:34:39.038975,0.0001,1.0000100001000011e-09,1,25,4.318843188431885e-05
694,2018-06-07 13:34:39.886515,0.0001,1.0000100001000011e-09,9,5,4.1189411894118945e-05
695,2018-06-07 13:34:40.729511,0.0001,1.0000100001000011e-09,2,7,4.1187411874118745e-05
696,2018-06-07 13:34:41.572840,0.0001,1.0000100001000011e-09,6,50,4.1189411894118945e-05
697,2018-06-07 13:34:42.430981,0.0001,1.0000100001000011e-09,5,28,4.441744417444175e-05
698,2018-06-07 13:34:43.277115,0.0001,1.0000100001000011e-09,5,24,4.1187411874118745e-05
699,2018-06-07 13:34:44.118790,0.0001,1.0000100001000011e-09,6,4,4.1188411884118845e-05
700,2018-06-07 13:34:44.962541,0.0001,1.0000100001000011e-09,1,32,4.1188411884118845e-05
701,2018-06-07 13:34:45.818568,0.0001,1.0000100001000011e-09,7,31,4.123041230412304e-05
702,2018-06-07 13:34:46.672806,0.0001,1.0000100001000011e-09,9,36,4.1189411894118945e-05
703,2018-06-07 13:34:47.528700,0.0001,1.0000100001000011e-09,2,34,4.441744417444175e-05
704,2018-06-07 13:34:48.371242,0.0001,1.0000100001000011e-09,4,40,4.362643626436265e-05
705,2018-06-07 13:34:49.203048,0.0001,1.0000100001000011e-09,5,43,4.1188411884118845e-05
706,2018-06-07 13:34:50.047833,0.0001,1.0000100001000011e-09,5,42,4.1188411884118845e-05
707,2018-06-07 13:34:50.937843,0.0001,1.0000100001000011e-09,7,26,4.1188411884118845e-05
708,2018-06-07 13:34:51.783361,0.0001,1.0000100001000011e-09,1,29,4.1188411884118845e-05
709,2018-06-07 13:34:52.622346,0.0001,1.0000100001000011e-09,4,49,4.1188411884118845e-05
710,2018-06-07 13:34:53.500081,0.0001,1.0000100001000011e-09,7,38,4.1189411894118945e-05
711,2018-06-07 13:34:54.339594,0.0001,1.0000100001000011e-09,7,44,4.1188411884118845e-05
712,2018-06-07 13:34:55.222815,0.0001,1.0000100001000011e-09,2,34,4.1188411884118845e-05
713,2018-06-07 13:34:56.106171,0.0001,1.0000100001000011e-09,1,42,4.1189411894118945e-05
714,2018-06-07 13:34:56.937572,0.0001,1.0000100001000011e-09,7,8,4.1188411884118845e-05
715,2018-06-07 13:34:57.780501,0.0001,1.0000100001000011e-09,2,46,4.1188411884118845e-05
716,2018-06-07 13:34:58.716058,0.0001,1.0000100001000011e-09,2,10,4.1188411884118845e-05
717,2018-06-07 13:34:59.571161,0.0001,1.0000100001000011e-09,8,37,4.1188411884118845e-05
718,2018-06-07 13:35:00.493672,0.0001,1.0000100001000011e-09,0,45,4.1188411884118845e-05
719,2018-06-07 13:35:01.334272,0.0001,1.0000100001000011e-09,2,22,4.1188411884118845e-05
720,2018-06-07 13:35:02.170128,0.0001,1.0000100001000011e-09,9,24,4.1188411884118845e-05
721,2018-06-07 13:35:03.091762,0.0001,1.0000100001000011e-09,8,15,4.1188411884118845e-05
722,2018-06-07 13:35:03.972424,0.0001,1.0000100001000011e-09,0,29,4.1188411884118845e-05
723,2018-06-07 13:35:04.869045,0.0001,1.0000100001000011e-09,1,36,4.1188411884118845e-05
724,2018-06-07 13:35:05.778336,0.0001,1.0000100001000011e-09,8,6,4.3625436254362547e-05
725,2018-06-07 13:35:06.637393,0.0001,1.0000100001000011e-09,4,0,4.1188411884118845e-05
726,2018-06-07 13:35:07.665002,0.0001,1.0000100001000011e-09,3,25,4.1189411894118945e-05
727,2018-06-07 13:35:08.539628,0.0001,1.0000100001000011e-09,7,39,4.1189411894118945e-05
728,2018-06-07 13:35:09.392014,0.0001,1.0000100001000011e-09,0,20,4.1188411884118845e-05
729,2018-06-07 13:35:10.244141,0.0001,1.0000100001000011e-09,9,29,4.1189411894118945e-05
730,2018-06-07 13:35:11.142565,0.0001,1.0000100001000011e-09,7,25,4.4418444184441846e-05
731,2018-06-07 13:35:12.040363,0.0001,1.0000100001000011e-09,1,25,4.1188411884118845e-05
732,2018-06-07 13:35:12.950182,0.0001,1.0000100001000011e-09,7,18,4.3625436254362547e-05
733,2018-06-07 13:35:13.812222,0.0001,1.0000100001000011e-09,7,42,4.4418444184441846e-05
734,2018-06-07 13:35:14.677363,0.0001,1.0000100001000011e-09,0,3,4.1188411884118845e-05
735,2018-06-07 13:35:15.596439,0.0001,1.0000100001000011e-09,4,6,4.441744417444175e-05
736,2018-06-07 13:35:16.498256,0.0001,1.0000100001000011e-09,2,40,4.1188411884118845e-05
737,2018-06-07 13:35:17.392958,0.0001,1.0000100001000011e-09,4,47,4.1189411894118945e-05
738,2018-06-07 13:35:18.328553,0.0001,1.0000100001000011e-09,8,11,4.1189411894118945e-05
739,2018-06-07 13:35:19.188549,0.0001,1.0000100001000011e-09,0,13,4.1188411884118845e-05
740,2018-06-07 13:35:20.109247,0.0001,1.0000100001000011e-09,1,19,4.441744417444175e-05
741,2018-06-07 13:35:20.985364,0.0001,1.0000100001000011e-09,4,4,4.1189411894118945e-05
742,2018-06-07 13:35:21.852075,0.0001,1.0000100001000011e-09,2,37,4.1188411884118845e-05
743,2018-06-07 13:35:22.717951,0.0001,1.0000100001000011e-09,1,14,4.1189411894118945e-05
744,2018-06-07 13:35:23.627014,0.0001,1.0000100001000011e-09,3,17,4.435444354443545e-05
745,2018-06-07 13:35:24.528424,0.0001,1.0000100001000011e-09,8,51,4.1188411884118845e-05
746,2018-06-07 13:35:25.394652,0.0001,1.0000100001000011e-09,3,7,4.1188411884118845e-05
747,2018-06-07 13:35:26.252486,0.0001,1.0000100001000011e-09,9,34,4.1188411884118845e-05
748,2018-06-07 13:35:27.148404,0.0001,1.0000100001000011e-09,1,35,4.1188411884118845e-05
749,2018-06-07 13:35:28.044316,0.0001,1.0000100001000011e-09,8,49,4.1189411894118945e-05
750,2018-06-07 13:35:28.931814,0.0001,1.0000100001000011e-09,1,39,4.441744417444175e-05
751,2018-06-07 13:35:29.876353,0.0001,1.0000100001000011e-09,6,35,4.1189411894118945e-05
752,2018-06-07 13:35:30.752746,0.0001,1.0000100001000011e-09,7,30,4.1188411884118845e-05
753,2018-06-07 13:35:31.628390,0.0001,1.0000100001000011e-09,3,20,4.3625436254362547e-05
754,2018-06-07 13:35:32.494382,0.0001,1.0000100001000011e-09,8,49,4.1188411884118845e-05
755,2018-06-07 13:35:33.347688,0.0001,1.0000100001000011e-09,7,27,4.1188411884118845e-05
756,2018-06-07 13:35:34.206692,0.0001,1.0000100001000011e-09,7,24,4.1188411884118845e-05
757,2018-06-07 13:35:35.075597,0.0001,1.0000100001000011e-09,0,39,4.1188411884118845e-05
758,2018-06-07 13:35:35.972031,0.0001,1.0000100001000011e-09,7,16,4.362643626436265e-05
759,2018-06-07 13:35:36.876998,0.0001,1.0000100001000011e-09,4,43,4.1188411884118845e-05
760,2018-06-07 13:35:37.752314,0.0001,1.0000100001000011e-09,8,30,4.1188411884118845e-05
761,2018-06-07 13:35:38.676323,0.0001,1.0000100001000011e-09,3,9,4.1189411894118945e-05
762,2018-06-07 13:35:39.598909,0.0001,1.0000100001000011e-09,8,28,4.356443564435645e-05
763,2018-06-07 13:35:40.459738,0.0001,1.0000100001000011e-09,9,27,4.441744417444175e-05
764,2018-06-07 13:35:41.324402,0.0001,1.0000100001000011e-09,9,51,4.1189411894118945e-05
765,2018-06-07 13:35:42.201132,0.0001,1.0000100001000011e-09,7,2,4.1189411894118945e-05
766,2018-06-07 13:35:43.074817,0.0001,1.0000100001000011e-09,5,45,4.1189411894118945e-05
767,2018-06-07 13:35:43.997074,0.0001,1.0000100001000011e-09,3,31,4.1189411894118945e-05
768,2018-06-07 13:35:44.914999,0.0001,1.0000100001000011e-09,3,46,4.4418444184441846e-05
769,2018-06-07 13:35:45.791773,0.0001,1.0000100001000011e-09,2,19,4.1189411894118945e-05
770,2018-06-07 13:35:46.708825,0.0001,1.0000100001000011e-09,0,47,4.1188411884118845e-05
771,2018-06-07 13:35:47.663539,0.0001,1.0000100001000011e-09,3,9,4.4418444184441846e-05
772,2018-06-07 13:35:48.540097,0.0001,1.0000100001000011e-09,4,8,4.1188411884118845e-05
773,2018-06-07 13:35:49.393511,0.0001,1.0000100001000011e-09,3,39,4.1188411884118845e-05
774,2018-06-07 13:35:50.252303,0.0001,1.0000100001000011e-09,9,17,4.1188411884118845e-05
775,2018-06-07 13:35:51.203544,0.0001,1.0000100001000011e-09,0,12,4.1188411884118845e-05
776,2018-06-07 13:35:52.073058,0.0001,1.0000100001000011e-09,1,18,4.362643626436265e-05
777,2018-06-07 13:35:52.986664,0.0001,1.0000100001000011e-09,6,42,4.4418444184441846e-05
778,2018-06-07 13:35:53.894077,0.0001,1.0000100001000011e-09,9,38,4.1188411884118845e-05
779,2018-06-07 13:35:54.755268,0.0001,1.0000100001000011e-09,2,22,4.1189411894118945e-05
780,2018-06-07 13:35:55.616538,0.0001,1.0000100001000011e-09,4,39,4.1189411894118945e-05
781,2018-06-07 13:35:56.530986,0.0001,1.0000100001000011e-09,5,6,4.362643626436265e-05
782,2018-06-07 13:35:57.441544,0.0001,1.0000100001000011e-09,4,10,4.1189411894118945e-05
783,2018-06-07 13:35:58.378647,0.0001,1.0000100001000011e-09,9,8,4.1188411884118845e-05
784,2018-06-07 13:35:59.228802,0.0001,1.0000100001000011e-09,2,47,4.1188411884118845e-05
785,2018-06-07 13:36:00.193574,0.0001,1.0000100001000011e-09,9,29,4.1188411884118845e-05
786,2018-06-07 13:36:01.045140,0.0001,1.0000100001000011e-09,5,35,4.1188411884118845e-05
787,2018-06-07 13:36:01.945711,0.0001,1.0000100001000011e-09,4,24,4.1188411884118845e-05
788,2018-06-07 13:36:02.817558,0.0001,1.0000100001000011e-09,8,39,4.1187411874118745e-05
789,2018-06-07 13:36:03.675583,0.0001,1.0000100001000011e-09,2,51,4.362643626436265e-05
790,2018-06-07 13:36:04.532803,0.0001,1.0000100001000011e-09,6,42,4.1188411884118845e-05
791,2018-06-07 13:36:05.396573,0.0001,1.0000100001000011e-09,0,37,4.1188411884118845e-05
792,2018-06-07 13:36:06.270351,0.0001,1.0000100001000011e-09,0,6,4.1188411884118845e-05
793,2018-06-07 13:36:07.143740,0.0001,1.0000100001000011e-09,4,23,4.1189411894118945e-05
794,2018-06-07 13:36:08.021425,0.0001,1.0000100001000011e-09,7,23,4.362643626436265e-05
795,2018-06-07 13:36:08.935631,0.0001,1.0000100001000011e-09,1,36,4.1188411884118845e-05
796,2018-06-07 13:36:09.883484,0.0001,1.0000100001000011e-09,8,5,4.1188411884118845e-05
797,2018-06-07 13:36:10.749106,0.0001,1.0000100001000011e-09,9,35,4.1188411884118845e-05
798,2018-06-07 13:36:11.621912,0.0001,1.0000100001000011e-09,5,23,4.1188411884118845e-05
799,2018-06-07 13:36:12.530907,0.0001,1.0000100001000011e-09,6,24,4.1189411894118945e-05
800,2018-06-07 13:36:13.430731,0.0001,1.0000100001000011e-09,0,50,4.1187411874118745e-05
801,2018-06-07 13:36:14.291540,0.0001,1.0000100001000011e-09,7,20,4.362643626436265e-05
802,2018-06-07 13:36:15.205727,0.0001,1.0000100001000011e-09,1,17,4.1188411884118845e-05
803,2018-06-07 13:36:16.076615,0.0001,1.0000100001000011e-09,6,13,4.1188411884118845e-05
804,2018-06-07 13:36:16.934159,0.0001,1.0000100001000011e-09,0,14,4.1189411894118945e-05
805,2018-06-07 13:36:17.795705,0.0001,1.0000100001000011e-09,9,39,4.1188411884118845e-05
806,2018-06-07 13:36:18.756712,0.0001,1.0000100001000011e-09,0,2,4.1189411894118945e-05
807,2018-06-07 13:36:19.613635,0.0001,1.0000100001000011e-09,1,40,4.1188411884118845e-05
808,2018-06-07 13:36:20.493734,0.0001,1.0000100001000011e-09,1,42,4.362643626436265e-05
809,2018-06-07 13:36:21.398856,0.0001,1.0000100001000011e-09,0,32,4.1189411894118945e-05
810,2018-06-07 13:36:22.263090,0.0001,1.0000100001000011e-09,0,0,4.1188411884118845e-05
811,2018-06-07 13:36:23.208863,0.0001,1.0000100001000011e-09,4,34,4.1188411884118845e-05
812,2018-06-07 13:36:24.066239,0.0001,1.0000100001000011e-09,7,25,4.1188411884118845e-05
813,2018-06-07 13:36:24.925476,0.0001,1.0000100001000011e-09,3,17,4.1188411884118845e-05
814,2018-06-07 13:36:25.837939,0.0001,1.0000100001000011e-09,2,38,4.1188411884118845e-05
815,2018-06-07 13:36:26.740274,0.0001,1.0000100001000011e-09,6,27,4.362643626436265e-05
816,2018-06-07 13:36:27.607536,0.0001,1.0000100001000011e-09,8,48,4.441744417444175e-05
817,2018-06-07 13:36:28.485221,0.0001,1.0000100001000011e-09,6,38,4.1188411884118845e-05
818,2018-06-07 13:36:29.404736,0.0001,1.0000100001000011e-09,4,2,4.1188411884118845e-05
819,2018-06-07 13:36:30.316485,0.0001,1.0000100001000011e-09,6,0,4.362643626436265e-05
820,2018-06-07 13:36:31.225815,0.0001,1.0000100001000011e-09,5,18,4.4418444184441846e-05
821,2018-06-07 13:36:32.110728,0.0001,1.0000100001000011e-09,0,5,4.1188411884118845e-05
