sample,time,window,precision,modulation,rx2rxtimeout
1127,2018-05-31 21:13:08.720148,0.04,4.0000400004000043e-07,6,0.00932609326093261
1128,2018-05-31 21:13:11.035938,0.1,1.000001000001e-07,4,0.028724828724828726
1129,2018-05-31 21:13:12.102481,0.04,4.0000400004000043e-07,5,0.014430944309443096
1130,2018-05-31 21:13:13.017758,0.002,2.0002000200020003e-07,9,0.0005964596459645965
1131,2018-05-31 21:13:23.548073,2.0,4.00000080000016e-07,0,0.45684249136849825
1132,2018-05-31 21:13:25.857063,0.2,2.000002000002e-07,3,0.057239657239657245
1133,2018-05-31 21:13:26.771933,0.002,2.0002000200020003e-07,9,0.0006080608060806081
1134,2018-05-31 21:13:27.801052,0.04,4.0000400004000043e-07,6,0.00932809328093281
1135,2018-05-31 21:13:37.584779,2.0,4.00000080000016e-07,0,0.4569560913912183
1136,2018-05-31 21:13:39.886611,0.1,1.000001000001e-07,4,0.02870882870882871
1137,2018-05-31 21:13:40.798037,0.002,2.0002000200020003e-07,8,0.0008612861286128613
1138,2018-05-31 21:13:43.122506,0.4,4.000004000004e-07,2,0.11438411438411439
1139,2018-05-31 21:13:44.315024,0.02,2.0000200002000021e-07,7,0.004740847408474085
1140,2018-05-31 21:13:45.327569,0.04,4.0000400004000043e-07,6,0.00932409324093241
1141,2018-05-31 21:13:46.380689,0.04,4.0000400004000043e-07,6,0.00932809328093281
1142,2018-05-31 21:13:55.089685,1.0,2.00000040000008e-07,1,0.22849364569872913
1143,2018-05-31 21:13:56.102848,0.04,4.0000400004000043e-07,6,0.00933809338093381
1144,2018-05-31 21:13:58.554348,0.2,2.000002000002e-07,3,0.05726605726605727
1145,2018-05-31 21:13:59.634973,0.04,4.0000400004000043e-07,5,0.014428944289442896
1146,2018-05-31 21:14:00.544200,0.002,2.0002000200020003e-07,8,0.0008676867686768677
1147,2018-05-31 21:14:01.600239,0.04,4.0000400004000043e-07,5,0.014428144281442816
1148,2018-05-31 21:14:10.243545,1.0,2.00000040000008e-07,1,0.22850364570072915
1149,2018-05-31 21:14:12.795473,0.2,2.000002000002e-07,3,0.05727305727305727
1150,2018-05-31 21:14:13.706159,0.002,2.0002000200020003e-07,9,0.0006026602660266026
1151,2018-05-31 21:14:16.098458,0.4,4.000004000004e-07,2,0.1144029144029144
1152,2018-05-31 21:14:18.291143,0.1,1.000001000001e-07,4,0.028725128725128727
1153,2018-05-31 21:14:19.208018,0.002,2.0002000200020003e-07,9,0.0006082608260826083
1154,2018-05-31 21:14:21.617020,0.2,2.000002000002e-07,3,0.05725645725645726
1155,2018-05-31 21:14:23.859107,0.1,1.000001000001e-07,4,0.028721528721528722
1156,2018-05-31 21:14:24.861106,0.02,2.0000200002000021e-07,7,0.004737447374473745
1157,2018-05-31 21:14:27.346361,0.2,2.000002000002e-07,3,0.05727625727625728
1158,2018-05-31 21:14:29.782647,0.4,4.000004000004e-07,2,0.11438251438251439
1159,2018-05-31 21:14:38.837125,1.0,2.00000040000008e-07,1,0.22869584573916915
1160,2018-05-31 21:14:41.503294,0.4,4.000004000004e-07,2,0.1144045144045144
1161,2018-05-31 21:14:42.577344,0.02,2.0000200002000021e-07,7,0.004744647446474465
1162,2018-05-31 21:14:53.065186,2.0,4.00000080000016e-07,0,0.45722009144401826
1163,2018-05-31 21:14:55.358493,0.1,1.000001000001e-07,4,0.02871862871862872
1164,2018-05-31 21:14:57.665843,0.1,1.000001000001e-07,4,0.028726428726428728
1165,2018-05-31 21:14:58.670319,0.02,2.0000200002000021e-07,7,0.004741647416474165
1166,2018-05-31 21:14:59.767619,0.04,4.0000400004000043e-07,6,0.00933209332093321
1167,2018-05-31 21:15:00.771003,0.02,2.0000200002000021e-07,7,0.004741247412474125
1168,2018-05-31 21:15:01.744358,0.04,4.0000400004000043e-07,6,0.00933289332893329
1169,2018-05-31 21:15:11.338086,1.0,2.00000040000008e-07,1,0.22862604572520914
1170,2018-05-31 21:15:12.255586,0.002,2.0002000200020003e-07,9,0.0005972597259725973
1171,2018-05-31 21:15:14.686875,0.2,2.000002000002e-07,3,0.057275657275657275
1172,2018-05-31 21:15:15.769486,0.04,4.0000400004000043e-07,5,0.014434944349443495
1173,2018-05-31 21:15:18.093826,0.2,2.000002000002e-07,3,0.05728605728605729
1174,2018-05-31 21:15:19.105387,0.04,4.0000400004000043e-07,5,0.014432544325443256
1175,2018-05-31 21:15:20.021664,0.002,2.0002000200020003e-07,9,0.0005984598459845985
1176,2018-05-31 21:15:20.876652,0.002,2.0002000200020003e-07,9,0.0006074607460746075
1177,2018-05-31 21:15:29.796282,1.0,2.00000040000008e-07,1,0.22858404571680915
1178,2018-05-31 21:15:40.245920,2.0,4.00000080000016e-07,0,0.45716889143377826
1179,2018-05-31 21:15:50.460232,2.0,4.00000080000016e-07,0,0.4572404914480983
1180,2018-05-31 21:15:51.531257,0.02,2.0000200002000021e-07,7,0.0047358473584735855
1181,2018-05-31 21:16:00.441442,1.0,2.00000040000008e-07,1,0.22862784572556913
1182,2018-05-31 21:16:02.973545,0.2,2.000002000002e-07,3,0.05733925733925734
1183,2018-05-31 21:16:05.679956,0.2,2.000002000002e-07,3,0.05728885728885729
1184,2018-05-31 21:16:06.752974,0.02,2.0000200002000021e-07,7,0.004751247512475125
1185,2018-05-31 21:16:07.850896,0.04,4.0000400004000043e-07,6,0.00933889338893389
1186,2018-05-31 21:16:08.761635,0.002,2.0002000200020003e-07,9,0.0005986598659865987
1187,2018-05-31 21:16:09.618700,0.002,2.0002000200020003e-07,9,0.0005998599859985998
1188,2018-05-31 21:16:11.979579,0.4,4.000004000004e-07,2,0.11444011444011444
1189,2018-05-31 21:16:22.516993,2.0,4.00000080000016e-07,0,0.45709609141921825
1190,2018-05-31 21:16:23.641559,0.04,4.0000400004000043e-07,5,0.014451344513445135
1191,2018-05-31 21:16:24.589913,0.04,4.0000400004000043e-07,6,0.00932929329293293
1192,2018-05-31 21:16:25.601443,0.02,2.0000200002000021e-07,7,0.004747447474474745
1193,2018-05-31 21:16:35.646993,2.0,4.00000080000016e-07,0,0.45708969141793826
1194,2018-05-31 21:16:38.107149,0.1,1.000001000001e-07,4,0.02872982872982873
1195,2018-05-31 21:16:39.022292,0.002,2.0002000200020003e-07,9,0.0006104610461046104
1196,2018-05-31 21:16:41.362902,0.1,1.000001000001e-07,4,0.02871022871022871
1197,2018-05-31 21:16:42.474605,0.02,2.0000200002000021e-07,7,0.004736847368473685
1198,2018-05-31 21:16:44.933485,0.4,4.000004000004e-07,2,0.1143921143921144
1199,2018-05-31 21:16:45.893479,0.002,2.0002000200020003e-07,9,0.0005982598259825983
1200,2018-05-31 21:16:56.671844,2.0,4.00000080000016e-07,0,0.4570440914088183
1201,2018-05-31 21:16:57.708991,0.02,2.0000200002000021e-07,7,0.004751247512475125
1202,2018-05-31 21:16:58.845298,0.02,2.0000200002000021e-07,7,0.004742447424474245
1203,2018-05-31 21:16:59.837949,0.04,4.0000400004000043e-07,5,0.014437744377443775
1204,2018-05-31 21:17:02.260480,0.2,2.000002000002e-07,3,0.05731065731065731
1205,2018-05-31 21:17:04.462210,0.2,2.000002000002e-07,3,0.05727625727625728
1206,2018-05-31 21:17:05.416782,0.002,2.0002000200020003e-07,9,0.0006112611261126113
1207,2018-05-31 21:17:06.462529,0.02,2.0000200002000021e-07,7,0.004740247402474025
1208,2018-05-31 21:17:17.168490,2.0,4.00000080000016e-07,0,0.4571004914200983
1209,2018-05-31 21:17:19.713369,0.2,2.000002000002e-07,3,0.05729005729005729
1210,2018-05-31 21:17:21.950741,0.2,2.000002000002e-07,3,0.0572946572946573
1211,2018-05-31 21:17:22.861202,0.002,2.0002000200020003e-07,9,0.0005966596659665967
1212,2018-05-31 21:17:23.876890,0.04,4.0000400004000043e-07,5,0.014448944489444896
1213,2018-05-31 21:17:34.225789,2.0,4.00000080000016e-07,0,0.4571088914217783
1214,2018-05-31 21:17:43.515034,1.0,2.00000040000008e-07,1,0.22864544572908915
1215,2018-05-31 21:17:45.858855,0.1,1.000001000001e-07,4,0.028720828720828723
1216,2018-05-31 21:17:46.840326,0.04,4.0000400004000043e-07,6,0.00934129341293413
1217,2018-05-31 21:17:47.818020,0.02,2.0000200002000021e-07,7,0.004737847378473785
1218,2018-05-31 21:17:48.781797,0.02,2.0000200002000021e-07,7,0.004748647486474865
1219,2018-05-31 21:17:58.682633,1.0,2.00000040000008e-07,1,0.22867584573516914
1220,2018-05-31 21:18:01.267951,0.2,2.000002000002e-07,3,0.05729245729245729
1221,2018-05-31 21:18:11.600166,2.0,4.00000080000016e-07,0,0.4570580914116183
1222,2018-05-31 21:18:12.633469,0.02,2.0000200002000021e-07,7,0.004738047380473805
1223,2018-05-31 21:18:13.690186,0.04,4.0000400004000043e-07,5,0.014432544325443256
1224,2018-05-31 21:18:14.784979,0.02,2.0000200002000021e-07,7,0.004748247482474825
1225,2018-05-31 21:18:15.783376,0.02,2.0000200002000021e-07,7,0.004736247362473625
1226,2018-05-31 21:18:18.122226,0.1,1.000001000001e-07,4,0.028727428727428728
1227,2018-05-31 21:18:19.151984,0.04,4.0000400004000043e-07,6,0.009340893408934091
1228,2018-05-31 21:18:29.566678,2.0,4.00000080000016e-07,0,0.45702609140521827
1229,2018-05-31 21:18:30.579054,0.04,4.0000400004000043e-07,6,0.00934369343693437
1230,2018-05-31 21:18:31.551792,0.02,2.0000200002000021e-07,7,0.0047372473724737255
1231,2018-05-31 21:18:32.585839,0.04,4.0000400004000043e-07,6,0.00932889328893289
1232,2018-05-31 21:18:33.511138,0.002,2.0002000200020003e-07,8,0.0008622862286228623
1233,2018-05-31 21:18:35.921263,0.2,2.000002000002e-07,3,0.057295857295857296
1234,2018-05-31 21:18:38.367646,0.4,4.000004000004e-07,2,0.11442771442771443
1235,2018-05-31 21:18:40.757592,0.4,4.000004000004e-07,2,0.11442451442451443
1236,2018-05-31 21:18:41.793783,0.04,4.0000400004000043e-07,5,0.014432944329443295
1237,2018-05-31 21:18:42.877716,0.04,4.0000400004000043e-07,6,0.00932929329293293
1238,2018-05-31 21:18:52.204922,1.0,2.00000040000008e-07,1,0.22865644573128915
1239,2018-05-31 21:18:53.426552,0.04,4.0000400004000043e-07,5,0.014428944289442896
1240,2018-05-31 21:19:02.746834,1.0,2.00000040000008e-07,1,0.22848564569712915
1241,2018-05-31 21:19:13.273937,2.0,4.00000080000016e-07,0,0.4571240914248183
1242,2018-05-31 21:19:14.184537,0.002,2.0002000200020003e-07,8,0.0008626862686268627
1243,2018-05-31 21:19:16.581659,0.4,4.000004000004e-07,2,0.11438971438971439
1244,2018-05-31 21:19:17.492739,0.002,2.0002000200020003e-07,9,0.0006016601660166017
1245,2018-05-31 21:19:18.518901,0.04,4.0000400004000043e-07,5,0.014436944369443696
1246,2018-05-31 21:19:19.432818,0.002,2.0002000200020003e-07,8,0.0008652865286528653
1247,2018-05-31 21:19:20.286792,0.002,2.0002000200020003e-07,9,0.0006102610261026103
1248,2018-05-31 21:19:30.326040,2.0,4.00000080000016e-07,0,0.4569936913987383
1249,2018-05-31 21:19:39.406252,1.0,2.00000040000008e-07,1,0.22865164573032914
1250,2018-05-31 21:19:40.323791,0.002,2.0002000200020003e-07,9,0.0005984598459845985
1251,2018-05-31 21:19:41.343026,0.04,4.0000400004000043e-07,5,0.014438944389443896
1252,2018-05-31 21:19:43.906629,0.4,4.000004000004e-07,2,0.11435451435451435
1253,2018-05-31 21:19:44.948797,0.04,4.0000400004000043e-07,6,0.00933289332893329
1254,2018-05-31 21:19:47.330649,0.4,4.000004000004e-07,2,0.11436411436411437
1255,2018-05-31 21:19:49.502010,0.2,2.000002000002e-07,3,0.05728865728865729
1256,2018-05-31 21:19:51.875328,0.1,1.000001000001e-07,4,0.02872012872012872
1257,2018-05-31 21:20:02.547117,2.0,4.00000080000016e-07,0,0.45707409141481825
1258,2018-05-31 21:20:03.709644,0.04,4.0000400004000043e-07,6,0.00932849328493285
1259,2018-05-31 21:20:04.710188,0.04,4.0000400004000043e-07,5,0.014440144401444015
1260,2018-05-31 21:20:06.895669,0.2,2.000002000002e-07,3,0.057284857284857285
1261,2018-05-31 21:20:07.904004,0.02,2.0000200002000021e-07,7,0.004739647396473965
1262,2018-05-31 21:20:10.332723,0.1,1.000001000001e-07,4,0.028705628705628705
1263,2018-05-31 21:20:12.691245,0.4,4.000004000004e-07,2,0.11437571437571438
1264,2018-05-31 21:20:21.244289,1.0,2.00000040000008e-07,1,0.22850364570072915
1265,2018-05-31 21:20:22.161930,0.002,2.0002000200020003e-07,9,0.0006000600060006001
1266,2018-05-31 21:20:23.013975,0.002,2.0002000200020003e-07,9,0.0006022602260226023
1267,2018-05-31 21:20:25.389916,0.1,1.000001000001e-07,4,0.02873972873972874
1268,2018-05-31 21:20:26.303029,0.002,2.0002000200020003e-07,8,0.0008752875287528753
1269,2018-05-31 21:20:28.721418,0.4,4.000004000004e-07,2,0.11435171435171436
1270,2018-05-31 21:20:29.635643,0.002,2.0002000200020003e-07,9,0.0006068606860686068
1271,2018-05-31 21:20:31.785568,0.1,1.000001000001e-07,4,0.028716128716128716
1272,2018-05-31 21:20:34.226756,0.2,2.000002000002e-07,3,0.05727305727305727
1273,2018-05-31 21:20:35.142052,0.002,2.0002000200020003e-07,9,0.0006102610261026103
1274,2018-05-31 21:20:36.012912,0.002,2.0002000200020003e-07,9,0.0006108610861086109
1275,2018-05-31 21:20:46.237501,2.0,4.00000080000016e-07,0,0.45699529139905826
1276,2018-05-31 21:20:47.159767,0.002,2.0002000200020003e-07,8,0.0008632863286328633
1277,2018-05-31 21:20:48.146783,0.04,4.0000400004000043e-07,6,0.00933849338493385
1278,2018-05-31 21:20:50.470947,0.1,1.000001000001e-07,4,0.028732028732028733
1279,2018-05-31 21:20:51.618409,0.02,2.0000200002000021e-07,7,0.0047358473584735855
1280,2018-05-31 21:21:00.818097,1.0,2.00000040000008e-07,1,0.22858084571616913
1281,2018-05-31 21:21:01.973960,0.02,2.0000200002000021e-07,7,0.004743047430474305
1282,2018-05-31 21:21:12.342131,2.0,4.00000080000016e-07,0,0.4570720914144183
1283,2018-05-31 21:21:14.440594,0.1,1.000001000001e-07,4,0.028729228729228732
1284,2018-05-31 21:21:23.409250,1.0,2.00000040000008e-07,1,0.22859284571856914
1285,2018-05-31 21:21:24.325783,0.002,2.0002000200020003e-07,8,0.0008742874287428743
1286,2018-05-31 21:21:26.753932,0.1,1.000001000001e-07,4,0.028745928745928746
1287,2018-05-31 21:21:29.015382,0.1,1.000001000001e-07,4,0.028721328721328723
1288,2018-05-31 21:21:30.059369,0.02,2.0000200002000021e-07,7,0.004740847408474085
1289,2018-05-31 21:21:39.206265,1.0,2.00000040000008e-07,1,0.22872124574424915
1290,2018-05-31 21:21:40.295686,0.04,4.0000400004000043e-07,6,0.00933129331293313
1291,2018-05-31 21:21:41.260309,0.04,4.0000400004000043e-07,6,0.00933529335293353
1292,2018-05-31 21:21:43.495720,0.2,2.000002000002e-07,3,0.057311457311457314
1293,2018-05-31 21:21:46.014486,0.4,4.000004000004e-07,2,0.11444971444971445
1294,2018-05-31 21:21:48.397373,0.4,4.000004000004e-07,2,0.11442891442891444
1295,2018-05-31 21:21:57.277356,1.0,2.00000040000008e-07,1,0.22873864574772915
1296,2018-05-31 21:22:07.758030,2.0,4.00000080000016e-07,0,0.4572004914400983
1297,2018-05-31 21:22:16.872695,1.0,2.00000040000008e-07,1,0.22859784571956915
1298,2018-05-31 21:22:17.877995,0.04,4.0000400004000043e-07,6,0.00932649326493265
1299,2018-05-31 21:22:20.243765,0.4,4.000004000004e-07,2,0.11437691437691438
1300,2018-05-31 21:22:29.684667,1.0,2.00000040000008e-07,1,0.22857884571576914
1301,2018-05-31 21:22:30.707751,0.04,4.0000400004000043e-07,5,0.014443344433444336
1302,2018-05-31 21:22:33.108728,0.2,2.000002000002e-07,3,0.05726945726945727
1303,2018-05-31 21:22:41.987716,1.0,2.00000040000008e-07,1,0.22865284573056915
1304,2018-05-31 21:22:42.899016,0.002,2.0002000200020003e-07,9,0.0005992599259925993
1305,2018-05-31 21:22:43.911885,0.02,2.0000200002000021e-07,7,0.004733247332473325
1306,2018-05-31 21:22:45.019294,0.04,4.0000400004000043e-07,6,0.00932809328093281
1307,2018-05-31 21:22:45.930677,0.002,2.0002000200020003e-07,8,0.0008718871887188719
1308,2018-05-31 21:22:46.925451,0.02,2.0000200002000021e-07,7,0.004738047380473805
1309,2018-05-31 21:22:47.882140,0.002,2.0002000200020003e-07,8,0.0008688868886888689
1310,2018-05-31 21:22:48.767635,0.002,2.0002000200020003e-07,8,0.0008614861486148615
1311,2018-05-31 21:22:49.823904,0.04,4.0000400004000043e-07,6,0.00932969329693297
1312,2018-05-31 21:22:52.104831,0.2,2.000002000002e-07,3,0.057293257293257294
1313,2018-05-31 21:22:53.025645,0.002,2.0002000200020003e-07,8,0.0008686868686868687
1314,2018-05-31 21:22:54.025867,0.04,4.0000400004000043e-07,6,0.00932849328493285
1315,2018-05-31 21:23:04.708049,2.0,4.00000080000016e-07,0,0.45687169137433825
1316,2018-05-31 21:23:05.625177,0.002,2.0002000200020003e-07,8,0.0008746874687468747
1317,2018-05-31 21:23:07.998748,0.2,2.000002000002e-07,3,0.057294857294857296
1318,2018-05-31 21:23:09.119625,0.04,4.0000400004000043e-07,6,0.00933249332493325
1319,2018-05-31 21:23:11.775161,0.4,4.000004000004e-07,2,0.11433491433491434
1320,2018-05-31 21:23:21.946484,2.0,4.00000080000016e-07,0,0.4569180913836183
1321,2018-05-31 21:23:24.624843,0.4,4.000004000004e-07,2,0.11441771441771442
1322,2018-05-31 21:23:25.740556,0.04,4.0000400004000043e-07,5,0.014445344453444536
1323,2018-05-31 21:23:27.989589,0.2,2.000002000002e-07,3,0.057299457299457304
1324,2018-05-31 21:23:28.901256,0.002,2.0002000200020003e-07,9,0.0006050605060506051
1325,2018-05-31 21:23:38.118421,1.0,2.00000040000008e-07,1,0.22857184571436914
1326,2018-05-31 21:23:39.033223,0.002,2.0002000200020003e-07,8,0.0008664866486648665
1327,2018-05-31 21:23:39.889532,0.002,2.0002000200020003e-07,9,0.000599059905990599
1328,2018-05-31 21:23:40.747773,0.002,2.0002000200020003e-07,8,0.0008678867886788679
1329,2018-05-31 21:23:41.812224,0.04,4.0000400004000043e-07,5,0.014430544305443056
1330,2018-05-31 21:23:42.723111,0.002,2.0002000200020003e-07,8,0.0008710871087108711
1331,2018-05-31 21:23:53.064831,2.0,4.00000080000016e-07,0,0.4569640913928183
1332,2018-05-31 21:23:55.498998,0.1,1.000001000001e-07,4,0.02870932870932871
1333,2018-05-31 21:23:56.416915,0.002,2.0002000200020003e-07,9,0.0006038603860386039
1334,2018-05-31 21:24:05.440310,1.0,2.00000040000008e-07,1,0.22859444571888915
1335,2018-05-31 21:24:06.448937,0.04,4.0000400004000043e-07,5,0.014440144401444015
1336,2018-05-31 21:24:07.413951,0.02,2.0000200002000021e-07,7,0.004746247462474625
1337,2018-05-31 21:24:08.330965,0.002,2.0002000200020003e-07,8,0.0008722872287228724
1338,2018-05-31 21:24:09.313155,0.02,2.0000200002000021e-07,7,0.004749647496474965
1339,2018-05-31 21:24:11.845005,0.4,4.000004000004e-07,2,0.1143041143041143
1340,2018-05-31 21:24:14.113051,0.1,1.000001000001e-07,4,0.02872012872012872
1341,2018-05-31 21:24:15.106216,0.04,4.0000400004000043e-07,6,0.00932169321693217
1342,2018-05-31 21:24:17.488530,0.1,1.000001000001e-07,4,0.02870842870842871
1343,2018-05-31 21:24:26.900804,1.0,2.00000040000008e-07,1,0.22862924572584914
1344,2018-05-31 21:24:27.822707,0.002,2.0002000200020003e-07,8,0.0008606860686068607
1345,2018-05-31 21:24:30.315552,0.1,1.000001000001e-07,4,0.028706828706828707
1346,2018-05-31 21:24:31.373862,0.04,4.0000400004000043e-07,6,0.00932649326493265
1347,2018-05-31 21:24:32.299998,0.04,4.0000400004000043e-07,6,0.00932609326093261
1348,2018-05-31 21:24:33.307755,0.04,4.0000400004000043e-07,5,0.014430144301443015
1349,2018-05-31 21:24:35.769113,0.2,2.000002000002e-07,3,0.05725125725125725
1350,2018-05-31 21:24:36.842369,0.02,2.0000200002000021e-07,7,0.004750247502475025
1351,2018-05-31 21:24:47.589557,2.0,4.00000080000016e-07,0,0.4570144914028983
1352,2018-05-31 21:24:48.513460,0.002,2.0002000200020003e-07,9,0.0006020602060206021
1353,2018-05-31 21:24:49.382396,0.002,2.0002000200020003e-07,8,0.0008718871887188719
1354,2018-05-31 21:24:59.049795,1.0,2.00000040000008e-07,1,0.22853904570780914
1355,2018-05-31 21:25:09.673665,2.0,4.00000080000016e-07,0,0.4569108913821783
1356,2018-05-31 21:25:12.426777,0.4,4.000004000004e-07,2,0.11437771437771438
1357,2018-05-31 21:25:13.377332,0.002,2.0002000200020003e-07,9,0.000604060406040604
1358,2018-05-31 21:25:14.233304,0.002,2.0002000200020003e-07,9,0.0005968596859685969
1359,2018-05-31 21:25:16.735009,0.2,2.000002000002e-07,3,0.05726685726685727
1360,2018-05-31 21:25:19.225454,0.1,1.000001000001e-07,4,0.028715428715428717
1361,2018-05-31 21:25:20.300042,0.02,2.0000200002000021e-07,7,0.004737647376473765
1362,2018-05-31 21:25:22.694188,0.1,1.000001000001e-07,4,0.028716028716028717
1363,2018-05-31 21:25:25.246657,0.4,4.000004000004e-07,2,0.11436651436651438
1364,2018-05-31 21:25:26.256224,0.04,4.0000400004000043e-07,6,0.00933049330493305
1365,2018-05-31 21:25:27.361904,0.02,2.0000200002000021e-07,7,0.004742247422474225
1366,2018-05-31 21:25:28.285851,0.002,2.0002000200020003e-07,8,0.0008612861286128613
1367,2018-05-31 21:25:37.437713,1.0,2.00000040000008e-07,1,0.22857484571496914
1368,2018-05-31 21:25:38.609218,0.04,4.0000400004000043e-07,6,0.00933249332493325
1369,2018-05-31 21:25:41.260118,0.2,2.000002000002e-07,3,0.05727905727905728
1370,2018-05-31 21:25:50.011062,1.0,2.00000040000008e-07,1,0.22859524571904913
1371,2018-05-31 21:25:52.562752,0.2,2.000002000002e-07,3,0.05726925726925727
1372,2018-05-31 21:25:53.615382,0.04,4.0000400004000043e-07,6,0.00933129331293313
1373,2018-05-31 21:26:02.854760,1.0,2.00000040000008e-07,1,0.22862564572512914
1374,2018-05-31 21:26:03.984525,0.04,4.0000400004000043e-07,5,0.014442944429444295
1375,2018-05-31 21:26:06.758478,0.4,4.000004000004e-07,2,0.11432851432851433
1376,2018-05-31 21:26:15.930648,1.0,2.00000040000008e-07,1,0.22853184570636914
1377,2018-05-31 21:26:16.853015,0.002,2.0002000200020003e-07,9,0.0006102610261026103
1378,2018-05-31 21:26:17.843906,0.04,4.0000400004000043e-07,6,0.00933449334493345
1379,2018-05-31 21:26:18.814765,0.04,4.0000400004000043e-07,5,0.014428144281442816
1380,2018-05-31 21:26:21.119905,0.1,1.000001000001e-07,4,0.028711128711128714
1381,2018-05-31 21:26:23.560309,0.4,4.000004000004e-07,2,0.11431851431851432
1382,2018-05-31 21:26:32.505205,1.0,2.00000040000008e-07,1,0.22851464570292915
1383,2018-05-31 21:26:33.424976,0.002,2.0002000200020003e-07,9,0.0006046604660466047
1384,2018-05-31 21:26:34.493213,0.04,4.0000400004000043e-07,6,0.00933329333293333
1385,2018-05-31 21:26:44.930237,2.0,4.00000080000016e-07,0,0.45675089135017827
1386,2018-05-31 21:26:46.056835,0.04,4.0000400004000043e-07,6,0.00932129321293213
1387,2018-05-31 21:26:46.964505,0.002,2.0002000200020003e-07,9,0.000609060906090609
1388,2018-05-31 21:26:48.023174,0.04,4.0000400004000043e-07,5,0.014438544385443855
1389,2018-05-31 21:26:48.988739,0.04,4.0000400004000043e-07,6,0.00932929329293293
1390,2018-05-31 21:26:59.533578,2.0,4.00000080000016e-07,0,0.45698249139649827
1391,2018-05-31 21:27:00.658481,0.04,4.0000400004000043e-07,5,0.014441344413444135
1392,2018-05-31 21:27:02.869164,0.2,2.000002000002e-07,3,0.05724885724885725
1393,2018-05-31 21:27:05.273722,0.4,4.000004000004e-07,2,0.11436171436171437
1394,2018-05-31 21:27:06.308352,0.02,2.0000200002000021e-07,7,0.004738247382473825
1395,2018-05-31 21:27:15.348823,1.0,2.00000040000008e-07,1,0.22852324570464913
1396,2018-05-31 21:27:16.271227,0.002,2.0002000200020003e-07,9,0.0006044604460446045
1397,2018-05-31 21:27:17.301553,0.04,4.0000400004000043e-07,5,0.014418544185441855
1398,2018-05-31 21:27:18.261239,0.002,2.0002000200020003e-07,8,0.0008734873487348735
1399,2018-05-31 21:27:19.272686,0.02,2.0000200002000021e-07,7,0.004738447384473845
1400,2018-05-31 21:27:28.208395,1.0,2.00000040000008e-07,1,0.22847624569524913
1401,2018-05-31 21:27:30.499150,0.1,1.000001000001e-07,4,0.0286991286991287
1402,2018-05-31 21:27:31.612663,0.02,2.0000200002000021e-07,7,0.004738247382473825
1403,2018-05-31 21:27:32.622796,0.02,2.0000200002000021e-07,7,0.004738247382473825
1404,2018-05-31 21:27:34.983507,0.2,2.000002000002e-07,3,0.05724025724025724
1405,2018-05-31 21:27:35.898362,0.002,2.0002000200020003e-07,8,0.0008654865486548655
1406,2018-05-31 21:27:36.764649,0.002,2.0002000200020003e-07,9,0.0006046604660466047
1407,2018-05-31 21:27:45.952773,1.0,2.00000040000008e-07,1,0.22851764570352914
1408,2018-05-31 21:27:46.907159,0.002,2.0002000200020003e-07,9,0.0005998599859985998
1409,2018-05-31 21:27:47.897828,0.04,4.0000400004000043e-07,6,0.00933569335693357
1410,2018-05-31 21:27:56.879216,1.0,2.00000040000008e-07,1,0.22850324570064914
1411,2018-05-31 21:28:06.076407,1.0,2.00000040000008e-07,1,0.22850464570092913
1412,2018-05-31 21:28:06.993560,0.002,2.0002000200020003e-07,9,0.0006022602260226023
1413,2018-05-31 21:28:09.516239,0.1,1.000001000001e-07,4,0.028714428714428714
1414,2018-05-31 21:28:11.782750,0.2,2.000002000002e-07,3,0.057252657252657255
1415,2018-05-31 21:28:12.865276,0.02,2.0000200002000021e-07,7,0.004740847408474085
1416,2018-05-31 21:28:13.788254,0.002,2.0002000200020003e-07,8,0.0008678867886788679
1417,2018-05-31 21:28:14.639822,0.002,2.0002000200020003e-07,9,0.0006056605660566057
1418,2018-05-31 21:28:24.916573,2.0,4.00000080000016e-07,0,0.45695969139193826
1419,2018-05-31 21:28:25.838853,0.002,2.0002000200020003e-07,8,0.0008682868286828683
1420,2018-05-31 21:28:28.491590,0.2,2.000002000002e-07,3,0.05725805725805726
1421,2018-05-31 21:28:30.881338,0.4,4.000004000004e-07,2,0.11439131439131439
1422,2018-05-31 21:28:32.040792,0.02,2.0000200002000021e-07,7,0.004734247342473425
1423,2018-05-31 21:28:34.495366,0.2,2.000002000002e-07,3,0.057272057272057274
1424,2018-05-31 21:28:35.500741,0.02,2.0000200002000021e-07,7,0.004744447444474445
1425,2018-05-31 21:28:37.877717,0.4,4.000004000004e-07,2,0.11438451438451439
1426,2018-05-31 21:28:38.886082,0.04,4.0000400004000043e-07,6,0.00932489324893249
1427,2018-05-31 21:28:39.841341,0.002,2.0002000200020003e-07,8,0.0008652865286528653
1428,2018-05-31 21:28:40.702418,0.002,2.0002000200020003e-07,8,0.0008652865286528653
1429,2018-05-31 21:28:49.621890,1.0,2.00000040000008e-07,1,0.22861584572316915
1430,2018-05-31 21:28:50.540723,0.002,2.0002000200020003e-07,9,0.0005974597459745975
1431,2018-05-31 21:28:51.523656,0.04,4.0000400004000043e-07,5,0.014439344393443935
1432,2018-05-31 21:28:53.814034,0.2,2.000002000002e-07,3,0.057255457255457255
1433,2018-05-31 21:28:54.866340,0.04,4.0000400004000043e-07,5,0.014434944349443495
