sample,time,window,precision,modulation,rx2rxtimeout
7193,2018-06-01 02:36:13.212993,1.0,2.00000040000008e-07,1,0.22870824574164914
7194,2018-06-01 02:36:16.013049,0.1,1.000001000001e-07,4,0.028725728725728726
7195,2018-06-01 02:36:17.037702,0.04,4.0000400004000043e-07,5,0.014441744417444176
7196,2018-06-01 02:36:18.169325,0.02,2.0000200002000021e-07,7,0.004742647426474265
7197,2018-06-01 02:36:19.253780,0.04,4.0000400004000043e-07,5,0.014453344533445335
7198,2018-06-01 02:36:21.728087,0.1,1.000001000001e-07,4,0.028732428732428733
7199,2018-06-01 02:36:22.785067,0.04,4.0000400004000043e-07,5,0.014439744397443976
7200,2018-06-01 02:36:31.851434,1.0,2.00000040000008e-07,1,0.22866184573236914
7201,2018-06-01 02:36:34.318901,0.1,1.000001000001e-07,4,0.028744228744228745
7202,2018-06-01 02:36:36.862609,0.2,2.000002000002e-07,3,0.05731745731745732
7203,2018-06-01 02:36:45.725323,1.0,2.00000040000008e-07,1,0.22861764572352913
7204,2018-06-01 02:36:46.935974,0.04,4.0000400004000043e-07,6,0.00932649326493265
7205,2018-06-01 02:36:49.323213,0.4,4.000004000004e-07,2,0.11440971440971441
7206,2018-06-01 02:36:51.625808,0.2,2.000002000002e-07,3,0.0572960572960573
7207,2018-06-01 02:37:01.269775,1.0,2.00000040000008e-07,1,0.22863664572732914
7208,2018-06-01 02:37:11.610819,2.0,4.00000080000016e-07,0,0.45719969143993827
7209,2018-06-01 02:37:14.064492,0.2,2.000002000002e-07,3,0.05728465728465729
7210,2018-06-01 02:37:16.388458,0.1,1.000001000001e-07,4,0.02873002873002873
7211,2018-06-01 02:37:17.337779,0.002,2.0002000200020003e-07,9,0.000604060406040604
7212,2018-06-01 02:37:19.898586,0.4,4.000004000004e-07,2,0.11440611440611441
7213,2018-06-01 02:37:22.314373,0.2,2.000002000002e-07,3,0.05728645728645729
7214,2018-06-01 02:37:32.617746,2.0,4.00000080000016e-07,0,0.45719969143993827
7215,2018-06-01 02:37:33.569883,0.002,2.0002000200020003e-07,8,0.0008742874287428743
7216,2018-06-01 02:37:36.364434,0.4,4.000004000004e-07,2,0.11446651446651447
7217,2018-06-01 02:37:37.454664,0.04,4.0000400004000043e-07,5,0.014446544465444655
7218,2018-06-01 02:37:38.508734,0.04,4.0000400004000043e-07,5,0.014435344353443536
7219,2018-06-01 02:37:41.094590,0.4,4.000004000004e-07,2,0.11446651446651447
7220,2018-06-01 02:37:42.043558,0.002,2.0002000200020003e-07,8,0.0008684868486848685
7221,2018-06-01 02:37:52.482212,2.0,4.00000080000016e-07,0,0.4571680914336183
7222,2018-06-01 02:37:53.691612,0.04,4.0000400004000043e-07,5,0.014439744397443976
7223,2018-06-01 02:37:54.637344,0.002,2.0002000200020003e-07,8,0.000865886588658866
7224,2018-06-01 02:37:55.527628,0.002,2.0002000200020003e-07,8,0.0008690869086908691
7225,2018-06-01 02:37:56.655080,0.04,4.0000400004000043e-07,5,0.014444144441444415
7226,2018-06-01 02:37:59.450346,0.4,4.000004000004e-07,2,0.11444691444691445
7227,2018-06-01 02:38:00.641548,0.02,2.0000200002000021e-07,7,0.004746247462474625
7228,2018-06-01 02:38:10.525365,2.0,4.00000080000016e-07,0,0.45720649144129827
7229,2018-06-01 02:38:20.735389,2.0,4.00000080000016e-07,0,0.4572188914437783
7230,2018-06-01 02:38:21.945360,0.04,4.0000400004000043e-07,6,0.00933729337293373
7231,2018-06-01 02:38:31.184009,1.0,2.00000040000008e-07,1,0.22873744574748914
7232,2018-06-01 02:38:33.821171,0.2,2.000002000002e-07,3,0.05730285730285731
7233,2018-06-01 02:38:36.255030,0.1,1.000001000001e-07,4,0.02873812873812874
7234,2018-06-01 02:38:38.837003,0.4,4.000004000004e-07,2,0.11444251444251445
7235,2018-06-01 02:38:41.092108,0.1,1.000001000001e-07,4,0.02873682873682874
7236,2018-06-01 02:38:49.910853,1.0,2.00000040000008e-07,1,0.22867524573504913
7237,2018-06-01 02:38:52.510263,0.4,4.000004000004e-07,2,0.11441971441971442
7238,2018-06-01 02:38:55.286624,0.2,2.000002000002e-07,3,0.05730465730465731
7239,2018-06-01 02:38:56.276562,0.002,2.0002000200020003e-07,8,0.0008668866886688669
7240,2018-06-01 02:39:05.158067,1.0,2.00000040000008e-07,1,0.22863744572748915
7241,2018-06-01 02:39:14.463896,1.0,2.00000040000008e-07,1,0.22857704571540913
7242,2018-06-01 02:39:15.418667,0.002,2.0002000200020003e-07,9,0.0006066606660666067
7243,2018-06-01 02:39:18.140862,0.4,4.000004000004e-07,2,0.11444691444691445
7244,2018-06-01 02:39:19.224943,0.04,4.0000400004000043e-07,6,0.00933889338893389
7245,2018-06-01 02:39:21.579291,0.4,4.000004000004e-07,2,0.11444011444011444
7246,2018-06-01 02:39:22.535570,0.002,2.0002000200020003e-07,8,0.0008634863486348635
7247,2018-06-01 02:39:23.428976,0.002,2.0002000200020003e-07,8,0.0008752875287528753
7248,2018-06-01 02:39:24.486065,0.04,4.0000400004000043e-07,6,0.00933609336093361
7249,2018-06-01 02:39:27.410921,0.4,4.000004000004e-07,2,0.11442451442451443
7250,2018-06-01 02:39:28.459160,0.04,4.0000400004000043e-07,5,0.014444144441444415
7251,2018-06-01 02:39:29.666337,0.02,2.0000200002000021e-07,7,0.004741447414474145
7252,2018-06-01 02:39:30.792614,0.04,4.0000400004000043e-07,5,0.014444144441444415
7253,2018-06-01 02:39:42.009796,2.0,4.00000080000016e-07,0,0.4571808914361783
7254,2018-06-01 02:39:42.974175,0.002,2.0002000200020003e-07,9,0.0006058605860586059
7255,2018-06-01 02:39:44.016192,0.04,4.0000400004000043e-07,6,0.00933569335693357
7256,2018-06-01 02:39:54.420147,2.0,4.00000080000016e-07,0,0.4571168914233783
7257,2018-06-01 02:39:55.379241,0.002,2.0002000200020003e-07,9,0.0006092609260926093
7258,2018-06-01 02:39:56.276698,0.002,2.0002000200020003e-07,8,0.0008624862486248625
7259,2018-06-01 02:39:57.164773,0.002,2.0002000200020003e-07,8,0.0008748874887488749
7260,2018-06-01 02:40:06.888245,1.0,2.00000040000008e-07,1,0.22859444571888915
7261,2018-06-01 02:40:08.040145,0.04,4.0000400004000043e-07,6,0.00933289332893329
7262,2018-06-01 02:40:09.112574,0.04,4.0000400004000043e-07,6,0.00933889338893389
7263,2018-06-01 02:40:10.104043,0.002,2.0002000200020003e-07,8,0.0008672867286728674
7264,2018-06-01 02:40:11.229799,0.02,2.0000200002000021e-07,7,0.004744847448474485
7265,2018-06-01 02:40:12.240181,0.04,4.0000400004000043e-07,6,0.00933889338893389
7266,2018-06-01 02:40:14.699800,0.4,4.000004000004e-07,2,0.11442251442251443
7267,2018-06-01 02:40:17.186647,0.2,2.000002000002e-07,3,0.0572952572952573
7268,2018-06-01 02:40:18.139185,0.002,2.0002000200020003e-07,8,0.000875887588758876
7269,2018-06-01 02:40:20.490506,0.1,1.000001000001e-07,4,0.02874862874862875
7270,2018-06-01 02:40:21.536374,0.02,2.0000200002000021e-07,7,0.004742447424474245
7271,2018-06-01 02:40:22.577454,0.02,2.0000200002000021e-07,7,0.0047372473724737255
7272,2018-06-01 02:40:23.533268,0.002,2.0002000200020003e-07,9,0.0006012601260126012
7273,2018-06-01 02:40:24.634706,0.04,4.0000400004000043e-07,6,0.00934369343693437
7274,2018-06-01 02:40:33.819892,1.0,2.00000040000008e-07,1,0.22865484573096914
7275,2018-06-01 02:40:34.786013,0.002,2.0002000200020003e-07,8,0.0008734873487348735
7276,2018-06-01 02:40:35.914243,0.02,2.0000200002000021e-07,7,0.004749247492474925
7277,2018-06-01 02:40:38.449770,0.2,2.000002000002e-07,3,0.0572986572986573
7278,2018-06-01 02:40:48.988893,2.0,4.00000080000016e-07,0,0.4571876914375383
7279,2018-06-01 02:40:50.073818,0.04,4.0000400004000043e-07,5,0.014443744437444376
7280,2018-06-01 02:40:51.023055,0.002,2.0002000200020003e-07,8,0.0008644864486448646
7281,2018-06-01 02:40:52.065685,0.04,4.0000400004000043e-07,5,0.014455744557445575
7282,2018-06-01 02:40:54.490163,0.4,4.000004000004e-07,2,0.11445051445051445
7283,2018-06-01 02:40:55.649152,0.04,4.0000400004000043e-07,6,0.00933849338493385
7284,2018-06-01 02:40:56.594270,0.002,2.0002000200020003e-07,8,0.0008636863686368637
7285,2018-06-01 02:41:05.846722,1.0,2.00000040000008e-07,1,0.22870324574064915
7286,2018-06-01 02:41:07.009397,0.02,2.0000200002000021e-07,7,0.004751047510475105
7287,2018-06-01 02:41:07.996394,0.002,2.0002000200020003e-07,8,0.0008664866486648665
7288,2018-06-01 02:41:09.161478,0.04,4.0000400004000043e-07,5,0.014439344393443935
7289,2018-06-01 02:41:10.276727,0.04,4.0000400004000043e-07,5,0.014456544565445656
7290,2018-06-01 02:41:12.896737,0.1,1.000001000001e-07,4,0.028734028734028735
7291,2018-06-01 02:41:15.405747,0.2,2.000002000002e-07,3,0.057333457333457336
7292,2018-06-01 02:41:16.457303,0.04,4.0000400004000043e-07,6,0.00933049330493305
7293,2018-06-01 02:41:17.486779,0.04,4.0000400004000043e-07,5,0.014444944449444495
7294,2018-06-01 02:41:18.449559,0.04,4.0000400004000043e-07,5,0.014437344373443736
7295,2018-06-01 02:41:19.463445,0.02,2.0000200002000021e-07,7,0.004739847398473985
7296,2018-06-01 02:41:20.442722,0.02,2.0000200002000021e-07,7,0.004749247492474925
7297,2018-06-01 02:41:30.905495,2.0,4.00000080000016e-07,0,0.4570208914041783
7298,2018-06-01 02:41:32.024564,0.02,2.0000200002000021e-07,7,0.0047468474684746855
7299,2018-06-01 02:41:34.455471,0.2,2.000002000002e-07,3,0.05730465730465731
7300,2018-06-01 02:41:36.910772,0.1,1.000001000001e-07,4,0.02873782873782874
7301,2018-06-01 02:41:37.988293,0.02,2.0000200002000021e-07,7,0.004750447504475045
7302,2018-06-01 02:41:48.377579,2.0,4.00000080000016e-07,0,0.4569920913984183
7303,2018-06-01 02:41:58.562050,2.0,4.00000080000016e-07,0,0.45727809145561826
7304,2018-06-01 02:41:59.519210,0.002,2.0002000200020003e-07,8,0.0008750875087508751
7305,2018-06-01 02:42:00.543851,0.04,4.0000400004000043e-07,5,0.014452544525445256
7306,2018-06-01 02:42:01.636195,0.04,4.0000400004000043e-07,5,0.014455344553445536
7307,2018-06-01 02:42:02.795382,0.04,4.0000400004000043e-07,5,0.014452144521445215
7308,2018-06-01 02:42:05.182026,0.1,1.000001000001e-07,4,0.028723628723628724
7309,2018-06-01 02:42:07.772586,0.4,4.000004000004e-07,2,0.11444611444611445
7310,2018-06-01 02:42:18.654995,2.0,4.00000080000016e-07,0,0.45713209142641825
7311,2018-06-01 02:42:19.605617,0.002,2.0002000200020003e-07,8,0.0008690869086908691
7312,2018-06-01 02:42:20.783309,0.04,4.0000400004000043e-07,5,0.014436144361443616
7313,2018-06-01 02:42:21.893926,0.02,2.0000200002000021e-07,7,0.004740847408474085
7314,2018-06-01 02:42:23.043077,0.04,4.0000400004000043e-07,5,0.014442544425444256
7315,2018-06-01 02:42:32.098121,1.0,2.00000040000008e-07,1,0.22868744573748914
7316,2018-06-01 02:42:34.653039,0.2,2.000002000002e-07,3,0.057300257300257305
7317,2018-06-01 02:42:36.977522,0.1,1.000001000001e-07,4,0.028733828733828733
7318,2018-06-01 02:42:47.729741,2.0,4.00000080000016e-07,0,0.45716289143257827
7319,2018-06-01 02:42:48.682602,0.002,2.0002000200020003e-07,9,0.0006054605460546054
7320,2018-06-01 02:42:51.080309,0.1,1.000001000001e-07,4,0.028755928755928757
7321,2018-06-01 02:43:00.261360,1.0,2.00000040000008e-07,1,0.22871384574276915
7322,2018-06-01 02:43:09.374466,1.0,2.00000040000008e-07,1,0.22871004574200915
7323,2018-06-01 02:43:11.992408,0.2,2.000002000002e-07,3,0.057301457301457304
7324,2018-06-01 02:43:12.990527,0.002,2.0002000200020003e-07,9,0.0006030603060306031
7325,2018-06-01 02:43:22.123040,1.0,2.00000040000008e-07,1,0.22866764573352916
7326,2018-06-01 02:43:30.775096,1.0,2.00000040000008e-07,1,0.22863724572744915
7327,2018-06-01 02:43:33.438869,0.2,2.000002000002e-07,3,0.05727585727585728
7328,2018-06-01 02:43:34.606725,0.04,4.0000400004000043e-07,6,0.00933769337693377
7329,2018-06-01 02:43:36.937380,0.4,4.000004000004e-07,2,0.11442971442971443
7330,2018-06-01 02:43:39.393004,0.4,4.000004000004e-07,2,0.11442091442091443
7331,2018-06-01 02:43:41.994869,0.4,4.000004000004e-07,2,0.11443611443611444
7332,2018-06-01 02:43:43.113610,0.04,4.0000400004000043e-07,6,0.00933889338893389
7333,2018-06-01 02:43:44.119625,0.04,4.0000400004000043e-07,5,0.014433744337443375
7334,2018-06-01 02:43:45.082239,0.002,2.0002000200020003e-07,8,0.0008642864286428643
7335,2018-06-01 02:43:46.019389,0.002,2.0002000200020003e-07,9,0.0006076607660766076
7336,2018-06-01 02:43:47.096888,0.04,4.0000400004000043e-07,5,0.014442544425444256
7337,2018-06-01 02:43:56.033486,1.0,2.00000040000008e-07,1,0.22871144574228913
7338,2018-06-01 02:43:57.289786,0.04,4.0000400004000043e-07,5,0.014448144481444816
7339,2018-06-01 02:44:07.521367,2.0,4.00000080000016e-07,0,0.4571800914360183
7340,2018-06-01 02:44:09.982983,0.2,2.000002000002e-07,3,0.05728985728985729
7341,2018-06-01 02:44:11.306578,0.02,2.0000200002000021e-07,7,0.004751647516475165
7342,2018-06-01 02:44:12.260007,0.002,2.0002000200020003e-07,9,0.0005976597659765976
7343,2018-06-01 02:44:13.361899,0.04,4.0000400004000043e-07,5,0.014449344493444935
7344,2018-06-01 02:44:22.741416,1.0,2.00000040000008e-07,1,0.22863084572616915
7345,2018-06-01 02:44:25.390826,0.2,2.000002000002e-07,3,0.05731265731265731
7346,2018-06-01 02:44:26.342241,0.002,2.0002000200020003e-07,8,0.0008684868486848685
7347,2018-06-01 02:44:27.504334,0.04,4.0000400004000043e-07,6,0.00933289332893329
7348,2018-06-01 02:44:28.522973,0.04,4.0000400004000043e-07,5,0.014449744497444976
7349,2018-06-01 02:44:29.513578,0.002,2.0002000200020003e-07,9,0.0006008600860086009
7350,2018-06-01 02:44:30.586780,0.04,4.0000400004000043e-07,6,0.00933369333693337
7351,2018-06-01 02:44:31.651773,0.02,2.0000200002000021e-07,7,0.004740847408474085
7352,2018-06-01 02:44:40.694781,1.0,2.00000040000008e-07,1,0.22868344573668914
7353,2018-06-01 02:44:43.702197,0.4,4.000004000004e-07,2,0.11443451443451444
7354,2018-06-01 02:44:44.863094,0.04,4.0000400004000043e-07,6,0.00934249342493425
7355,2018-06-01 02:44:45.849070,0.002,2.0002000200020003e-07,8,0.0008716871687168717
7356,2018-06-01 02:44:48.283434,0.2,2.000002000002e-07,3,0.05730985730985731
7357,2018-06-01 02:44:50.661799,0.2,2.000002000002e-07,3,0.057271857271857275
7358,2018-06-01 02:44:51.820844,0.04,4.0000400004000043e-07,6,0.00933889338893389
7359,2018-06-01 02:44:54.309384,0.4,4.000004000004e-07,2,0.11442811442811443
7360,2018-06-01 02:44:56.819083,0.1,1.000001000001e-07,4,0.028722128722128724
7361,2018-06-01 02:44:59.467272,0.1,1.000001000001e-07,4,0.028735428735428736
7362,2018-06-01 02:45:10.031564,2.0,4.00000080000016e-07,0,0.4571664914332983
7363,2018-06-01 02:45:11.142657,0.04,4.0000400004000043e-07,6,0.00933809338093381
7364,2018-06-01 02:45:12.293235,0.02,2.0000200002000021e-07,7,0.004751247512475125
7365,2018-06-01 02:45:14.990563,0.2,2.000002000002e-07,3,0.05728805728805729
7366,2018-06-01 02:45:16.067504,0.04,4.0000400004000043e-07,6,0.00933369333693337
7367,2018-06-01 02:45:17.099776,0.04,4.0000400004000043e-07,6,0.00933409334093341
7368,2018-06-01 02:45:26.095227,1.0,2.00000040000008e-07,1,0.22869604573920915
7369,2018-06-01 02:45:27.046845,0.002,2.0002000200020003e-07,9,0.0006100610061006101
7370,2018-06-01 02:45:37.043429,1.0,2.00000040000008e-07,1,0.22868464573692915
7371,2018-06-01 02:45:39.641343,0.1,1.000001000001e-07,4,0.028733728733728734
7372,2018-06-01 02:45:40.597185,0.002,2.0002000200020003e-07,9,0.000609060906090609
7373,2018-06-01 02:45:41.706250,0.04,4.0000400004000043e-07,5,0.014436144361443616
7374,2018-06-01 02:45:42.792886,0.04,4.0000400004000043e-07,6,0.00934449344493445
7375,2018-06-01 02:45:43.736314,0.002,2.0002000200020003e-07,8,0.0008624862486248625
7376,2018-06-01 02:45:54.559570,2.0,4.00000080000016e-07,0,0.45714769142953826
7377,2018-06-01 02:46:05.435742,2.0,4.00000080000016e-07,0,0.4570860914172183
7378,2018-06-01 02:46:06.394332,0.002,2.0002000200020003e-07,9,0.0005986598659865987
7379,2018-06-01 02:46:08.906999,0.1,1.000001000001e-07,4,0.02871062871062871
7380,2018-06-01 02:46:10.005996,0.04,4.0000400004000043e-07,5,0.014433344333443336
7381,2018-06-01 02:46:10.963322,0.002,2.0002000200020003e-07,8,0.0008678867886788679
7382,2018-06-01 02:46:13.565546,0.2,2.000002000002e-07,3,0.05725685725685726
7383,2018-06-01 02:46:15.899263,0.4,4.000004000004e-07,2,0.11436491436491437
7384,2018-06-01 02:46:17.094152,0.04,4.0000400004000043e-07,6,0.00932529325293253
7385,2018-06-01 02:46:19.624919,0.2,2.000002000002e-07,3,0.05728225728225728
7386,2018-06-01 02:46:30.004835,2.0,4.00000080000016e-07,0,0.45706729141345825
7387,2018-06-01 02:46:31.187234,0.04,4.0000400004000043e-07,6,0.00934129341293413
7388,2018-06-01 02:46:32.405801,0.04,4.0000400004000043e-07,6,0.00932489324893249
7389,2018-06-01 02:46:33.518835,0.04,4.0000400004000043e-07,5,0.014425744257442575
7390,2018-06-01 02:46:34.638383,0.04,4.0000400004000043e-07,6,0.00933969339693397
7391,2018-06-01 02:46:36.959219,0.2,2.000002000002e-07,3,0.05731185731185731
7392,2018-06-01 02:46:38.190272,0.02,2.0000200002000021e-07,7,0.004741847418474185
7393,2018-06-01 02:46:40.524649,0.4,4.000004000004e-07,2,0.11442491442491443
7394,2018-06-01 02:46:41.604349,0.02,2.0000200002000021e-07,7,0.004743047430474305
7395,2018-06-01 02:46:42.695175,0.02,2.0000200002000021e-07,7,0.0047390473904739055
7396,2018-06-01 02:46:52.945730,2.0,4.00000080000016e-07,0,0.45705249141049825
7397,2018-06-01 02:47:03.550800,2.0,4.00000080000016e-07,0,0.45706689141337825
7398,2018-06-01 02:47:12.756094,1.0,2.00000040000008e-07,1,0.22869224573844915
7399,2018-06-01 02:47:13.918575,0.04,4.0000400004000043e-07,5,0.014452944529445295
7400,2018-06-01 02:47:16.337962,0.4,4.000004000004e-07,2,0.11442931442931444
7401,2018-06-01 02:47:17.296353,0.002,2.0002000200020003e-07,8,0.0008750875087508751
7402,2018-06-01 02:47:18.239014,0.002,2.0002000200020003e-07,9,0.0006112611261126113
7403,2018-06-01 02:47:20.793091,0.1,1.000001000001e-07,4,0.02873742873742874
7404,2018-06-01 02:47:29.865803,1.0,2.00000040000008e-07,1,0.22868504573700915
7405,2018-06-01 02:47:30.988241,0.04,4.0000400004000043e-07,6,0.00934049340493405
7406,2018-06-01 02:47:33.361033,0.1,1.000001000001e-07,4,0.02875942875942876
7407,2018-06-01 02:47:43.904222,2.0,4.00000080000016e-07,0,0.4571444914288983
7408,2018-06-01 02:47:54.225026,2.0,4.00000080000016e-07,0,0.4571440914288183
7409,2018-06-01 02:47:55.180568,0.002,2.0002000200020003e-07,9,0.000604060406040604
7410,2018-06-01 02:47:56.070801,0.002,2.0002000200020003e-07,9,0.0006012601260126012
7411,2018-06-01 02:47:56.959665,0.002,2.0002000200020003e-07,8,0.0008732873287328733
7412,2018-06-01 02:47:59.475292,0.2,2.000002000002e-07,3,0.05725745725745726
7413,2018-06-01 02:48:02.260895,0.4,4.000004000004e-07,2,0.1143957143957144
7414,2018-06-01 02:48:03.369472,0.04,4.0000400004000043e-07,5,0.014446144461444616
7415,2018-06-01 02:48:12.766654,1.0,2.00000040000008e-07,1,0.22864604572920913
7416,2018-06-01 02:48:13.932490,0.04,4.0000400004000043e-07,5,0.014436144361443616
7417,2018-06-01 02:48:14.917644,0.002,2.0002000200020003e-07,8,0.0008666866686668668
7418,2018-06-01 02:48:17.532314,0.1,1.000001000001e-07,4,0.02873742873742874
7419,2018-06-01 02:48:19.795290,0.1,1.000001000001e-07,4,0.028744628744628745
7420,2018-06-01 02:48:30.449454,2.0,4.00000080000016e-07,0,0.4571872914374583
7421,2018-06-01 02:48:33.106859,0.4,4.000004000004e-07,2,0.11442251442251443
7422,2018-06-01 02:48:34.273507,0.04,4.0000400004000043e-07,5,0.014434144341443415
7423,2018-06-01 02:48:35.239734,0.002,2.0002000200020003e-07,8,0.0008738873887388739
7424,2018-06-01 02:48:37.683303,0.2,2.000002000002e-07,3,0.057291257291257294
7425,2018-06-01 02:48:48.654747,2.0,4.00000080000016e-07,0,0.4571900914380183
7426,2018-06-01 02:48:49.730658,0.02,2.0000200002000021e-07,7,0.004749847498474985
7427,2018-06-01 02:48:52.230284,0.1,1.000001000001e-07,4,0.028732528732528732
7428,2018-06-01 02:48:53.296723,0.04,4.0000400004000043e-07,5,0.014442144421444215
7429,2018-06-01 02:48:54.257949,0.002,2.0002000200020003e-07,8,0.0008712871287128713
7430,2018-06-01 02:49:03.580041,1.0,2.00000040000008e-07,1,0.22866724573344915
7431,2018-06-01 02:49:06.075038,0.1,1.000001000001e-07,4,0.02871892871892872
7432,2018-06-01 02:49:08.525002,0.4,4.000004000004e-07,2,0.11438571438571439
7433,2018-06-01 02:49:19.018406,2.0,4.00000080000016e-07,0,0.4571392914278583
7434,2018-06-01 02:49:21.645068,0.2,2.000002000002e-07,3,0.05727505727505728
7435,2018-06-01 02:49:22.758278,0.04,4.0000400004000043e-07,5,0.014432544325443256
7436,2018-06-01 02:49:23.798498,0.04,4.0000400004000043e-07,5,0.014431344313443135
7437,2018-06-01 02:49:26.130770,0.2,2.000002000002e-07,3,0.05729245729245729
7438,2018-06-01 02:49:28.423331,0.1,1.000001000001e-07,4,0.028722928722928726
7439,2018-06-01 02:49:38.834360,2.0,4.00000080000016e-07,0,0.4569924913984983
7440,2018-06-01 02:49:39.917562,0.04,4.0000400004000043e-07,6,0.00933569335693357
7441,2018-06-01 02:49:41.029400,0.04,4.0000400004000043e-07,6,0.00933329333293333
7442,2018-06-01 02:49:51.695291,2.0,4.00000080000016e-07,0,0.4570360914072183
7443,2018-06-01 02:49:52.649652,0.002,2.0002000200020003e-07,9,0.0006026602660266026
7444,2018-06-01 02:49:53.670549,0.04,4.0000400004000043e-07,5,0.014434944349443495
7445,2018-06-01 02:49:54.645941,0.04,4.0000400004000043e-07,6,0.00933209332093321
7446,2018-06-01 02:49:55.654285,0.002,2.0002000200020003e-07,9,0.0006106610661066107
7447,2018-06-01 02:50:04.906441,1.0,2.00000040000008e-07,1,0.22859844571968915
7448,2018-06-01 02:50:06.027699,0.04,4.0000400004000043e-07,5,0.014432544325443256
7449,2018-06-01 02:50:15.483225,1.0,2.00000040000008e-07,1,0.22865064573012914
7450,2018-06-01 02:50:24.008706,1.0,2.00000040000008e-07,1,0.22863304572660914
7451,2018-06-01 02:50:26.491755,0.2,2.000002000002e-07,3,0.057300257300257305
7452,2018-06-01 02:50:27.439325,0.002,2.0002000200020003e-07,9,0.0006036603660366037
7453,2018-06-01 02:50:28.567869,0.04,4.0000400004000043e-07,6,0.00933489334893349
7454,2018-06-01 02:50:31.071322,0.1,1.000001000001e-07,4,0.028739328739328742
7455,2018-06-01 02:50:33.499646,0.1,1.000001000001e-07,4,0.02874082874082874
7456,2018-06-01 02:50:34.559016,0.04,4.0000400004000043e-07,6,0.00934369343693437
7457,2018-06-01 02:50:35.621434,0.02,2.0000200002000021e-07,7,0.004738847388473885
7458,2018-06-01 02:50:44.532947,1.0,2.00000040000008e-07,1,0.22868084573616915
7459,2018-06-01 02:50:47.296944,0.4,4.000004000004e-07,2,0.11444691444691445
7460,2018-06-01 02:50:48.252671,0.002,2.0002000200020003e-07,8,0.0008698869886988699
7461,2018-06-01 02:50:58.249096,2.0,4.00000080000016e-07,0,0.4571900914380183
7462,2018-06-01 02:50:59.291359,0.002,2.0002000200020003e-07,8,0.0008642864286428643
7463,2018-06-01 02:51:01.725099,0.4,4.000004000004e-07,2,0.1143977143977144
7464,2018-06-01 02:51:04.104184,0.2,2.000002000002e-07,3,0.057305057305057305
7465,2018-06-01 02:51:05.185335,0.04,4.0000400004000043e-07,5,0.014448144481444816
7466,2018-06-01 02:51:06.385399,0.02,2.0000200002000021e-07,7,0.004746247462474625
7467,2018-06-01 02:51:07.426542,0.04,4.0000400004000043e-07,6,0.00932929329293293
7468,2018-06-01 02:51:08.536627,0.04,4.0000400004000043e-07,5,0.014451744517445176
7469,2018-06-01 02:51:18.123039,1.0,2.00000040000008e-07,1,0.22873164574632915
7470,2018-06-01 02:51:20.780752,0.4,4.000004000004e-07,2,0.11442691442691443
7471,2018-06-01 02:51:22.027959,0.04,4.0000400004000043e-07,6,0.00932449324493245
7472,2018-06-01 02:51:23.066785,0.04,4.0000400004000043e-07,5,0.014436544365443655
7473,2018-06-01 02:51:25.516413,0.2,2.000002000002e-07,3,0.0573016573016573
7474,2018-06-01 02:51:28.222065,0.4,4.000004000004e-07,2,0.11441491441491441
7475,2018-06-01 02:51:37.305180,1.0,2.00000040000008e-07,1,0.22862504572500914
7476,2018-06-01 02:51:38.260576,0.002,2.0002000200020003e-07,8,0.0008626862686268627
7477,2018-06-01 02:51:39.390918,0.04,4.0000400004000043e-07,5,0.014448544485444855
7478,2018-06-01 02:51:40.534501,0.04,4.0000400004000043e-07,5,0.014443744437444376
7479,2018-06-01 02:51:43.099463,0.4,4.000004000004e-07,2,0.11444891444891446
7480,2018-06-01 02:51:51.917399,1.0,2.00000040000008e-07,1,0.22873124574624915
7481,2018-06-01 02:51:54.593153,0.4,4.000004000004e-07,2,0.11440571440571441
7482,2018-06-01 02:52:04.975152,2.0,4.00000080000016e-07,0,0.4572440914488183
7483,2018-06-01 02:52:06.018430,0.04,4.0000400004000043e-07,5,0.014440544405444055
7484,2018-06-01 02:52:16.663793,2.0,4.00000080000016e-07,0,0.4571580914316183
7485,2018-06-01 02:52:17.777303,0.02,2.0000200002000021e-07,7,0.004747847478474785
7486,2018-06-01 02:52:20.507183,0.2,2.000002000002e-07,3,0.057295057295057294
7487,2018-06-01 02:52:22.779586,0.1,1.000001000001e-07,4,0.028747228747228747
7488,2018-06-01 02:52:25.338124,0.1,1.000001000001e-07,4,0.028722128722128724
7489,2018-06-01 02:52:26.293083,0.002,2.0002000200020003e-07,8,0.0008654865486548655
7490,2018-06-01 02:52:28.860218,0.1,1.000001000001e-07,4,0.02872122872122872
7491,2018-06-01 02:52:30.031092,0.04,4.0000400004000043e-07,5,0.014444144441444415
7492,2018-06-01 02:52:32.342994,0.2,2.000002000002e-07,3,0.0572986572986573
7493,2018-06-01 02:52:34.786632,0.4,4.000004000004e-07,2,0.11440691440691442
7494,2018-06-01 02:52:45.056435,2.0,4.00000080000016e-07,0,0.45716969143393826
7495,2018-06-01 02:52:46.053042,0.002,2.0002000200020003e-07,9,0.0006058605860586059
7496,2018-06-01 02:52:48.517342,0.1,1.000001000001e-07,4,0.028715828715828718
7497,2018-06-01 02:52:49.468700,0.002,2.0002000200020003e-07,8,0.0008648864886488649
7498,2018-06-01 02:52:52.061032,0.2,2.000002000002e-07,3,0.05728865728865729
7499,2018-06-01 02:52:53.215463,0.04,4.0000400004000043e-07,5,0.014442144421444215
7500,2018-06-01 02:53:02.105619,1.0,2.00000040000008e-07,1,0.22860604572120913
